OBJECTID,ZONING_CODE,ZONING_NAME,ZONING_TYPE,GLOBALID,SHAPEAREA,SHAPELEN
70960,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{9394E566-B8DF-4846-8E25-27AF95843E64},285540.268908594,2770.10946024283
70961,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{DCC864F7-D60B-42F7-AFD1-226F90FB1B20},505944.547557031,3394.76608523098
70962,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{DA13B182-DD90-4B92-8C95-1C5754A96ECA},45802.5034242188,929.322828936469
70963,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{5B17FEDC-6262-4DCB-95C5-5E5B1AE5DB3E},27257.0157796875,718.33678154538
70965,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{89379959-27C5-427D-B96C-4F8B2708F9E1},94783.3589273438,1380.86925475191
70967,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{B0CEE3CA-C8AC-4B4A-A630-20F504BB9930},582187.303970313,3620.81615538288
70968,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{8706C10F-2330-4F76-8917-0CD1AC3FC9E2},103222.691402344,1645.94152516636
70970,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{AB769EAA-C2FC-49E4-B247-5CA8AD5EFE43},1017898.88151953,6327.68791698414
70971,R6,RES MULTI-FAMILY,RESIDENTIAL,{62328616-0E01-4506-B02E-25988599F58A},1363988.19989297,6999.06415620462
70974,OR3,OFFICE/RES,OFFICE,{0D19534F-C27A-4A1C-851F-197260ACCDDE},120435.953885938,1539.00334132298
70975,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{F75551D1-F16E-4BC0-B96D-04F813FDF13C},115729.241304688,1633.40806761533
70976,R5A,RES MULTI FAMILY,RESIDENTIAL,{D2F073B7-3FE7-433D-B228-EB04DD0768E0},1074261.10537969,5860.06183639448
70977,R5A,RES MULTI FAMILY,RESIDENTIAL,{1AF79DA3-0D61-495A-8C41-16E2C30F337A},234495.937183594,2663.58625872558
70980,R5,RES SINGLE FAMILY,RESIDENTIAL,{2426ED51-869D-45B6-B79B-83688B9F6653},4780.5164578125,296.497117925197
70984,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{F900CDFC-BB82-4358-ABAC-4774C1DFCC4B},27325.1846,688.023476554438
70985,OR1,OFFICE/RES,OFFICE,{3CBABA6B-57CE-45B3-B7AA-31BA83F92DF6},31161.5009195312,729.105294483472
70986,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{D2B95A2F-31A1-4DE8-8A43-9F540B9D6096},27716.4321484375,767.727103739274
70987,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{FA3E9E0E-0491-423B-BF16-17A03E89325C},124029.016948438,1455.29595002641
70988,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{8C177B87-E5C6-428F-BC6B-58869EAFC3F4},406157.549596094,3837.37528985497
70991,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{6BC19675-867A-4411-9A83-C1C40EA8FC0F},52797.9923835938,946.49469385687
70992,OR1,OFFICE/RES,OFFICE,{F5C14813-EFB7-412E-A668-8DC5B2BD10B3},49804.7616101563,892.694292989246
70993,R7,RES MULTI-FAMILY,RESIDENTIAL,{C570E5E3-F9F9-46F8-85F9-CEEA4C3C6252},404705.127089844,4138.18287643989
70994,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,{7C175AE0-AD12-4941-8167-3A68588E9CBD},108450.350810156,1485.11918354039
70995,R1,RES SINGLE FAMILY,RESIDENTIAL,{03DF696C-A23C-4BB0-B593-649E2EB2C93D},515813.600429687,3102.23739214033
70996,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{37629828-30B6-4638-AE26-237D41B701EA},91364.9538617187,1220.71343558418
70997,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{776AEB84-B818-413E-A092-8C92688540AB},54899.7451039062,1245.40270953863
70999,M1,INDUSTRIAL,INDUSTRIAL,{AA5C25AB-9DE8-479A-8B61-38915CF16D07},206854.94626875,2300.17195544894
71000,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{475B87F2-EE3D-4192-9F8B-9BC8950FC70C},562838.518507031,4852.84001538316
71001,OR1,OFFICE/RES,OFFICE,{1A458CEB-9BE4-41EE-9C56-12ADFAFF2D5E},30552.1327015625,825.642128990538
71003,OR3,OFFICE/RES,OFFICE,{FA462B0B-7FE3-41DB-9AC4-6E0D1289E67C},90109.8622078125,1421.54190773446
71004,R5,RES SINGLE FAMILY,RESIDENTIAL,{83C86417-8D56-45A8-9F42-7B7C5F94B47B},370972.60805,2472.06484315069
71007,R7,RES MULTI-FAMILY,RESIDENTIAL,{0DB20246-674D-41E5-B59A-919ED085CF36},1695258.22490313,6195.08244869188
71008,R7,RES MULTI-FAMILY,RESIDENTIAL,{3892AA12-AEEF-4381-9FEC-91C6CDC8BE38},458886.635485156,3176.93267942482
71009,R5,RES SINGLE FAMILY,RESIDENTIAL,{2E779687-05EB-44DD-A20C-E8596D13192F},35878.2664742187,758.634759221837
71010,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{16B3F2C1-0D00-40D1-A66B-08696FDBD060},242625.709753906,2143.78225146606
71011,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{72280A90-3414-4580-91E7-740AFCE329E9},434337.870059375,2761.38526815405
71013,R6,RES MULTI-FAMILY,RESIDENTIAL,{C9A40159-298E-4B60-888D-2299128650BA},41348.550234375,974.926647313468
71015,R4,RES SINGLE FAMILY,RESIDENTIAL,{857EA885-5723-4D43-8C8E-AD744D37CA3C},24377.2270875,644.957896042099
71019,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{78EB35A0-6422-41DA-BE5F-6BFEABF952F5},300850.567254687,2406.14970038573
71020,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{CBFA56C9-15B3-41E3-803B-1F7675CA4D81},7866.8326984375,381.058966949048
71021,R1,RES SINGLE FAMILY,RESIDENTIAL,{D0F46F9C-ED1B-49A2-B115-D1A0ACF3EE72},1202915.14759844,7094.80707257337
71022,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{0B0448D5-2ED5-43D9-BBF1-5351C79C1496},357418.206425,3295.56730633684
71023,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{0F522DF7-6C4D-44F0-B99C-7CAF16B6EA52},80414.7371375,1282.86153599456
71027,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{33C93C76-93FA-49AD-8186-64C99550597B},20431.3257117188,620.726521167819
71028,OR3,OFFICE/RES,OFFICE,{175FD0A7-6E22-4621-93F6-8E5975BEC171},223130.310116406,2731.2705729046
71029,R7,RES MULTI-FAMILY,RESIDENTIAL,{7FFBDC2B-AF8B-488D-9E18-9C1F2309C450},165690.2801125,2141.82331464486
71030,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{C069EEA5-A314-4960-BD91-26B1EA824F70},31248.8202453125,856.128309379905
71031,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{499ED94E-0B79-4987-92FC-E4E01FE2B4FE},31085.2855125,823.378568844355
71033,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{19E72FFF-6AD0-459D-920A-E272C6EFBA40},121564.060552344,1988.17413955147
71034,R7,RES MULTI-FAMILY,RESIDENTIAL,{1641791E-79C7-44BE-97EC-4B81C1E76CE5},411468.742820313,3303.95605866929
71035,R7,RES MULTI-FAMILY,RESIDENTIAL,{4D4575B1-BEC6-4359-BACC-2EBDADC337D1},34580.60469375,766.839218164121
71036,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{7F573990-5284-4783-B331-A7AD725173C2},187589.046816406,2225.89620484131
71037,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{152D1535-0C4C-40A4-822D-21F248517B7F},510265.636353125,5039.77270657466
71038,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{9FCCAB17-BCFE-40A9-963E-8670725FAE9A},13037.3452671875,535.741958786369
71039,OR,OFFICE/RESIDENTIAL,OFFICE,{71074FEF-9E62-4C75-9972-A5FAB3772A77},17820.4035726563,563.769340571402
71040,R7,RES MULTI-FAMILY,RESIDENTIAL,{BBC73583-DCE7-4871-9345-1E4BBBA9B8B7},176906.36555,2154.16692935585
71041,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,{3C012A68-CAFD-42F7-AF0B-3A3FD49B5A3B},172984.015954688,2113.04700606079
71042,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,{88903ECF-3097-4208-8906-0D9776219572},45887.7221367188,1086.58299624938
71043,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{AFCEB2B9-C92A-4754-95CA-FB9DF2091CC1},64938.3489507813,1158.92110001173
71044,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{31C93407-D7A9-4115-B630-367BA7EBC9BB},44733.5548101563,1259.03510594753
71045,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{CAFE2FD9-F351-4A99-830E-8B49CB232BFE},62593.3687171875,1196.92805681843
71046,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{F0575C67-C14A-4CC2-87D3-68D9A494298A},11240.025159375,457.688528645448
71047,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{6354CA8B-DA87-49AD-9D85-C9AD4FD52D2E},31424.5325773438,716.38691040204
71049,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{0A27154D-6C61-4780-B056-2FB5F3CEB8C3},41325.0942554687,825.022399356559
71050,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{C51EA42C-2FB8-4EB7-A8CB-FD8C68D6A406},105010.199728125,1351.67910402172
71051,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{EED8CF76-B6EC-4ABD-A970-C3643AC5A84B},10475.2081867187,456.515447379077
71052,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{DBFFD333-CF54-4271-8110-799330383D19},90527.0615125,1222.88276177019
71057,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{F7181676-C987-4566-A02C-09EA069D62B6},107697.230341406,1388.45385607472
71058,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{C3B68280-38A4-4A17-92FA-84CF261F3987},28620.14805,704.861015324339
71059,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{EBD03A25-93F0-40D5-9968-0222682F2977},341491.417170312,3675.13618687212
71060,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{02FD2229-1D79-41E3-838D-BEBF379FBCBF},46873.0198984375,871.237817682956
71062,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{D6DAA687-046A-4AD6-9DC4-8A53F42F59AA},32191.3915601563,1011.72627896978
71064,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{E626497A-178D-40FE-BC00-477D52A0C399},2806.0774265625,259.317208508766
71065,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{0C433B0B-29B1-4EF2-9EDF-7870BBA01A3B},178149.533791406,2215.59523853914
71066,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{2E3A1C06-98B8-4A00-8CF8-D436C5442D70},16833.500078125,544.971608821943
71067,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{0924652E-F809-4066-87AE-C7093338A638},217301.131902344,2039.55590359799
71068,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{75717721-B4B3-4975-9E40-36F79EC67E5A},218349.96006875,2064.06099999799
71069,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{B941312D-85B8-4DFF-992D-26193930E18F},15351.8624710937,565.238980863162
71071,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{E8FEC91E-793D-4AED-AA0D-084D3BA37FCA},16400.0330648437,609.999171099585
71072,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{E2131E4A-4659-42FD-8116-66608A9E0038},5497.564375,415.59442911134
71073,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{2D7876FA-FFE4-4A33-8894-ED096C9E6C44},145995.637164063,1577.89795614339
71074,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{2F22F451-CD07-40CC-B0FB-70CB75FA16C2},32082.2154914062,731.94078979837
71075,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{A30B01C5-998C-44C9-8D91-938D2EBB24D0},11323.7719445313,515.761009103532
71076,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{F232FCE5-210D-4DF1-A916-415896262A7A},20419.9955820313,617.508723004212
71080,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{B789023E-1FFD-4EAF-9F48-059E135C7D0F},34447.7669570313,756.66399792578
71081,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{57693D65-D062-4249-ADC9-ACB137F15E3D},3526.463325,248.665216671321
71082,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{503B36FC-3F8E-47B4-BF31-ABEB8EFB3A06},175073.665850781,2005.94501473782
71083,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{29B0472E-0084-4127-9377-AFF7E6C13138},156720.225007812,2220.17684850102
71084,(C2),COMM OVERLAY,COMMERCIAL-INDUSTRIAL,{266D27EC-CC4C-4711-B204-2AAEF132DEAF},58047.2499578125,964.746828146905
71085,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{3A798DD6-3BBC-4AE5-85A4-378F0357A1CE},263629.444054688,2342.94033976925
71089,R5,RES SINGLE FAMILY,RESIDENTIAL,{EF723210-C27A-49AD-896D-AE8167A5A84E},914457.080101563,4048.92939981905
71090,R7,RES MULTI-FAMILY,RESIDENTIAL,{40087FC1-85AE-43B2-A519-DB5ED447F2AE},502963.0606,4500.36930037026
71091,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{C812920B-86A3-4C14-B438-5CD4B1661E0E},980444.230472656,5591.97324312629
71092,OR1,OFFICE/RES,OFFICE,{87C45FF0-6CF2-4B22-A667-61FE9FF9EAC7},34824.5745367187,865.806266074851
71093,R7,RES MULTI-FAMILY,RESIDENTIAL,{383AE8CF-BA18-4B6B-8391-FDC6027278B2},1429088.34300547,10186.2634283075
71094,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{EF7F562F-2084-49D1-8CA5-8E63029E68FF},359505.827295312,3545.87015267254
71095,R7,RES MULTI-FAMILY,RESIDENTIAL,{B33A082C-B487-4C4B-9B5B-22E3BAC7E079},114858.009808594,1932.43814313119
71096,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{47F58ADF-E588-44D8-AE84-1D699539570F},315661.792144531,2425.0784219256
71097,R7,RES MULTI-FAMILY,RESIDENTIAL,{D6CB1B73-9B31-4724-8DC6-E706B1A333EB},116185.949398438,1400.51599054246
71099,R7,RES MULTI-FAMILY,RESIDENTIAL,{FB8CEDDE-8338-449C-8CE9-AA10881E8DA5},267953.627467969,2344.05082852244
71100,R5,RES SINGLE FAMILY,RESIDENTIAL,{DF882642-94EE-42D3-B9D4-F1165196683D},1195606.27763359,5299.2776183662
71101,OR1,OFFICE/RES,OFFICE,{65569C6E-1FC8-439E-8473-695FFA24125A},7430.943590625,424.891873012184
71102,R1,RES SINGLE FAMILY,RESIDENTIAL,{BCEB812B-91D6-4CDC-8C02-FB7404F3139F},1799738.34966797,9555.67170362563
71103,R1,RES SINGLE FAMILY,RESIDENTIAL,{24DEBE21-631A-45EB-839E-0AE4271B89AD},98807.2403375,1699.42134890664
71104,OR3,OFFICE/RES,OFFICE,{B032484E-4D78-448F-875B-4FE00C81C219},182081.014655469,2128.69048870261
71105,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,{020D7A69-0C57-4C10-967C-8C5E9F5DFDC3},33889.3863671875,921.470722349658
71106,OR3,OFFICE/RES,OFFICE,{FF227C44-0E78-4151-BB52-862AD754DEE3},14214.1771039062,520.72418401277
71107,OR3,OFFICE/RES,OFFICE,{2F50F1D2-B736-4079-A0DC-D93BE56461F8},396553.555409375,4045.06218751628
71108,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{E57D63F4-8502-48C1-AF9D-5A66FC2CA8B2},86459.4076101563,1209.61884682831
71109,R5,RES SINGLE FAMILY,RESIDENTIAL,{547CE012-8D2B-4639-9A26-0C7533992D65},89348.3591320313,1216.68216691785
71111,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{009D09B9-8568-4D46-BEB7-5B3FDD852141},36248.5607398437,881.508809979872
71112,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,{79E03CAD-A3D1-4E9F-A3A1-3F72A5DA3B51},176395.357117969,2124.4889134706
71113,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{7562A1F7-E0C6-464A-AF92-AFA09BE4ED24},41597.3043257813,820.720837694754
71114,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{18E2CB2F-9458-4DF7-93BA-810E6F7B6253},24409.4881351563,808.840788909754
71115,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{EFA0C60E-15F2-4B40-B303-7A0BAFFBDFB5},134953.328424219,1765.80145003624
71116,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{0268D21C-7B82-4A28-AE46-6418662FC833},760654.061527344,3691.79661256861
71117,R1,RES SINGLE FAMILY,RESIDENTIAL,{77492E2F-89FD-4B9E-AE16-0BC97D420CA0},4379738.92676172,9167.0065767867
71118,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{D1453300-E7F8-4361-9DCA-0AC787511EF9},227953.622396875,2588.58639150138
71119,OR2,OFFICE/RES,OFFICE,{241E5E77-F7F5-4718-95BD-EDA7DE0F5963},83428.0374257813,1210.46790590449
71120,R5,RES SINGLE FAMILY,RESIDENTIAL,{F4A53821-FBE9-43C8-BDAE-16A341E4B016},2558952.53957578,8000.27410165058
71121,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{9AD537D8-B67A-4012-A67C-02B621BB9B95},16745.73053125,598.329730456818
71124,CN,NEIGHBORHOOD COMM,COMMERCIAL-INDUSTRIAL,{DBD5BF06-3959-4845-B257-9B19966B77B6},28174.6961226562,737.542280932982
71125,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{7BC1E0D1-8BEF-462A-AC4A-8AA499FB19C1},109129.622103125,1378.28302181374
71126,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{34C444B0-5342-4C3C-820B-86902B748750},100793.954110156,1498.68944287349
71134,OR3,OFFICE/RES,OFFICE,{BB238328-8066-4C78-9402-256003AB579D},44878.6686351563,1061.31158275663
71135,M1,INDUSTRIAL,INDUSTRIAL,{57E38027-C006-4429-8B7D-085D9494195C},91640.3863484375,2156.09286651003
71136,OR1,OFFICE/RES,OFFICE,{417A0F69-D921-473E-8E58-C3F28BEEDDF8},19225.9335179688,586.192829717182
71137,OR3,OFFICE/RES,OFFICE,{522D955A-760C-47E0-AA76-2429E95FBBA3},82953.21313125,1160.72889538819
71143,OR3,OFFICE/RES,OFFICE,{15665AEE-8DC6-45F2-BF8D-30DED5229C80},899441.340247656,4179.12651054854
71145,R5,RES SINGLE FAMILY,RESIDENTIAL,{CF45A636-6AD9-478F-8F0F-652199C1EE98},222073.914344531,2329.94127540278
71146,OR2,OFFICE/RES,OFFICE,{D7399D1D-A2D9-444E-A0F3-5C5832BFE478},214903.453514844,2569.01502094111
71147,R5,RES SINGLE FAMILY,RESIDENTIAL,{41C8AF8B-8BFA-41BE-9811-8C24A32C0B23},98430.075584375,1270.88164387403
71148,OR1,OFFICE/RES,OFFICE,{1457EE92-7618-4580-BB72-653DF3244C53},56449.4512546875,990.715864395812
71149,OR3,OFFICE/RES,OFFICE,{8A2FD5FF-ACDD-4586-8857-B799CDA2CCEC},75060.0397429687,1098.1362617583
71150,R7,RES MULTI-FAMILY,RESIDENTIAL,{20C5D893-0F5B-4B62-9E63-3DD5E6B95501},398908.796111719,2939.04064600739
71152,OR1,OFFICE/RES,OFFICE,{8BD16E36-62CD-48E8-802E-3F0DD4A378BE},40687.5366273437,859.515203235594
71153,R7,RES MULTI-FAMILY,RESIDENTIAL,{7D28496C-8BD8-46EA-B86D-95BD23949F7D},217741.159809375,2224.51793981379
71154,R5,RES SINGLE FAMILY,RESIDENTIAL,{8220C99A-C68E-4018-AA98-62B5EC2742B1},975805.546949219,4531.64582396106
71156,R7,RES MULTI-FAMILY,RESIDENTIAL,{25668624-19D3-484B-89BD-8405BF193AD8},130844.743953125,1529.56026710019
71157,(R4),RES SINGLE FAMILY OVERLAY,RESIDENTIAL,{F7C321C1-6FCC-4B4E-A1B8-DA40FED3F588},1243293.65883516,4593.66209121132
71158,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{8E3271D1-DD33-40E1-9D95-4BA25ECDC8FF},391116.224621875,3072.59469594183
71160,(R4),RES SINGLE FAMILY OVERLAY,RESIDENTIAL,{FA6F7832-C9E3-4DE8-91FA-6ABAD41CC4C7},1479162.91748906,15085.8452255381
71161,OR1,OFFICE/RES,OFFICE,{1DB577BF-1651-48B5-A43C-F55F5FBA020C},49898.3302046875,913.723427365675
71162,OR1,OFFICE/RES,OFFICE,{769E4933-64D8-42AC-BA84-6975FDD925D1},36881.119128125,767.795565428064
71163,OR2,OFFICE/RES,OFFICE,{FE58424B-F2AE-4336-89EE-FD212646EC4B},36019.90828125,759.164207254495
71164,R7,RES MULTI-FAMILY,RESIDENTIAL,{164D3922-4428-4BA9-99DE-9F29C79F34D6},180287.419636719,1956.62601178606
71165,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{4B5729BD-1E75-4A0B-8764-44D40BF85CFF},24847.7440328125,633.489584441427
71166,R5,RES SINGLE FAMILY,RESIDENTIAL,{9B78F20C-E081-4575-80AF-8C1A0DCB8C86},920190.501448437,5423.84394851703
71167,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{CEDAAB68-AA8C-41D6-9FE8-56BA02596A97},81581.209446875,1168.92683451858
71168,OR2,OFFICE/RES,OFFICE,{0F8B6466-1A59-4D0D-8331-D53BD25BEAEA},51244.4401171875,960.616416975297
71169,R5,RES SINGLE FAMILY,RESIDENTIAL,{24440122-3E90-4619-8FF5-1004987BD2E9},174977.882986719,2455.11768368349
71170,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{4C08E129-6217-431E-8E5E-C4DB99ECA9B9},40102.6770070312,828.222272607889
71171,OR1,OFFICE/RES,OFFICE,{B1F17CDB-4BC8-4484-A542-483D98FD105E},16443.9015328125,528.000584289884
71172,R7,RES MULTI-FAMILY,RESIDENTIAL,{3E32FDA4-A1FB-4CA1-BDBF-801C614BCC6C},738182.088408594,4437.107238422
71173,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{16A08310-960D-418A-841F-21CA227B4A72},54305.3307125,967.623385703143
71174,R5,RES SINGLE FAMILY,RESIDENTIAL,{3BF8C827-32D7-4F92-B9A8-87B90E5DED8A},2030676.69033203,8294.30631401197
71176,R5,RES SINGLE FAMILY,RESIDENTIAL,{155A1970-3600-4E87-BEA6-453650EA01E6},170518.027078125,2219.25781838787
71177,(R4),RES SINGLE FAMILY OVERLAY,RESIDENTIAL,{B6DC790E-D9B5-402A-A64B-8F6D418B9617},607778.796583594,6489.16938430309
71178,M3,INDUSTRIAL,INDUSTRIAL,{1A267BE5-3BFF-4468-AC73-484B3A6486E9},97819.594296875,1297.42776772973
71179,R5,RES SINGLE FAMILY,RESIDENTIAL,{E1C6A8E6-0336-4693-A16A-BE8BB47A8EDF},1164482.81367031,4715.87993527579
71182,M3,INDUSTRIAL,INDUSTRIAL,{5A0BDEE5-2E97-4251-9B96-323729DD10AE},3793806.87936953,9676.34417428924
71183,OR2,OFFICE/RES,OFFICE,{B1EC999E-9810-42E8-B088-269B0FFD6D94},286472.257607813,2331.31752998882
71184,CN,NEIGHBORHOOD COMM,COMMERCIAL-INDUSTRIAL,{50CE8978-D3B2-49DB-A455-CF5E2E56FC12},86843.7216,1216.80609117324
71185,R1,RES SINGLE FAMILY,RESIDENTIAL,{3452EF38-AB50-4BFE-A92B-B98E60803CCE},808486.543291406,4768.79771160182
71186,R5,RES SINGLE FAMILY,RESIDENTIAL,{B93F3F47-DB7F-46A9-AA84-047ED11F7126},1566318.65322656,5878.03529566315
71187,R5,RES SINGLE FAMILY,RESIDENTIAL,{51C368D6-B5EF-4862-B3B5-B00C0AED7EB4},727960.161565625,3755.38665595947
71188,OR1,OFFICE/RES,OFFICE,{32B73174-E3BC-4015-A3B4-7FC0BB41CF5A},102588.532134375,1322.01426653998
71189,R1,RES SINGLE FAMILY,RESIDENTIAL,{EC4B06DA-D075-451A-B5DA-BEA2ACB8BC3E},161407.901826563,1816.89074592194
71190,OR1,OFFICE/RES,OFFICE,{07F635EA-47F7-406A-814D-FACA8BB314BC},69584.0671757813,1463.28621765346
71191,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{8B98A1A1-0B9E-4433-9293-8F4EC24EFAB0},280369.456860156,2759.31395679226
71192,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{5659A697-9CC1-40BF-9C2E-BE2F484F3400},17028.5162585938,610.641587573773
71197,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{AE23D658-652B-4874-9997-48F9B479FD03},187377.662246094,2264.03016865248
71198,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{A45CDC94-F1C3-4BD0-AB14-FCEDA3FF22FB},335965.517785156,2510.27654953385
71199,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{1745D40A-0064-4175-A3D5-417FDDAE82E4},55478.4528585937,1036.56744097367
71200,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{9038816F-EF43-41EC-8864-D06BBDFEF4C7},140303.045867969,1617.32535257047
71201,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{85813C08-8BB6-4B4F-A14B-9CAB355780BB},14820.4094117188,620.92971522613
71202,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{D7349FBB-9AEF-4E1C-B013-E9700B0FECAF},4528.31108125,416.647983383878
71203,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{72CD3586-C889-4189-B922-2354A0E8B990},41879.0456789063,846.844474681408
71204,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{3CCFD8F4-653D-4ACD-A1A6-07FFB3A51007},32463.4828085938,830.173544076764
71205,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{0C1310F5-5A97-4851-8D71-92FB1E0A1411},225686.219684375,2005.41574249932
71206,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{1EFDD0FD-C43C-49B1-942F-CEC08C4DE1F6},133555.449211719,2318.33865496554
71207,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{9108A06C-BC7C-44DF-BB7B-839AE93874BB},42650.2127234375,1098.58857522901
71208,R5,RES SINGLE FAMILY,RESIDENTIAL,{070AFFFB-552B-4F67-8786-265F52FB1290},2945276.79763516,7507.55757083183
71209,M2,INDUSTRIAL,INDUSTRIAL,{6AAB09AA-C9DF-440E-A770-B86A1A0D4F1C},615135.087994531,6407.54019128916
71210,R5,RES SINGLE FAMILY,RESIDENTIAL,{C32A65C8-2FC8-4A41-B3AC-EE371555DFED},209758.756745313,2501.48824098108
71212,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{C518830C-7C46-4792-8826-6B8752E2B533},87527.483890625,1371.90313835412
