region,region_code,period,pct_hospitals_cehrt,pct_hospitals_cehrt_2015,pct_hospitals_find_clinical_info,pct_hospitals_send_clinical_info,pct_hospitals_receive_clinical_info,pct_hospitals_integrate_scr,pct_hospitals_send_receive_find_integrate,pct_hospitals_clinical_out,pct_hospitals_phi_out,pct_hospitals_hie_participate,pct_hospitals_netwk,pct_hospitals_api,pct_hospitals_integrate_pdmp,pct_hospitals_integrate_data_pdmp,pct_hospitals_epcs,pct_hospitals_patients_view,pct_hospitals_patients_download,pct_hospitals_patients_transmit,pct_hospitals_patients_vdt,pct_hospitals_basic_ehr_notes,pct_rural_hospitals_basic_ehr_notes,pct_small_hospitals_basic_ehr_notes,pct_critical_access_hospitals_basic_ehr_notes,pct_hospitals_basic_ehr_no_notes,pct_rural_hospitals_basic_ehr_no_notes,pct_small_hospitals_basic_ehr_no_notes,pct_critical_access_hospitals_basic_ehr_no_notes,pct_small_rural_hospitals_cehrt,pct_cah_hospitals_cehrt,pct_hospitals_share_labs_any_outside_provs,pct_hospitals_share_labs_any_outside_hospitals,pct_hospitals_share_labs_any_outside_ambu_provs,pct_hospitals_patients_ecopy_ehr,pct_hospitals_patients_ecopy_discharge_instr,pct_hospitals_share_care_summaries_any_outside_provs,pct_hospitals_share_care_summaries_any_outside_hospitals,pct_hospitals_share_care_summaries_any_outside_ambu_provs,pct_hospitals_patients_secure_message,pct_hospitals_integrate_any_clinical_info
Georgia,GA,2018,0.9765,0.8424,0.6984,0.8938,0.7716,0.5296,0.4068,0.5817,0.7036,0.6461,0.5013,0.4791,0.2276,0.455,0.6125,1.0,0.8493,0.7304,0.621,,,,,,,,,,,,,,,,,,,,
Hawaii,HI,2018,1.0,0.8794,0.4677,1.0,0.7916,0.2544,0.2544,0.3591,0.282,0.5977,0.8953,0.4795,0.3893,0.288,0.2979,1.0,1.0,0.6853,0.6853,,,,,,,,,,,,,,,,,,,,
Iowa,IA,2018,0.9759,0.7232,0.5866,0.8581,0.7467,0.5489,0.3779,0.5259,0.6309,0.6692,0.6544,0.5245,0.3137,0.351,0.5886,1.0,0.9279,0.6306,0.5954,,,,,,,,,,,,,,,,,,,,
Idaho,ID,2018,0.9691,0.8665,0.6964,0.9092,0.8302,0.739,0.6001,0.6545,0.7072,0.9037,0.5986,0.5118,0.3443,1.0,0.7073,1.0,0.9143,0.6013,0.5637,,,,,,,,,,,,,,,,,,,,
Illinois,IL,2018,0.9678,0.8547,0.5457,0.9183,0.7899,0.5952,0.4388,0.5733,0.5708,0.4696,0.6329,0.5148,0.5054,0.6582,0.6095,1.0,0.973,0.7962,0.7835,,,,,,,,,,,,,,,,,,,,
Indiana,IN,2018,0.8583,0.6267,0.6612,0.9273,0.8441,0.4188,0.2856,0.6675,0.7516,0.8558,0.4415,0.4722,0.3998,0.71,0.6277,1.0,0.9855,0.7154,0.6966,,,,,,,,,,,,,,,,,,,,
Kansas,KS,2018,0.8931,0.7007,0.5805,0.7402,0.5429,0.5593,0.2994,0.3467,0.3219,0.8594,0.3068,0.2782,0.2115,0.5392,0.6465,0.9571,0.8653,0.6078,0.5811,,,,,,,,,,,,,,,,,,,,
Kentucky,KY,2018,0.9383,0.7114,0.5775,0.8271,0.7097,0.5138,0.4408,0.458,0.4925,0.9363,0.4714,0.3199,0.0985,1.0,0.596,1.0,0.8303,0.7154,0.7154,,,,,,,,,,,,,,,,,,,,
Louisiana,LA,2018,0.9712,0.8324,0.4218,0.88,0.6437,0.6139,0.2965,0.4421,0.5767,0.5895,0.4859,0.4818,0.3197,0.7357,0.5406,0.9329,0.8286,0.6051,0.5761,,,,,,,,,,,,,,,,,,,,
Massachusetts,MA,2018,0.9795,0.8793,0.7449,0.9243,0.8968,0.6781,0.5047,0.6178,0.6597,0.9232,0.6494,0.3518,0.2666,0.0916,0.5031,1.0,0.9765,0.7599,0.73,,,,,,,,,,,,,,,,,,,,
Maryland,MD,2018,1.0,0.8419,0.9364,1.0,0.8343,0.5143,0.4294,0.9049,0.7803,1.0,0.6427,0.4376,0.7075,0.6878,0.6426,1.0,1.0,0.8818,0.8818,,,,,,,,,,,,,,,,,,,,
Maine,ME,2018,0.928,0.7469,0.7916,0.8914,0.7853,0.4876,0.3037,0.668,0.7724,1.0,0.3083,0.2202,0.199,,1.0,0.9269,0.7863,0.5746,0.5022,,,,,,,,,,,,,,,,,,,,
Michigan,MI,2018,0.9718,0.8366,0.7084,0.9193,0.8626,0.6273,0.4798,0.6495,0.6742,0.9755,0.6846,0.6041,0.5975,0.5696,0.8185,0.9717,0.9098,0.7419,0.7419,,,,,,,,,,,,,,,,,,,,
Minnesota,MN,2018,0.9832,0.8994,0.828,0.931,0.829,0.6927,0.6318,0.762,0.7946,0.5648,0.7293,0.639,0.2733,0.1789,0.8067,0.9918,0.9445,0.6591,0.6261,,,,,,,,,,,,,,,,,,,,
Missouri,MO,2018,0.9753,0.7013,0.4188,0.8352,0.694,0.7186,0.3302,0.5043,0.5062,0.7119,0.5919,0.4161,0.1802,,0.7088,0.9766,0.9688,0.8918,0.8629,,,,,,,,,,,,,,,,,,,,
Mississippi,MS,2018,0.9316,0.7121,0.5755,0.8502,0.7362,0.6264,0.5096,0.2256,0.5541,0.7629,0.5044,0.7117,0.1683,0.4897,0.3396,1.0,0.9376,0.7617,0.7617,,,,,,,,,,,,,,,,,,,,
Montana,MT,2018,0.9263,0.7124,0.601,0.7168,0.7891,0.507,0.2865,0.3979,0.6523,0.2602,0.4045,0.3761,0.0983,0.6852,0.5066,0.8242,0.7887,0.486,0.4193,,,,,,,,,,,,,,,,,,,,
North Carolina,NC,2018,0.9858,0.9103,0.6061,0.9716,0.792,0.6587,0.458,0.5891,0.6793,0.8739,0.7794,0.5068,0.4601,0.3084,0.6122,1.0,0.9254,0.7377,0.7302,,,,,,,,,,,,,,,,,,,,
North Dakota,ND,2018,1.0,0.9427,0.6727,0.8791,0.9427,0.6975,0.4985,0.6971,0.7469,1.0,0.6233,0.8117,0.3329,0.1733,0.8116,1.0,1.0,0.815,0.815,,,,,,,,,,,,,,,,,,,,
Nebraska,NE,2018,0.9641,0.7471,0.4014,0.7351,0.6766,0.46,0.2107,0.285,0.3843,0.5035,0.4995,0.4938,0.1258,0.7618,0.6309,0.981,0.851,0.5335,0.5141,,,,,,,,,,,,,,,,,,,,
New Hampshire,NH,2018,1.0,0.8437,0.6525,1.0,0.7469,0.4083,0.3091,0.3595,0.5133,0.2683,0.6822,0.268,0.0947,0.5192,0.4625,1.0,0.9482,0.7454,0.7454,,,,,,,,,,,,,,,,,,,,
New Jersey,NJ,2018,0.9822,0.8437,0.8057,0.958,0.827,0.6654,0.5534,0.4614,0.5052,0.8152,0.7513,0.4925,0.2522,0.2162,0.5972,1.0,0.9036,0.7434,0.7213,,,,,,,,,,,,,,,,,,,,
New Mexico,NM,2018,1.0,1.0,0.4854,0.7526,0.4362,0.3523,0.1134,0.2291,0.1468,0.4716,0.3986,0.3523,0.0561,,0.7299,1.0,0.9303,0.8131,0.8131,,,,,,,,,,,,,,,,,,,,
Nevada,NV,2018,1.0,0.8564,0.7196,1.0,1.0,0.7717,0.541,0.5505,0.5803,0.7136,0.5296,0.5274,0.2299,0.5575,0.5505,1.0,0.8718,0.5828,0.5828,,,,,,,,,,,,,,,,,,,,
New York,NY,2018,0.9509,0.7843,0.7541,0.9571,0.7711,0.5589,0.4819,0.6745,0.6037,0.9819,0.4936,0.353,0.2855,0.1876,0.976,0.9907,0.9079,0.737,0.7218,,,,,,,,,,,,,,,,,,,,
Ohio,OH,2018,0.9671,0.9419,0.7843,0.9832,0.8549,0.6977,0.5845,0.7369,0.746,0.9719,0.7461,0.6606,0.6744,0.6239,0.5705,0.9924,0.9824,0.9136,0.9136,,,,,,,,,,,,,,,,,,,,
Oklahoma,OK,2018,0.892,0.8214,0.5891,0.8984,0.6648,0.553,0.4028,0.515,0.5793,0.728,0.5102,0.4599,0.2688,0.3962,0.5519,0.9618,0.9361,0.7714,0.7457,,,,,,,,,,,,,,,,,,,,
Oregon,OR,2018,1.0,0.9684,0.9312,0.9684,0.9345,0.8878,0.8168,0.8577,0.9303,0.8347,0.9684,0.5566,0.1847,0.6328,0.8033,1.0,0.9684,0.7825,0.7825,,,,,,,,,,,,,,,,,,,,
Pennsylvania,PA,2018,0.9301,0.8597,0.6969,0.9213,0.7757,0.5633,0.4501,0.5207,0.555,0.7471,0.7136,0.4258,0.4689,0.3839,0.5114,0.9648,0.916,0.8245,0.8207,,,,,,,,,,,,,,,,,,,,
Rhode Island,RI,2018,1.0,1.0,1.0,1.0,1.0,0.764,0.764,1.0,1.0,0.781,0.764,1.0,0.764,0.2866,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
South Carolina,SC,2018,0.9674,0.8763,0.8382,0.9375,0.8176,0.7012,0.5759,0.6886,0.7006,0.9313,0.6208,0.528,0.457,0.6219,0.7087,0.9674,0.8126,0.535,0.5111,,,,,,,,,,,,,,,,,,,,
South Dakota,SD,2018,0.9643,0.8337,0.7628,0.898,0.8955,0.7642,0.629,0.7562,0.7581,0.8598,0.796,0.8976,0.7624,0.4573,0.8945,1.0,0.9331,0.731,0.731,,,,,,,,,,,,,,,,,,,,
Tennessee,TN,2018,0.9679,0.7885,0.5592,0.9294,0.7007,0.6492,0.4833,0.4757,0.4142,0.6634,0.3756,0.4426,0.2693,0.2618,0.6082,0.9677,0.9038,0.8577,0.8403,,,,,,,,,,,,,,,,,,,,
Texas,TX,2018,0.9422,0.8067,0.5424,0.8037,0.7088,0.594,0.4226,0.4919,0.5603,0.5996,0.453,0.2947,0.194,0.6192,0.7027,0.9404,0.8766,0.6774,0.6597,,,,,,,,,,,,,,,,,,,,
Utah,UT,2018,0.9576,0.9004,0.8865,0.9395,0.907,0.7804,0.7452,0.9251,0.9027,0.897,0.4701,0.5266,0.0643,0.4419,0.8809,1.0,0.9042,0.7804,0.7452,,,,,,,,,,,,,,,,,,,,
Virginia,VA,2018,0.9291,0.8782,0.6693,0.8495,0.8406,0.8059,0.5919,0.8276,0.864,0.8463,0.6139,0.4756,0.5139,0.5182,0.6732,0.9419,0.9158,0.7808,0.7808,,,,,,,,,,,,,,,,,,,,
Vermont,VT,2018,1.0,0.9064,0.3683,1.0,0.7361,0.6425,0.0936,0.3746,0.5619,1.0,0.6425,0.4619,0.0936,1.0,0.3746,1.0,1.0,0.6361,0.6361,,,,,,,,,,,,,,,,,,,,
Washington,WA,2018,0.9767,0.8531,0.8035,0.857,0.7518,0.645,0.5185,0.5963,0.6352,0.7738,0.6316,0.4131,0.1357,0.7483,0.6508,1.0,0.7966,0.5955,0.5702,,,,,,,,,,,,,,,,,,,,
Wisconsin,WI,2018,0.9841,0.836,0.9137,0.9297,0.9503,0.8471,0.8047,0.8429,0.7253,0.7495,0.7728,0.5907,0.4319,0.5218,0.678,1.0,0.8917,0.7119,0.7119,,,,,,,,,,,,,,,,,,,,
West Virginia,WV,2018,0.9434,0.7398,0.5731,0.7825,0.6217,0.6248,0.309,0.2967,0.3906,0.7523,0.4595,0.6478,0.4693,0.6668,0.3153,1.0,0.8942,0.7434,0.6942,,,,,,,,,,,,,,,,,,,,
Wyoming,WY,2018,1.0,0.8428,0.266,0.716,0.7021,0.6235,0.1238,0.332,0.7769,0.6874,0.4798,0.4435,,,0.7234,0.9161,0.8417,0.8401,0.7657,,,,,,,,,,,,,,,,,,,,
National,US,2017,0.96,,0.61,0.88,0.74,0.53,0.41,,,,,0.38,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,
Alaska,AK,2017,1.0,,0.841716219,1.0,1.0,1.0,0.84171623,,,,,0.52648658,0.5265,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,AL,2017,0.95813596,,0.430236984,0.858480541,0.57462353,0.471394647,0.13153648,,,,,0.47479489,0.2664,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,AR,2017,0.90839905,,0.522838635,0.907651108,0.644937469,0.605977322,0.39365241,,,,,0.46570548,0.2551,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,AZ,2017,0.97143877,,0.364290067,0.853554666,0.470758195,0.732867714,0.30470398,,,,,0.37283492,0.1023,,,,,,,,,,,,,,,,,,,,,,,,,,
California,CA,2017,0.96718889,,0.622947039,0.872102389,0.778029093,0.535682838,0.42371714,,,,,0.23925193,0.1879,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,CO,2017,0.9153046,,0.654088463,0.936341885,0.758575646,0.409560075,0.24074791,,,,,0.46731809,0.1342,,,,,,,,,,,,,,,,,,,,,,,,,,
Connecticut,CT,2017,1.0,,0.711874986,1.0,0.774154089,0.720182179,0.6393621,,,,,0.38457176,0.3865,,,,,,,,,,,,,,,,,,,,,,,,,,
District Of Columbia,DC,2017,1.0,,0.864672749,0.864672749,0.864672749,0.164696045,0.16469604,,,,,0.44265026,0.4201,,,,,,,,,,,,,,,,,,,,,,,,,,
Delaware,DE,2017,0.81230724,,0.812307245,0.812307245,0.812307245,0.812307245,0.81230724,,,,,0.25353104,0.5566,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,FL,2017,0.9699806,,0.790398985,0.941289903,0.876307895,0.758170719,0.68389136,,,,,0.24613026,0.1544,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,GA,2017,0.95880747,,0.545496941,0.962551964,0.727315871,0.442805912,0.34911832,,,,,0.32624084,0.2196,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,HI,2017,0.84622186,,0.288612036,0.837848292,0.452599689,0.38528176,,,,,,0.20993026,0.245,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,IA,2017,0.97300166,,0.526759618,0.871420568,0.756831092,0.479181373,0.35564068,,,,,0.417483,0.1437,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,ID,2017,0.8988685,,0.452116318,0.745478272,0.692589056,0.695922961,0.29872608,,,,,0.30208391,0.1005,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,IL,2017,0.98056591,,0.544581375,0.906596184,0.833595305,0.479455122,0.34899059,,,,,0.37119183,0.3498,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,IN,2017,0.98318392,,0.677016466,0.981935929,0.887791275,0.344146603,0.27990279,,,,,0.37204656,0.0849,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,KS,2017,0.9518671,,0.503611882,0.776251102,0.610656615,0.325402267,0.23446594,,,,,0.385407,0.2274,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,KY,2017,0.96288252,,0.493216276,0.854966086,0.724837994,0.524013825,0.3585555,,,,,0.41151041,0.1727,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,LA,2017,0.9375301,,0.422488888,0.819452881,0.628624693,0.412117297,0.24385354,,,,,0.42829144,0.3562,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,MA,2017,1.0,,0.793150048,1.0,0.93871273,0.438682334,0.41080129,,,,,0.23045963,0.2742,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,MD,2017,1.0,,1.0,0.967556204,0.861150342,0.460842049,0.4321731,,,,,0.2330631,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine,ME,2017,1.0,,0.920466327,0.957301683,0.649637477,0.373083681,0.37308368,,,,,0.46160406,0.1134,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,MI,2017,0.98695225,,0.670571955,0.95668193,0.865552934,0.646845092,0.55949748,,,,,0.41523868,0.2903,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,MN,2017,0.97224438,,0.830335409,0.956747474,0.868985627,0.7005656,0.65599638,,,,,0.5563513,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,MO,2017,0.92155147,,,,,,,,,,,,0.2746,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,MS,2017,1.0,,0.409437799,0.970257855,0.766212961,0.719136292,0.36430985,,,,,0.53825301,0.2589,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,MT,2017,0.92584622,,0.481010343,0.814701103,0.65121752,0.354391295,0.17802382,,,,,0.33018824,0.1079,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina,NC,2017,1.0,,0.726237308,0.934774874,0.819932483,0.57851054,0.4249413,,,,,0.37714463,0.1653,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,ND,2017,0.95156902,,0.727969523,0.824831513,0.817767383,0.547710252,0.45873559,,,,,0.63940769,0.2797,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,NE,2017,1.0,,0.42263381,0.875689632,0.58861085,0.337480941,0.16532701,,,,,0.3879844,0.2685,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,NH,2017,0.95045298,,0.405511321,0.950452987,0.766031478,0.505884151,0.32696345,,,,,0.29658854,0.1812,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,NJ,2017,0.95702553,,0.669828642,1.0,0.866007243,0.398987516,0.31156448,,,,,0.42614415,0.1311,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,NM,2017,1.0,,0.439725528,0.902513641,0.688510105,0.540810854,0.25571877,,,,,0.28509209,0.0783,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,NV,2017,0.94299179,,0.557332819,0.697968459,0.543983697,0.551727044,0.396074,,,,,,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,NY,2017,0.94769448,,0.708461095,0.971338258,0.699307668,0.461427868,0.38412434,,,,,0.35069069,0.4883,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,OH,2017,0.94773954,,0.669331033,0.939140931,0.785579532,0.62022914,0.49017236,,,,,0.52096361,0.5911,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,OK,2017,0.86069888,,0.505181774,0.805203872,0.59823928,0.507002968,0.33972347,,,,,0.47725943,0.3527,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,OR,2017,0.97027326,,0.835823583,0.93762588,0.862634693,0.673846503,0.58289623,,,,,0.45947221,0.3872,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,PA,2017,0.95492762,,0.678792159,0.895842114,0.713181832,0.511489508,0.38302547,,,,,0.31167179,0.2183,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhode Island,RI,2017,1.0,,1.0,1.0,1.0,0.799513524,0.79951352,,,,,0.79951352,0.645,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,SC,2017,0.9260217,,0.754212303,0.894750443,0.892567293,0.586461716,0.51601815,,,,,0.5754171,0.4534,,,,,,,,,,,,,,,,,,,,,,,,,,
South Dakota,SD,2017,0.96157789,,0.67889908,0.923155807,0.888997726,0.824709001,0.67889911,,,,,0.40833914,0.4647,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,TN,2017,0.97006619,,0.645189718,0.898906085,0.744317005,0.496198839,0.36876398,,,,,0.35968834,0.1373,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,TX,2017,0.93139452,,0.470233425,0.819916923,0.64575353,0.468817232,0.36707911,,,,,0.29805395,0.1969,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah,UT,2017,0.96642709,,0.835416897,0.906226678,0.823911387,0.788140325,0.74703014,,,,,0.54024756,0.0693,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,VA,2017,1.0,,0.706758316,0.957365459,0.792539066,0.73842854,0.62930095,,,,,0.43138736,0.1746,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,VT,2017,1.0,,0.586249409,1.0,0.893524589,0.319426233,0.21295083,,,,,0.31942624,0.4259,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,WA,2017,0.90421182,,0.612004868,0.798048646,0.719726969,0.554988242,0.43558997,,,,,0.33853471,0.4969,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,WI,2017,0.97397226,,0.862504358,0.918798266,0.961225564,0.72826112,0.67903602,,,,,0.48158363,0.5213,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,WV,2017,0.89222687,,0.453818505,0.789665335,0.523066776,0.369449742,0.20156966,,,,,0.39487979,0.1768,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,WY,2017,1.0,,0.180496534,0.937406781,0.550901068,0.360776425,,,,,,0.24784479,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
National,US,2015,0.96,,0.52,0.85,0.65,0.38,,,,,,,,,,,,,0.69,0.84,0.8,0.81,0.8,0.88,0.830268773,0.833448248,0.81835305,0.94,0.96,0.756440799,0.634754457,0.692381132,,,0.760139994,0.672368019,0.686530541,0.63,0.5
Alaska,AK,2015,1.0,,0.89,1.0,0.89,0.51,,,,,,,,,,,,,0.89,0.89,0.83947572,0.869637303,0.83947572,0.893633791,0.83947572,0.869637303,0.83947572,1.0,1.0,0.767077064,0.660710855,0.660710855,,,0.879915162,0.773548953,0.773548953,0.620241332,0.51
Alabama,AL,2015,0.966172229,,0.36,0.82,0.64,0.44,,,,,,,,,,,,,0.89,0.8,0.794610353,0.69899795,1.0,0.833054608,0.794610353,0.768582776,1.0,0.934800937,1.0,0.779040616,0.556978179,0.726470324,,,0.771392956,0.743919156,0.636346972,0.514452936,0.52
Arkansas,AR,2015,0.953456843,,0.4,0.86,0.58,0.54,,,,,,,,,,,,,0.76,0.9,0.893388307,0.865854777,0.883161895,0.93306902,0.936872009,0.920568578,0.883161895,0.920568578,0.883161895,0.705619425,0.536098714,0.652206494,,,0.671019899,0.567970189,0.617606968,0.647203208,0.68
Arizona,AZ,2015,0.961077809,,0.37,0.57,0.24,0.11,,,,,,,,,,,,,0.6,0.78,0.52310338,0.614549678,0.517465036,0.779912655,0.52310338,0.614549678,0.517465036,1.0,1.0,0.583220401,0.425043104,0.583220401,,,0.554030876,0.496926683,0.501981785,0.484585562,0.16
California,CA,2015,0.950717653,,0.49,0.83,0.48,0.22,,,,,,,,,,,,,0.54,0.85,0.823334131,0.838829168,0.870668641,0.896911417,0.823334131,0.838829168,0.870668641,0.883676962,0.86975731,0.705897324,0.560737519,0.666979897,,,0.724365457,0.604734545,0.645315645,0.58154043,0.37
Colorado,CO,2015,1.0,,0.63,0.95,0.83,0.63,,,,,,,,,,,,,0.73,0.87,0.862519095,0.868370977,0.867238346,0.907905277,0.862519095,0.868370977,0.867238346,1.0,1.0,0.815090133,0.791580688,0.766767192,,,0.857665909,0.857665909,0.83990363,0.79585803,0.7
Connecticut,CT,2015,0.952270331,,0.42,0.95,0.6,0.36,,,,,,,,,,,,,0.42,0.83,0,0.554155261,,0.879584076,0,0.740721887,,0.834450975,,0.612554295,0.266011763,0.612554295,,,0.666343578,0.266011763,0.666343578,0.48822363,0.56
District Of Columbia,DC,2015,1.0,,0.67,0.82,0.61,0.15,,,,,,,,,,,,,0.82,0.85,,,,1.0,,,,,,0.822836137,0.668848164,0.822836137,,,0.822836137,0.822836137,0.822836137,0.668848164,0.3
Delaware,DE,2015,1.0,,0.83,0.83,0.83,0.5,,,,,,,,,,,,,0.5,0.67,,1,,0.666666747,,1,,1.0,,1.0,1.0,1.0,,,0.833333288,0.833333288,0.833333288,0.500000157,0.83
Florida,FL,2015,0.980337381,,0.64,0.97,0.87,0.6,,,,,,,,,,,,,0.82,0.87,0.774484651,0.777198711,0.585779699,0.972388409,0.871116908,0.928058749,0.763271132,1.0,1.0,0.909583905,0.789121599,0.887076064,,,0.944961616,0.789163217,0.922453774,0.712790887,0.73
Georgia,GA,2015,0.967939913,,0.48,0.93,0.76,0.31,,,,,,,,,,,,,0.74,0.85,0.753335422,0.843839067,0.560558203,0.877812672,0.792376817,0.884342972,0.641572466,0.922760064,0.92541021,0.804580513,0.664190241,0.763218218,,,0.852976338,0.67932423,0.79468924,0.60907296,0.42
Hawaii,HI,2015,1.0,,0.37,1.0,0.2,0.37,,,,,,,,,,,,,0.29,0.71,0.749069856,0.561719151,0.0,0.705882679,0.749069856,0.561719151,0.0,1.0,1.0,0.705882679,0.705882679,0.328929563,,,0.833674728,0.833674728,0.456721611,0.209372991,0.55
Iowa,IA,2015,0.971261551,,0.39,0.82,0.63,0.34,,,,,,,,,,,,,0.69,0.82,0.798661476,0.791334921,0.79353855,0.858145648,0.81436235,0.819460485,0.809667046,1.0,1.0,0.542864661,0.500957526,0.468445783,,,0.608065742,0.575416705,0.511552218,0.644355146,0.49
Idaho,ID,2015,0.963946115,,0.54,0.88,0.6,0.45,,,,,,,,,,,,,0.54,0.8,0.740697807,0.770527121,0.714657346,0.797882086,0.740697807,0.770527121,0.714657346,1.0,1.0,0.737044008,0.560062342,0.737044008,,,0.661830529,0.484848863,0.661830529,0.577819121,0.5
Illinois,IL,2015,0.974531129,,0.45,0.9,0.54,0.32,,,,,,,,,,,,,0.69,0.87,0.764357407,0.802089746,0.690147686,0.904340151,0.791814865,0.821297215,0.749992562,0.977545482,0.935612462,0.754913895,0.6132538,0.721126173,,,0.797782548,0.72434755,0.682398359,0.659197777,0.47
Indiana,IN,2015,1.0,,0.58,1.0,0.85,0.42,,,,,,,,,,,,,0.71,0.88,0.82920305,0.822604473,0.815188,0.932617183,0.923885507,0.903144473,0.876581356,1.0,1.0,0.88236205,0.804063535,0.851913713,,,0.902528791,0.884738116,0.865794807,0.615954869,0.45
Kansas,KS,2015,0.923169474,,0.37,0.74,0.55,0.25,,,,,,,,,,,,,0.57,0.73,0.690539555,0.670756181,0.674417622,0.759105393,0.729296977,0.69683833,0.705014695,0.90331012,0.901648471,0.577206911,0.547371354,0.395954014,,,0.638403135,0.638403135,0.476253584,0.436642324,0.34
Kentucky,KY,2015,0.961781704,,0.45,0.87,0.69,0.34,,,,,,,,,,,,,0.7,0.82,0.763381651,0.807028491,0.91314903,0.866658382,0.82815974,0.856944072,0.91314903,0.926355369,1.0,0.850091994,0.704994163,0.770495051,,,0.805600307,0.71353668,0.726003365,0.55777447,0.42
Louisiana,LA,2015,0.961819494,,0.37,0.9,0.8,0.39,,,,,,,,,,,,,0.66,0.7,0.578628247,0.540265516,0.665958319,0.780437727,0.649214595,0.612480094,0.733151815,0.927584068,1.0,0.687786564,0.567840713,0.632054354,,,0.593900165,0.542286183,0.538167956,0.417918225,0.49
Massachusetts,MA,2015,0.904639985,,0.5,0.79,0.51,0.3,,,,,,,,,,,,,0.76,0.93,1,0.900865212,1.0,0.929521615,1,0.900865212,1.0,0.900865212,1.0,0.838691478,0.540600114,0.838691478,,,0.791245008,0.592713193,0.764953518,0.614927934,0.48
Maryland,MD,2015,1.0,,0.86,0.93,0.67,0.2,,,,,,,,,,,,,0.84,0.95,1,1,,1.0,1,1,,1.0,,0.736076684,0.479798295,0.654745427,,,0.816704762,0.686932567,0.760856413,0.573985857,0.46
Maine,ME,2015,1.0,,0.77,1.0,0.71,0.36,,,,,,,,,,,,,0.49,0.87,0.856911719,0.869361938,0.821456649,0.915593633,0.92845586,0.934680969,0.910728324,1.0,1.0,0.569825051,0.521462421,0.479400859,,,0.763341245,0.677304768,0.486790281,0.754760945,0.44
Michigan,MI,2015,0.987303859,,0.46,0.94,0.72,0.47,,,,,,,,,,,,,0.71,0.85,0.74657328,0.756414853,0.820515533,0.883101524,0.779511591,0.810663794,0.820515533,1.0,1.0,0.828952444,0.681310116,0.741413575,,,0.785900607,0.732125268,0.679409808,0.727459327,0.59
Minnesota,MN,2015,0.967777351,,0.63,0.84,0.74,0.49,,,,,,,,,,,,,0.73,0.88,0.865065932,0.892769924,0.829479829,0.886967095,0.865065932,0.892769924,0.829479829,0.976125782,0.96060381,0.822135336,0.757844137,0.69281774,,,0.733215901,0.67655611,0.612248483,0.830306283,0.58
