OBJECTID,DBARC_COD,DIVIDE,AV_LEGEND,IMS_LEGEND,LENGTH_MI,SHAPE_Length
2953,4,Local drainage basin divide,Local,Local,1.30279004,6878.74067528343
2954,4,Local drainage basin divide,Local,Local,0.37831199,1997.48777890602
2955,4,Local drainage basin divide,Local,Local,0.345815,1825.90201571556
2956,2,Regional drainage basin divide,Regional,Regional,0.39067199,2062.74816400418
2957,3,Subregional drainage basin divide,Subregional,Subregional,0.31754198,1676.61964468518
2958,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.524603,2769.90515634255
2959,4,Local drainage basin divide,Local,Local,0.96244102,5081.68797024485
2960,4,Local drainage basin divide,Local,Local,0.305835,1614.80899482967
2961,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.70849597,3740.85851234103
2962,4,Local drainage basin divide,Local,Local,0.49420899,2609.42396731481
2963,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.69729799,3681.73501779151
2964,4,Local drainage basin divide,Local,Local,0.560373,2958.77036614535
2965,5,Stream reach basin divide,Stream Reach,Reach,0.25766798,1360.48764375646
2966,3,Subregional drainage basin divide,Subregional,Subregional,0.306396,1617.77139889181
2967,3,Subregional drainage basin divide,Subregional,Subregional,0.27271699,1439.94358121721
2968,3,Subregional drainage basin divide,Subregional,Subregional,0.333101,1758.77470212993
2969,4,Local drainage basin divide,Local,Local,0.14033199,740.951379727186
2970,4,Local drainage basin divide,Local,Local,1.22853994,6486.70767450771
2971,3,Subregional drainage basin divide,Subregional,Subregional,1.13777005,6007.43765340158
2972,4,Local drainage basin divide,Local,Local,0.71680802,3784.74782909005
2973,4,Local drainage basin divide,Local,Local,0.71585899,3779.73445676854
2974,4,Local drainage basin divide,Local,Local,0.31291601,1652.19929787862
2975,4,Local drainage basin divide,Local,Local,1.06283998,5611.77880976624
2976,4,Local drainage basin divide,Local,Local,0.405137,2139.12321406615
2977,2,Regional drainage basin divide,Regional,Regional,0.51139998,2700.19402872709
2978,3,Subregional drainage basin divide,Subregional,Subregional,0.12131399,640.535256324575
2979,5,Stream reach basin divide,Stream Reach,Reach,0.676068,3569.63748607827
2980,3,Subregional drainage basin divide,Subregional,Subregional,1.44729995,7641.75599097866
2981,3,Subregional drainage basin divide,Subregional,Subregional,0.39030399,2060.80659826306
2982,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.27866798,1471.36732488579
2983,3,Subregional drainage basin divide,Subregional,Subregional,0.0848871,448.204522387295
2984,4,Local drainage basin divide,Local,Local,0.67624801,3570.58771452635
2985,4,Local drainage basin divide,Local,Local,0.60340297,3185.96792799764
2986,4,Local drainage basin divide,Local,Local,0.35614401,1880.43916895154
2987,4,Local drainage basin divide,Local,Local,0.46101599,2434.16376302657
2988,4,Local drainage basin divide,Local,Local,1.09455001,5779.20432266734
2989,4,Local drainage basin divide,Local,Local,1.27121996,6712.02318817276
2990,4,Local drainage basin divide,Local,Local,0.60384202,3188.28537538939
2991,5,Stream reach basin divide,Stream Reach,Reach,0.31160798,1645.28935827229
2992,4,Local drainage basin divide,Local,Local,0.32799398,1731.80930345961
2993,3,Subregional drainage basin divide,Subregional,Subregional,0.28231701,1490.63221201468
2994,4,Local drainage basin divide,Local,Local,1.42964994,7548.5428546948
2995,6,Lake impoundment basin divide,Lake Impoundment,Reach,1.03369998,5457.93166743976
2996,3,Subregional drainage basin divide,Subregional,Subregional,1.31529998,6944.8018078342
2997,4,Local drainage basin divide,Local,Local,0.65322101,3449.00568580955
2998,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.209681,1107.11653562524
2999,4,Local drainage basin divide,Local,Local,0.32645699,1723.69150299903
3000,3,Subregional drainage basin divide,Subregional,Subregional,0.83747798,4421.88288452983
3001,3,Subregional drainage basin divide,Subregional,Subregional,0.713894,3769.36199222189
3002,4,Local drainage basin divide,Local,Local,0.333406,1760.38620403027
3003,3,Subregional drainage basin divide,Subregional,Subregional,0.03452989,182.318007003988
3004,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.63169199,3335.3314535463
3005,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.65254801,3445.45145824187
3006,5,Stream reach basin divide,Stream Reach,Reach,0.567142,2994.50836771689
3007,3,Subregional drainage basin divide,Subregional,Subregional,0.91158097,4813.1505563612
3008,4,Local drainage basin divide,Local,Local,0.15921099,840.636143886687
3009,4,Local drainage basin divide,Local,Local,1.85048997,9770.57248815982
3010,4,Local drainage basin divide,Local,Local,0.895195,4726.63187140328
3011,3,Subregional drainage basin divide,Subregional,Subregional,0.126355,667.152721740213
3012,3,Subregional drainage basin divide,Subregional,Subregional,0.18245899,963.380945289432
3013,3,Subregional drainage basin divide,Subregional,Subregional,1.41693997,7481.45003276342
3014,2,Regional drainage basin divide,Regional,Regional,1.06306004,5612.95024695999
3015,2,Regional drainage basin divide,Regional,Regional,0.59795498,3157.20038470046
3016,4,Local drainage basin divide,Local,Local,0.46278101,2443.48324834564
3017,5,Stream reach basin divide,Stream Reach,Reach,0.51174998,2702.04254718695
3018,3,Subregional drainage basin divide,Subregional,Subregional,1.18434,6253.34142504694
3019,3,Subregional drainage basin divide,Subregional,Subregional,0.0954473,503.961792946868
3020,3,Subregional drainage basin divide,Subregional,Subregional,0.63091897,3331.24950986325
3021,3,Subregional drainage basin divide,Subregional,Subregional,0.42691901,2254.13312562683
3022,4,Local drainage basin divide,Local,Local,2.00182008,10569.6342319086
3023,4,Local drainage basin divide,Local,Local,0.94676601,4998.92386920812
3024,3,Subregional drainage basin divide,Subregional,Subregional,0.47904899,2529.37698780742
3025,4,Local drainage basin divide,Local,Local,1.46335005,7726.48918545847
3026,4,Local drainage basin divide,Local,Local,0.69393301,3663.96715277329
3027,5,Stream reach basin divide,Stream Reach,Reach,0.57240402,3022.29141377531
3028,2,Regional drainage basin divide,Regional,Regional,1.16724002,6163.02870549471
3029,2,Regional drainage basin divide,Regional,Regional,0.25277298,1334.6432347707
3030,4,Local drainage basin divide,Local,Local,0.08022259,423.574841291333
3031,4,Local drainage basin divide,Local,Local,1.43455004,7574.43230301449
3032,5,Stream reach basin divide,Stream Reach,Reach,0.24193899,1277.43938174469
3033,4,Local drainage basin divide,Local,Local,1.05160999,5552.49724188635
3034,4,Local drainage basin divide,Local,Local,0.39439499,2082.40334459515
3035,4,Local drainage basin divide,Local,Local,0.09076789,479.254895962562
3036,5,Stream reach basin divide,Stream Reach,Reach,0.33948498,1792.48075856255
3037,6,Lake impoundment basin divide,Lake Impoundment,Reach,1.44993996,7655.69364614277
3038,4,Local drainage basin divide,Local,Local,1.05587005,5574.98580338752
3039,4,Local drainage basin divide,Local,Local,0.75385701,3980.36481859134
3040,4,Local drainage basin divide,Local,Local,0.90586298,4782.95928737959
3041,3,Subregional drainage basin divide,Subregional,Subregional,0.185175,977.725639085536
3042,4,Local drainage basin divide,Local,Local,0.59132999,3122.22348690373
3043,4,Local drainage basin divide,Local,Local,0.97676301,5157.30997196508
3044,4,Local drainage basin divide,Local,Local,1.90012001,10032.6435903678
3045,5,Stream reach basin divide,Stream Reach,Reach,0.188279,994.115703038329
3046,4,Local drainage basin divide,Local,Local,0.23104499,1219.9191100673
3047,4,Local drainage basin divide,Local,Local,0.74639201,3940.95161734085
3048,4,Local drainage basin divide,Local,Local,0.03168249,167.283802528122
3049,4,Local drainage basin divide,Local,Local,0.174555,921.648358021341
3050,5,Stream reach basin divide,Stream Reach,Reach,0.71110302,3754.62134979294
3051,4,Local drainage basin divide,Local,Local,0.38405799,2027.82404575683
3052,4,Local drainage basin divide,Local,Local,0.38160899,2014.89412769923
3053,4,Local drainage basin divide,Local,Local,0.28374901,1498.19521683463
3054,4,Local drainage basin divide,Local,Local,1.00926995,5328.95972906815
3055,5,Stream reach basin divide,Stream Reach,Reach,0.36831501,1944.70115489052
3056,3,Subregional drainage basin divide,Subregional,Subregional,0.73624002,3887.34518506416
3057,3,Subregional drainage basin divide,Subregional,Subregional,0.37375101,1973.40345428542
3058,6,Lake impoundment basin divide,Lake Impoundment,Reach,1.14593005,6050.49655643233
3059,3,Subregional drainage basin divide,Subregional,Subregional,0.66361302,3503.87708902771
3060,3,Subregional drainage basin divide,Subregional,Subregional,0.30005699,1584.3010205848
3061,4,Local drainage basin divide,Local,Local,0.241169,1273.37373936872
3062,4,Local drainage basin divide,Local,Local,0.60774797,3208.91109194411
3063,3,Subregional drainage basin divide,Subregional,Subregional,0.29744899,1570.53032504841
3064,3,Subregional drainage basin divide,Subregional,Subregional,0.467231,2466.98085202312
3065,4,Local drainage basin divide,Local,Local,0.29818499,1574.41450731334
3066,2,Regional drainage basin divide,Regional,Regional,1.58598995,8374.05214673066
3067,1,Major drainage basin divide,Major,Major,0.02191459,115.708564166654
3068,1,Major drainage basin divide,Major,Major,0.99040502,5229.33591330981
3069,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.54478597,2876.46892334971
3070,4,Local drainage basin divide,Local,Local,0.59160101,3123.65299453483
3071,4,Local drainage basin divide,Local,Local,0.57652401,3044.04630858488
3072,4,Local drainage basin divide,Local,Local,0.79265302,4185.20739711011
3073,5,Stream reach basin divide,Stream Reach,Reach,0.07035569,371.477729305898
3074,2,Regional drainage basin divide,Regional,Regional,0.68031597,3592.06776870902
3075,4,Local drainage basin divide,Local,Local,0.200393,1058.07808081618
3076,4,Local drainage basin divide,Local,Local,0.857387,4527.00503814007
3077,4,Local drainage basin divide,Local,Local,0.24289099,1282.4669323292
3078,3,Subregional drainage basin divide,Subregional,Subregional,0.54737901,2890.16013986684
3079,4,Local drainage basin divide,Local,Local,0.0695644,367.300471105195
3080,4,Local drainage basin divide,Local,Local,0.360987,1906.01123199549
3081,4,Local drainage basin divide,Local,Local,2.09973001,11086.599250631
3082,5,Stream reach basin divide,Stream Reach,Reach,0.35459399,1872.25563048587
3083,4,Local drainage basin divide,Local,Local,0.70022201,3697.17315898415
3084,4,Local drainage basin divide,Local,Local,0.150819,796.321866494735
3085,4,Local drainage basin divide,Local,Local,0.52907699,2793.52487708634
3086,3,Subregional drainage basin divide,Subregional,Subregional,0.53639,2832.13747910688
3087,5,Stream reach basin divide,Stream Reach,Reach,0.35840201,1892.36332496401
3088,4,Local drainage basin divide,Local,Local,0.69158798,3651.58597941931
3089,4,Local drainage basin divide,Local,Local,0.54791098,2892.97272020671
3090,5,Stream reach basin divide,Stream Reach,Reach,0.42814099,2260.58243672791
3091,6,Lake impoundment basin divide,Lake Impoundment,Reach,1.59722995,8433.35355034799
3092,3,Subregional drainage basin divide,Subregional,Subregional,0.786821,4154.41694016183
3093,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.75107097,3965.65531456625
3094,4,Local drainage basin divide,Local,Local,0.84969198,4486.37568368411
3095,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.415775,2195.28986904064
3096,6,Lake impoundment basin divide,Lake Impoundment,Reach,1.08779001,5743.51881319606
3097,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.864928,4566.82166907647
3098,2,Regional drainage basin divide,Regional,Regional,0.89203,4709.91874713413
3099,4,Local drainage basin divide,Local,Local,0.117187,618.747474864849
3100,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.88447499,4670.02668718271
3101,4,Local drainage basin divide,Local,Local,0.64764702,3419.57403959617
3102,5,Stream reach basin divide,Stream Reach,Reach,0.50412702,2661.78925039694
3103,5,Stream reach basin divide,Stream Reach,Reach,0.164725,869.747736095076
3104,4,Local drainage basin divide,Local,Local,0.23512299,1241.44888676897
3105,3,Subregional drainage basin divide,Subregional,Subregional,0.31009501,1637.30110227205
3106,4,Local drainage basin divide,Local,Local,0.36792999,1942.67128588646
3107,4,Local drainage basin divide,Local,Local,0.31022,1637.963638567
3108,5,Stream reach basin divide,Stream Reach,Reach,0.30562898,1613.72322605979
3109,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.46729698,2467.32619142001
3110,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.65024298,3433.2815555841
3111,4,Local drainage basin divide,Local,Local,1.59712004,8432.8067521241
3112,4,Local drainage basin divide,Local,Local,0.52931797,2794.79958374388
3113,1,Major drainage basin divide,Major,Major,0.93186002,4920.22006898284
3114,4,Local drainage basin divide,Local,Local,0.41039898,2166.90498807157
3115,6,Lake impoundment basin divide,Lake Impoundment,Reach,1.65189003,8721.97262405281
3116,2,Regional drainage basin divide,Regional,Regional,0.87207901,4604.57855599919
3117,4,Local drainage basin divide,Local,Local,0.00914512,48.2861592288568
3118,5,Stream reach basin divide,Stream Reach,Reach,0.599949,3167.72997263636
3119,4,Local drainage basin divide,Local,Local,2.06038999,10878.8743785669
3120,4,Local drainage basin divide,Local,Local,0.116402,614.601348278771
3121,3,Subregional drainage basin divide,Subregional,Subregional,0.48403099,2555.68219232858
3122,2,Regional drainage basin divide,Regional,Regional,1.01853001,5377.8199463628
3123,4,Local drainage basin divide,Local,Local,0.98565602,5204.26521375322
3124,4,Local drainage basin divide,Local,Local,0.26345399,1391.03440675147
3125,5,Stream reach basin divide,Stream Reach,Reach,0.217325,1147.47750468225
3126,4,Local drainage basin divide,Local,Local,1.34538996,7103.64879737753
3127,3,Subregional drainage basin divide,Subregional,Subregional,0.328226,1733.03170435254
3128,3,Subregional drainage basin divide,Subregional,Subregional,0.27926701,1474.53130889581
3129,4,Local drainage basin divide,Local,Local,0.37178501,1963.02348766261
3130,4,Local drainage basin divide,Local,Local,0.17274799,912.107874239079
3131,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.49733799,2625.94567344823
3132,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.244615,1291.56499763765
3133,4,Local drainage basin divide,Local,Local,0.76243901,4025.67674446336
3134,4,Local drainage basin divide,Local,Local,0.439601,2321.09384365082
3135,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.29609799,1563.39585986473
3136,4,Local drainage basin divide,Local,Local,0.65504002,3458.61317404805
3137,4,Local drainage basin divide,Local,Local,0.026951,142.301129763904
3138,4,Local drainage basin divide,Local,Local,0.24180999,1276.75592497986
3139,4,Local drainage basin divide,Local,Local,0.317148,1674.54239957019
3140,5,Stream reach basin divide,Stream Reach,Reach,0.224858,1187.24766094625
3141,3,Subregional drainage basin divide,Subregional,Subregional,0.49380499,2607.28848852609
3142,3,Subregional drainage basin divide,Subregional,Subregional,0.489012,2581.98107418725
3143,4,Local drainage basin divide,Local,Local,0.57696497,3046.3742833327
3144,4,Local drainage basin divide,Local,Local,0.09361159,494.269821089847
3145,4,Local drainage basin divide,Local,Local,0.10567499,557.963663284837
3146,3,Subregional drainage basin divide,Subregional,Subregional,0.0150464,79.4454746035613
3147,3,Subregional drainage basin divide,Subregional,Subregional,0.141752,748.44953405676
3148,3,Subregional drainage basin divide,Subregional,Subregional,0.87979698,4645.32635556577
3149,4,Local drainage basin divide,Local,Local,1.95913004,10344.2099993783
3150,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.12771899,674.35497012818
3151,3,Subregional drainage basin divide,Subregional,Subregional,0.43851,2315.33143115559
3152,4,Local drainage basin divide,Local,Local,1.43225002,7562.29134456441
3153,5,Stream reach basin divide,Stream Reach,Reach,0.06625589,349.830804272006
3154,4,Local drainage basin divide,Local,Local,1.06406998,5618.30231870219
3155,3,Subregional drainage basin divide,Subregional,Subregional,0.01611449,85.085347856534
3156,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.93918299,4958.88794056431
3157,4,Local drainage basin divide,Local,Local,0.47774198,2522.48000142333
3158,4,Local drainage basin divide,Local,Local,1.06560003,5626.39142681754
3159,4,Local drainage basin divide,Local,Local,1.05386996,5564.45124308306
3160,3,Subregional drainage basin divide,Subregional,Subregional,1.23454999,6518.44001313067
3161,4,Local drainage basin divide,Local,Local,1.79467999,9475.93592492643
3162,4,Local drainage basin divide,Local,Local,0.22461,1185.93966056571
3163,4,Local drainage basin divide,Local,Local,0.91536301,4833.11719329373
3164,4,Local drainage basin divide,Local,Local,1.02392005,5406.30325138321
3165,5,Stream reach basin divide,Stream Reach,Reach,0.53238999,2811.02172610751
3166,4,Local drainage basin divide,Local,Local,0.886707,4681.81449585788
3167,5,Stream reach basin divide,Stream Reach,Reach,0.27464899,1450.14551140266
3168,3,Subregional drainage basin divide,Subregional,Subregional,0.28117099,1484.58530264723
3169,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.74674099,3942.79292545052
3170,3,Subregional drainage basin divide,Subregional,Subregional,0.321841,1699.32173463978
3171,3,Subregional drainage basin divide,Subregional,Subregional,0.74670398,3942.59439876472
3172,4,Local drainage basin divide,Local,Local,0.66581201,3515.48687740063
3173,5,Stream reach basin divide,Stream Reach,Reach,0.25843301,1364.52414655048
3174,5,Stream reach basin divide,Stream Reach,Reach,0.299858,1583.24844951418
3175,5,Stream reach basin divide,Stream Reach,Reach,0.346881,1831.53495929148
3176,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.341728,1804.32142001134
3177,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.30843201,1628.51842353435
3178,4,Local drainage basin divide,Local,Local,1.01365995,5352.13445607092
3179,3,Subregional drainage basin divide,Subregional,Subregional,0.97414898,5143.50433736583
3180,4,Local drainage basin divide,Local,Local,0.07700529,406.587693537441
3181,5,Stream reach basin divide,Stream Reach,Reach,0.168628,890.354258019361
3182,4,Local drainage basin divide,Local,Local,0.29549199,1560.19935407032
3183,4,Local drainage basin divide,Local,Local,1.05154001,5552.1476720414
3184,3,Subregional drainage basin divide,Subregional,Subregional,0.392082,2070.19348878944
3185,5,Stream reach basin divide,Stream Reach,Reach,0.51747101,2732.24813853478
3186,2,Regional drainage basin divide,Regional,Regional,0.267295,1411.31804758424
3187,3,Subregional drainage basin divide,Subregional,Subregional,0.60179901,3177.49932751482
3188,5,Stream reach basin divide,Stream Reach,Reach,0.471502,2489.52860153383
3189,4,Local drainage basin divide,Local,Local,1.53427994,8100.98018354524
3190,4,Local drainage basin divide,Local,Local,0.278205,1468.9247468001
3191,5,Stream reach basin divide,Stream Reach,Reach,1.28821003,6801.77125888173
3192,6,Lake impoundment basin divide,Lake Impoundment,Reach,1.48512995,7841.46883709515
3193,3,Subregional drainage basin divide,Subregional,Subregional,0.0409359,216.141730207105
3194,3,Subregional drainage basin divide,Subregional,Subregional,0.985529,5203.59185547634
3195,4,Local drainage basin divide,Local,Local,0.93679499,4946.27517589427
3196,4,Local drainage basin divide,Local,Local,0.57185399,3019.38877008893
3197,4,Local drainage basin divide,Local,Local,1.08626997,5735.50463442639
3198,2,Regional drainage basin divide,Regional,Regional,0.32025501,1690.9451014079
3199,4,Local drainage basin divide,Local,Local,0.83876097,4428.65672779097
3200,4,Local drainage basin divide,Local,Local,0.404949,2138.12884002352
3201,3,Subregional drainage basin divide,Subregional,Subregional,0.18835499,994.512629870447
3202,2,Regional drainage basin divide,Regional,Regional,0.515877,2723.82940824085
3203,3,Subregional drainage basin divide,Subregional,Subregional,0.66096901,3489.9160982038
3204,4,Local drainage basin divide,Local,Local,0.36675301,1936.45590734795
3205,5,Stream reach basin divide,Stream Reach,Reach,0.19741,1042.32589354137
3206,4,Local drainage basin divide,Local,Local,0.121935,643.815170119782
3207,5,Stream reach basin divide,Stream Reach,Reach,0.04682689,247.245837993454
3208,4,Local drainage basin divide,Local,Local,0.44637998,2356.88586015652
3209,4,Local drainage basin divide,Local,Local,1.62425994,8576.09354808734
3210,4,Local drainage basin divide,Local,Local,1.48263001,7828.30574184392
3211,2,Regional drainage basin divide,Regional,Regional,0.205914,1087.22679325025
3212,1,Major drainage basin divide,Major,Major,0.02507939,132.419963606766
3213,2,Regional drainage basin divide,Regional,Regional,0.274511,1449.41850791148
3214,4,Local drainage basin divide,Local,Local,0.72769302,3842.22102174847
3215,4,Local drainage basin divide,Local,Local,0.82138597,4336.91703407282
3216,4,Local drainage basin divide,Local,Local,0.55442601,2927.37210748782
3217,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.39639198,2092.94860580617
3218,3,Subregional drainage basin divide,Subregional,Subregional,1.27056002,6708.558471807
3219,4,Local drainage basin divide,Local,Local,0.665995,3516.4514761843
3220,4,Local drainage basin divide,Local,Local,0.50709599,2677.46501525621
3221,2,Regional drainage basin divide,Regional,Regional,0.820414,4331.78621250409
3222,4,Local drainage basin divide,Local,Local,0.0616448,325.484588308404
3223,4,Local drainage basin divide,Local,Local,1.09556996,5784.62597688382
3224,2,Regional drainage basin divide,Regional,Regional,0.51977002,2744.38670316005
3225,4,Local drainage basin divide,Local,Local,1.40645003,7426.0737942504
3226,4,Local drainage basin divide,Local,Local,0.53142899,2805.94693434051
3227,2,Regional drainage basin divide,Regional,Regional,1.09867,5801.00090770406
3228,4,Local drainage basin divide,Local,Local,0.63679397,3362.27484799558
3229,4,Local drainage basin divide,Local,Local,0.92087602,4862.2230483736
3230,2,Regional drainage basin divide,Regional,Regional,1.03970003,5489.59810956364
3231,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.16651099,879.179707616593
3232,4,Local drainage basin divide,Local,Local,0.0683611,360.94638636166
3233,4,Local drainage basin divide,Local,Local,0.07285259,384.661265270793
3234,4,Local drainage basin divide,Local,Local,0.57933598,3058.89171086923
3235,4,Local drainage basin divide,Local,Local,0.47757598,2521.6020173356
3236,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.86212098,4551.99849364423
3237,3,Subregional drainage basin divide,Subregional,Subregional,1.03761994,5478.63508252306
3238,4,Local drainage basin divide,Local,Local,0.99103802,5232.68083372246
3239,4,Local drainage basin divide,Local,Local,1.12576997,5944.06136715933
3240,4,Local drainage basin divide,Local,Local,0.77676397,4101.31244430668
3241,4,Local drainage basin divide,Local,Local,1.24961996,6598.00425588497
3242,4,Local drainage basin divide,Local,Local,1.34177994,7084.60856729071
3243,5,Stream reach basin divide,Stream Reach,Reach,0.35213398,1859.26925814568
3244,5,Stream reach basin divide,Stream Reach,Reach,0.81181299,4286.37472729325
3245,4,Local drainage basin divide,Local,Local,0.25307801,1336.25079149437
3246,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.35121399,1854.40951551485
3247,4,Local drainage basin divide,Local,Local,0.308649,1629.66608130592
3248,4,Local drainage basin divide,Local,Local,1.06181001,5606.33700883853
3249,4,Local drainage basin divide,Local,Local,0.41105198,2170.3549878702
3250,4,Local drainage basin divide,Local,Local,0.45051199,2378.70408604237
3251,3,Subregional drainage basin divide,Subregional,Subregional,1.49437999,7890.34265106821
3252,4,Local drainage basin divide,Local,Local,0.73929798,3903.49378929184
3253,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.27006,1425.91582873446
3254,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.434859,2296.05686974115
3255,4,Local drainage basin divide,Local,Local,0.66860699,3530.24735137817
3256,3,Subregional drainage basin divide,Subregional,Subregional,1.18652999,6264.87590706972
3257,4,Local drainage basin divide,Local,Local,0.55509597,2930.90475211073
3258,4,Local drainage basin divide,Local,Local,1.16981995,6176.63844140111
3259,5,Stream reach basin divide,Stream Reach,Reach,0.70285898,3711.09640617141
3260,3,Subregional drainage basin divide,Subregional,Subregional,0.24572899,1297.44866532908
3261,3,Subregional drainage basin divide,Subregional,Subregional,0.63185501,3336.19157929139
3262,4,Local drainage basin divide,Local,Local,0.158436,836.543079477075
3263,4,Local drainage basin divide,Local,Local,0.79173398,4180.35276578789
3264,4,Local drainage basin divide,Local,Local,0.14824099,782.710971492389
3265,3,Subregional drainage basin divide,Subregional,Subregional,0.295134,1558.30935868228
3266,4,Local drainage basin divide,Local,Local,0.90329897,4769.41996390812
3267,4,Local drainage basin divide,Local,Local,1.00776994,5321.03266255459
3268,4,Local drainage basin divide,Local,Local,1.15638995,6105.72586362747
3269,4,Local drainage basin divide,Local,Local,0.20116999,1062.17469935775
3270,5,Stream reach basin divide,Stream Reach,Reach,0.501953,2650.30882918309
3271,4,Local drainage basin divide,Local,Local,0.85764497,4528.36640737551
3272,4,Local drainage basin divide,Local,Local,0.192111,1014.34632676242
3273,3,Subregional drainage basin divide,Subregional,Subregional,0.44171598,2332.26086994668
3274,6,Lake impoundment basin divide,Lake Impoundment,Reach,1.13861,6011.84707166032
3275,4,Local drainage basin divide,Local,Local,0.69225001,3655.08101150177
3276,5,Stream reach basin divide,Stream Reach,Reach,0.999453,5277.11430394271
3277,3,Subregional drainage basin divide,Subregional,Subregional,0.854285,4510.62579747239
3278,4,Local drainage basin divide,Local,Local,1.30663001,6899.01902364145
3279,3,Subregional drainage basin divide,Subregional,Subregional,0.84911799,4483.34693889379
3280,4,Local drainage basin divide,Local,Local,1.30455005,6888.03935019392
3281,4,Local drainage basin divide,Local,Local,0.77011299,4066.19881838196
3282,4,Local drainage basin divide,Local,Local,0.58773601,3103.24656955959
3283,4,Local drainage basin divide,Local,Local,0.46284499,2443.81868030207
3284,4,Local drainage basin divide,Local,Local,0.14879399,785.634459725198
3285,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.35707101,1885.3322007866
3286,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.62292397,3289.03679520002
3287,3,Subregional drainage basin divide,Subregional,Subregional,0.05910259,312.062339220502
3288,4,Local drainage basin divide,Local,Local,0.39380601,2079.29675415534
3289,4,Local drainage basin divide,Local,Local,0.22842599,1206.08676398154
3290,4,Local drainage basin divide,Local,Local,0.97934299,5170.93182556524
3291,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.93433797,4933.30546398498
3292,3,Subregional drainage basin divide,Subregional,Subregional,2.88382005,15226.5485627622
3293,1,Major drainage basin divide,Major,Major,1.33843004,7066.91720827865
3294,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.15373499,811.722380333481
3295,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.25856301,1365.21271172492
3296,3,Subregional drainage basin divide,Subregional,Subregional,0.48679,2570.24945764966
3297,4,Local drainage basin divide,Local,Local,0.452275,2388.01105103914
3298,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.92847299,4902.33832036277
3299,3,Subregional drainage basin divide,Subregional,Subregional,0.600223,3169.17514276392
3300,3,Subregional drainage basin divide,Subregional,Subregional,0.88559401,4675.93508128246
3301,3,Subregional drainage basin divide,Subregional,Subregional,1.10564994,5837.81235809739
3302,6,Lake impoundment basin divide,Lake Impoundment,Reach,1.0144,5356.05803545553
3303,4,Local drainage basin divide,Local,Local,0.377265,1991.95776711756
3304,4,Local drainage basin divide,Local,Local,0.75237697,3972.55289453788
3305,4,Local drainage basin divide,Local,Local,1.84030997,9716.83821211066
3306,1,Major drainage basin divide,Major,Major,0.047935,253.096258881463
3307,4,Local drainage basin divide,Local,Local,0.74830901,3951.07494677312
3308,4,Local drainage basin divide,Local,Local,0.57942402,3059.36034897312
3309,5,Stream reach basin divide,Stream Reach,Reach,0.11040099,582.917430105906
3310,4,Local drainage basin divide,Local,Local,2.06968998,10927.9373340854
3311,5,Stream reach basin divide,Stream Reach,Reach,0.52961301,2796.35482090345
3312,5,Stream reach basin divide,Stream Reach,Reach,0.69842201,3687.66920124517
3313,3,Subregional drainage basin divide,Subregional,Subregional,0.57509797,3036.51914329248
3314,6,Lake impoundment basin divide,Lake Impoundment,Reach,1.35480999,7153.39530734475
3315,4,Local drainage basin divide,Local,Local,0.78381299,4138.53616992586
3316,5,Stream reach basin divide,Stream Reach,Reach,0.33434998,1765.36628919766
3317,4,Local drainage basin divide,Local,Local,0.49411699,2608.93994952469
3318,5,Stream reach basin divide,Stream Reach,Reach,0.31762599,1677.06634220666
3319,5,Stream reach basin divide,Stream Reach,Reach,0.27435401,1448.58965700067
3320,6,Lake impoundment basin divide,Lake Impoundment,Reach,1.00446999,5303.59525073026
3321,4,Local drainage basin divide,Local,Local,0.33656999,1777.0926894015
