OBJECTID,DBARC_COD,DIVIDE,AV_LEGEND,IMS_LEGEND,LENGTH_MI,SHAPE_Length
3322,3,Subregional drainage basin divide,Subregional,Subregional,1.44105005,7608.74749046282
3323,3,Subregional drainage basin divide,Subregional,Subregional,0.347052,1832.43600845105
3324,3,Subregional drainage basin divide,Subregional,Subregional,0.88584601,4677.26871783708
3325,3,Subregional drainage basin divide,Subregional,Subregional,1.37995994,7286.20406813279
3326,4,Local drainage basin divide,Local,Local,0.112571,594.37475210799
3327,4,Local drainage basin divide,Local,Local,0.0300999,158.92721769642
3328,4,Local drainage basin divide,Local,Local,0.79417699,4193.25262149135
3329,4,Local drainage basin divide,Local,Local,1.76438999,9315.99704642438
3330,3,Subregional drainage basin divide,Subregional,Subregional,1.78829002,9442.18875316037
3331,4,Local drainage basin divide,Local,Local,1.00130999,5286.93101748051
3332,3,Subregional drainage basin divide,Subregional,Subregional,0.124259,656.089498342304
3333,3,Subregional drainage basin divide,Subregional,Subregional,0.59005397,3115.48410203283
3334,4,Local drainage basin divide,Local,Local,0.05319489,280.86851784183
3335,3,Subregional drainage basin divide,Subregional,Subregional,1.08309996,5718.76614420302
3336,4,Local drainage basin divide,Local,Local,0.31641399,1670.66659980741
3337,2,Regional drainage basin divide,Regional,Regional,2.21237993,11681.3650091191
3338,5,Stream reach basin divide,Stream Reach,Reach,0.21758699,1148.8568599681
3339,4,Local drainage basin divide,Local,Local,0.46854099,2473.89700854946
3340,5,Stream reach basin divide,Stream Reach,Reach,0.33353799,1761.07832831781
3341,4,Local drainage basin divide,Local,Local,0.73515099,3881.59682937681
3342,4,Local drainage basin divide,Local,Local,1.82088005,9614.25791148498
3343,3,Subregional drainage basin divide,Subregional,Subregional,0.82019799,4330.64797466101
3344,4,Local drainage basin divide,Local,Local,1.06246995,5609.82409936327
3345,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.63644301,3360.41994045648
3346,4,Local drainage basin divide,Local,Local,0.213868,1129.22237348059
3347,5,Stream reach basin divide,Stream Reach,Reach,0.40705999,2149.27715475316
3348,3,Subregional drainage basin divide,Subregional,Subregional,0.49174401,2596.40810162011
3349,4,Local drainage basin divide,Local,Local,0.72696501,3838.37359337304
3350,2,Regional drainage basin divide,Regional,Regional,0.55642902,2937.94667313781
3351,2,Regional drainage basin divide,Regional,Regional,0.0916445,483.882868077929
3352,3,Subregional drainage basin divide,Subregional,Subregional,0.288235,1521.88061709819
3353,4,Local drainage basin divide,Local,Local,1.00068998,5283.64602609443
3354,3,Subregional drainage basin divide,Subregional,Subregional,0.19093699,1008.14462427639
3355,3,Subregional drainage basin divide,Subregional,Subregional,0.83840101,4426.75578510282
3356,4,Local drainage basin divide,Local,Local,1.44580996,7633.89389766669
3357,4,Local drainage basin divide,Local,Local,0.84541201,4463.77532866668
3358,3,Subregional drainage basin divide,Subregional,Subregional,2.66963005,14095.6741185482
3359,4,Local drainage basin divide,Local,Local,0.96296298,5084.4454433742
3360,4,Local drainage basin divide,Local,Local,0.68834,3634.43341422877
3361,5,Stream reach basin divide,Stream Reach,Reach,0.26109799,1378.59607641051
3362,4,Local drainage basin divide,Local,Local,0.422248,2229.46676076259
3363,4,Local drainage basin divide,Local,Local,0.227705,1202.28437692163
3364,4,Local drainage basin divide,Local,Local,1.69857001,8968.4649854374
3365,4,Local drainage basin divide,Local,Local,0.83243,4395.23182815766
3366,6,Lake impoundment basin divide,Lake Impoundment,Reach,1.12601995,5945.41028197979
3367,2,Regional drainage basin divide,Regional,Regional,1.65816998,8755.15819465775
3368,4,Local drainage basin divide,Local,Local,0.35756298,1887.9326175817
3369,3,Subregional drainage basin divide,Subregional,Subregional,0.60687398,3204.29379968002
3370,5,Stream reach basin divide,Stream Reach,Reach,0.148836,785.855211339678
3371,4,Local drainage basin divide,Local,Local,0.29394501,1552.03040748037
3372,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.625261,3301.37804121678
3373,3,Subregional drainage basin divide,Subregional,Subregional,0.40156099,2120.24473491185
3374,4,Local drainage basin divide,Local,Local,0.800484,4226.5531494624
3375,4,Local drainage basin divide,Local,Local,1.49752998,7906.94817656375
3376,5,Stream reach basin divide,Stream Reach,Reach,0.54310297,2867.58494976834
3377,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.97228598,5133.67259443417
3378,4,Local drainage basin divide,Local,Local,0.95714002,5053.69961297298
3379,4,Local drainage basin divide,Local,Local,0.80204302,4234.78486590229
3380,4,Local drainage basin divide,Local,Local,0.46081298,2433.09522336319
3381,2,Regional drainage basin divide,Regional,Regional,0.50456398,2664.09914611272
3382,4,Local drainage basin divide,Local,Local,0.459095,2424.02092480004
3383,5,Stream reach basin divide,Stream Reach,Reach,0.60059899,3171.164695507
3384,4,Local drainage basin divide,Local,Local,0.45992401,2428.39649501181
3385,4,Local drainage basin divide,Local,Local,0.15039999,794.109893216476
3386,4,Local drainage basin divide,Local,Local,0.239794,1266.11286419299
3387,4,Local drainage basin divide,Local,Local,0.35041099,1850.17151125045
3388,4,Local drainage basin divide,Local,Local,0.15698699,828.890619981342
3389,4,Local drainage basin divide,Local,Local,0.2996,1581.88645245924
3390,4,Local drainage basin divide,Local,Local,0.160004,844.820115456611
3391,5,Stream reach basin divide,Stream Reach,Reach,0.06552399,345.966346154658
3392,3,Subregional drainage basin divide,Subregional,Subregional,0.403326,2129.55888349914
3393,5,Stream reach basin divide,Stream Reach,Reach,1.04156005,5499.41309048729
3394,5,Stream reach basin divide,Stream Reach,Reach,0.0301731,159.314308245643
3395,4,Local drainage basin divide,Local,Local,0.07715459,407.376239252119
3396,5,Stream reach basin divide,Stream Reach,Reach,0.158875,838.862565427733
3397,4,Local drainage basin divide,Local,Local,0.44707798,2360.57217461679
3398,4,Local drainage basin divide,Local,Local,0.90491598,4777.95706049454
3399,3,Subregional drainage basin divide,Subregional,Subregional,0.92709499,4895.06008004699
3400,4,Local drainage basin divide,Local,Local,0.53893101,2845.55692928035
3401,4,Local drainage basin divide,Local,Local,0.96416598,5090.79636802829
3402,4,Local drainage basin divide,Local,Local,0.76266998,4026.89975747312
3403,4,Local drainage basin divide,Local,Local,0.440696,2326.87211654137
3404,4,Local drainage basin divide,Local,Local,0.48280701,2549.2225961759
3405,4,Local drainage basin divide,Local,Local,0.03551889,187.539581963958
3406,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.57015097,3010.39920170258
3407,2,Regional drainage basin divide,Regional,Regional,0.18376199,970.265450862914
3408,4,Local drainage basin divide,Local,Local,0.679439,3587.43812414579
3409,5,Stream reach basin divide,Stream Reach,Reach,0.281226,1484.87396859474
3410,5,Stream reach basin divide,Stream Reach,Reach,0.16596999,876.319433423849
3411,4,Local drainage basin divide,Local,Local,0.40756401,2151.93635976698
3412,5,Stream reach basin divide,Stream Reach,Reach,0.23777599,1255.45639338356
3413,5,Stream reach basin divide,Stream Reach,Reach,0.0826605,436.447625709261
3414,4,Local drainage basin divide,Local,Local,0.0770758,406.95952612059
3415,3,Subregional drainage basin divide,Subregional,Subregional,1.13136994,5973.63535623048
3416,4,Local drainage basin divide,Local,Local,0.188269,994.059826843498
3417,4,Local drainage basin divide,Local,Local,1.23020005,6495.43373031186
3418,3,Subregional drainage basin divide,Subregional,Subregional,0.66872799,3530.88121004742
3419,3,Subregional drainage basin divide,Subregional,Subregional,0.61643302,3254.7640653751
3420,4,Local drainage basin divide,Local,Local,0.23602199,1246.19430246941
3421,4,Local drainage basin divide,Local,Local,0.15400299,813.134516680855
3422,4,Local drainage basin divide,Local,Local,0.57113397,3015.58762773624
3423,4,Local drainage basin divide,Local,Local,1.62713003,8591.2245649391
3424,2,Regional drainage basin divide,Regional,Regional,0.67962098,3588.39729556
3425,5,Stream reach basin divide,Stream Reach,Reach,0.63047301,3328.89865774954
3426,4,Local drainage basin divide,Local,Local,0.90756797,4791.96041885961
3427,3,Subregional drainage basin divide,Subregional,Subregional,1.55973994,8235.41915386126
3428,4,Local drainage basin divide,Local,Local,1.20329999,6353.44490480669
3429,4,Local drainage basin divide,Local,Local,0.79721498,4209.29679866835
3430,4,Local drainage basin divide,Local,Local,0.63077497,3330.49059144606
3431,5,Stream reach basin divide,Stream Reach,Reach,0.89632201,4732.57831041682
3432,3,Subregional drainage basin divide,Subregional,Subregional,0.47312399,2498.09621841703
3433,4,Local drainage basin divide,Local,Local,0.66422599,3507.11162285236
3434,5,Stream reach basin divide,Stream Reach,Reach,0.60500699,3194.43811714153
3435,4,Local drainage basin divide,Local,Local,0.391478,2067.00627917569
3436,4,Local drainage basin divide,Local,Local,1.40424001,7414.3848400131
3437,4,Local drainage basin divide,Local,Local,0.56697398,2993.62160532871
3438,4,Local drainage basin divide,Local,Local,0.35097199,1853.13053665081
3439,3,Subregional drainage basin divide,Subregional,Subregional,0.49949601,2637.33970948695
3440,3,Subregional drainage basin divide,Subregional,Subregional,0.262102,1383.90098627411
3441,4,Local drainage basin divide,Local,Local,1.22706997,6478.9478959788
3442,4,Local drainage basin divide,Local,Local,0.78365898,4137.71649023858
3443,4,Local drainage basin divide,Local,Local,0.46436399,2451.83963686773
3444,5,Stream reach basin divide,Stream Reach,Reach,0.40863901,2157.61409439142
3445,4,Local drainage basin divide,Local,Local,0.33863699,1788.00194357475
3446,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.43370699,2289.97335724129
3447,4,Local drainage basin divide,Local,Local,0.233564,1233.22010126016
3448,5,Stream reach basin divide,Stream Reach,Reach,0.249867,1319.30078897282
3449,4,Local drainage basin divide,Local,Local,0.69765502,3683.61882490923
3450,3,Subregional drainage basin divide,Subregional,Subregional,0.49480399,2612.5675207088
3451,5,Stream reach basin divide,Stream Reach,Reach,0.62998402,3326.31459783365
3452,4,Local drainage basin divide,Local,Local,0.15565399,821.852227857245
3453,2,Regional drainage basin divide,Regional,Regional,0.20910599,1104.08029672163
3454,2,Regional drainage basin divide,Regional,Regional,1.98457002,10478.5423977931
3455,4,Local drainage basin divide,Local,Local,0.73932898,3903.65594799392
3456,5,Stream reach basin divide,Stream Reach,Reach,0.323958,1710.49687957009
3457,4,Local drainage basin divide,Local,Local,0.72317099,3818.34522803943
3458,5,Stream reach basin divide,Stream Reach,Reach,0.380463,2008.84421464487
3459,4,Local drainage basin divide,Local,Local,0.175318,925.678893867273
3460,3,Subregional drainage basin divide,Subregional,Subregional,0.44248199,2336.30473061438
3461,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.77847701,4110.35849477027
3462,4,Local drainage basin divide,Local,Local,0.126938,670.234734734879
3463,5,Stream reach basin divide,Stream Reach,Reach,0.36022099,1901.9685034129
3464,4,Local drainage basin divide,Local,Local,0.19441699,1026.52452014851
3465,4,Local drainage basin divide,Local,Local,0.0291316,153.813889931357
3466,4,Local drainage basin divide,Local,Local,0.898651,4744.87487899904
3467,3,Subregional drainage basin divide,Subregional,Subregional,0.85151898,4496.02001755644
3468,4,Local drainage basin divide,Local,Local,0.43132299,2277.38320705925
3469,2,Regional drainage basin divide,Regional,Regional,0.222698,1175.84429740812
3470,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.691024,3648.60889536079
3471,4,Local drainage basin divide,Local,Local,0.22558,1191.06448385826
3472,6,Lake impoundment basin divide,Lake Impoundment,Reach,1.02385997,5405.9975975774
3473,4,Local drainage basin divide,Local,Local,0.69143897,3650.79975280634
3474,3,Subregional drainage basin divide,Subregional,Subregional,0.30956199,1634.48563712526
3475,2,Regional drainage basin divide,Regional,Regional,0.209573,1106.54658639521
3476,1,Major drainage basin divide,Major,Major,1.05125999,5550.65331528749
3477,3,Subregional drainage basin divide,Subregional,Subregional,0.89865601,4744.90251763141
3478,4,Local drainage basin divide,Local,Local,0.76197397,4023.22516317498
3479,4,Local drainage basin divide,Local,Local,1.18233001,6242.71448349808
3480,4,Local drainage basin divide,Local,Local,0.47927001,2530.54385217552
3481,3,Subregional drainage basin divide,Subregional,Subregional,0.66759902,3524.92117241269
3482,6,Lake impoundment basin divide,Lake Impoundment,Reach,1.35483002,7153.49313514707
3483,3,Subregional drainage basin divide,Subregional,Subregional,0.242237,1279.01052845646
3484,4,Local drainage basin divide,Local,Local,0.31477001,1661.98729023502
3485,4,Local drainage basin divide,Local,Local,0.71742701,3788.01298176943
3486,4,Local drainage basin divide,Local,Local,0.238086,1257.0921084095
3487,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.211713,1117.84554087556
3488,4,Local drainage basin divide,Local,Local,0.56911498,3004.92486461224
3489,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.50794601,2681.95442302352
3490,4,Local drainage basin divide,Local,Local,0.39061298,2062.43689356568
3491,2,Regional drainage basin divide,Regional,Regional,0.74261397,3921.00112273369
3492,4,Local drainage basin divide,Local,Local,0.65681797,3467.99724757114
3493,3,Subregional drainage basin divide,Subregional,Subregional,0.38677099,2042.15185436058
3494,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.485583,2563.87971109323
3495,3,Subregional drainage basin divide,Subregional,Subregional,0.60630601,3201.29379529853
3496,5,Stream reach basin divide,Stream Reach,Reach,0.47405499,2503.00798496516
3497,5,Stream reach basin divide,Stream Reach,Reach,0.69342601,3661.29123194576
3498,4,Local drainage basin divide,Local,Local,0.25803801,1362.44104104639
3499,5,Stream reach basin divide,Stream Reach,Reach,0.26119101,1379.08987280745
3500,3,Subregional drainage basin divide,Subregional,Subregional,0.59819298,3158.4563547471
3501,5,Stream reach basin divide,Stream Reach,Reach,0.59442698,3138.57229492689
3502,4,Local drainage basin divide,Local,Local,0.65451502,3455.83801390471
3503,3,Subregional drainage basin divide,Subregional,Subregional,0.74811202,3950.03313471854
3504,4,Local drainage basin divide,Local,Local,0.03723959,196.625004233678
3505,5,Stream reach basin divide,Stream Reach,Reach,0.65365999,3451.32768037287
3506,4,Local drainage basin divide,Local,Local,0.110779,584.912375146773
3507,1,Major drainage basin divide,Major,Major,0.83872002,4428.44188311515
3508,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.75630897,3993.31335988945
3509,1,Major drainage basin divide,Major,Major,0.52499198,2771.95982984012
3510,5,Stream reach basin divide,Stream Reach,Reach,0.209231,1104.73862098006
3511,3,Subregional drainage basin divide,Subregional,Subregional,0.45430201,2398.71488600795
3512,3,Subregional drainage basin divide,Subregional,Subregional,0.35598,1879.57736138797
