State,Zip Code,2017,2018,2019,2020,2021,2022,2023,Unnamed: 9
Arizona (AZ),86427,22,18,14,18,14,12,12,
Arizona (AZ),86429,67,91,72,86,49,42,48,
Arizona (AZ),86430,12,*,*,*,*,*,*,
Arizona (AZ),86431,*,*,*,*,*,*,*,
Arizona (AZ),86432,18,33,14,21,21,11,19,
Arizona (AZ),86433,*,*,*,*,*,*,*,
Arizona (AZ),86434,*,*,*,*,*,*,*,
Arizona (AZ),86435,*,*,*,*,*,*,*,
Arizona (AZ),86436,28,24,20,17,24,17,14,
Arizona (AZ),86437,*,*,*,*,*,*,*,
Arizona (AZ),86438,11,*,13,11,*,*,*,
Arizona (AZ),86439,21,18,13,11,*,11,11,
Arizona (AZ),86440,55,45,46,32,44,35,21,
Arizona (AZ),86441,19,15,14,14,22,13,11,
Arizona (AZ),86442,268,283,238,225,208,160,153,
Arizona (AZ),86443,*,*,*,*,*,*,*,
Arizona (AZ),86444,18,17,21,15,27,15,15,
Arizona (AZ),86445,*,*,*,*,*,*,*,
Arizona (AZ),86446,*,*,*,*,*,*,*,
Arizona (AZ),86502,*,*,*,*,*,*,*,
Arizona (AZ),86503,20,12,20,18,14,11,*,
Arizona (AZ),86504,*,17,14,*,11,*,*,
Arizona (AZ),86505,11,*,*,*,*,*,*,
Arizona (AZ),86506,*,*,*,*,*,*,*,
Arizona (AZ),86507,*,*,*,*,*,*,*,
Arizona (AZ),86508,*,*,*,*,*,*,*,
Arizona (AZ),86510,*,*,*,*,*,*,*,
Arizona (AZ),86511,11,*,*,*,*,*,*,
Arizona (AZ),86512,*,*,*,*,*,*,*,
Arizona (AZ),86514,*,*,*,*,*,*,*,
Arizona (AZ),86515,13,20,16,13,11,11,11,
Arizona (AZ),86520,*,*,*,*,*,*,*,
Arizona (AZ),86535,*,*,*,*,*,*,*,
Arizona (AZ),86538,*,*,*,*,*,*,*,
Arizona (AZ),86540,*,*,*,*,*,*,*,
Arizona (AZ),86544,*,*,*,*,*,*,*,
Arizona (AZ),86545,*,*,*,*,*,*,*,
Arizona (AZ),86547,*,*,*,*,*,*,*,
Arizona (AZ),86556,*,*,*,*,*,*,*,
Arizona (AZ),TOTAL,"36,516","35,387","32,596","28,404","25,995","22,920","19,925",
Arkansas (AR),71601,60,45,43,33,33,38,30,
Arkansas (AR),71602,98,82,62,55,48,58,44,
Arkansas (AR),71603,155,130,124,115,87,78,67,
Arkansas (AR),71611,*,*,*,*,*,*,*,
Arkansas (AR),71612,*,*,*,*,*,*,*,
Arkansas (AR),71613,*,*,*,*,*,*,*,
Arkansas (AR),71630,*,*,*,*,*,*,*,
Arkansas (AR),71631,*,*,*,*,*,*,*,
Arkansas (AR),71635,71,56,74,42,53,43,35,
Arkansas (AR),71638,27,15,22,15,13,14,12,
Arkansas (AR),71639,32,28,34,24,23,18,*,
Arkansas (AR),71640,21,24,15,16,12,*,14,
Arkansas (AR),71642,*,*,*,*,*,*,*,
Arkansas (AR),71643,*,*,*,*,*,*,*,
Arkansas (AR),71644,*,*,*,*,*,*,*,
Arkansas (AR),71646,42,41,32,22,28,33,16,
Arkansas (AR),71647,*,*,*,*,*,*,*,
Arkansas (AR),71651,*,*,*,*,*,*,*,
Arkansas (AR),71652,17,*,*,*,*,*,*,
Arkansas (AR),71653,37,20,25,21,25,24,*,
Arkansas (AR),71654,14,22,17,20,17,*,12,
Arkansas (AR),71655,74,75,81,57,52,45,40,
Arkansas (AR),71656,*,*,*,*,*,*,*,
Arkansas (AR),71657,*,*,*,*,*,*,*,
Arkansas (AR),71658,*,*,*,*,*,*,*,
Arkansas (AR),71659,*,*,*,*,*,*,*,
Arkansas (AR),71660,*,*,*,*,*,*,*,
Arkansas (AR),71661,*,*,*,*,*,*,*,
Arkansas (AR),71662,*,*,*,*,*,*,*,
Arkansas (AR),71663,*,*,*,*,*,*,*,
Arkansas (AR),71665,38,29,30,21,28,25,15,
Arkansas (AR),71666,*,*,*,*,*,*,*,
Arkansas (AR),71667,43,45,42,38,33,18,31,
Arkansas (AR),71670,*,*,*,*,*,*,*,
Arkansas (AR),71671,63,60,46,30,64,41,31,
Arkansas (AR),71674,*,*,*,*,*,*,*,
Arkansas (AR),71675,16,16,12,*,*,*,*,
Arkansas (AR),71676,*,*,*,*,*,*,*,
Arkansas (AR),71677,*,*,*,*,*,*,*,
Arkansas (AR),71678,*,*,*,*,*,*,*,
Arkansas (AR),71701,112,128,104,89,90,73,74,
Arkansas (AR),71711,*,*,*,*,*,*,*,
Arkansas (AR),71720,13,15,*,13,13,*,*,
Arkansas (AR),71721,*,*,*,*,*,*,*,
Arkansas (AR),71722,*,*,*,*,*,*,*,
Arkansas (AR),71724,*,*,*,*,*,*,*,
Arkansas (AR),71725,*,*,*,*,*,*,*,
Arkansas (AR),71726,19,16,13,*,12,14,*,
Arkansas (AR),71728,*,*,*,*,*,*,*,
Arkansas (AR),71730,166,164,144,136,114,100,82,
Arkansas (AR),71731,*,*,*,*,*,*,*,
Arkansas (AR),71740,11,*,*,*,13,*,*,
Arkansas (AR),71742,37,37,39,32,23,19,18,
Arkansas (AR),71743,23,28,24,21,17,14,17,
Arkansas (AR),71744,20,22,23,17,15,*,18,
Arkansas (AR),71745,*,*,*,*,*,*,*,
Arkansas (AR),71747,*,*,*,*,*,*,*,
Arkansas (AR),71748,*,*,*,*,*,*,*,
Arkansas (AR),71749,20,17,14,15,12,*,*,
Arkansas (AR),71750,*,*,*,*,*,*,*,
Arkansas (AR),71751,*,*,*,*,*,*,*,
Arkansas (AR),71752,*,*,*,*,*,*,*,
Arkansas (AR),71753,88,77,74,55,67,51,34,
Arkansas (AR),71754,14,11,*,11,*,*,*,
Arkansas (AR),71758,*,*,*,*,*,*,*,
Arkansas (AR),71759,*,*,*,*,*,*,*,
Arkansas (AR),71762,17,15,*,12,11,14,*,
Arkansas (AR),71763,13,*,14,16,11,*,*,
Arkansas (AR),71764,16,17,12,11,*,12,*,
Arkansas (AR),71765,14,16,13,13,*,*,*,
Arkansas (AR),71766,*,12,*,*,*,*,*,
Arkansas (AR),71770,19,23,16,12,11,15,14,
Arkansas (AR),71772,*,*,*,*,*,*,*,
Arkansas (AR),71801,84,87,77,65,63,60,44,
Arkansas (AR),71802,*,*,*,*,*,*,*,
Arkansas (AR),71820,*,*,*,*,*,*,*,
Arkansas (AR),71822,58,38,43,49,33,33,17,
Arkansas (AR),71823,*,*,*,*,*,*,*,
Arkansas (AR),71825,*,*,*,*,*,*,*,
Arkansas (AR),71826,*,*,*,*,*,*,*,
Arkansas (AR),71827,*,*,*,*,*,*,*,
Arkansas (AR),71828,*,*,*,*,*,*,*,
Arkansas (AR),71831,*,*,*,*,*,*,*,
Arkansas (AR),71832,46,46,56,46,34,28,19,
Arkansas (AR),71833,20,15,*,11,16,13,*,
Arkansas (AR),71834,14,16,14,11,*,*,*,
Arkansas (AR),71835,*,*,*,*,*,*,*,
Arkansas (AR),71836,20,25,20,14,14,11,17,
Arkansas (AR),71837,34,36,34,17,18,26,21,
Arkansas (AR),71838,*,*,*,*,*,*,*,
Arkansas (AR),71839,*,*,*,*,*,*,*,
Arkansas (AR),71840,*,*,*,*,*,*,*,
Arkansas (AR),71841,*,*,*,*,*,*,*,
Arkansas (AR),71842,*,11,11,*,*,*,*,
Arkansas (AR),71845,15,15,14,*,15,*,*,
Arkansas (AR),71846,17,22,23,13,16,*,16,
Arkansas (AR),71847,*,*,*,*,*,*,*,
Arkansas (AR),71851,19,13,16,*,*,*,*,
Arkansas (AR),71852,66,63,51,48,39,41,29,
Arkansas (AR),71853,*,*,*,*,*,*,*,
Arkansas (AR),71854,169,186,191,162,134,105,91,
Arkansas (AR),71855,*,*,*,*,*,*,*,
Arkansas (AR),71857,50,50,35,35,27,26,23,
Arkansas (AR),71858,13,12,13,*,11,*,*,
Arkansas (AR),71859,*,*,*,*,*,*,*,
Arkansas (AR),71860,20,24,18,11,22,11,13,
Arkansas (AR),71861,16,20,*,13,11,*,13,
Arkansas (AR),71862,*,*,*,*,*,*,*,
Arkansas (AR),71864,*,*,*,*,*,*,*,
Arkansas (AR),71865,*,*,*,*,*,*,*,
Arkansas (AR),71866,*,*,*,*,*,*,*,
Arkansas (AR),71901,208,203,188,132,132,116,92,
Arkansas (AR),71902,12,*,*,*,*,*,*,
Arkansas (AR),71903,23,16,*,*,*,15,*,
Arkansas (AR),71909,370,368,304,293,260,222,205,
Arkansas (AR),71910,*,*,*,*,*,*,*,
Arkansas (AR),71913,419,424,351,295,283,241,222,
Arkansas (AR),71914,11,14,13,*,*,*,*,
Arkansas (AR),71920,*,*,*,*,*,*,*,
Arkansas (AR),71921,32,32,22,22,11,*,17,
Arkansas (AR),71922,*,*,*,*,*,*,*,
Arkansas (AR),71923,95,100,84,82,60,47,47,
Arkansas (AR),71929,31,41,27,38,24,19,19,
Arkansas (AR),71932,*,*,*,*,*,*,*,
Arkansas (AR),71933,14,*,15,15,*,*,*,
Arkansas (AR),71935,*,14,*,*,*,*,11,
Arkansas (AR),71937,13,24,17,*,*,*,11,
Arkansas (AR),71940,14,14,14,14,*,*,*,
Arkansas (AR),71941,20,20,17,*,*,*,*,
Arkansas (AR),71942,*,*,*,*,*,*,*,
Arkansas (AR),71943,47,35,26,32,28,22,15,
Arkansas (AR),71944,*,*,*,*,*,*,*,
Arkansas (AR),71945,*,11,11,11,12,*,*,
Arkansas (AR),71949,16,13,14,18,11,*,*,
Arkansas (AR),71950,12,*,*,*,*,*,*,
Arkansas (AR),71952,*,*,*,*,*,*,*,
Arkansas (AR),71953,178,164,143,130,130,112,87,
Arkansas (AR),71956,*,14,*,11,*,*,*,
Arkansas (AR),71957,56,41,48,23,36,38,30,
Arkansas (AR),71958,23,24,12,13,18,18,14,
Arkansas (AR),71959,*,*,*,*,*,*,*,
Arkansas (AR),71960,15,16,14,16,*,*,*,
Arkansas (AR),71961,*,15,*,*,12,*,*,
Arkansas (AR),71962,*,*,11,*,*,*,*,
Arkansas (AR),71964,28,23,28,21,20,20,*,
Arkansas (AR),71965,*,*,*,*,*,*,*,
Arkansas (AR),71966,*,*,*,*,*,*,*,
Arkansas (AR),71968,41,50,25,28,16,25,28,
Arkansas (AR),71969,*,*,*,*,*,*,*,
Arkansas (AR),71970,11,*,*,*,*,*,*,
Arkansas (AR),71971,*,*,*,*,*,*,*,
Arkansas (AR),71972,*,*,*,*,*,*,*,
Arkansas (AR),71973,*,*,*,*,*,*,*,
Arkansas (AR),71998,*,*,*,*,*,*,*,
Arkansas (AR),71999,*,*,*,*,*,*,*,
Arkansas (AR),72001,*,*,*,*,*,*,*,
Arkansas (AR),72002,80,46,72,65,53,63,35,
Arkansas (AR),72003,*,*,*,*,*,*,*,
Arkansas (AR),72004,*,*,*,*,*,*,*,
Arkansas (AR),72005,*,*,*,*,*,*,*,
Arkansas (AR),72006,20,*,*,13,11,*,*,
Arkansas (AR),72007,30,26,38,27,26,24,21,
Arkansas (AR),72010,26,42,43,35,43,16,23,
Arkansas (AR),72011,34,18,22,26,18,21,12,
Arkansas (AR),72012,92,77,72,52,46,56,40,
Arkansas (AR),72013,18,16,15,16,*,13,*,
Arkansas (AR),72014,*,*,*,*,*,*,*,
Arkansas (AR),72015,140,133,127,121,107,82,63,
Arkansas (AR),72016,20,18,17,23,18,13,*,
Arkansas (AR),72017,*,*,*,*,*,*,*,
Arkansas (AR),72018,11,*,*,*,11,*,*,
Arkansas (AR),72019,139,159,164,112,119,82,106,
Arkansas (AR),72020,29,36,30,23,25,19,13,
Arkansas (AR),72021,35,29,16,26,19,23,15,
Arkansas (AR),72022,73,56,67,46,52,59,40,
Arkansas (AR),72023,154,188,165,147,140,112,105,
Arkansas (AR),72024,28,24,18,14,23,14,11,
Arkansas (AR),72025,12,*,*,*,*,*,*,
Arkansas (AR),72026,*,*,*,*,*,*,*,
Arkansas (AR),72027,18,12,16,15,13,15,*,
Arkansas (AR),72028,*,*,*,*,*,*,*,
Arkansas (AR),72029,*,12,11,12,*,*,*,
Arkansas (AR),72030,*,*,*,*,*,*,*,
Arkansas (AR),72031,91,55,77,52,51,62,34,
Arkansas (AR),72032,189,162,158,134,101,112,99,
Arkansas (AR),72033,20,*,16,11,*,11,*,
Arkansas (AR),72034,199,177,169,154,149,122,107,
Arkansas (AR),72035,*,*,*,*,*,*,*,
Arkansas (AR),72036,*,*,*,*,*,*,*,
Arkansas (AR),72037,*,*,*,*,*,*,*,
Arkansas (AR),72038,*,*,*,*,*,*,*,
Arkansas (AR),72039,19,19,21,18,14,13,*,
Arkansas (AR),72040,24,20,26,20,25,*,*,
Arkansas (AR),72041,*,*,*,11,12,*,*,
Arkansas (AR),72042,33,44,33,25,23,23,20,
Arkansas (AR),72043,*,*,*,*,*,*,*,
Arkansas (AR),72044,*,*,11,*,*,*,*,
Arkansas (AR),72045,11,*,12,*,*,*,*,
Arkansas (AR),72046,23,30,26,22,13,14,15,
Arkansas (AR),72047,*,*,*,*,*,*,*,
Arkansas (AR),72048,*,*,*,*,*,*,*,
Arkansas (AR),72051,*,*,*,*,*,*,*,
Arkansas (AR),72052,*,*,*,*,*,*,*,
Arkansas (AR),72053,*,*,*,*,*,*,*,
Arkansas (AR),72055,11,13,*,*,*,*,*,
Arkansas (AR),72057,*,*,*,*,*,*,*,
Arkansas (AR),72058,102,97,88,68,81,67,50,
Arkansas (AR),72059,*,*,*,*,*,*,*,
Arkansas (AR),72060,*,*,*,*,*,*,*,
Arkansas (AR),72061,*,*,*,*,*,*,*,
Arkansas (AR),72063,*,*,11,11,13,*,*,
Arkansas (AR),72064,25,12,24,*,20,13,*,
Arkansas (AR),72065,28,23,26,27,19,16,*,
Arkansas (AR),72066,*,*,*,*,*,*,*,
Arkansas (AR),72067,43,36,39,24,27,26,19,
Arkansas (AR),72068,*,*,*,*,*,*,*,
Arkansas (AR),72069,*,*,*,*,*,*,*,
Arkansas (AR),72070,15,18,*,20,11,*,11,
Arkansas (AR),72072,*,*,*,*,*,*,*,
Arkansas (AR),72073,*,*,*,*,*,*,*,
Arkansas (AR),72074,*,*,*,*,*,*,*,
Arkansas (AR),72075,*,*,*,*,*,*,*,
Arkansas (AR),72076,196,238,181,195,171,117,124,
Arkansas (AR),72078,*,17,11,12,*,*,*,
Arkansas (AR),72079,*,*,*,*,*,*,*,
Arkansas (AR),72080,11,*,*,*,*,*,*,
Arkansas (AR),72081,44,46,45,31,39,29,21,
Arkansas (AR),72082,*,12,11,12,*,*,*,
Arkansas (AR),72083,*,*,*,*,*,*,*,
Arkansas (AR),72084,*,*,*,*,*,*,*,
Arkansas (AR),72085,*,*,*,*,*,*,*,
Arkansas (AR),72086,57,61,66,49,44,38,33,
Arkansas (AR),72087,11,*,12,*,*,*,*,
Arkansas (AR),72088,51,45,37,29,34,25,19,
Arkansas (AR),72089,*,*,*,*,*,*,*,
Arkansas (AR),72099,*,*,*,*,*,*,*,
Arkansas (AR),72101,20,20,31,11,17,14,11,
Arkansas (AR),72102,15,19,21,14,19,*,*,
Arkansas (AR),72103,79,58,66,54,57,44,33,
Arkansas (AR),72104,135,150,179,118,106,83,73,
Arkansas (AR),72105,*,*,*,*,*,*,*,
Arkansas (AR),72106,37,34,24,18,29,26,18,
Arkansas (AR),72107,*,*,*,*,*,*,*,
Arkansas (AR),72108,*,*,*,*,*,*,*,
Arkansas (AR),72110,85,94,86,85,63,49,52,
Arkansas (AR),72111,11,13,*,*,*,*,*,
Arkansas (AR),72112,65,65,61,54,44,39,35,
Arkansas (AR),72113,90,88,83,72,69,64,45,
Arkansas (AR),72114,35,42,32,22,23,21,22,
Arkansas (AR),72115,*,*,*,*,*,*,*,
Arkansas (AR),72116,162,166,143,119,96,95,82,
Arkansas (AR),72117,67,69,64,57,42,38,42,
Arkansas (AR),72118,116,113,82,84,72,65,56,
Arkansas (AR),72119,*,*,*,*,*,*,*,
Arkansas (AR),72120,214,201,195,160,129,132,110,
Arkansas (AR),72121,29,28,24,19,*,15,16,
Arkansas (AR),72122,12,*,*,*,*,11,*,
Arkansas (AR),72123,*,*,*,*,*,*,*,
Arkansas (AR),72124,*,*,*,*,*,*,*,
Arkansas (AR),72125,*,*,11,11,11,*,*,
Arkansas (AR),72126,41,41,30,30,30,26,19,
Arkansas (AR),72127,22,21,21,*,15,15,11,
Arkansas (AR),72128,*,*,*,*,*,*,*,
Arkansas (AR),72129,*,*,*,*,*,*,*,
Arkansas (AR),72130,*,*,*,*,*,*,*,
Arkansas (AR),72131,57,46,35,34,31,29,25,
Arkansas (AR),72132,17,13,13,*,19,*,*,
Arkansas (AR),72133,*,*,*,*,*,*,*,
Arkansas (AR),72134,*,*,*,*,*,*,*,
Arkansas (AR),72135,18,24,19,18,19,16,15,
Arkansas (AR),72136,*,16,*,*,12,*,*,
Arkansas (AR),72137,18,19,26,12,14,*,12,
Arkansas (AR),72139,*,*,*,*,*,*,*,
Arkansas (AR),72140,*,*,*,*,*,*,*,
Arkansas (AR),72141,*,*,*,*,*,*,*,
Arkansas (AR),72142,17,15,15,14,15,13,*,
Arkansas (AR),72143,251,215,226,212,166,152,120,
Arkansas (AR),72145,14,11,*,16,*,*,*,
Arkansas (AR),72149,*,*,*,*,*,*,*,
Arkansas (AR),72150,71,69,59,69,61,47,22,
Arkansas (AR),72152,*,*,*,*,*,*,*,
Arkansas (AR),72153,33,38,32,21,24,22,28,
Arkansas (AR),72156,*,*,*,*,*,*,*,
Arkansas (AR),72157,14,17,16,13,*,*,11,
Arkansas (AR),72158,*,*,*,*,*,*,*,
Arkansas (AR),72160,84,65,50,41,50,42,35,
Arkansas (AR),72164,*,*,*,*,*,*,*,
Arkansas (AR),72165,*,*,*,*,*,*,*,
Arkansas (AR),72166,*,*,*,*,*,*,*,
Arkansas (AR),72167,*,14,*,11,*,*,*,
Arkansas (AR),72168,*,*,*,*,*,*,*,
Arkansas (AR),72169,*,*,*,*,*,*,*,
Arkansas (AR),72170,*,*,*,*,*,*,*,
Arkansas (AR),72173,70,39,49,49,32,50,19,
Arkansas (AR),72175,*,*,*,*,*,*,*,
Arkansas (AR),72176,52,54,35,31,36,35,35,
Arkansas (AR),72178,*,*,*,*,*,*,*,
Arkansas (AR),72179,*,*,*,*,*,*,*,
Arkansas (AR),72180,*,*,*,*,*,*,*,
Arkansas (AR),72181,*,11,*,*,*,*,*,
Arkansas (AR),72182,*,*,*,*,*,*,*,
Arkansas (AR),72183,*,*,*,*,*,*,*,
Arkansas (AR),72190,*,*,*,*,*,*,*,
Arkansas (AR),72199,*,*,*,*,*,*,*,
Arkansas (AR),72201,*,*,*,*,*,*,*,
Arkansas (AR),72202,43,52,39,47,32,32,28,
Arkansas (AR),72203,*,11,12,*,*,*,*,
Arkansas (AR),72204,94,104,98,88,72,44,49,
Arkansas (AR),72205,116,98,108,80,86,66,48,
Arkansas (AR),72206,140,154,96,114,92,94,80,
Arkansas (AR),72207,58,45,56,49,35,26,28,
Arkansas (AR),72209,100,79,62,57,51,72,51,
Arkansas (AR),72210,70,56,63,54,50,42,36,
Arkansas (AR),72211,92,81,71,57,65,58,39,
Arkansas (AR),72212,59,69,67,41,44,33,48,
Arkansas (AR),72214,*,*,*,*,*,*,*,
Arkansas (AR),72215,*,*,*,*,*,*,*,
Arkansas (AR),72216,*,*,*,*,*,*,*,
Arkansas (AR),72217,*,*,*,*,*,*,*,
Arkansas (AR),72219,*,*,*,*,*,*,*,
Arkansas (AR),72221,*,*,*,*,*,*,*,
Arkansas (AR),72222,*,*,*,*,*,*,*,
Arkansas (AR),72223,106,105,102,101,72,72,64,
Arkansas (AR),72225,*,*,*,*,*,*,*,
Arkansas (AR),72227,60,67,55,41,39,31,28,
Arkansas (AR),72231,*,*,*,*,*,*,*,
Arkansas (AR),72255,*,*,*,*,*,*,*,
Arkansas (AR),72260,*,*,*,*,*,*,*,
Arkansas (AR),72295,*,*,*,*,*,*,*,
Arkansas (AR),72301,93,88,72,62,50,51,42,
Arkansas (AR),72303,*,*,*,*,*,*,*,
Arkansas (AR),72310,*,*,*,*,*,*,*,
Arkansas (AR),72311,*,*,*,*,*,*,*,
Arkansas (AR),72312,*,*,*,*,*,*,*,
Arkansas (AR),72313,*,*,*,*,*,*,*,
Arkansas (AR),72315,94,104,94,69,75,43,44,
Arkansas (AR),72316,*,*,*,*,11,*,*,
Arkansas (AR),72319,*,*,*,*,*,*,*,
Arkansas (AR),72320,*,*,*,*,*,*,*,
Arkansas (AR),72321,*,*,*,*,*,*,*,
Arkansas (AR),72322,*,*,*,*,*,*,*,
Arkansas (AR),72324,15,22,12,13,15,11,*,
Arkansas (AR),72325,*,*,*,*,*,*,*,
Arkansas (AR),72326,20,21,11,11,14,12,13,
Arkansas (AR),72327,*,*,*,*,*,*,*,
Arkansas (AR),72328,*,*,*,*,*,*,*,
Arkansas (AR),72329,*,*,*,*,*,*,*,
Arkansas (AR),72330,*,*,*,*,*,*,*,
Arkansas (AR),72331,18,*,*,*,*,*,*,
Arkansas (AR),72332,*,*,*,*,*,*,*,
Arkansas (AR),72333,*,*,*,*,*,*,*,
Arkansas (AR),72335,76,57,54,54,39,35,33,
Arkansas (AR),72336,*,12,*,*,*,*,*,
Arkansas (AR),72338,*,*,*,*,*,*,*,
Arkansas (AR),72339,*,*,*,*,*,*,*,
Arkansas (AR),72340,*,*,*,*,*,*,*,
Arkansas (AR),72341,*,*,*,*,*,*,*,
Arkansas (AR),72342,28,26,15,*,16,18,15,
Arkansas (AR),72346,*,*,*,*,*,*,*,
Arkansas (AR),72347,*,*,*,*,*,*,*,
Arkansas (AR),72348,11,11,*,11,*,*,*,
Arkansas (AR),72350,*,*,*,*,*,*,*,
Arkansas (AR),72351,*,*,*,*,*,*,*,
Arkansas (AR),72352,*,*,*,*,*,*,*,
Arkansas (AR),72353,*,*,*,*,*,*,*,
Arkansas (AR),72354,15,11,11,*,*,*,*,
Arkansas (AR),72355,11,16,18,*,*,*,11,
Arkansas (AR),72358,*,*,*,*,*,*,*,
Arkansas (AR),72359,*,*,*,*,*,*,*,
Arkansas (AR),72360,29,37,27,27,24,20,22,
Arkansas (AR),72364,49,51,51,38,42,35,31,
Arkansas (AR),72365,23,22,18,22,12,*,11,
Arkansas (AR),72366,12,19,12,*,12,*,12,
Arkansas (AR),72367,*,*,*,*,*,*,*,
Arkansas (AR),72368,*,12,*,*,*,*,*,
Arkansas (AR),72369,*,*,*,*,*,*,*,
Arkansas (AR),72370,22,36,29,23,23,14,18,
Arkansas (AR),72372,19,11,15,13,*,*,*,
Arkansas (AR),72373,*,*,*,*,*,*,*,
Arkansas (AR),72374,*,*,*,*,*,*,*,
Arkansas (AR),72376,12,23,11,*,*,*,12,
Arkansas (AR),72377,*,*,*,*,*,*,*,
Arkansas (AR),72379,*,*,*,*,*,*,*,
Arkansas (AR),72383,*,*,*,*,*,*,*,
Arkansas (AR),72384,*,*,*,*,*,*,*,
Arkansas (AR),72386,12,*,*,*,*,*,*,
Arkansas (AR),72387,*,*,*,*,*,*,*,
Arkansas (AR),72389,*,*,*,*,*,*,*,
Arkansas (AR),72390,27,31,35,25,20,20,15,
Arkansas (AR),72391,*,*,*,*,*,*,*,
Arkansas (AR),72392,*,*,*,*,*,*,*,
Arkansas (AR),72394,*,*,*,*,*,*,*,
Arkansas (AR),72395,*,*,*,*,*,*,*,
Arkansas (AR),72396,90,67,73,46,47,47,37,
Arkansas (AR),72401,314,290,261,169,127,152,104,
Arkansas (AR),72402,*,*,*,*,*,*,*,
Arkansas (AR),72403,13,18,15,*,*,*,*,
Arkansas (AR),72404,120,121,122,106,92,78,75,
Arkansas (AR),72405,*,*,*,*,*,*,52,
Arkansas (AR),72410,*,*,*,*,*,*,*,
Arkansas (AR),72411,*,15,17,13,13,*,*,
Arkansas (AR),72412,*,*,*,*,*,*,*,
Arkansas (AR),72413,*,*,*,*,*,*,*,
Arkansas (AR),72414,*,*,*,*,*,*,*,
Arkansas (AR),72415,18,12,11,*,*,13,*,
Arkansas (AR),72416,35,39,25,26,29,18,21,
Arkansas (AR),72417,23,21,21,19,*,16,13,
Arkansas (AR),72419,15,13,*,11,*,11,*,
Arkansas (AR),72421,*,*,*,*,*,*,*,
Arkansas (AR),72422,49,62,57,39,26,23,37,
Arkansas (AR),72424,*,*,*,*,*,*,*,
Arkansas (AR),72425,*,*,*,*,*,*,*,
Arkansas (AR),72426,*,*,*,*,*,*,*,
Arkansas (AR),72427,*,*,*,*,*,*,*,
Arkansas (AR),72428,*,*,*,*,*,*,*,
Arkansas (AR),72429,*,*,*,*,*,*,*,
Arkansas (AR),72430,*,*,*,*,*,*,*,
Arkansas (AR),72431,*,*,*,*,*,*,*,
Arkansas (AR),72432,51,45,40,28,32,24,24,
Arkansas (AR),72433,23,20,20,15,15,14,15,
Arkansas (AR),72434,19,20,16,13,15,11,12,
Arkansas (AR),72435,*,*,*,*,*,*,*,
Arkansas (AR),72436,*,12,*,*,*,*,*,
Arkansas (AR),72437,22,28,25,22,19,15,15,
Arkansas (AR),72438,18,20,*,12,14,14,*,
Arkansas (AR),72440,*,*,*,*,*,*,*,
Arkansas (AR),72441,*,*,*,*,*,*,*,
Arkansas (AR),72442,22,27,25,21,21,14,16,
Arkansas (AR),72443,21,21,16,18,*,11,*,
Arkansas (AR),72444,18,18,18,15,18,13,*,
Arkansas (AR),72445,*,*,*,*,*,*,*,
Arkansas (AR),72447,16,13,*,*,12,*,*,
Arkansas (AR),72449,*,*,*,*,*,*,*,
Arkansas (AR),72450,284,262,249,210,207,189,163,
Arkansas (AR),72451,11,*,*,*,*,*,*,
Arkansas (AR),72453,*,*,*,*,*,*,*,
Arkansas (AR),72454,60,53,50,37,35,36,27,
Arkansas (AR),72455,130,113,91,92,78,61,63,
Arkansas (AR),72456,*,*,*,*,*,*,*,
Arkansas (AR),72457,*,*,*,*,*,*,*,
Arkansas (AR),72458,*,*,*,*,*,*,*,
Arkansas (AR),72459,*,17,*,*,*,*,*,
Arkansas (AR),72460,*,*,*,*,*,*,*,
Arkansas (AR),72461,34,34,39,24,20,26,14,
Arkansas (AR),72462,*,*,*,*,*,*,*,
Arkansas (AR),72464,*,*,*,*,*,*,*,
Arkansas (AR),72465,*,*,*,*,*,*,*,
Arkansas (AR),72466,19,14,15,13,*,*,*,
Arkansas (AR),72467,*,*,*,*,*,*,*,
Arkansas (AR),72469,11,20,*,*,*,*,11,
Arkansas (AR),72470,*,*,*,*,*,*,*,
Arkansas (AR),72471,*,11,*,*,*,*,*,
Arkansas (AR),72472,52,72,39,55,31,26,31,
Arkansas (AR),72473,12,15,*,13,13,*,*,
Arkansas (AR),72474,*,*,*,*,*,*,*,
Arkansas (AR),72475,*,*,*,*,*,*,*,
Arkansas (AR),72476,73,54,55,45,46,48,31,
Arkansas (AR),72478,*,*,*,*,*,*,*,
Arkansas (AR),72479,*,*,*,*,*,*,*,
Arkansas (AR),72482,13,16,*,17,*,*,*,
Arkansas (AR),72501,204,167,169,147,138,118,107,
Arkansas (AR),72503,13,14,*,*,*,*,*,
Arkansas (AR),72512,38,32,34,22,17,12,15,
Arkansas (AR),72513,31,28,35,18,16,20,22,
Arkansas (AR),72515,*,*,*,*,*,*,*,
Arkansas (AR),72517,*,*,*,*,*,*,*,
Arkansas (AR),72519,31,24,33,29,26,22,*,
Arkansas (AR),72520,*,*,*,*,*,*,*,
Arkansas (AR),72521,42,37,31,17,39,34,25,
Arkansas (AR),72522,*,*,*,*,*,*,*,
Arkansas (AR),72523,13,*,11,*,*,*,*,
Arkansas (AR),72524,*,*,*,*,*,*,*,
Arkansas (AR),72525,11,11,*,*,*,*,*,
Arkansas (AR),72526,*,*,*,*,*,*,*,
Arkansas (AR),72527,*,*,*,*,*,*,*,
Arkansas (AR),72528,*,*,*,*,*,*,*,
