OBJECTID,PLANID,BLM_ORG_CD,OHV_DSG,DSG_REASON,RESTRICT_,RESTRICT_DETAIL,SHAPE_Length,SHAPE_Area
9969,John Day Basin Resource Management Plan (2015),ORP04,Limited to Existing,SRMA,,,0.0733411534327071,0.0002098406651093
9970,John Day Basin Resource Management Plan (2015),ORP04,Limited to Existing,BLM,,,0.0246684094983823,3.67872884270473e-05
9971,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,ACEC,,,0.190576168597392,0.00085088875502
9972,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0266804283504087,3.44038626717438e-05
9973,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,ERMA,,,0.27063475475761,0.0010671482973614
9974,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,ERMA,,,0.0405912631781851,6.60360785270053e-05
9975,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,ERMA,,,0.162507402865026,0.0004540743596606
9976,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,ERMA,,,0.0146888425859298,1.06355616331484e-05
9977,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,ERMA,,,0.0598353278841408,0.0001768078551372
9978,John Day Basin Resource Management Plan (2015),ORP04,Limited to Existing,BLM,,,0.0276936296671987,3.68492667527927e-05
9979,John Day Basin Resource Management Plan (2015),ORP04,Limited to Existing,BLM,,,0.0174103935594242,1.8417072173386e-05
9980,Baker RMP 2015,ORV05,Open,BLMOPEN,,,0.0174877073209491,1.85032912995434e-05
9981,John Day Basin Resource Management Plan (2015),ORP04,Limited to Existing,BLM,,,0.0174168740468055,1.84275630278635e-05
9982,John Day Basin Resource Management Plan (2015),ORP04,Limited to Existing,BLM,,,0.0420188093621977,0.0001102898445706
9983,John Day Basin Resource Management Plan (2015),ORP04,Limited to Existing,BLM,,,0.0496167780469643,8.21099849459447e-05
9984,John Day Basin Resource Management Plan (2015),ORP04,Limited to Existing,BLM,,,0.0143853715232706,1.15499479995064e-05
9985,John Day Basin Resource Management Plan (2015),ORP04,Limited to Existing,SRMA,,,0.0110306954848979,7.03223433789753e-06
9986,Baker RMP 2015,ORV05,Open,BLMOPEN,,,0.127135462651376,0.0003337480483941
9987,John Day Basin Resource Management Plan (2015),ORP04,Limited to Existing,SRMA,,,0.101715605007332,0.0003093171245809
9988,John Day Basin Resource Management Plan (2015),ORP04,Limited to Existing,SRMA,,,0.0696027730591719,0.0002932756320979
9989,Baker RMP 2015,ORV05,Open,BLMOPEN,,,0.0139422708327852,9.33629860022833e-06
9990,Baker RMP 2015,ORV05,Open,BLMOPEN,,,0.0181576536602852,3.69358314187599e-06
9991,Baker RMP 2015,ORV05,Open,BLMOPEN,,,0.0181584752500112,1.92031473723399e-06
9992,Baker RMP 2015,ORV05,Open,BLMOPEN,,,0.0065045824389813,5.17839071705758e-08
9993,John Day Basin Resource Management Plan (2015),ORP04,Limited to Existing,SRMA,,,0.0820018980336032,0.0002284006772143
9994,John Day Basin Resource Management Plan (2015),ORP04,Limited to Existing,SRMA,,,0.0347951814899093,5.46410856301972e-05
9995,John Day Basin Resource Management Plan (2015),ORP04,Limited to Existing,SRMA,,,0.0480343148469654,7.33230992074354e-05
9996,John Day Basin Resource Management Plan (2015),ORP04,Limited to Existing,BLM,,,0.0174932074373561,1.85512974449816e-05
9997,Baker RMP 2015,ORV05,Open,BLMOPEN,,,0.0177232374492984,1.89978355898012e-05
9998,Baker RMP 2015,ORV05,Open,BLMOPEN,,,0.0174712273564751,1.84402650460912e-05
9999,John Day Basin Resource Management Plan (2015),ORP04,Limited to Existing,SRMA,,,0.0173370179935078,1.82192806096123e-05
10000,John Day Basin Resource Management Plan (2015),ORP04,Limited to Existing,SRMA,,,0.0697126470644515,0.0002207590034636
10001,John Day Basin Resource Management Plan (2015),ORP04,Limited to Existing,SRMA,,,0.017426266248142,1.83605083636488e-05
10002,John Day Basin Resource Management Plan (2015),ORP04,Limited to Existing,ACEC,,Horn Butte ACEC,0.0246786720788205,3.70414151748715e-05
10003,John Day Basin Resource Management Plan (2015),ORP04,Limited to Existing,ACEC,,Horn Butte ACEC,0.125760384464218,0.0005012424152066
10004,Baker RMP 2015,ORV05,Open,BLMOPEN,,,0.0394553440463525,7.52978851054808e-05
10005,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0173935333790261,1.8329453382471e-05
10006,Baker RMP 2015,ORV05,Open,BLMOPEN,,,0.0279975416083783,3.74248411716247e-05
10007,John Day Basin Resource Management Plan (2015),ORP04,Limited to Existing,SRMA,,,0.0697539657796486,0.0001838156653139
10008,John Day Basin Resource Management Plan (2015),ORP04,Limited to Existing,SRMA,,,0.0245434275844394,3.66727161603463e-05
10009,John Day Basin Resource Management Plan (2015),ORP04,Limited to Existing,BLM,,,0.0245805413072515,3.6751345381292e-05
10010,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0279390431730667,3.74424136780436e-05
10011,Baker RMP 2015,ORV05,Open,BLMOPEN,,,0.0242187056906658,3.54829723354124e-05
10012,Baker RMP 2015,ORV05,Open,BLMOPEN,,,0.017871687510748,1.93543369151985e-05
10013,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0175564623444142,1.86505651259798e-05
10014,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,ERMA,,,0.0422258573389446,9.30106365107645e-05
10015,John Day Basin Resource Management Plan (2015),ORP04,Limited to Existing,BLM,,,0.0347647277176441,7.35161122162365e-05
10016,John Day Basin Resource Management Plan (2015),ORP04,Limited to Existing,SRMA,,,0.0609049340399573,0.0002252857802922
10017,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0173323106964842,1.8213839328429e-05
10018,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0349071324428519,5.53079248028161e-05
10019,Baker RMP 2015,ORV05,Open,,,,0.0177350283174691,1.90093390116779e-05
10020,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0419737096618162,9.17268781280497e-05
10021,John Day Basin Resource Management Plan (2015),ORP04,Limited to Existing,SRMA,,,0.0348934320638719,7.34812928450763e-05
10022,John Day Basin Resource Management Plan (2015),ORP04,Limited to Existing,BLM,,,0.0350198405408382,7.42254996182493e-05
10023,Baker RMP 2015,ORV05,Open,BLMOPEN,,,0.017701200064535,1.89642587599033e-05
10024,John Day Basin Resource Management Plan (2015),ORP04,Limited to Existing,ACEC,,Horn Butte ACEC,0.0350036626848225,7.40452148808467e-05
10025,John Day Basin Resource Management Plan (2015),ORP04,Limited to Existing,BLM,,,0.0379318480447961,3.68758043166977e-05
10026,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0349337967100984,7.38724755334237e-05
10027,Baker RMP 2015,ORV05,Open,BLMOPEN,,,0.15067894506519,0.0002810481032357
10028,Baker RMP 2015,ORV05,Open,BLMOPEN,,,0.0134888930627256,5.89769721872581e-06
10029,Baker RMP 2015,ORV05,Open,BLMOPEN,,,0.0165908639253988,6.01436501519635e-06
10030,Baker RMP 2015,ORV05,Open,BLMOPEN,,,0.132719349585105,0.0002945406664516
10031,John Day Basin Resource Management Plan (2015),ORP04,Limited to Existing,BLM,,,0.0405035805962927,5.34666500988208e-05
10032,John Day Basin Resource Management Plan (2015),ORP04,Limited to Existing,BLM,,,0.11964808321389,0.0002898950467308
10033,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0556487506673478,0.0001115428263261
10034,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0176173830233546,1.87123561476515e-05
10035,John Day Basin Resource Management Plan (2015),ORP04,Limited to Existing,BLM,,,0.0192600729233462,2.30958087666821e-05
10036,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0555163452260588,0.0001317705465773
10037,Baker RMP 2015,ORV05,Open,BLMOPEN,,,0.0175205699847773,1.85706216009427e-05
10038,Baker RMP 2015,ORV05,Open,,,,0.013273588425096,5.26027855617951e-06
10039,Baker RMP 2015,ORV05,Open,BLMOPEN,,,0.010513346588451,3.65392145744533e-06
10040,Baker RMP 2015,ORV05,Open,BLMOPEN,,,0.0361366144745326,5.83994656889668e-05
10041,Baker RMP 2015,ORV05,Open,BLMOPEN,,,0.0176142978804791,1.87584429868228e-05
10042,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0277437928975318,3.71047631258676e-05
10043,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0248565987546619,3.75147685571069e-05
10044,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0772285978703993,0.0002416534797583
10045,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0602275691556044,0.0001508942575741
10046,John Day Basin Resource Management Plan (2015),ORP04,Limited to Existing,BLM,,,0.045640978620376,8.89068036938948e-05
10047,John Day Basin Resource Management Plan (2015),ORP04,Limited to Existing,BLM,,,0.0175948887248627,1.39997470187308e-05
10048,John Day Basin Resource Management Plan (2015),ORP04,Limited to Existing,BLM,,,0.0136313022723662,9.05496849998015e-06
10049,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.024744356489997,3.72394414307231e-05
10050,Baker RMP 2015,ORV05,Open,BLMOPEN,,,0.0501227441306104,5.51114319704333e-05
10051,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0626164462889223,0.0001655164552995
10052,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0527629121456072,9.37174234969119e-05
10053,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,ACEC,,,0.0553522202473216,0.000111026829719
10054,John Day Basin Resource Management Plan (2015),ORP04,Limited to Existing,BLM,,,0.0172725801332131,1.80399523549167e-05
10055,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0175607305953314,1.86429115891338e-05
10056,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0246191328589948,3.70452274760788e-05
10057,John Day Basin Resource Management Plan (2015),ORP04,Limited to Existing,ACEC,,Horn Butte ACEC,0.0175150400470133,1.8588667266074e-05
10058,John Day Basin Resource Management Plan (2015),ORP04,Limited to Existing,ACEC,,Horn Butte ACEC,0.23221174937182,0.002050271849077
10059,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,ACEC,,,0.0274952259802521,3.59691704492798e-05
10060,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0173335477050888,1.82237134727632e-05
10061,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0174715210391626,1.84970848270104e-05
10062,John Day Basin Resource Management Plan (2015),ORP04,Limited to Existing,BLM,,,0.0453723761276297,7.41011500232442e-05
10063,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0348381915665384,5.51568591207753e-05
10064,Baker RMP 2015,ORV05,Open,BLMOPEN,,,0.0292644994113309,2.14167939930978e-05
10065,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0346776872445176,5.42186228169793e-05
10066,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0482242559343911,7.60776080351792e-05
10067,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0277271144726709,3.69468018112184e-05
10068,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0344704531056526,7.19576849066331e-05
10069,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0245397498855375,3.64870264252043e-05
10070,John Day Basin Resource Management Plan (2015),ORP04,Limited to Existing,BLM,,,0.0131817830247755,7.01514054419543e-06
10071,Baker RMP 2015,ORV05,Limited to Existing,SGHAB,,,0.0557872903219487,0.0001485191138907
10072,Baker RMP 2015,ORV05,Open,BLMOPEN,,,0.035175429462089,7.47652228061196e-05
10073,Spokane District RMP 1987,ORW02,Open,,,,0.0363026904407861,7.95380711812451e-05
10074,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0522904748733114,9.21214533300785e-05
10075,Spokane District RMP 1987,ORW02,Open,,,,0.0173435142553879,1.81825869127576e-05
10076,John Day Basin Resource Management Plan (2015),ORP04,Limited to Existing,ACEC,,Horn Butte ACEC,0.0700106924744285,0.0002417108830669
10077,Spokane District RMP 1987,ORW02,Open,,,,0.0175986666081043,1.88433689199091e-05
10078,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.024449721723117,3.63565380645451e-05
10079,John Day Basin Resource Management Plan (2015),ORP04,Limited to Existing,BLM,,,0.0179255451874739,1.32855944010531e-05
10080,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0174282858191759,1.83731496249484e-05
10081,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.069736502925699,0.0001471324942109
10082,Spokane District RMP 1987,ORW02,Limited to Existing,,,,0.035199327781376,5.6112538196159e-05
10083,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0710941923683364,0.0002095910631114
10084,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0488483697946571,0.0001447914684961
10085,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0452249624609903,7.35598128249367e-05
10086,Baker RMP 2015,ORV05,Open,BLMOPEN,,,0.0415374567633056,7.14773198510277e-05
10087,John Day Basin Resource Management Plan (2015),ORP04,Limited to Existing,BLM,,,0.0418140543112812,3.45437878048735e-05
10088,Northwestern and Coastal Oregon RMP 2016,ORN04,Closed,ERMA,,,0.0112393963938097,6.73899495402496e-06
10089,Spokane District RMP 1987,ORW02,Limited to Existing,,,,0.0354718736191227,7.62232457083426e-05
10090,Spokane District RMP 1987,ORW02,Open,,,,0.0249365159893744,3.80050965087387e-05
10091,John Day Basin Resource Management Plan (2015),ORP04,Limited to Existing,ACEC,,Horn Butte ACEC,0.0492509465183507,0.0001468873788734
10092,Spokane District RMP 1987,ORW02,Open,,,,0.0176837928717276,1.90210702022442e-05
10093,Baker RMP 2015,ORV05,Open,BLMOPEN,,,0.139489320540171,0.0003673671144434
10094,Baker RMP 2015,ORV05,Limited to Existing,SGHAB,,,0.152999593056351,0.0002392237964922
10095,Baker RMP 2015,ORV05,Open,BLMOPEN,,,0.0419463304757752,2.26502749259494e-05
10096,Baker RMP 2015,ORV05,Open,BLMOPEN,,,0.0074328908316054,2.26183008577445e-06
10097,Baker RMP 2015,ORV05,Open,BLMOPEN,,,0.0985177733042503,0.0001378906983825
10098,Baker RMP 2015,ORV05,Closed,UNK,,,0.0934498139450692,0.0002327487626131
10099,Spokane District RMP 1987,ORW02,Limited to Existing,,,,0.0382545716726678,5.56018669336591e-05
10100,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0700213090606085,0.0002589815149171
10101,Baker RMP 2015,ORV05,Open,BLMOPEN,,,0.0280278895937439,3.77229685865978e-05
10102,Baker RMP 2015,ORV05,Closed,UNK,,,0.0246344597032939,3.7047866296065e-05
10103,John Day Basin Resource Management Plan (2015),ORP04,Limited to Existing,BLM,,,0.0351668286330792,7.4830768279678e-05
10104,Spokane District RMP 1987,ORW02,Open,,,,0.0561559215813934,0.000150267883172
10105,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0277055540654665,3.68469126595347e-05
10106,John Day Basin Resource Management Plan (2015),ORP04,Limited to Existing,BLM,,,0.0361514616007718,5.60102452603374e-05
10107,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0161262547946757,1.60742956198979e-05
10108,John Day Basin Resource Management Plan (2015),ORP04,Limited to Existing,ACEC,,Horn Butte ACEC,0.0391498475978808,7.43526457257394e-05
10109,Spokane District RMP 1987,ORW02,Open,,,,0.0427851836462839,0.0001143903540745
10110,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0623800284600638,0.0001647344077319
10111,Spokane District RMP 1987,ORW02,Limited to Existing,,,,0.0239680884269027,3.52492911698949e-05
10112,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0878412355178007,0.0002424473276743
10113,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0173322429246358,1.82145299228969e-05
10114,Spokane District RMP 1987,ORW02,Open,,,,0.0480402978404488,7.36815228365846e-05
10115,Baker RMP 2015,ORV05,Open,BLMOPEN,,,0.017648660155794,1.88963410808915e-05
10116,Spokane District RMP 1987,ORW02,Limited to Existing,,,,0.0251997172625241,3.82772130326018e-05
10117,John Day Basin Resource Management Plan (2015),ORP04,Limited to Existing,ACEC,,Horn Butte ACEC,0.0630589256198155,0.0002058260411729
10118,John Day Basin Resource Management Plan (2015),ORP04,Limited to Existing,BLM,,,0.0552716983362773,9.1922880857655e-05
10119,John Day Basin Resource Management Plan (2015),ORP04,Limited to Existing,BLM,,,0.0619614298639601,0.0002043630370545
10120,Spokane District RMP 1987,ORW02,Open,,,,0.0783744728815537,0.0001530890252242
10121,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0572553283765461,0.0001532013176512
10122,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.02368876068363,3.43664726244129e-05
10123,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0683828395370882,0.000281423458524
10124,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0627837831263959,0.0001858306333858
10125,Spokane District RMP 1987,ORW02,Limited to Existing,,,,0.027539512506675,3.65897228765643e-05
10126,Spokane District RMP 1987,ORW02,Open,,,,0.0178637996809437,1.93964117629149e-05
10127,Spokane District RMP 1987,ORW02,Open,,,,0.0568771217358745,0.0001349528767208
10128,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0348903092669352,7.36300351860138e-05
10129,Spokane District RMP 1987,ORW02,Open,,,,0.0175083451572954,1.84810333797422e-05
10130,Spokane District RMP 1987,ORW02,Open,,,,0.0175194094822422,1.85063448856419e-05
10131,Spokane District RMP 1987,ORW02,Open,,,,0.0267439077903384,3.54781231543603e-05
10132,Spokane District RMP 1987,ORW02,Open,,,,0.0284013540710603,3.83656932275903e-05
10133,Spokane District RMP 1987,ORW02,Open,,,,0.0178963315762922,1.93551140885343e-05
10134,Spokane District RMP 1987,ORW02,Open,,,,0.0175659854097597,1.87055135253831e-05
10135,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0788550812447951,0.0002520069325073
10136,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0698033013744661,0.0002933194709848
10137,Spokane District RMP 1987,ORW02,Limited to Existing,,,,0.0156173752365989,1.50609610250595e-05
10138,Spokane District RMP 1987,ORW02,Open,,,,0.017517368279241,1.85206918552145e-05
10139,Baker RMP 2015,ORV05,Open,BLMOPEN,,,0.0156244397178107,1.33213136723591e-05
10140,Spokane District RMP 1987,ORW02,Open,,,,0.0250572231633083,3.81447942783092e-05
10141,Spokane District RMP 1987,ORW02,Open,,,,0.0180172982687144,1.96480162230863e-05
10142,Spokane District RMP 1987,ORW02,Open,,,,0.0355535332241742,7.63318220818366e-05
10143,Spokane District RMP 1987,ORW02,Limited to Existing,,,,0.0239030180524788,3.52387648361261e-05
10144,Spokane District RMP 1987,ORW02,Open,,,,0.0282731024340596,3.80818859567258e-05
10145,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0418581719029873,7.27810904941913e-05
10146,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0175379975053296,1.85900289600289e-05
10147,Spokane District RMP 1987,ORW02,Open,,,,0.0640043765964293,0.0001525016043817
10148,Spokane District RMP 1987,ORW02,Open,,,,0.0007416092230747,1.90366622332503e-08
10149,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0496693185527478,0.0001501166034536
10150,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0697468866538149,0.0002941720379435
10151,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0702528663286376,0.0002613870178138
10152,Spokane District RMP 1987,ORW02,Limited to Existing,,,,0.0347699328943975,7.34553187305457e-05
10153,Spokane District RMP 1987,ORW02,Open,,,,0.028137634236212,3.78080563829214e-05
10154,Spokane District RMP 1987,ORW02,Open,,,,0.0179259335976315,1.93278335289462e-05
10155,Spokane District RMP 1987,ORW02,Open,,,,0.0341042684639259,7.02869161353838e-05
10156,Spokane District RMP 1987,ORW02,Open,,,,0.028531595120461,3.95330204309803e-05
10157,Baker RMP 2015,ORV05,Open,BLMOPEN,,,0.022196443827336,5.86746363071066e-06
10158,Spokane District RMP 1987,ORW02,Open,,,,0.0172987965265399,1.82506987384408e-05
10159,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0175391773272555,1.85122017520127e-05
10160,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0760054132787454,0.0001963497479812
10161,Baker RMP 2015,ORV05,Open,BLMOPEN,,,0.0056656334912196,5.42860849265928e-07
10162,Spokane District RMP 1987,ORW02,Open,,,,0.0418890196619502,0.0001095394539864
10163,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0588777845486773,0.000108220834741
10164,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0702688956672676,0.0002987535923685
10165,Spokane District RMP 1987,ORW02,Open,,,,0.0278066759677497,3.75892115018842e-05
10166,Baker RMP 2015,ORV05,Open,BLMOPEN,,,0.013571303668802,3.46251623119729e-06
10167,Spokane District RMP 1987,ORW02,Open,,,,0.0274994585809903,3.63810479481459e-05
10168,Spokane District RMP 1987,ORW02,Open,,,,0.016941967745449,1.75765779435833e-05
10169,Spokane District RMP 1987,ORW02,Open,,,,0.0259646567571272,3.0386939773453e-05
10170,Spokane District RMP 1987,ORW02,Open,,,,0.0162208269229344,1.58567561645444e-05
10171,Spokane District RMP 1987,ORW02,Open,,,,0.062838921867868,0.0002233314750937
10172,Baker RMP 2015,ORV05,Limited to Existing,SGHAB,,,0.0176036504974136,1.88110212615948e-05
10173,Spokane District RMP 1987,ORW02,Open,,,,0.0347570162168488,5.43308148444413e-05
10174,Spokane District RMP 1987,ORW02,Open,,,,0.0176767954155669,1.8918586243386e-05
10175,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0479742425347985,-8.55336672103647e-05
10176,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0600594595922225,-5.54289777897648e-05
10177,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,ERMA,,,0.0464178289164925,-7.688530356254e-06
10178,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0699219086413857,0.0002585279867214
10179,Spokane District RMP 1987,ORW02,Open,,,,0.070915559328218,0.0001901925265757
10180,Baker RMP 2015,ORV05,Limited to Existing,SGHAB,,,0.0277693258091898,3.71915085318915e-05
10181,Baker RMP 2015,ORV05,Open,BLMOPEN,,,0.0281410048986895,3.7885839115501e-05
10182,Spokane District RMP 1987,ORW02,Open,,,,0.0346381133933935,7.19462253046776e-05
10183,Baker RMP 2015,ORV05,Open,BLMOPEN,,,0.124120474898735,0.0003029508995665
10184,Baker RMP 2015,ORV05,Open,BLMOPEN,,,0.0281765834805221,3.80282448596035e-05
10185,Baker RMP 2015,ORV05,Limited to Existing,SGHAB,,,0.0176982782074243,1.89850748169086e-05
10186,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0364918327488357,7.40525855006621e-05
10187,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,SRMA,,,0.0123611069220058,3.54842862911968e-06
10188,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,ERMA,,,0.0113557793183298,1.53961166084257e-06
10189,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0109714619466801,4.50894956834686e-07
10190,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0152322742731906,1.253640136089e-05
10191,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0497763486836783,-0.0001016550814024
10192,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0134637176973557,-8.59428026484167e-06
10193,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,ERMA,,,0.0114680789559765,-1.57996617306144e-06
10194,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0242172346795051,3.54832515981295e-05
10195,Baker RMP 2015,ORV05,Limited to Existing,SGHAB,,,0.203932199046553,0.0009187725423559
10196,Baker RMP 2015,ORV05,Open,BLMOPEN,,,0.0253274991803493,3.8853222186447e-05
10197,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0584298850689093,0.0001239888496361
10198,Spokane District RMP 1987,ORW02,Limited to Existing,,,,0.0617987720866023,0.0001405980053659
10199,Spokane District RMP 1987,ORW02,Open,,,,0.0164825732354069,1.65361374007942e-05
10200,Spokane District RMP 1987,ORW02,Open,,,,0.0358607592076792,4.98067396426221e-05
10201,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0361407891754514,7.97510722283079e-05
10202,Spokane District RMP 1987,ORW02,Open,,,,0.0166543881786975,1.70005529173395e-05
10203,Baker RMP 2015,ORV05,Open,BLMOPEN,,,0.019216540512271,2.28889385127206e-05
10204,Spokane District RMP 1987,ORW02,Limited to Existing,,,,0.0619194982102365,0.0001033617112673
10205,Baker RMP 2015,ORV05,Open,BLMOPEN,,,0.0176791518446824,1.88931342881051e-05
10206,Spokane District RMP 1987,ORW02,Open,,,,0.0172165833255017,1.80763235988133e-05
10207,Northwestern and Coastal Oregon RMP 2016,ORN04,Limited to Existing,BLM,,,0.0297610107998766,4.58734339067384e-05
10208,Spokane District RMP 1987,ORW02,Limited to Existing,,,,0.0688870766035145,0.0002897660934177
10209,Spokane District RMP 1987,ORW02,Open,,,,0.0250533528092139,3.86950500288963e-05
10210,Baker RMP 2015,ORV05,Open,BLMOPEN,,,0.141832018218504,0.0003261413068159
10211,Spokane District RMP 1987,ORW03,Open,,,,0.0452046834908509,3.76934468940374e-05
10212,Baker RMP 2015,ORV05,Open,BLMOPEN,,,0.0140454671908525,9.42548316591665e-06
10213,Spokane District RMP 1987,ORW02,Limited to Existing,,,,0.034355698185821,7.17351202994961e-05
10214,Baker RMP 2015,ORV05,Open,BLMOPEN,,,0.0726958331066136,0.0001890753763521
10215,Baker RMP 2015,ORV05,Open,BLMOPEN,,,0.0176178306450915,1.87782524961455e-05
10216,Baker RMP 2015,ORV05,Open,BLMOPEN,,,0.0249227078557045,3.78227252597904e-05
10217,Baker RMP 2015,ORV05,Closed,,,,0.012615284577014,9.42078698972068e-06
10218,Baker RMP 2015,ORV05,Open,BLMOPEN,,,0.0281341063324392,3.78707698635323e-05
