OBJECTID,OHV_AREA_ID,OHV_AREA_NM,OHV_AREA_NR,ADMIN_ST,ADM_UNIT_CD,ADMU_NM,LUPA_ID,LUP_NM,ROD_DT,LUP_OHV_DSGNTN,OHV_LMTN_CD,OHV_LMTN_TX,LUP_DCLR_ACRES,GIS_ACRES,BLM_ACRES,GlobalID,SHAPE_Length,SHAPE_Area
2090, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.31547138,,{3700EFF2-B83A-4728-9D5B-07D76290DFF6},173.686976511561,1276.6682345329
2091, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,1.5730576,,{041D48EA-B0D3-4402-B3D0-2CFAD9F3CCF6},650.371012053793,6365.94236620345
2092, ,Priority Area 4: Dispersed Tres Rios, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,121.86092546,,{746A752C-F3DA-4C7E-8AF4-9CAC981F79A1},3247.16626089388,493153.642982861
2093, ,Priority Area 1: Cortez-Mancos,,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,135.38856552,,{4A5DA025-230A-4B9C-B3C2-62E5BEAFEDF1},3209.68598807336,547898.024088203
2094, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,1.62762092,,{9EC97211-F13E-4389-8CE1-B18A85FD7E63},501.710738017502,6586.75594509414
2095, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.33205828,,{C03CA4F3-0682-47C6-B958-F1728E6BF824},301.071656585619,1343.79829758937
2096, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,1.31371401,,{BED92153-7BEA-4A9E-9116-F96818E8C50E},401.885851323147,5316.41197474884
2097, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,3.70996676,,{93AE2E44-DBE8-4621-98AD-31356C2C41E0},910.734747760614,15013.7091694715
2098, ,Priority Area 1: Cortez-Mancos,,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,43.11580241,,{EE781AD4-8E92-47C6-BD66-51184573BE4B},1671.40949387249,174483.461262228
2099, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.0999809,,{BFB69E3A-2AA8-431C-9A57-FD69EF7660F4},98.8327028151272,404.60761024208
2100, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,2.71463223,,{76DB0E30-AE6B-4500-A4F6-5F02BDCA4556},556.183473163978,10985.7316525074
2101, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,2.10330028,,{8740B1E9-3B41-428F-8D52-74EFF8CD6D9D},460.425983363301,8511.75883869279
2102, ,Priority Area 1: Cortez-Mancos,,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Closed,,,0.0,22647.27927718,,{26E03650-6FA8-4C4B-BC6F-6821FFBAF6F8},41412.5708228538,29060261.4938437
2103, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,79.27281817,,{DE16A17D-7A17-4D24-B0DF-A0A2942E4231},5748.34528816742,320805.691796988
2104, ,Priority Area 3: Greater Durango, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,994.68767447,,{D4734070-4A3C-4046-BC72-F1FA9FC8767B},14213.3388790849,4018384.6197308
2105, ,Priority Area 3: Greater Durango,,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,39.52038886,,{C43D9CD7-BF7A-417F-AB90-45EE55629AEF},1599.92674092893,159933.336925154
2106, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.14152701,,{94C7337E-A1CB-46B9-93AB-A12B7B11D3F0},167.328845933991,572.743270028374
2107, ,Priority Area 4: Dispersed Tres Rios, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.03910608,,{A7080BB0-AFB5-4E37-B266-CE876ABABAFF},120.853223982046,158.25381154572
2108, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.01935885,,{01B063C4-5F29-4078-B14C-FFC0BF16E184},43.6173567451028,78.3420157232405
2109, ,Priority Area 1: Cortez-Mancos,,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,389.5090751,,{0566760B-B0B1-456D-ABBD-74F9218ED599},7267.99966775779,1576287.34178632
2110, ,Priority Area 4: Dispersed Tres Rios, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,2e-08,,{148CB159-A717-46D6-8C40-8E944D95A7CF},0.0455552552198239,8.89950117311626e-05
2111, ,Priority Area 3: Greater Durango,,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,394.44988042,,{C91476F0-EEFC-40A0-9CDA-D2419D4784CF},5674.02440813083,1596282.06585316
2112, ,Priority Area 4: Dispersed Tres Rios, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,234.34424396,,{DEB79DF2-DC2A-427E-A0C9-1E11CF07EF50},9985.460507192,651608.011323937
2113, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,15.17637057,,{4E65FC7F-4F20-470E-9F47-7A2E751D9D0D},1583.53802168645,61416.604761854
2114, ,Priority Area 1: Cortez-Mancos,,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,1.69989809,,{34CDA65E-6E16-4385-8738-466411C3BB52},1584.15264960101,6879.23172309006
2115, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.03758781,,{F8CBE0E0-A891-4670-BDBC-D34E294B9BA2},90.0430828662448,152.112480789495
2116, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.05841252,,{4CDBA8A1-7EF7-46D6-AB8A-AC747284AEA1},74.6869251318104,236.385522203286
2117, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,1.15217185,,{A472FB34-7CE5-496F-B0C1-7A53A46C1AE6},476.44209815756,4662.67771582504
2118, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,1.14086162,,{0E1C9E92-7B32-4006-AFE8-7479F9B514AF},593.711019116286,4616.90351946324
2119, ,Priority Area 4: Dispersed Tres Rios, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,40.64801073,,{359FF92E-96CA-4015-ADA5-C7F3B6BE2ACA},1622.5396148449,164496.66326291
2120, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.44803099,,{27F240BF-F517-41E9-AEE3-7BBE75AA1F29},228.319926272215,1813.11708964842
2121, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.00435915,,{A3AE566C-3506-44FA-A739-A9A05FE805FB},159.760896875532,17.6375957770762
2122, ,Priority Area 4: Dispersed Tres Rios, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.01036793,,{6D0B9AAB-B16E-4325-BEEF-7F9CCEE38A0B},30.763056139759,41.9567998131372
2123, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.0214454,,{D6FB8529-73D5-4FBF-A552-A4445E20A369},84.1844537485803,86.7879394919644
2124, ,Priority Area 1: Cortez-Mancos,,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,99.17778526,,{1F27E466-4D9B-4E35-BEC5-0D80C49AFF95},3237.3712250218,401358.286804325
2125, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,3.81263656,,{62E4D88C-1614-4D98-8033-0E0CB6AD98B3},415.994680027004,8196.87967507417
2126, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,129827.13654636,,{A3583426-AAE0-4CD6-8655-12BDC0671F2B},223.616903103027,2173.53013074883
2127, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.08411772,,{793FDB8E-DEC7-461A-A3CC-6ED14DC1069F},111.235902731728,340.413320670375
2128, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.05070731,,{0A1BC56D-B17E-4EA0-A0C2-B3FD243E7D37},296.454084180374,205.209978023399
2129, ,Priority Area 4: Dispersed Tres Rios, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,41.60904864,,{A47CFFFD-DC19-4928-9913-0E0F84DDFF14},1641.48711542762,168385.86603229
2130, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.00531992,,{7360C444-E321-4B61-A9DE-8B376740E5CF},25.715305984467,21.5286597560259
2131, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,1.93831147,,{C02A57D6-57F0-454C-9587-3BAC9EA16251},646.330790687515,7844.07003860369
2132, ,Priority Area 4: Dispersed Tres Rios, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,293.29161675,,{0FDED025-B483-4B15-B9BF-1BAB56E2FBA3},4981.26272898621,1186909.08460943
2133, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,8.72238496,,{9324E4C6-C20D-42EB-AC33-59AB33DCA0AD},1163.65586939127,35298.2369750264
2134, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,4.72668079,,{0EB1CC47-F0C9-498C-B8E1-C0BE101838ED},880.715385499762,19128.1977679377
2135, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,1.61321342,,{D4F2592C-2A73-4C7E-A2BC-675DE8F76FB7},382.489806340133,6528.45031635042
2136, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,2.44581678,,{38BE02E6-D226-41F7-8B69-863B6555D9C4},710.183256138426,9897.8521340004
2137, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.85302403,,{E910E47F-460F-4F28-A768-EF4EFEC9FE31},308.117693949827,3452.05884837671
2138, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.00090894,,{773D5AF1-DCA9-4D7B-88A2-80EE6B8E7390},15.1662480869608,3.67832346272618
2139, ,Priority Area 4: Dispersed Tres Rios, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,900691.7845048,,{8F478769-4FFF-4A4B-B051-174FACFC9AEB},282.998350389221,1583.32687351033
2140, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.85975833,,{E05CAF10-CE82-4C4E-A353-68DF369869C0},364.896576555597,3479.32173859141
2141, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.66486631,,{0E694CDF-9794-45DA-8C11-C18321A79CBF},865.875052719162,2690.61065688065
2142, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.41914909,,{A5172646-79C3-4737-A7EA-89111AD25AE6},281.342428878116,1696.23193530685
2143, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.18875861,,{B82B04EF-D0E0-4B3F-89EE-02E3799B8A54},206.492731887476,763.881398831619
2144, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,1.5664668,,{24E1DD82-1BF6-4450-85B6-4413979CA811},716.459571953036,6339.28371015841
2145, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.0193556,,{108DD475-D1BB-4FD9-BF9C-49C4E4E0785B},44.0572086362893,78.3295348885357
2146, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.06956484,,{CD343590-FC60-4276-AAFB-CBD431941B84},85.3106449018063,281.51791478287
2147, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.63334801,,{5985E589-BC76-4128-B210-A529E5AC6D5C},352.634180647568,2563.07648260704
2148, ,Priority Area 4: Dispersed Tres Rios, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,900691.7845048,,{C37B5CFB-CD8C-434B-8C2B-84BBE9D636B6},23.7057494152855,4.94590349793249
2149, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.96855126,,{F67A242E-9153-43E7-81A0-27CC154EAD55},287.033752999898,3919.58538024349
2150, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.00070147,,{27D41F4E-07AF-464A-9F1E-5F69A1E09E3D},29.3143814953276,2.83878023695805
2151, ,Priority Area 4: Dispersed Tres Rios, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,322.52041858,,{01DB18C6-62F6-4537-8B9E-A145E8DB6E9E},5663.3410517729,1305193.88569798
2152, ,Priority Area 1: Cortez-Mancos,,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,4700.7810501,,{BCB171F2-520B-4825-A859-7448BA67C88C},21877.1855821381,96704.3751993871
2153, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,896.39789297,,{587FD7D5-89C6-4FEB-855F-F4C4D2CBE460},21824.4985144794,3627593.52769986
2154, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.00377513,,{B4136132-06F2-4FDA-8994-8BCEEB733ACA},19.2086690940566,15.2774206213675
2155, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.14040465,,{1FD7456C-986E-4D78-A16F-4F1B4B3E16E6},135.248227820956,568.197343997793
2156, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.06128943,,{27440053-BC5C-424D-BB20-3024A4E2021E},523.460152519245,248.029421335707
2157, ,Priority Area 3: Greater Durango, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,2576.41378563,,{5D5E018D-4BFF-457B-B95F-F4A5500788C9},17289.6047909037,10321510.3262916
2158, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.1187847,,{FBB9CD60-A4BF-4BAC-97DF-F95E9D2A6EB9},475.47143374783,480.706825627824
2159, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.01161114,,{548AB755-53B7-4C10-A5CA-25A9E55D5568},33.0181628209053,46.988078033228
2160, ,Priority Area 4: Dispersed Tres Rios, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,120.55027458,,{44A52500-0D6A-45D7-A531-34F7B081763B},3219.51275405075,487849.653090357
2161, ,Priority Area 4: Dispersed Tres Rios, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,900691.7845048,,{BE7AC2C1-CAD2-4D2E-ABC9-341A465EBD00},76.2201630304666,0.145351012351238
2162, ,Priority Area 4: Dispersed Tres Rios, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,40.74587323,,{50213D6B-3CA1-46A5-9DA3-7A8FBF089B1B},1624.57082897496,164892.677742582
2163, ,Priority Area 1: Cortez-Mancos,,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,40.8669774,,{9B48EF01-662C-405B-A4B3-07C665C380D5},1626.7065616214,165382.770121143
2164, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.18339396,,{1651A431-9F0D-4DDF-A67B-C11EA3687C90},147.60522122507,742.16882336987
2165, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.80840389,,{BD014A51-4040-43B8-9CA6-E0D58FE92175},392.688439664203,3271.49519586856
2166, ,Priority Area 4: Dispersed Tres Rios, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,79.9381564,,{214D2971-AA68-430C-A84F-09B4E4B4C6CA},2413.32260025001,323498.201475383
2167, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,17.74944578,,{7A1E05E5-5E8A-4A48-B36B-69A70BFC60C8},2232.43665890966,71829.3945849354
2168, ,Priority Area 3: Greater Durango, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,722.1736955,,{56DE8F3C-4001-4AEF-B035-C3B408EDB290},12557.2158348762,2922533.25621843
2169, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.01151418,,{033B5D06-1D39-4907-A502-AB97A93F1E2D},32.2637401773924,46.5962197443201
2170, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,3.92651313,,{7C7D5BCA-074B-43B3-B8CD-0095C4B7F8CE},669.460688151962,15890.0348659706
2171, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.00455936,,{AD2D3663-1F42-4834-BA3B-360FCA26A512},22.4575333588521,18.4506061977989
2172, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,6.29825548,,{2FF6641E-8EF5-46C4-9FE4-3233BA1EFD89},1006.45091016782,25488.1292347257
2173, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.18093153,,{7E93A1DD-D2AA-4CE2-9595-9737D0F9BFE7},155.802798421166,732.200687961702
2174, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Closed,,,0.0,129827.13654636,,{27D62FAB-BF58-48E2-90C9-6F5089446B0A},14665.4203758896,7503017.2275325
2175, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.15031477,,{633265FD-5BB1-4691-9A2D-5245279CF8A0},228.872486066705,608.302308613595
2176, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.13785845,,{BD8C9BCE-0F36-48E7-BEF7-194CCA1AE332},129.075410378059,557.892013551841
2177, ,Priority Area 1: Cortez-Mancos,,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Closed,,,0.0,22647.27927718,,{95B3FDE8-34F6-475D-982A-EFFA719FA3F2},105.951174451998,88.5599023069167
2178, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.02961431,,{A49D39C1-1679-4661-8298-95ED5BC18ECE},66.9495564393477,119.844841538283
2179, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,2.01387973,,{F691D48C-6AF3-451D-8D20-01A6508F311C},541.663068148128,8149.87294962792
2180, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.25638067,,{25C293CB-5479-4644-AF0D-E477F6691D7D},204.606736198764,1037.5356106665
2181, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,3.89914181,,{B0013821-331B-4865-BD0E-173EA26A5B7E},876.119645658376,15779.2910149936
2182, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.3356729,,{40AA2EBA-F7CB-44C8-BEEF-787E29B39133},197.558297292068,1358.42238044352
2183, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,1.29182729,,{64BBFD95-1672-4317-8247-D0D4CADA6FFF},411.624410986485,5227.83578373207
2184, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.13159327,,{2FCDDAC3-E2FF-4C8F-976D-CA05BD6BCB61},148.701374310103,532.540612267134
2185, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,1.3574726,,{E43FDCAF-8BE7-4F9F-BA56-057F1C07A433},365.88885049906,5493.50086391985
2186, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,28.58296729,,{F161D13B-29FB-4D7C-A390-5005BE88DA27},1682.65331890552,114173.90406171
2187, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.21910888,,{9B34A60E-6119-418C-B8A9-1CCAA6BE8C84},174.932706388696,886.698245778167
2188, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.50900273,,{7053C5CD-46A9-456E-950F-FA9C0C0EAA71},211.663813601005,2059.86378937977
2189, ,Priority Area 1: Cortez-Mancos,,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Open,,,0.0,2424.95980183,,{5516E4B5-B1DB-4E6A-9246-DC43444B9BF8},277.886566225709,4035.55422000459
