OBJECTID_1,GEOID,NAME,B16003_001E,B16003_002E,B16003_003E,B16003_004E,B16003_005E,B16003_006E,B16003_007E,B16003_008E,B16003_009E,B16003_010E,B16003_011E,B16003_012E,ACS_VINTAGE,JURISDICTION,CRA_NO,CRA_GRP,GEN_ALIAS,DETL_NAMES,TRACT_LABEL
129,53033008800,"Census Tract 88, King County, Washington",243,73,0,73,0,0,0,170,158,12,0,0,5Y20,Seattle,5.3,5.0,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",88.0
130,53033008900,"Census Tract 89, King County, Washington",418,128,68,0,0,0,60,290,120,0,32,138,5Y20,Seattle,5.1,5.0,Madrona/Leschi,"Madrona, Leschi, Harrison/Denny-Blaine",89.0
131,53033009000,"Census Tract 90, King County, Washington",402,0,0,0,0,0,0,402,25,0,308,69,5Y20,Seattle,5.2,5.0,Judkins Park,"Judkins Park, Central Area, Little Saigon, Atlantic",90.0
132,53033009100,"Census Tract 91, King County, Washington",1051,52,20,0,0,32,0,999,11,0,933,55,5Y20,Seattle,13.3,13.0,Pioneer Square/International District,"Pioneer Square, International District, Chinatown, Little Saigon, ID, Chinatown-International District",91.0
133,53033009200,"Census Tract 92, King County, Washington",383,5,0,0,0,5,0,378,0,17,351,10,5Y20,Seattle,13.3,13.0,Pioneer Square/International District,"Pioneer Square, International District, Chinatown, Little Saigon, ID, Chinatown-International District",92.0
134,53033009300,"Census Tract 93, King County, Washington",134,0,0,0,0,0,0,134,46,0,88,0,5Y20,Seattle,3.3,3.0,Duwamish/SODO,"Duwamish, SODO, Pioneer Square",93.0
135,53033009400,"Census Tract 94, King County, Washington",985,181,14,167,0,0,0,804,165,0,639,0,5Y20,Seattle,3.6,3.0,North Beacon Hill/Jefferson Park,"North Beacon Hill, Jefferson Park",94.0
136,53033009500,"Census Tract 95, King County, Washington",207,16,0,0,0,16,0,191,0,13,145,33,5Y20,Seattle,4.4,4.0,Mt. Baker/North Rainier,"Mt. Baker, North Rainier, Atlantic",95.0
137,53033009600,"Census Tract 96, King County, Washington",17,0,0,0,0,0,0,17,0,0,17,0,5Y20,Seattle,1.4,1.0,Alki/Admiral,"Alki, Admiral",96.0
138,53033009701,"Census Tract 97.01, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y20,Seattle,1.4,1.0,Alki/Admiral,"Alki, Admiral",97.01
139,53033009702,"Census Tract 97.02, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y20,Seattle,1.3,1.0,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral",97.02
140,53033009801,"Census Tract 98.01, King County, Washington",17,0,0,0,0,0,0,17,17,0,0,0,5Y20,Seattle,1.3,1.0,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral",98.01
141,53033009802,"Census Tract 98.02, King County, Washington",18,0,0,0,0,0,0,18,0,0,18,0,5Y20,Seattle,1.3,1.0,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral",98.02
142,53033009900,"Census Tract 99, King County, Washington",181,0,0,0,0,0,0,181,36,13,132,0,5Y20,Seattle,2.1,2.0,North Delridge,"North Delridge, Pigeon Point, Avalon, Luna Park, Harbor Island",99.0
143,53033010001,"Census Tract 100.01, King County, Washington",427,16,0,0,0,16,0,411,0,0,249,162,5Y20,Seattle,3.6,3.0,North Beacon Hill/Jefferson Park,"North Beacon Hill, Jefferson Park",100.01
144,53033010002,"Census Tract 100.02, King County, Washington",583,77,6,60,0,11,0,506,257,0,249,0,5Y20,Seattle,3.6,3.0,North Beacon Hill/Jefferson Park,"North Beacon Hill, Jefferson Park",100.02
145,53033010101,"Census Tract 101.01, King County, Washington",432,25,0,0,0,25,0,407,170,0,162,75,5Y20,Seattle,4.2,4.0,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City",101.01
146,53033010102,"Census Tract 101.02, King County, Washington",88,0,0,0,0,0,0,88,23,0,65,0,5Y20,Seattle,4.2,4.0,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City",101.02
147,53033010200,"Census Tract 102, King County, Washington",39,0,0,0,0,0,0,39,0,0,20,19,5Y20,Seattle,4.3,4.0,Seward Park,"Seward Park, Hillman City",102.0
148,53033010301,"Census Tract 103.01, King County, Washington",305,83,45,0,0,38,0,222,0,0,63,159,5Y20,Seattle,4.2,4.0,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City",103.01
149,53033010302,"Census Tract 103.02, King County, Washington",49,0,0,0,0,0,0,49,0,0,0,49,5Y20,Seattle,4.2,4.0,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City",103.02
150,53033010401,"Census Tract 104.01, King County, Washington",900,36,0,0,0,36,0,864,261,0,603,0,5Y20,Seattle,3.5,3.0,Beacon Hill,Beacon Hill,104.01
151,53033010402,"Census Tract 104.02, King County, Washington",650,120,0,50,0,70,0,530,118,0,412,0,5Y20,Seattle,3.5,3.0,Beacon Hill,Beacon Hill,104.02
152,53033010501,"Census Tract 105.01, King County, Washington",64,0,0,0,0,0,0,64,0,0,64,0,5Y20,Seattle,1.3,1.0,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral",105.01
153,53033010502,"Census Tract 105.02, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y20,Seattle,1.3,1.0,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral",105.02
154,53033010601,"Census Tract 106.01, King County, Washington",206,0,0,0,0,0,0,206,166,40,0,0,5Y20,Seattle,1.2,1.0,Fauntleroy/Seaview,"Fauntleroy, Gatewood, Morgan Junction, Lincoln Park, Seaview, Fairmount Park",106.01
155,53033010602,"Census Tract 106.02, King County, Washington",72,0,0,0,0,0,0,72,0,0,72,0,5Y20,Seattle,1.2,1.0,Fauntleroy/Seaview,"Fauntleroy, Gatewood, Morgan Junction, Lincoln Park, Seaview, Fairmount Park",106.02
156,53033010701,"Census Tract 107.01, King County, Washington",136,2,0,0,0,2,0,134,45,0,51,38,5Y20,Seattle,2.2,2.0,High Point,"High Point, Delridge",107.01
157,53033010702,"Census Tract 107.02, King County, Washington",417,159,0,0,0,20,139,258,24,8,121,105,5Y20,Seattle,2.2,2.0,High Point,"High Point, Delridge",107.02
158,53033010800,"Census Tract 108, King County, Washington",76,6,0,0,0,6,0,70,25,25,20,0,5Y20,Seattle,2.3,2.0,Riverview,"Riverview, Delridge",108.0
159,53033010900,"Census Tract 109, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y20,Seattle,3.2,3.0,Georgetown,Georgetown,109.0
160,53033011001,"Census Tract 110.01, King County, Washington",1135,112,0,0,0,27,85,1023,0,9,597,417,5Y20,Seattle,3.4,3.0,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",110.01
161,53033011002,"Census Tract 110.02, King County, Washington",771,159,82,0,0,77,0,612,0,0,586,26,5Y20,Seattle,3.4,3.0,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",110.02
162,53033011101,"Census Tract 111.01, King County, Washington",482,28,0,0,0,28,0,454,0,0,321,133,5Y20,Seattle,4.2,4.0,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City",111.01
163,53033011102,"Census Tract 111.02, King County, Washington",306,21,14,0,0,7,0,285,137,0,134,14,5Y20,Seattle,4.3,4.0,Seward Park,"Seward Park, Hillman City",111.02
164,53033011200,"Census Tract 112, King County, Washington",610,125,0,107,0,18,0,485,243,48,151,43,5Y20,Seattle,3.1,3.0,South Park,South Park,112.0
165,53033011300,"Census Tract 113, King County, Washington",398,17,0,17,0,0,0,381,239,0,142,0,5Y20,Seattle,2.5,2.0,Highland Park,"Highland Park, Westwood, White Center, South Delridge",113.0
166,53033011401,"Census Tract 114.01, King County, Washington",62,8,0,8,0,0,0,54,17,0,32,5,5Y20,Seattle,2.4,2.0,Roxhill/Westwood,"Roxhill, Westwood, South Delridge, White Center",114.01
167,53033011402,"Census Tract 114.02, King County, Washington",799,151,0,127,0,24,0,648,478,0,130,40,5Y20,Seattle,2.4,2.0,Roxhill/Westwood,"Roxhill, Westwood, South Delridge, White Center",114.02
168,53033011500,"Census Tract 115, King County, Washington",168,63,63,0,0,0,0,105,72,11,22,0,5Y20,Seattle,2.4,2.0,Roxhill/Westwood,"Roxhill, Westwood, South Delridge, White Center",115.0
169,53033011601,"Census Tract 116.01, King County, Washington",6,0,0,0,0,0,0,6,0,0,6,0,5Y20,Seattle,1.2,1.0,Fauntleroy/Seaview,"Fauntleroy, Gatewood, Morgan Junction, Lincoln Park, Seaview, Fairmount Park",116.01
170,53033011602,"Census Tract 116.02, King County, Washington",94,30,0,18,0,12,0,64,33,16,15,0,5Y20,Seattle,1.2,1.0,Fauntleroy/Seaview,"Fauntleroy, Gatewood, Morgan Junction, Lincoln Park, Seaview, Fairmount Park",116.02
171,53033011700,"Census Tract 117, King County, Washington",791,75,0,0,0,75,0,716,0,0,716,0,5Y20,Seattle,3.4,3.0,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",117.0
172,53033011801,"Census Tract 118.01, King County, Washington",341,82,0,82,0,0,0,259,120,0,139,0,5Y20,Seattle,4.1,4.0,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap",118.01
173,53033011802,"Census Tract 118.02, King County, Washington",405,162,37,125,0,0,0,243,45,0,55,143,5Y20,Seattle,4.1,4.0,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap",118.02
174,53033011901,"Census Tract 119.01, King County, Washington",360,98,78,0,0,20,0,262,0,0,262,0,5Y20,Seattle,4.1,4.0,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap",119.01
175,53033011902,"Census Tract 119.02, King County, Washington",128,0,0,0,0,0,0,128,0,0,128,0,5Y20,Seattle,4.1,4.0,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap",119.02
176,53033012000,"Census Tract 120, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y20,Seattle,1.1,1.0,Arbor Heights,"Arbor Heights, Brace Point, Endolyne, Arroyo",120.0
177,53033012100,"Census Tract 121, King County, Washington",8,0,0,0,0,0,0,8,0,0,0,8,5Y20,Seattle,1.1,1.0,Arbor Heights,"Arbor Heights, Brace Point, Endolyne, Arroyo",121.0
178,53033020100,"Census Tract 201, King County, Washington",34,0,0,0,0,0,0,34,0,0,34,0,5Y20,King County Balance,,,,,201.0
179,53033020200,"Census Tract 202, King County, Washington",94,0,0,0,0,0,0,94,0,28,66,0,5Y20,King County Balance,,,,,202.0
180,53033020301,"Census Tract 203.01, King County, Washington",501,54,0,0,0,54,0,447,13,18,257,159,5Y20,King County Balance,,,,,203.01
181,53033020302,"Census Tract 203.02, King County, Washington",176,16,0,0,0,16,0,160,0,0,160,0,5Y20,King County Balance,,,,,203.02
182,53033020401,"Census Tract 204.01, King County, Washington",36,0,0,0,0,0,0,36,0,0,36,0,5Y20,King County Balance,,,,,204.01
183,53033020402,"Census Tract 204.02, King County, Washington",133,41,0,0,41,0,0,92,0,29,40,23,5Y20,King County Balance,,,,,204.02
184,53033020500,"Census Tract 205, King County, Washington",619,115,0,115,0,0,0,504,58,19,427,0,5Y20,King County Balance,,,,,205.0
185,53033020600,"Census Tract 206, King County, Washington",279,19,0,0,0,19,0,260,7,37,195,21,5Y20,King County Balance,,,,,206.0
186,53033020700,"Census Tract 207, King County, Washington",418,56,0,0,19,37,0,362,0,80,142,140,5Y20,King County Balance,,,,,207.0
187,53033020800,"Census Tract 208, King County, Washington",165,0,0,0,0,0,0,165,0,77,13,75,5Y20,King County Balance,,,,,208.0
188,53033020900,"Census Tract 209, King County, Washington",93,0,0,0,0,0,0,93,0,0,75,18,5Y20,King County Balance,,,,,209.0
189,53033021000,"Census Tract 210, King County, Washington",353,145,0,145,0,0,0,208,94,50,64,0,5Y20,King County Balance,,,,,210.0
190,53033021100,"Census Tract 211, King County, Washington",249,18,0,0,0,0,18,231,0,9,182,40,5Y20,King County Balance,,,,,211.0
191,53033021300,"Census Tract 213, King County, Washington",171,0,0,0,0,0,0,171,0,97,74,0,5Y20,King County Balance,,,,,213.0
192,53033021400,"Census Tract 214, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y20,King County Balance,,,,,214.0
193,53033021500,"Census Tract 215, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y20,King County Balance,,,,,215.0
194,53033021600,"Census Tract 216, King County, Washington",230,0,0,0,0,0,0,230,50,23,157,0,5Y20,King County Balance,,,,,216.0
195,53033021701,"Census Tract 217.01, King County, Washington",243,33,0,0,0,33,0,210,0,72,138,0,5Y20,King County Balance,,,,,217.01
196,53033021702,"Census Tract 217.02, King County, Washington",383,65,0,65,0,0,0,318,80,65,66,107,5Y20,King County Balance,,,,,217.02
197,53033021802,"Census Tract 218.02, King County, Washington",250,0,0,0,0,0,0,250,0,146,104,0,5Y20,King County Balance,,,,,218.02
198,53033021803,"Census Tract 218.03, King County, Washington",292,80,0,32,14,34,0,212,66,39,97,10,5Y20,King County Balance,,,,,218.03
199,53033021804,"Census Tract 218.04, King County, Washington",549,147,0,147,0,0,0,402,192,47,163,0,5Y20,King County Balance,,,,,218.04
200,53033021903,"Census Tract 219.03, King County, Washington",66,0,0,0,0,0,0,66,0,0,66,0,5Y20,King County Balance,,,,,219.03
201,53033021904,"Census Tract 219.04, King County, Washington",355,84,17,9,0,58,0,271,41,0,212,18,5Y20,King County Balance,,,,,219.04
202,53033021905,"Census Tract 219.05, King County, Washington",395,110,0,35,0,75,0,285,109,10,140,26,5Y20,King County Balance,,,,,219.05
203,53033021906,"Census Tract 219.06, King County, Washington",47,0,0,0,0,0,0,47,22,0,25,0,5Y20,King County Balance,,,,,219.06
204,53033022001,"Census Tract 220.01, King County, Washington",64,0,0,0,0,0,0,64,0,35,29,0,5Y20,King County Balance,,,,,220.01
205,53033022003,"Census Tract 220.03, King County, Washington",272,91,0,57,32,2,0,181,98,70,13,0,5Y20,King County Balance,,,,,220.03
206,53033022005,"Census Tract 220.05, King County, Washington",605,100,60,0,40,0,0,505,0,137,327,41,5Y20,King County Balance,,,,,220.05
207,53033022006,"Census Tract 220.06, King County, Washington",266,39,0,29,10,0,0,227,27,69,131,0,5Y20,King County Balance,,,,,220.06
208,53033022101,"Census Tract 221.01, King County, Washington",90,12,5,0,0,7,0,78,0,0,78,0,5Y20,King County Balance,,,,,221.01
209,53033022102,"Census Tract 221.02, King County, Washington",94,22,0,0,0,22,0,72,0,0,72,0,5Y20,King County Balance,,,,,221.02
210,53033022201,"Census Tract 222.01, King County, Washington",62,0,0,0,0,0,0,62,26,31,5,0,5Y20,King County Balance,,,,,222.01
211,53033022203,"Census Tract 222.03, King County, Washington",250,0,0,0,0,0,0,250,0,0,250,0,5Y20,King County Balance,,,,,222.03
212,53033022204,"Census Tract 222.04, King County, Washington",18,0,0,0,0,0,0,18,0,18,0,0,5Y20,King County Balance,,,,,222.04
213,53033022205,"Census Tract 222.05, King County, Washington",111,0,0,0,0,0,0,111,0,11,100,0,5Y20,King County Balance,,,,,222.05
214,53033022300,"Census Tract 223, King County, Washington",15,0,0,0,0,0,0,15,0,0,15,0,5Y20,King County Balance,,,,,223.0
215,53033022401,"Census Tract 224.01, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y20,King County Balance,,,,,224.01
216,53033022402,"Census Tract 224.02, King County, Washington",140,4,0,0,0,4,0,136,0,107,29,0,5Y20,King County Balance,,,,,224.02
217,53033022501,"Census Tract 225.01, King County, Washington",187,65,22,0,0,43,0,122,49,0,73,0,5Y20,King County Balance,,,,,225.01
218,53033022502,"Census Tract 225.02, King County, Washington",185,0,0,0,0,0,0,185,21,0,164,0,5Y20,King County Balance,,,,,225.02
219,53033022603,"Census Tract 226.03, King County, Washington",408,68,12,0,0,56,0,340,0,194,146,0,5Y20,King County Balance,,,,,226.03
220,53033022604,"Census Tract 226.04, King County, Washington",81,11,0,0,0,11,0,70,53,0,17,0,5Y20,King County Balance,,,,,226.04
221,53033022605,"Census Tract 226.05, King County, Washington",553,143,0,116,0,27,0,410,209,117,84,0,5Y20,King County Balance,,,,,226.05
222,53033022606,"Census Tract 226.06, King County, Washington",399,91,0,0,0,91,0,308,0,24,284,0,5Y20,King County Balance,,,,,226.06
223,53033022701,"Census Tract 227.01, King County, Washington",86,0,0,0,0,0,0,86,0,19,67,0,5Y20,King County Balance,,,,,227.01
224,53033022702,"Census Tract 227.02, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y20,King County Balance,,,,,227.02
225,53033022703,"Census Tract 227.03, King County, Washington",25,5,0,0,0,5,0,20,0,10,10,0,5Y20,King County Balance,,,,,227.03
226,53033022802,"Census Tract 228.02, King County, Washington",235,86,17,0,61,8,0,149,0,71,78,0,5Y20,King County Balance,,,,,228.02
227,53033022803,"Census Tract 228.03, King County, Washington",393,62,0,33,0,0,29,331,58,94,112,67,5Y20,King County Balance,,,,,228.03
228,53033022804,"Census Tract 228.04, King County, Washington",422,10,0,10,0,0,0,412,51,85,276,0,5Y20,King County Balance,,,,,228.04
229,53033022805,"Census Tract 228.05, King County, Washington",218,18,0,0,0,18,0,200,0,69,131,0,5Y20,King County Balance,,,,,228.05
230,53033022901,"Census Tract 229.01, King County, Washington",47,0,0,0,0,0,0,47,0,0,47,0,5Y20,King County Balance,,,,,229.01
231,53033022902,"Census Tract 229.02, King County, Washington",239,0,0,0,0,0,0,239,0,36,203,0,5Y20,King County Balance,,,,,229.02
232,53033023000,"Census Tract 230, King County, Washington",204,0,0,0,0,0,0,204,11,8,185,0,5Y20,King County Balance,,,,,230.0
233,53033023100,"Census Tract 231, King County, Washington",105,7,0,7,0,0,0,98,19,45,34,0,5Y20,King County Balance,,,,,231.0
234,53033023201,"Census Tract 232.01, King County, Washington",790,17,3,0,0,14,0,773,0,267,506,0,5Y20,King County Balance,,,,,232.01
235,53033023202,"Census Tract 232.02, King County, Washington",597,128,0,110,0,18,0,469,219,100,150,0,5Y20,King County Balance,,,,,232.02
236,53033023300,"Census Tract 233, King County, Washington",428,24,0,24,0,0,0,404,21,322,61,0,5Y20,King County Balance,,,,,233.0
237,53033023401,"Census Tract 234.01, King County, Washington",361,28,0,28,0,0,0,333,56,49,228,0,5Y20,King County Balance,,,,,234.01
238,53033023403,"Census Tract 234.03, King County, Washington",139,27,0,0,0,27,0,112,0,26,86,0,5Y20,King County Balance,,,,,234.03
239,53033023404,"Census Tract 234.04, King County, Washington",51,8,0,0,0,8,0,43,0,0,43,0,5Y20,King County Balance,,,,,234.04
240,53033023500,"Census Tract 235, King County, Washington",452,91,19,0,0,72,0,361,0,39,322,0,5Y20,King County Balance,,,,,235.0
241,53033023601,"Census Tract 236.01, King County, Washington",268,38,10,6,0,22,0,230,7,36,166,21,5Y20,King County Balance,,,,,236.01
242,53033023603,"Census Tract 236.03, King County, Washington",652,77,16,0,49,12,0,575,327,149,99,0,5Y20,King County Balance,,,,,236.03
243,53033023604,"Census Tract 236.04, King County, Washington",699,78,0,62,16,0,0,621,150,195,276,0,5Y20,King County Balance,,,,,236.04
244,53033023701,"Census Tract 237.01, King County, Washington",80,13,0,0,0,13,0,67,0,27,40,0,5Y20,King County Balance,,,,,237.01
245,53033023702,"Census Tract 237.02, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y20,King County Balance,,,,,237.02
246,53033023801,"Census Tract 238.01, King County, Washington",255,23,16,0,7,0,0,232,0,14,218,0,5Y20,King County Balance,,,,,238.01
247,53033023805,"Census Tract 238.05, King County, Washington",468,10,0,0,0,10,0,458,0,0,458,0,5Y20,King County Balance,,,,,238.05
248,53033023806,"Census Tract 238.06, King County, Washington",183,0,0,0,0,0,0,183,0,56,127,0,5Y20,King County Balance,,,,,238.06
249,53033023807,"Census Tract 238.07, King County, Washington",632,69,0,0,17,52,0,563,0,64,499,0,5Y20,King County Balance,,,,,238.07
250,53033023808,"Census Tract 238.08, King County, Washington",297,0,0,0,0,0,0,297,0,0,297,0,5Y20,King County Balance,,,,,238.08
251,53033023901,"Census Tract 239.01, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y20,King County Balance,,,,,239.01
252,53033023902,"Census Tract 239.02, King County, Washington",55,0,0,0,0,0,0,55,0,0,55,0,5Y20,King County Balance,,,,,239.02
253,53033024001,"Census Tract 240.01, King County, Washington",316,70,0,0,0,70,0,246,0,19,227,0,5Y20,King County Balance,,,,,240.01
254,53033024002,"Census Tract 240.02, King County, Washington",277,110,11,0,0,99,0,167,0,0,167,0,5Y20,King County Balance,,,,,240.02
255,53033024100,"Census Tract 241, King County, Washington",107,24,7,0,0,17,0,83,0,2,81,0,5Y20,King County Balance,,,,,241.0
256,53033024200,"Census Tract 242, King County, Washington",122,34,0,0,0,34,0,88,0,0,88,0,5Y20,King County Balance,,,,,242.0
257,53033024301,"Census Tract 243.01, King County, Washington",156,0,0,0,0,0,0,156,0,0,141,15,5Y20,King County Balance,,,,,243.01
258,53033024302,"Census Tract 243.02, King County, Washington",84,0,0,0,0,0,0,84,0,0,84,0,5Y20,King County Balance,,,,,243.02
259,53033024400,"Census Tract 244, King County, Washington",169,15,0,0,0,15,0,154,0,0,154,0,5Y20,King County Balance,,,,,244.0
260,53033024500,"Census Tract 245, King County, Washington",138,0,0,0,0,0,0,138,0,41,97,0,5Y20,King County Balance,,,,,245.0
261,53033024601,"Census Tract 246.01, King County, Washington",110,26,0,0,0,26,0,84,0,0,84,0,5Y20,King County Balance,,,,,246.01
262,53033024602,"Census Tract 246.02, King County, Washington",93,19,0,0,0,19,0,74,0,0,74,0,5Y20,King County Balance,,,,,246.02
263,53033024701,"Census Tract 247.01, King County, Washington",221,40,0,0,10,17,13,181,0,21,148,12,5Y20,King County Balance,,,,,247.01
264,53033024703,"Census Tract 247.03, King County, Washington",114,11,0,0,11,0,0,103,0,6,97,0,5Y20,King County Balance,,,,,247.03
265,53033024704,"Census Tract 247.04, King County, Washington",198,0,0,0,0,0,0,198,0,0,198,0,5Y20,King County Balance,,,,,247.04
266,53033024800,"Census Tract 248, King County, Washington",396,106,44,0,12,50,0,290,0,38,211,41,5Y20,King County Balance,,,,,248.0
267,53033024901,"Census Tract 249.01, King County, Washington",284,79,8,0,0,71,0,205,0,0,205,0,5Y20,King County Balance,,,,,249.01
268,53033024902,"Census Tract 249.02, King County, Washington",378,106,0,0,0,106,0,272,0,0,272,0,5Y20,King County Balance,,,,,249.02
269,53033024904,"Census Tract 249.04, King County, Washington",371,26,0,0,0,26,0,345,0,0,345,0,5Y20,King County Balance,,,,,249.04
