OBJECTID_1,GEOID,NAME,B16003_001E,B16003_002E,B16003_003E,B16003_004E,B16003_005E,B16003_006E,B16003_007E,B16003_008E,B16003_009E,B16003_010E,B16003_011E,B16003_012E,ACS_VINTAGE,JURISDICTION,CRA_NO,CRA_GRP,GEN_ALIAS,DETL_NAMES,TRACT_LABEL
971,53033007500,"Census Tract 75, King County, Washington",61,0,0,0,0,0,0,61,29,19,13,0,5Y10,Seattle,6.2,6.0,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",75.0
972,53033007600,"Census Tract 76, King County, Washington",122,0,0,0,0,0,0,122,26,32,64,0,5Y10,Seattle,6.4,6.0,Miller Park,"Madison-Miller, Miller Park, Capitol Hill, Stevens",76.0
973,53033007700,"Census Tract 77, King County, Washington",74,23,23,0,0,0,0,51,51,0,0,0,5Y10,Seattle,5.3,5.0,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",77.0
974,53033007800,"Census Tract 78, King County, Washington",109,0,0,0,0,0,0,109,17,12,80,0,5Y10,Seattle,5.1,5.0,Madrona/Leschi,"Madrona, Leschi, Harrison/Denny-Blaine",78.0
975,53033007900,"Census Tract 79, King County, Washington",495,107,0,72,0,0,35,388,292,17,25,54,5Y10,Seattle,5.3,5.0,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",79.0
976,53033008001,"Census Tract 80.01, King County, Washington",259,0,0,0,0,0,0,259,11,0,234,14,5Y10,Seattle,13.1,13.0,Belltown,"Belltown, Denny Regrade",80.01
977,53033008002,"Census Tract 80.02, King County, Washington",122,0,0,0,0,0,0,122,0,53,50,19,5Y10,Seattle,13.1,13.0,Belltown,"Belltown, Denny Regrade",80.02
978,53033008100,"Census Tract 81, King County, Washington",143,0,0,0,0,0,0,143,16,24,86,17,5Y10,Seattle,13.2,13.0,Downtown Commercial Core,"Downtown Commercial Core, West Edge, Central Business District, Pike Place Market, Pioneer Square",81.0
979,53033008200,"Census Tract 82, King County, Washington",44,0,0,0,0,0,0,44,0,30,14,0,5Y10,Seattle,6.1,6.0,First Hill,"First Hill, Yesler Terrace, Squire Park",82.0
980,53033008300,"Census Tract 83, King County, Washington",128,0,0,0,0,0,0,128,0,89,39,0,5Y10,Seattle,6.1,6.0,First Hill,"First Hill, Yesler Terrace, Squire Park",83.0
981,53033008400,"Census Tract 84, King County, Washington",339,10,0,0,0,0,10,329,15,90,136,88,5Y10,Seattle,6.2,6.0,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",84.0
982,53033008500,"Census Tract 85, King County, Washington",583,69,0,26,0,43,0,514,129,54,212,119,5Y10,Seattle,6.1,6.0,First Hill,"First Hill, Yesler Terrace, Squire Park",85.0
983,53033008600,"Census Tract 86, King County, Washington",475,87,0,20,0,22,45,388,64,0,204,120,5Y10,Seattle,6.1,6.0,First Hill,"First Hill, Yesler Terrace, Squire Park",86.0
984,53033008700,"Census Tract 87, King County, Washington",211,0,0,0,0,0,0,211,137,0,42,32,5Y10,Seattle,5.3,5.0,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",87.0
985,53033008800,"Census Tract 88, King County, Washington",38,0,0,0,0,0,0,38,38,0,0,0,5Y10,Seattle,5.3,5.0,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",88.0
986,53033008900,"Census Tract 89, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y10,Seattle,5.1,5.0,Madrona/Leschi,"Madrona, Leschi, Harrison/Denny-Blaine",89.0
987,53033009000,"Census Tract 90, King County, Washington",486,0,0,0,0,0,0,486,108,9,369,0,5Y10,Seattle,5.2,5.0,Judkins Park,"Judkins Park, Central Area, Little Saigon, Atlantic",90.0
988,53033009100,"Census Tract 91, King County, Washington",1152,112,0,0,0,112,0,1040,0,0,1030,10,5Y10,Seattle,13.3,13.0,Pioneer Square/International District,"Pioneer Square, International District, Chinatown, Little Saigon, ID, Chinatown-International District",91.0
989,53033009200,"Census Tract 92, King County, Washington",594,0,0,0,0,0,0,594,30,10,419,135,5Y10,Seattle,13.3,13.0,Pioneer Square/International District,"Pioneer Square, International District, Chinatown, Little Saigon, ID, Chinatown-International District",92.0
990,53033009300,"Census Tract 93, King County, Washington",220,0,0,0,0,0,0,220,0,9,191,20,5Y10,Seattle,3.3,3.0,Duwamish/SODO,"Duwamish, SODO, Pioneer Square",93.0
991,53033009400,"Census Tract 94, King County, Washington",1390,156,0,22,0,134,0,1234,151,10,1073,0,5Y10,Seattle,3.6,3.0,North Beacon Hill/Jefferson Park,"North Beacon Hill, Jefferson Park",94.0
992,53033009500,"Census Tract 95, King County, Washington",473,0,0,0,0,0,0,473,17,41,415,0,5Y10,Seattle,4.4,4.0,Mt. Baker/North Rainier,"Mt. Baker, North Rainier, Atlantic",95.0
993,53033009600,"Census Tract 96, King County, Washington",15,0,0,0,0,0,0,15,15,0,0,0,5Y10,Seattle,1.4,1.0,Alki/Admiral,"Alki, Admiral",96.0
994,53033009701,"Census Tract 97.01, King County, Washington",95,0,0,0,0,0,0,95,0,95,0,0,5Y10,Seattle,1.4,1.0,Alki/Admiral,"Alki, Admiral",97.01
995,53033009702,"Census Tract 97.02, King County, Washington",70,0,0,0,0,0,0,70,36,34,0,0,5Y10,Seattle,1.3,1.0,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral",97.02
996,53033009800,"Census Tract 98, King County, Washington",28,0,0,0,0,0,0,28,0,0,28,0,5Y10,Seattle,1.3,1.0,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral",98.0
997,53033009900,"Census Tract 99, King County, Washington",366,43,0,43,0,0,0,323,309,0,14,0,5Y10,Seattle,2.1,2.0,North Delridge,"North Delridge, Pigeon Point, Avalon, Luna Park, Harbor Island",99.0
998,53033010001,"Census Tract 100.01, King County, Washington",1425,341,0,40,0,184,117,1084,109,0,756,219,5Y10,Seattle,3.6,3.0,North Beacon Hill/Jefferson Park,"North Beacon Hill, Jefferson Park",100.01
999,53033010002,"Census Tract 100.02, King County, Washington",636,38,0,38,0,0,0,598,359,0,212,27,5Y10,Seattle,3.6,3.0,North Beacon Hill/Jefferson Park,"North Beacon Hill, Jefferson Park",100.02
1000,53033010100,"Census Tract 101, King County, Washington",1022,184,27,124,17,16,0,838,174,59,432,173,5Y10,Seattle,4.2,4.0,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City",101.0
1001,53033010200,"Census Tract 102, King County, Washington",355,59,10,0,0,49,0,296,85,9,202,0,5Y10,Seattle,4.3,4.0,Seward Park,"Seward Park, Hillman City",102.0
1002,53033010300,"Census Tract 103, King County, Washington",1104,163,0,0,0,141,22,941,25,0,534,382,5Y10,Seattle,4.2,4.0,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City",103.0
1003,53033010401,"Census Tract 104.01, King County, Washington",770,58,0,0,0,58,0,712,0,0,579,133,5Y10,Seattle,3.5,3.0,Beacon Hill,Beacon Hill,104.01
1004,53033010402,"Census Tract 104.02, King County, Washington",743,66,0,0,0,32,34,677,0,103,504,70,5Y10,Seattle,3.5,3.0,Beacon Hill,Beacon Hill,104.02
1005,53033010500,"Census Tract 105, King County, Washington",44,0,0,0,0,0,0,44,17,14,13,0,5Y10,Seattle,1.3,1.0,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral",105.0
1006,53033010600,"Census Tract 106, King County, Washington",96,0,0,0,0,0,0,96,18,14,17,47,5Y10,Seattle,1.2,1.0,Fauntleroy/Seaview,"Fauntleroy, Gatewood, Morgan Junction, Lincoln Park, Seaview, Fairmount Park",106.0
1007,53033010701,"Census Tract 107.01, King County, Washington",193,32,14,0,0,18,0,161,24,0,92,45,5Y10,Seattle,2.2,2.0,High Point,"High Point, Delridge",107.01
1008,53033010702,"Census Tract 107.02, King County, Washington",519,203,0,0,0,104,99,316,0,14,214,88,5Y10,Seattle,2.2,2.0,High Point,"High Point, Delridge",107.02
1009,53033010800,"Census Tract 108, King County, Washington",113,0,0,0,0,0,0,113,0,0,113,0,5Y10,Seattle,2.3,2.0,Riverview,"Riverview, Delridge",108.0
1010,53033010900,"Census Tract 109, King County, Washington",327,45,0,45,0,0,0,282,81,0,194,7,5Y10,Seattle,3.2,3.0,Georgetown,Georgetown,109.0
1011,53033011001,"Census Tract 110.01, King County, Washington",1287,305,68,65,0,131,41,982,191,0,674,117,5Y10,Seattle,3.4,3.0,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",110.01
1012,53033011002,"Census Tract 110.02, King County, Washington",813,130,0,0,0,69,61,683,0,0,619,64,5Y10,Seattle,3.4,3.0,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",110.02
1013,53033011101,"Census Tract 111.01, King County, Washington",1080,212,21,0,0,191,0,868,0,0,817,51,5Y10,Seattle,4.2,4.0,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City",111.01
1014,53033011102,"Census Tract 111.02, King County, Washington",902,106,0,0,0,106,0,796,175,67,333,221,5Y10,Seattle,4.3,4.0,Seward Park,"Seward Park, Hillman City",111.02
1015,53033011200,"Census Tract 112, King County, Washington",1055,121,0,43,0,78,0,934,687,35,212,0,5Y10,Seattle,3.1,3.0,South Park,South Park,112.0
1016,53033011300,"Census Tract 113, King County, Washington",118,50,0,0,0,50,0,68,36,0,32,0,5Y10,Seattle,2.5,2.0,Highland Park,"Highland Park, Westwood, White Center, South Delridge",113.0
1017,53033011401,"Census Tract 114.01, King County, Washington",467,70,0,0,0,70,0,397,11,200,90,96,5Y10,Seattle,2.4,2.0,Roxhill/Westwood,"Roxhill, Westwood, South Delridge, White Center",114.01
1018,53033011402,"Census Tract 114.02, King County, Washington",661,157,23,111,23,0,0,504,409,46,49,0,5Y10,Seattle,2.4,2.0,Roxhill/Westwood,"Roxhill, Westwood, South Delridge, White Center",114.02
1019,53033011500,"Census Tract 115, King County, Washington",27,0,0,0,0,0,0,27,0,0,27,0,5Y10,Seattle,2.4,2.0,Roxhill/Westwood,"Roxhill, Westwood, South Delridge, White Center",115.0
1020,53033011600,"Census Tract 116, King County, Washington",14,0,0,0,0,0,0,14,0,14,0,0,5Y10,Seattle,1.2,1.0,Fauntleroy/Seaview,"Fauntleroy, Gatewood, Morgan Junction, Lincoln Park, Seaview, Fairmount Park",116.0
1021,53033011700,"Census Tract 117, King County, Washington",1072,351,0,0,0,176,175,721,0,14,567,140,5Y10,Seattle,3.4,3.0,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",117.0
1022,53033011800,"Census Tract 118, King County, Washington",1579,649,31,228,25,90,275,930,200,24,313,393,5Y10,Seattle,4.1,4.0,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap",118.0
1023,53033011900,"Census Tract 119, King County, Washington",341,27,18,0,0,9,0,314,0,57,257,0,5Y10,Seattle,4.1,4.0,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap",119.0
1024,53033012000,"Census Tract 120, King County, Washington",20,0,0,0,0,0,0,20,0,0,20,0,5Y10,Seattle,1.1,1.0,Arbor Heights,"Arbor Heights, Brace Point, Endolyne, Arroyo",120.0
1025,53033012100,"Census Tract 121, King County, Washington",35,0,0,0,0,0,0,35,12,23,0,0,5Y10,Seattle,1.1,1.0,Arbor Heights,"Arbor Heights, Brace Point, Endolyne, Arroyo",121.0
1026,53033020100,"Census Tract 201, King County, Washington",21,0,0,0,0,0,0,21,0,0,21,0,5Y10,King County Balance,,,,,201.0
1027,53033020200,"Census Tract 202, King County, Washington",241,94,0,0,0,94,0,147,0,0,147,0,5Y10,King County Balance,,,,,202.0
1028,53033020300,"Census Tract 203, King County, Washington",505,72,48,0,0,24,0,433,0,43,304,86,5Y10,King County Balance,,,,,203.0
1029,53033020401,"Census Tract 204.01, King County, Washington",117,0,0,0,0,0,0,117,0,0,87,30,5Y10,King County Balance,,,,,204.01
1030,53033020402,"Census Tract 204.02, King County, Washington",303,97,0,0,97,0,0,206,0,101,33,72,5Y10,King County Balance,,,,,204.02
1031,53033020500,"Census Tract 205, King County, Washington",270,56,0,0,0,56,0,214,114,0,100,0,5Y10,King County Balance,,,,,205.0
1032,53033020600,"Census Tract 206, King County, Washington",51,10,0,10,0,0,0,41,31,10,0,0,5Y10,King County Balance,,,,,206.0
1033,53033020700,"Census Tract 207, King County, Washington",355,62,0,0,0,62,0,293,202,43,48,0,5Y10,King County Balance,,,,,207.0
1034,53033020800,"Census Tract 208, King County, Washington",155,20,0,0,0,20,0,135,0,63,49,23,5Y10,King County Balance,,,,,208.0
1035,53033020900,"Census Tract 209, King County, Washington",174,36,0,0,0,36,0,138,0,22,116,0,5Y10,King County Balance,,,,,209.0
1036,53033021000,"Census Tract 210, King County, Washington",308,23,0,0,0,0,23,285,89,16,137,43,5Y10,King County Balance,,,,,210.0
1037,53033021100,"Census Tract 211, King County, Washington",99,0,0,0,0,0,0,99,12,39,34,14,5Y10,King County Balance,,,,,211.0
1038,53033021300,"Census Tract 213, King County, Washington",56,11,0,0,0,11,0,45,0,0,45,0,5Y10,King County Balance,,,,,213.0
1039,53033021400,"Census Tract 214, King County, Washington",94,0,0,0,0,0,0,94,0,68,26,0,5Y10,King County Balance,,,,,214.0
1040,53033021500,"Census Tract 215, King County, Washington",76,0,0,0,0,0,0,76,0,0,76,0,5Y10,King County Balance,,,,,215.0
1041,53033021600,"Census Tract 216, King County, Washington",12,0,0,0,0,0,0,12,0,0,12,0,5Y10,King County Balance,,,,,216.0
1042,53033021700,"Census Tract 217, King County, Washington",781,265,39,104,82,40,0,516,289,107,120,0,5Y10,King County Balance,,,,,217.0
1043,53033021802,"Census Tract 218.02, King County, Washington",298,70,0,59,0,11,0,228,152,46,30,0,5Y10,King County Balance,,,,,218.02
1044,53033021803,"Census Tract 218.03, King County, Washington",43,0,0,0,0,0,0,43,0,8,35,0,5Y10,King County Balance,,,,,218.03
1045,53033021804,"Census Tract 218.04, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y10,King County Balance,,,,,218.04
1046,53033021903,"Census Tract 219.03, King County, Washington",349,14,14,0,0,0,0,335,125,104,106,0,5Y10,King County Balance,,,,,219.03
1047,53033021904,"Census Tract 219.04, King County, Washington",531,140,11,53,0,76,0,391,103,72,216,0,5Y10,King County Balance,,,,,219.04
1048,53033021905,"Census Tract 219.05, King County, Washington",291,83,0,20,22,0,41,208,58,72,47,31,5Y10,King County Balance,,,,,219.05
1049,53033021906,"Census Tract 219.06, King County, Washington",137,49,22,0,27,0,0,88,0,28,60,0,5Y10,King County Balance,,,,,219.06
1050,53033022001,"Census Tract 220.01, King County, Washington",45,0,0,0,0,0,0,45,0,30,15,0,5Y10,King County Balance,,,,,220.01
1051,53033022003,"Census Tract 220.03, King County, Washington",88,29,0,0,15,14,0,59,0,32,27,0,5Y10,King County Balance,,,,,220.03
1052,53033022005,"Census Tract 220.05, King County, Washington",182,15,0,0,15,0,0,167,36,30,101,0,5Y10,King County Balance,,,,,220.05
1053,53033022006,"Census Tract 220.06, King County, Washington",178,29,0,29,0,0,0,149,26,8,115,0,5Y10,King County Balance,,,,,220.06
1054,53033022101,"Census Tract 221.01, King County, Washington",218,98,0,0,0,98,0,120,0,20,100,0,5Y10,King County Balance,,,,,221.01
1055,53033022102,"Census Tract 221.02, King County, Washington",70,0,0,0,0,0,0,70,0,0,70,0,5Y10,King County Balance,,,,,221.02
1056,53033022201,"Census Tract 222.01, King County, Washington",57,8,0,0,8,0,0,49,0,49,0,0,5Y10,King County Balance,,,,,222.01
1057,53033022202,"Census Tract 222.02, King County, Washington",391,0,0,0,0,0,0,391,133,15,243,0,5Y10,King County Balance,,,,,222.02
1058,53033022203,"Census Tract 222.03, King County, Washington",108,0,0,0,0,0,0,108,0,72,36,0,5Y10,King County Balance,,,,,222.03
1059,53033022300,"Census Tract 223, King County, Washington",43,0,0,0,0,0,0,43,0,19,24,0,5Y10,King County Balance,,,,,223.0
1060,53033022400,"Census Tract 224, King County, Washington",186,48,0,48,0,0,0,138,93,45,0,0,5Y10,King County Balance,,,,,224.0
1061,53033022500,"Census Tract 225, King County, Washington",213,46,0,0,36,10,0,167,50,70,29,18,5Y10,King County Balance,,,,,225.0
1062,53033022603,"Census Tract 226.03, King County, Washington",72,17,0,0,0,17,0,55,0,0,55,0,5Y10,King County Balance,,,,,226.03
1063,53033022604,"Census Tract 226.04, King County, Washington",146,0,0,0,0,0,0,146,123,0,23,0,5Y10,King County Balance,,,,,226.04
1064,53033022605,"Census Tract 226.05, King County, Washington",735,93,0,17,37,39,0,642,218,251,165,8,5Y10,King County Balance,,,,,226.05
1065,53033022606,"Census Tract 226.06, King County, Washington",86,13,0,0,13,0,0,73,0,33,40,0,5Y10,King County Balance,,,,,226.06
1066,53033022701,"Census Tract 227.01, King County, Washington",67,0,0,0,0,0,0,67,8,27,13,19,5Y10,King County Balance,,,,,227.01
1067,53033022702,"Census Tract 227.02, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y10,King County Balance,,,,,227.02
1068,53033022703,"Census Tract 227.03, King County, Washington",264,103,24,79,0,0,0,161,95,24,42,0,5Y10,King County Balance,,,,,227.03
1069,53033022801,"Census Tract 228.01, King County, Washington",711,110,0,45,14,28,23,601,86,221,270,24,5Y10,King County Balance,,,,,228.01
1070,53033022802,"Census Tract 228.02, King County, Washington",233,32,0,0,32,0,0,201,0,48,153,0,5Y10,King County Balance,,,,,228.02
1071,53033022803,"Census Tract 228.03, King County, Washington",398,14,0,0,0,14,0,384,109,122,153,0,5Y10,King County Balance,,,,,228.03
1072,53033022901,"Census Tract 229.01, King County, Washington",139,0,0,0,0,0,0,139,0,0,139,0,5Y10,King County Balance,,,,,229.01
1073,53033022902,"Census Tract 229.02, King County, Washington",301,14,0,0,0,14,0,287,0,43,244,0,5Y10,King County Balance,,,,,229.02
1074,53033023000,"Census Tract 230, King County, Washington",219,46,0,0,0,46,0,173,8,67,74,24,5Y10,King County Balance,,,,,230.0
1075,53033023100,"Census Tract 231, King County, Washington",163,0,0,0,0,0,0,163,0,40,83,40,5Y10,King County Balance,,,,,231.0
1076,53033023201,"Census Tract 232.01, King County, Washington",590,41,0,13,0,28,0,549,78,139,332,0,5Y10,King County Balance,,,,,232.01
1077,53033023202,"Census Tract 232.02, King County, Washington",976,261,0,91,0,170,0,715,239,178,298,0,5Y10,King County Balance,,,,,232.02
1078,53033023300,"Census Tract 233, King County, Washington",436,58,0,0,0,58,0,378,0,100,278,0,5Y10,King County Balance,,,,,233.0
1079,53033023401,"Census Tract 234.01, King County, Washington",327,48,0,10,0,38,0,279,65,23,168,23,5Y10,King County Balance,,,,,234.01
1080,53033023403,"Census Tract 234.03, King County, Washington",134,47,0,0,19,28,0,87,0,67,20,0,5Y10,King County Balance,,,,,234.03
1081,53033023404,"Census Tract 234.04, King County, Washington",44,0,0,0,0,0,0,44,0,14,30,0,5Y10,King County Balance,,,,,234.04
1082,53033023500,"Census Tract 235, King County, Washington",234,25,0,0,9,16,0,209,0,153,56,0,5Y10,King County Balance,,,,,235.0
1083,53033023601,"Census Tract 236.01, King County, Washington",373,81,0,32,0,49,0,292,91,42,159,0,5Y10,King County Balance,,,,,236.01
1084,53033023603,"Census Tract 236.03, King County, Washington",1287,275,0,275,0,0,0,1012,745,198,69,0,5Y10,King County Balance,,,,,236.03
1085,53033023604,"Census Tract 236.04, King County, Washington",575,60,0,29,31,0,0,515,263,119,133,0,5Y10,King County Balance,,,,,236.04
1086,53033023700,"Census Tract 237, King County, Washington",69,0,0,0,0,0,0,69,0,11,58,0,5Y10,King County Balance,,,,,237.0
1087,53033023801,"Census Tract 238.01, King County, Washington",166,11,0,11,0,0,0,155,48,51,56,0,5Y10,King County Balance,,,,,238.01
1088,53033023803,"Census Tract 238.03, King County, Washington",161,15,0,0,0,15,0,146,13,57,76,0,5Y10,King County Balance,,,,,238.03
1089,53033023804,"Census Tract 238.04, King County, Washington",245,0,0,0,0,0,0,245,0,74,171,0,5Y10,King County Balance,,,,,238.04
1090,53033023900,"Census Tract 239, King County, Washington",456,13,0,0,0,13,0,443,19,195,196,33,5Y10,King County Balance,,,,,239.0
1091,53033024000,"Census Tract 240, King County, Washington",235,36,0,0,0,36,0,199,0,30,169,0,5Y10,King County Balance,,,,,240.0
1092,53033024100,"Census Tract 241, King County, Washington",30,9,0,0,0,9,0,21,0,13,8,0,5Y10,King County Balance,,,,,241.0
1093,53033024200,"Census Tract 242, King County, Washington",5,0,0,0,0,0,0,5,0,0,5,0,5Y10,King County Balance,,,,,242.0
1094,53033024300,"Census Tract 243, King County, Washington",226,31,0,0,0,31,0,195,0,37,158,0,5Y10,King County Balance,,,,,243.0
1095,53033024400,"Census Tract 244, King County, Washington",151,20,0,0,20,0,0,131,0,29,102,0,5Y10,King County Balance,,,,,244.0
1096,53033024500,"Census Tract 245, King County, Washington",24,0,0,0,0,0,0,24,0,0,0,24,5Y10,King County Balance,,,,,245.0
1097,53033024601,"Census Tract 246.01, King County, Washington",26,0,0,0,0,0,0,26,13,0,13,0,5Y10,King County Balance,,,,,246.01
1098,53033024602,"Census Tract 246.02, King County, Washington",55,0,0,0,0,0,0,55,0,0,55,0,5Y10,King County Balance,,,,,246.02
1099,53033024701,"Census Tract 247.01, King County, Washington",100,22,0,0,0,22,0,78,0,0,78,0,5Y10,King County Balance,,,,,247.01
1100,53033024702,"Census Tract 247.02, King County, Washington",425,113,0,0,0,113,0,312,0,0,312,0,5Y10,King County Balance,,,,,247.02
1101,53033024800,"Census Tract 248, King County, Washington",959,286,15,17,0,254,0,673,53,26,580,14,5Y10,King County Balance,,,,,248.0
1102,53033024901,"Census Tract 249.01, King County, Washington",625,209,0,34,0,175,0,416,37,0,379,0,5Y10,King County Balance,,,,,249.01
1103,53033024902,"Census Tract 249.02, King County, Washington",236,41,0,0,0,41,0,195,14,33,148,0,5Y10,King County Balance,,,,,249.02
1104,53033024903,"Census Tract 249.03, King County, Washington",630,174,0,0,26,148,0,456,0,50,390,16,5Y10,King County Balance,,,,,249.03
1105,53033025001,"Census Tract 250.01, King County, Washington",133,36,0,19,0,17,0,97,21,0,76,0,5Y10,King County Balance,,,,,250.01
1106,53033025003,"Census Tract 250.03, King County, Washington",233,66,0,0,0,66,0,167,0,32,135,0,5Y10,King County Balance,,,,,250.03
1107,53033025005,"Census Tract 250.05, King County, Washington",384,101,0,0,0,101,0,283,0,27,256,0,5Y10,King County Balance,,,,,250.05
1108,53033025006,"Census Tract 250.06, King County, Washington",176,32,0,0,0,32,0,144,0,100,44,0,5Y10,King County Balance,,,,,250.06
1109,53033025101,"Census Tract 251.01, King County, Washington",768,172,0,141,21,10,0,596,416,61,119,0,5Y10,King County Balance,,,,,251.01
1110,53033025102,"Census Tract 251.02, King County, Washington",508,137,0,39,46,52,0,371,26,83,262,0,5Y10,King County Balance,,,,,251.02
1111,53033025200,"Census Tract 252, King County, Washington",937,247,0,215,0,32,0,690,353,43,294,0,5Y10,King County Balance,,,,,252.0
1112,53033025301,"Census Tract 253.01, King County, Washington",200,0,0,0,0,0,0,200,108,0,92,0,5Y10,King County Balance,,,,,253.01
1113,53033025302,"Census Tract 253.02, King County, Washington",315,91,0,91,0,0,0,224,110,18,96,0,5Y10,King County Balance,,,,,253.02
1114,53033025400,"Census Tract 254, King County, Washington",627,103,0,32,36,35,0,524,153,86,285,0,5Y10,King County Balance,,,,,254.0
1115,53033025500,"Census Tract 255, King County, Washington",1229,270,0,113,87,70,0,959,460,103,396,0,5Y10,King County Balance,,,,,255.0
1116,53033025601,"Census Tract 256.01, King County, Washington",786,95,0,67,0,28,0,691,388,0,303,0,5Y10,King County Balance,,,,,256.01
1117,53033025602,"Census Tract 256.02, King County, Washington",247,40,0,0,0,40,0,207,0,0,207,0,5Y10,King County Balance,,,,,256.02
1118,53033025701,"Census Tract 257.01, King County, Washington",1061,307,0,0,187,120,0,754,268,296,149,41,5Y10,King County Balance,,,,,257.01
1119,53033025702,"Census Tract 257.02, King County, Washington",20,6,0,0,0,6,0,14,0,0,14,0,5Y10,King County Balance,,,,,257.02
1120,53033025803,"Census Tract 258.03, King County, Washington",682,305,0,211,49,0,45,377,249,60,8,60,5Y10,King County Balance,,,,,258.03
1121,53033025804,"Census Tract 258.04, King County, Washington",281,14,0,14,0,0,0,267,99,168,0,0,5Y10,King County Balance,,,,,258.04
1122,53033025805,"Census Tract 258.05, King County, Washington",212,42,0,26,0,16,0,170,18,23,92,37,5Y10,King County Balance,,,,,258.05
1123,53033025806,"Census Tract 258.06, King County, Washington",461,45,0,0,0,45,0,416,188,18,210,0,5Y10,King County Balance,,,,,258.06
1124,53033026001,"Census Tract 260.01, King County, Washington",311,13,0,0,0,13,0,298,43,22,233,0,5Y10,King County Balance,,,,,260.01
1125,53033026002,"Census Tract 260.02, King County, Washington",735,204,0,46,0,79,79,531,172,0,274,85,5Y10,King County Balance,,,,,260.02
1126,53033026100,"Census Tract 261, King County, Washington",650,86,0,71,0,15,0,564,306,39,219,0,5Y10,King County Balance,,,,,261.0
1127,53033026200,"Census Tract 262, King County, Washington",153,48,0,48,0,0,0,105,47,23,35,0,5Y10,King County Balance,,,,,262.0
1128,53033026300,"Census Tract 263, King County, Washington",178,64,0,0,0,64,0,114,0,0,114,0,5Y10,King County Balance,,,,,263.0
1129,53033026400,"Census Tract 264, King County, Washington",401,52,0,52,0,0,0,349,224,14,111,0,5Y10,King County Balance,,,,,264.0
1130,53033026500,"Census Tract 265, King County, Washington",557,98,0,98,0,0,0,459,136,25,298,0,5Y10,King County Balance,,,,,265.0
1131,53033026600,"Census Tract 266, King County, Washington",491,111,22,89,0,0,0,380,204,0,176,0,5Y10,King County Balance,,,,,266.0
1132,53033026700,"Census Tract 267, King County, Washington",851,236,0,219,0,17,0,615,500,0,115,0,5Y10,King County Balance,,,,,267.0
1133,53033026801,"Census Tract 268.01, King County, Washington",882,261,0,170,0,91,0,621,328,0,293,0,5Y10,King County Balance,,,,,268.01
1134,53033026802,"Census Tract 268.02, King County, Washington",1170,302,72,140,9,81,0,868,268,44,501,55,5Y10,King County Balance,,,,,268.02
1135,53033027000,"Census Tract 270, King County, Washington",374,94,0,42,0,52,0,280,98,0,182,0,5Y10,King County Balance,,,,,270.0
1136,53033027100,"Census Tract 271, King County, Washington",812,179,12,94,0,39,34,633,459,0,102,72,5Y10,King County Balance,,,,,271.0
1137,53033027200,"Census Tract 272, King County, Washington",416,79,0,59,20,0,0,337,82,139,116,0,5Y10,King County Balance,,,,,272.0
1138,53033027300,"Census Tract 273, King County, Washington",1708,599,0,288,183,128,0,1109,410,352,248,99,5Y10,King County Balance,,,,,273.0
1139,53033027400,"Census Tract 274, King County, Washington",433,47,0,28,0,19,0,386,239,0,147,0,5Y10,King County Balance,,,,,274.0
1140,53033027500,"Census Tract 275, King County, Washington",404,78,0,33,0,45,0,326,187,11,128,0,5Y10,King County Balance,,,,,275.0
1141,53033027600,"Census Tract 276, King County, Washington",668,99,0,99,0,0,0,569,480,0,46,43,5Y10,King County Balance,,,,,276.0
1142,53033027701,"Census Tract 277.01, King County, Washington",25,12,0,0,0,12,0,13,0,0,13,0,5Y10,King County Balance,,,,,277.01
1143,53033027702,"Census Tract 277.02, King County, Washington",12,0,0,0,0,0,0,12,12,0,0,0,5Y10,King County Balance,,,,,277.02
