OBJECTID,ZONING_CODE,ZONING_NAME,ZONING_TYPE,Shape_Length,Shape_Area
3958,R5,RES SINGLE FAMILY,RESIDENTIAL,792.447781248287,18054.9828069804
3959,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1200.80732465837,56870.7385678569
3960,R5,RES SINGLE FAMILY,RESIDENTIAL,12662.6937180317,5924468.71600889
3961,M3,INDUSTRIAL,INDUSTRIAL,6831.34866646145,1750810.42021333
3962,CR,COMM RESIDENTIAL,COMMERCIAL-INDUSTRIAL,650.268033131544,21254.1864963606
3963,OR,OFFICE/RESIDENTIAL,OFFICE,2247.86151114955,162074.629237056
3964,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,550.934687277205,9544.50670809819
3965,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,1979.0831589616,209739.647406189
3966,R4,RES SINGLE FAMILY,RESIDENTIAL,451.016542421372,12165.5379661903
3967,R6,RES MULTI-FAMILY,RESIDENTIAL,266.669887901674,3264.78429585056
3968,R4,RES SINGLE FAMILY,RESIDENTIAL,256.894006968668,2446.00026089254
3969,R5A,RES MULTI-FAMILY,RESIDENTIAL,1037.08347729112,27576.3104663793
3970,R3,RES SINGLE FAMILY,RESIDENTIAL,874.265195325519,37098.119332878
3971,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,643.959567719393,25571.2567394027
3972,M2,INDUSTRIAL,INDUSTRIAL,1677.70678914656,108091.897807197
3973,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1231.77364485982,92932.2181142795
3974,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1688.39273281258,123083.352623976
3975,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3888.35945803312,456178.364606948
3976,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1549.94212756983,128530.20163398
3977,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,782.222522835301,36639.2738902567
3978,M3,INDUSTRIAL,INDUSTRIAL,7298.3398010788,1750209.51625928
3979,R6,RES MULTI-FAMILY,RESIDENTIAL,5190.09942229026,1526870.82619569
3980,R4,RES SINGLE FAMILY,RESIDENTIAL,823.76876350999,31452.2414258372
3981,OTF,OFFICE/TOURIST FACILITY,OFFICE,1404.72144753972,101745.883943076
3982,R6,RES MULTI-FAMILY,RESIDENTIAL,13297.4748164435,3404807.24152901
3983,OR3,OFFICE/RES,OFFICE,1391.00063142225,100600.085018005
3984,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,5381.03213060357,786846.442702758
3985,R5,RES SINGLE FAMILY,RESIDENTIAL,12846.1046406066,5001543.41648186
3986,R5A,RES MULTI FAMILY,RESIDENTIAL,3683.90170488355,717782.320374248
3987,R6,RES MULTI-FAMILY,RESIDENTIAL,401.269014170818,9716.69943523091
3988,R5A,RES MULTI FAMILY,RESIDENTIAL,4295.05523690126,578238.926911379
3989,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3734.51601988697,557074.187207398
3990,(C1),COMM OVERLAY,COMMERCIAL-INDUSTRIAL,2558.87606071174,323739.718179848
3991,CR,COMM RESIDENTIAL,COMMERCIAL-INDUSTRIAL,1487.12916008297,93886.6722381304
3992,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2919.74906275256,448711.778679578
3993,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1391.41393249773,104259.158557703
3994,R4,RES SINGLE FAMILY,RESIDENTIAL,435.92932915681,6292.96018702577
3995,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,428.754453590522,10422.7013481259
3996,R6,RES MULTI-FAMILY,RESIDENTIAL,4348.20752963731,634051.832772053
3997,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,455.641598421585,10958.3832474211
3998,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2721.98660313795,220143.739920106
3999,M3,INDUSTRIAL,INDUSTRIAL,14390.1026116598,7675810.43837436
4000,R5A,RES MULTI FAMILY,RESIDENTIAL,4047.70836001095,510641.281027616
4001,OR3,OFFICE/RES,OFFICE,1247.35094122549,93290.3810122147
4002,M3,INDUSTRIAL,INDUSTRIAL,50946.6806926063,43528726.4577077
4003,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1295.74497184195,70858.0006850494
4004,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1322.75354402254,81293.9701881712
4005,R5,RES SINGLE FAMILY,RESIDENTIAL,6289.47380731874,1216350.92089862
4006,R6,RES MULTI-FAMILY,RESIDENTIAL,5218.71985496293,857215.47053547
4007,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,466.831181204569,12948.3632597622
4008,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2564.68905142505,171046.054168701
4009,PRD,PLANNED RESIDENTIAL,RESIDENTIAL,610.955432014917,7079.83617371361
4010,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2401.83078496283,142554.259567717
4011,R5,RES SINGLE FAMILY,RESIDENTIAL,958.343814280321,57398.2048650097
4012,PRD,PLANNED RESIDENTIAL,RESIDENTIAL,1073.30724319363,73011.1138320166
4013,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2039.55590359405,217301.131901291
4014,R7,RES MULTI-FAMILY,RESIDENTIAL,3346.97453483534,385358.24079542
4015,R6,RES MULTI-FAMILY,RESIDENTIAL,6980.52395880837,1274764.97606178
4016,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,974.284546944996,52922.5322327812
4017,R4,RES SINGLE FAMILY,RESIDENTIAL,1777.29738529645,180612.989871936
4018,R1,RES SINGLE FAMILY,RESIDENTIAL,2808.4763732511,166852.566614392
4019,R6,RES MULTI-FAMILY,RESIDENTIAL,10828.4196698933,2570051.9869025
4020,R4,RES SINGLE FAMILY,RESIDENTIAL,194922.939114578,897176472.96897
4021,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,4317.34260969265,516457.007667423
4022,TNZD,TRADITIONAL NEIGH ZONING DIS,SPECIAL,29418.5014287177,24254888.7652209
4023,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,17212.814290781,6312081.14794121
4024,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2642.14030135798,236928.269525935
4025,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1231.37902625949,91390.4475389571
4026,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3544.91136995973,503599.823394673
4027,OR1,OFFICE/RES,OFFICE,486.65435911904,9640.0164562895
4028,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1909.59383678069,150901.073103152
4029,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1506.14871848727,118867.110071219
4030,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,920.67653736231,48246.9315479375
4031,M2,INDUSTRIAL,INDUSTRIAL,8850.17765013766,2300790.92698119
4032,R5,RES SINGLE FAMILY,RESIDENTIAL,2421.02468801263,321942.804088772
4033,OR2,OFFICE/RES,OFFICE,101.361404778335,624.475507821888
4034,R7,RES MULTI-FAMILY,RESIDENTIAL,1900.46386351626,158033.054518205
4035,R6,RES MULTI-FAMILY,RESIDENTIAL,5895.01758262766,610677.452846393
4036,R5B,RES TWO-FAMILY,RESIDENTIAL,1455.63074671027,49326.1529754508
4037,R5A,RES MULTI FAMILY,RESIDENTIAL,543.867018415065,18567.5419970654
4038,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,7614.33966703283,1013522.89334143
4039,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,812.603946358749,27366.9855315496
4040,M1,INDUSTRIAL,INDUSTRIAL,6594.01311603569,878359.381283306
4041,M2,INDUSTRIAL,INDUSTRIAL,9717.58931643993,3040898.96895766
4042,M3,INDUSTRIAL,INDUSTRIAL,46543.2825185068,22883130.468247
4043,R7,RES MULTI-FAMILY,RESIDENTIAL,7745.08207475417,1244940.26266764
4044,OR3,OFFICE/RES,OFFICE,2493.3026572995,363190.658789427
4045,R5A,RES MULTI FAMILY,RESIDENTIAL,3108.36495275678,91917.3997175872
4046,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,4256.28358522124,426383.454433394
4047,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,563.354283273864,17618.9645279495
4048,OR1,OFFICE/RES,OFFICE,683.833136639394,25906.2805307197
4049,R5A,RES MULTI-FAMILY,RESIDENTIAL,1307.41356672711,73646.5182790998
4050,M2,INDUSTRIAL,INDUSTRIAL,4974.04405551034,1030957.86017488
4051,CR,COMM RESIDENTIAL,COMMERCIAL-INDUSTRIAL,902.788806832949,22164.5051579477
4052,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1404.46207642195,122073.383643427
4053,(W3),WATERFRONT OVERLAY,SPECIAL,26146.8748890863,9660139.42090646
4054,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,748.298567670319,34082.8694010977
4055,(CM),COMM MANUFACTURING OVERLAY,COMMERCIAL-INDUSTRIAL,5899.86572938321,1536524.70495476
4056,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,4838.86414997719,400435.524074982
4057,R7,RES MULTI-FAMILY,RESIDENTIAL,1190.44438023347,67149.0407164164
4058,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,4359.06587207984,826858.277644399
4059,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,503.683039941486,6378.60987752211
4060,CR,COMM RESIDENTIAL,COMMERCIAL-INDUSTRIAL,697.889791440444,14628.8353976913
4061,CR,COMM RESIDENTIAL,COMMERCIAL-INDUSTRIAL,461.325676595008,10272.0401573998
4062,R6,RES MULTI-FAMILY,RESIDENTIAL,540.165921128959,14600.8242907502
4063,R6,RES MULTI-FAMILY,RESIDENTIAL,426.997688186668,10280.4586855958
4064,CR,COMM RESIDENTIAL,COMMERCIAL-INDUSTRIAL,380.906014886735,7245.29290085129
4065,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,402.353011468443,8645.17540117378
4066,CR,COMM RESIDENTIAL,COMMERCIAL-INDUSTRIAL,565.75412044006,13213.7862222024
4067,R1,RES SINGLE FAMILY,RESIDENTIAL,1428.5967271269,113740.154575806
4068,CR,COMM RESIDENTIAL,COMMERCIAL-INDUSTRIAL,368.717126292457,6607.17077795341
4069,CR,COMM RESIDENTIAL,COMMERCIAL-INDUSTRIAL,385.30849002725,5325.37199527091
4070,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1202.87814612827,67868.7475981697
4071,M1,INDUSTRIAL,INDUSTRIAL,2573.51909016473,346806.409137181
4072,R7,RES MULTI-FAMILY,RESIDENTIAL,1296.26836575054,91962.4084627363
4073,R4,RES SINGLE FAMILY,RESIDENTIAL,578.794398203889,14507.5435976759
4074,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,3105.13220913101,274883.948726102
4075,M2,INDUSTRIAL,INDUSTRIAL,6099.62668650244,775878.777896579
4076,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,4270.15839498805,899206.696610851
4077,R7,RES MULTI-FAMILY,RESIDENTIAL,458.209643971445,7626.28435930497
4078,OR1,OFFICE/RES,OFFICE,1286.57440797194,104695.387328634
4079,R5A,RES MULTI FAMILY,RESIDENTIAL,2435.97531232771,291629.027764211
4080,RR,RURAL RESIDENTIAL,RESIDENTIAL,5100.81077419991,478816.717634654
4081,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1878.85073104672,180679.266617303
4082,R5,RES SINGLE FAMILY,RESIDENTIAL,2646.0695391984,198137.455042562
4083,R7,RES MULTI-FAMILY,RESIDENTIAL,22106.8171949707,8519301.29417994
4084,OR1,OFFICE/RES,OFFICE,634.985397475994,20109.9289890461
4085,OR1,OFFICE/RES,OFFICE,782.963644067901,32372.4200231648
4086,OR1,OFFICE/RES,OFFICE,664.404996637719,23845.0652754794
4087,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3423.01482439171,617945.594199244
4088,OR,OFFICE/RESIDENTIAL,OFFICE,1015.79487237544,37569.0082752913
4089,R5,RES SINGLE FAMILY,RESIDENTIAL,6119.60771235383,2226728.03817881
4090,R5,RES SINGLE FAMILY,RESIDENTIAL,1982.53257928652,195292.802713553
4091,R5A,RES MULTI FAMILY,RESIDENTIAL,3374.41094234046,569254.913747173
4092,R5,RES SINGLE FAMILY,RESIDENTIAL,6596.63891285174,2415932.23481494
4093,M2,INDUSTRIAL,INDUSTRIAL,1947.61540956412,141313.334438866
4094,M2,INDUSTRIAL,INDUSTRIAL,5910.96080789021,696454.197715429
4095,M2,INDUSTRIAL,INDUSTRIAL,12998.2386678973,2007672.79485514
4096,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2316.66794522943,188245.811929135
4097,R5,RES SINGLE FAMILY,RESIDENTIAL,6514.42973772354,1364670.25137788
4098,OR1,OFFICE/RES,OFFICE,313.18640655746,5271.5018915972
4099,OR1,OFFICE/RES,OFFICE,2236.85801378992,313385.9226492
4100,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1284.41763792381,74589.8949931378
4101,R5,RES SINGLE FAMILY,RESIDENTIAL,1711.3202273949,128055.198932912
4102,OR,OFFICE/RESIDENTIAL,OFFICE,937.283699322626,35260.1835742516
4103,ROW, , ,21581.5791696962,3070644.01299611
4104,R5,RES SINGLE FAMILY,RESIDENTIAL,5878.03529563961,1566318.65322565
4105,OR1,OFFICE/RES,OFFICE,478.544575831491,10817.2500201266
4106,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1212.92538270397,49902.4786457459
4107,R7,RES MULTI-FAMILY,RESIDENTIAL,11444.4227768253,2810203.38552269
4108,M3,INDUSTRIAL,INDUSTRIAL,2030.00255178932,246305.470722727
4109,OR3,OFFICE/RES,OFFICE,2896.18012592923,285675.106277787
4110,R7,RES MULTI-FAMILY,RESIDENTIAL,3891.29892043854,719530.630706983
4111,R5,RES SINGLE FAMILY,RESIDENTIAL,18580.8779174388,4642227.48826947
4112,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1959.96362200839,166850.296316114
4113,R5,RES SINGLE FAMILY,RESIDENTIAL,22142.6790072854,5989990.7360809
4114,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2448.38918129059,353115.738638545
4115,M2,INDUSTRIAL,INDUSTRIAL,5332.84561277865,1546109.18953268
4116,R5A,RES MULTI FAMILY,RESIDENTIAL,4403.55458708813,988613.871140643
4117,R4,RES SINGLE FAMILY,RESIDENTIAL,5917.31436863847,1288053.96637819
4118,R5,RES SINGLE FAMILY,RESIDENTIAL,4835.07232899739,1134183.77665358
4119,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1306.46011878856,91997.3303015033
4120,R7,RES MULTI-FAMILY,RESIDENTIAL,2419.27061392489,320062.051138335
4121,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,834.879334626467,42237.20920367
4122,R5A,RES MULTI FAMILY,RESIDENTIAL,19209.9076167848,2578557.16174103
4123,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,10869.0679716395,1895960.35462802
4124,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,7014.65625677043,1129412.47763719
4125,R1,RES SINGLE FAMILY,RESIDENTIAL,2050.79019949031,241733.0380773
4126,R3,RES SINGLE FAMILY,RESIDENTIAL,1392.91385506981,120371.069268162
4127,R6,RES MULTI-FAMILY,RESIDENTIAL,712.259664286981,23360.1536354261
4128,R6,RES MULTI-FAMILY,RESIDENTIAL,3463.00181662295,634376.835362742
4129,R5,RES SINGLE FAMILY,RESIDENTIAL,6946.14420940918,1194693.38573565
4130,R5A,RES MULTI FAMILY,RESIDENTIAL,4838.31655529645,815424.655617303
4131,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,705.12498756203,26161.1611947153
4132,R6,RES MULTI-FAMILY,RESIDENTIAL,5088.95396418042,1312455.59497018
4133,R5,RES SINGLE FAMILY,RESIDENTIAL,2172.74988189809,266718.421074422
4134,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1349.10411032563,111389.669013631
4135,OR3,OFFICE/RES,OFFICE,4733.79179570112,613441.277202572
4136,OR3,OFFICE/RES,OFFICE,15900.0518326668,8885840.04560231
4137,R1,RES SINGLE FAMILY,RESIDENTIAL,6549.964765149,2171087.28253496
4138,R7,RES MULTI-FAMILY,RESIDENTIAL,4376.94294805768,927048.384356206
4139,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3073.8755980601,512965.616203234
4140,R5,RES SINGLE FAMILY,RESIDENTIAL,38345.8796960937,22947342.9256566
4141,R7,RES MULTI-FAMILY,RESIDENTIAL,1513.26588775718,102161.847336892
4142,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1192.19155246488,59968.4306576826
4143,OR3,OFFICE/RES,OFFICE,656.343563992013,25755.4272129183
4144,M2,INDUSTRIAL,INDUSTRIAL,1713.4550375006,127855.660407647
4145,R5B,RES TWO-FAMILY,RESIDENTIAL,4986.62225598028,958628.81022453
4146,R7,RES MULTI-FAMILY,RESIDENTIAL,7276.45295019877,1149543.05336477
4147,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,761.17360677044,33888.8731140915
4148,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,4819.79428005487,1130981.39610988
4149,R5A,RES MULTI FAMILY,RESIDENTIAL,2164.17332054161,210452.280117592
4150,R5A,RES MULTI FAMILY,RESIDENTIAL,2193.7714671852,191838.252718033
4151,OR1,OFFICE/RES,OFFICE,479.963802934695,9748.57545410055
4152,R6,RES MULTI-FAMILY,RESIDENTIAL,6837.12260714925,1909203.19402044
4153,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,5626.01089885787,968323.253283005
4154,R4,RES SINGLE FAMILY,RESIDENTIAL,1113.94032059997,32053.2707632159
4155,R5,RES SINGLE FAMILY,RESIDENTIAL,2690.58762612168,336893.372850498
4156,OR1,OFFICE/RES,OFFICE,1091.20800512612,67174.138994406
4157,R7,RES MULTI-FAMILY,RESIDENTIAL,1388.43510800489,106238.4743048
4158,R4,RES SINGLE FAMILY,RESIDENTIAL,842.361504165556,46452.9169555692
4159,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1066.66374218214,66578.6044116588
4160,R6,RES MULTI-FAMILY,RESIDENTIAL,1147.91925619451,52152.4720299626
4161,R5,RES SINGLE FAMILY,RESIDENTIAL,2189.77315427461,289553.060266381
4162,R7,RES MULTI-FAMILY,RESIDENTIAL,3327.46158862024,248946.189711693
4163,OR3,OFFICE/RES,OFFICE,2580.66864851352,271741.289568647
4164,R7,RES MULTI-FAMILY,RESIDENTIAL,1901.36704921454,223969.258560141
4165,RR,RURAL RESIDENTIAL,RESIDENTIAL,9311.69761748419,1184154.04413333
4166,R4,RES SINGLE FAMILY,RESIDENTIAL,2504.7323444739,208331.666632435
4167,RR,RURAL RESIDENTIAL,RESIDENTIAL,8599.12207741544,1265465.99753511
4168,RR,RURAL RESIDENTIAL,RESIDENTIAL,6836.40918677366,370765.846964799
4169,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,828.684069624687,34941.6124904937
4170,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,1712.88515912908,15117.0892987557
4171,R1,RES SINGLE FAMILY,RESIDENTIAL,16271.9020008595,8210643.4306379
4172,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,1033.160887188,64492.3194788284
4173,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,1402.81618970055,119871.177404566
4174,R5,RES SINGLE FAMILY,RESIDENTIAL,2084.80363535541,263456.290566281
4175,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,615.963507428599,13090.3433119883
4176,OR1,OFFICE/RES,OFFICE,549.937918147122,14849.3766098257
4177,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1709.75978396288,153455.148878768
4178,M2,INDUSTRIAL,INDUSTRIAL,1749.61234330783,59660.292652243
4179,R5,RES SINGLE FAMILY,RESIDENTIAL,14426.9640417125,3034450.10502815
4180,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,14151.7911444874,1851864.69305324
4181,M3,INDUSTRIAL,INDUSTRIAL,720.000509204845,29900.0104490024
4182,R1,RES SINGLE FAMILY,RESIDENTIAL,6118.77765121098,1104613.74940829
4183,R6,RES MULTI-FAMILY,RESIDENTIAL,3843.55812588546,768668.518443911
4184,R6,RES MULTI-FAMILY,RESIDENTIAL,4151.84281245504,469963.872886562
4185,M3,INDUSTRIAL,INDUSTRIAL,570.332124781318,6343.00968702276
4186,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2463.53126014878,371188.012336294
4187,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2336.55958630354,324301.312933216
4188,OR,OFFICE/RESIDENTIAL,OFFICE,507.238778297145,15282.9944963708
4189,R6,RES MULTI-FAMILY,RESIDENTIAL,10259.1783670785,1139659.54904804
4190,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,890.235760816148,43148.5644450303
4191,R7,RES MULTI-FAMILY,RESIDENTIAL,5570.04011439654,630192.309071142
4192,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2563.86958703259,212794.312697943
4193,ROW, , ,349.388914583038,7619.28050777689
4194,M2,INDUSTRIAL,INDUSTRIAL,1634.15933869529,113541.298390182
4195,R4,RES SINGLE FAMILY,RESIDENTIAL,7656.69918852393,816239.05113869
4196,M2,INDUSTRIAL,INDUSTRIAL,4733.28947885935,632364.762709661
4197,M2,INDUSTRIAL,INDUSTRIAL,3498.11795143941,147210.910792146
4198,R4,RES SINGLE FAMILY,RESIDENTIAL,25337.4020337912,11602163.7642005
4199,R7,RES MULTI-FAMILY,RESIDENTIAL,7998.01389685148,2450859.44184777
4200,R4,RES SINGLE FAMILY,RESIDENTIAL,1747.24225318096,172358.694688353
4201,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2292.48042215144,168259.664196623
4202,R4,RES SINGLE FAMILY,RESIDENTIAL,1201.29186991673,79519.0625181055
4203,CN,NEIGHBORHOOD COMM,COMMERCIAL-INDUSTRIAL,1864.00549533933,183261.695233911
4204,R4,RES SINGLE FAMILY,RESIDENTIAL,2332.51901604041,187706.574878069
4205,M2,INDUSTRIAL,INDUSTRIAL,1025.07813637332,52148.3770625482
4206,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,7077.12246922224,771325.776828074
4207,OR1,OFFICE/RES,OFFICE,2059.14842183236,81592.666933549
4208,R5A,RES MULTI FAMILY,RESIDENTIAL,4343.34043657565,252743.760223663
4209,R5,RES SINGLE FAMILY,RESIDENTIAL,5564.75183954017,1201143.6860672
4210,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,1161.53623006489,51672.0199771008
4211,R5A,RES MULTI-FAMILY,RESIDENTIAL,574.372962764248,17298.2111771312
4212,R7,RES MULTI-FAMILY,RESIDENTIAL,978.932333751987,43447.0734185615
4213,OR3,OFFICE/RES,OFFICE,582.221075652754,14577.1305391342
4214,R6,RES MULTI-FAMILY,RESIDENTIAL,645.902238697015,21799.6632237189
4215,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,4975.4577740965,874385.077608766
4216,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2958.29877739567,402997.853580298
4217,R4,RES SINGLE FAMILY,RESIDENTIAL,1874.88143831814,205924.210596457
4218,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,16702.8160255778,3840102.47330441
4219,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1199.4258829278,32544.9925829197
4220,OR3,OFFICE/RES,OFFICE,1844.20596081813,144903.944484154
4221,OR,OFFICE/RESIDENTIAL,OFFICE,1328.18276127158,95914.9257846662
4222,(R4),RES SINGLE FAMILY OVERLAY,RESIDENTIAL,6470.98173564006,1391310.52735017
4223,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1059.50803048194,65608.1707333327
4224,R7,RES MULTI-FAMILY,RESIDENTIAL,6067.96749295113,1340357.23095487
4225,R7,RES MULTI-FAMILY,RESIDENTIAL,3478.96497710048,458554.437794941
4226,R7,RES MULTI-FAMILY,RESIDENTIAL,1186.80096831936,53524.2858142579
4227,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,948.119823017892,55858.4587526654
4228,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3262.03073800641,278530.247829658
4229,R6,RES MULTI-FAMILY,RESIDENTIAL,437.04284815556,9069.00662453407
4230,R6,RES MULTI-FAMILY,RESIDENTIAL,14869.8819399932,3557003.78486931
4231,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,797.256664345871,29167.8301699445
4232,R7,RES MULTI-FAMILY,RESIDENTIAL,14215.100194608,2943299.27790315
4233,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3797.82912866762,592146.729856353
4234,OR3,OFFICE/RES,OFFICE,1205.99950795704,54049.849237485
4235,R5A,RES MULTI FAMILY,RESIDENTIAL,11913.0813635324,2848232.29467361
4236,R4,RES SINGLE FAMILY,RESIDENTIAL,8669.69587128701,2100954.96310633
4237,R5,RES SINGLE FAMILY,RESIDENTIAL,11848.7847527715,5149068.99707329
4238,R4,RES SINGLE FAMILY,RESIDENTIAL,2327.40729283425,127181.60091593
4239,R5A,RES MULTI FAMILY,RESIDENTIAL,1478.21592576201,105371.301433632
4240,R6,RES MULTI-FAMILY,RESIDENTIAL,18433.4231205196,6237388.82941196
4241,R1,RES SINGLE FAMILY,RESIDENTIAL,1724.81139430904,157630.256887688
4242,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1896.15946367973,166475.264880904
4243,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,7681.31714728241,1576673.70849185
4244,OR1,OFFICE/RES,OFFICE,770.902613494921,36985.3815897133
4245,R8A,RES MULTI-FAMILY,RESIDENTIAL,853.738709051474,35250.2428274904
4246,R6,RES MULTI-FAMILY,RESIDENTIAL,8022.6672022277,2224162.38093987
4247,R5A,RES MULTI FAMILY,RESIDENTIAL,6935.07388213776,1446925.62352844
4248,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,6313.14567626341,1858294.67822894
4249,R2A,RES SINGLE FAMILY,RESIDENTIAL,6361.70921441617,2012664.55879796
4250,EZ1,ENTERPRISE ZONE,COMMERCIAL-INDUSTRIAL,2403.14943913732,317691.67346441
4251,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,865.013002847992,34602.972684112
4252,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2124.86439841827,212775.534920989
4253,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,584.486207078347,19511.915986418
4254,R7,RES MULTI-FAMILY,RESIDENTIAL,1532.19827732802,73218.7273577935
4255,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1334.23064978824,93956.5397698662
4256,R5,RES SINGLE FAMILY,RESIDENTIAL,4154.6749643697,1022690.33172416
4257,EZ1,ENTERPRISE ZONE,COMMERCIAL-INDUSTRIAL,2102.11510921168,267114.298913997
4258,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1019.90623021881,54462.7801105899
4259,OR1,OFFICE/RES,OFFICE,1007.53409848293,62479.3231366261
4260,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3406.35803751642,450571.154597262
4261,R4,RES SINGLE FAMILY,RESIDENTIAL,2890.15916488771,276809.461448987
4262,M3,INDUSTRIAL,INDUSTRIAL,1725.95183461288,152632.428382091
4263,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3730.39904629905,429995.556634235
