OBJECTID,ZONING_CODE,ZONING_NAME,ZONING_TYPE,Shape_Length,Shape_Area
2286,R7,RES MULTI-FAMILY,RESIDENTIAL,2022.93727383375,158418.323853818
2287,R7,RES MULTI-FAMILY,RESIDENTIAL,7198.33556470491,1255898.31552709
2288,OR1,OFFICE/RES,OFFICE,1579.84478357283,69810.7474720849
2289,R4,RES SINGLE FAMILY,RESIDENTIAL,4077.6800428137,368834.502057001
2290,R7,RES MULTI-FAMILY,RESIDENTIAL,5605.29735589923,1086023.7578083
2291,R4,RES SINGLE FAMILY,RESIDENTIAL,468.45991403657,13293.0720501751
2292,R4,RES SINGLE FAMILY,RESIDENTIAL,3477.24541943016,281462.75642418
2293,R6,RES MULTI-FAMILY,RESIDENTIAL,1401.94924345215,109117.977755282
2294,R6,RES MULTI-FAMILY,RESIDENTIAL,5983.32967042608,1681469.32201343
2295,R1,RES SINGLE FAMILY,RESIDENTIAL,2994.99307782999,233298.338220763
2296,R5A,RES MULTI FAMILY,RESIDENTIAL,2351.18727377923,227091.333199432
2297,R5A,RES MULTI FAMILY,RESIDENTIAL,4001.96289036239,909535.138119818
2298,R6,RES MULTI-FAMILY,RESIDENTIAL,4861.46272231001,1003825.25115744
2299,R5A,RES MULTI FAMILY,RESIDENTIAL,3563.7248210951,453340.806683773
2300,R6,RES MULTI-FAMILY,RESIDENTIAL,3064.52893991036,466519.381439236
2301,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1965.39542117402,72022.6291063402
2302,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2747.90862591559,324729.622940083
2303,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,960.530237074912,29094.5189942194
2304,R6,RES MULTI-FAMILY,RESIDENTIAL,908.928717975104,36723.7964726491
2305,R5A,RES MULTI FAMILY,RESIDENTIAL,2463.08841377783,337023.649225292
2306,R7,RES MULTI-FAMILY,RESIDENTIAL,12158.3030844364,4687860.76810418
2307,R5A,RES MULTI FAMILY,RESIDENTIAL,525.1954064004,11142.5098053509
2308,R6,RES MULTI-FAMILY,RESIDENTIAL,5517.36661213156,1056190.44239521
2309,R5,RES SINGLE FAMILY,RESIDENTIAL,8483.81852723255,3521328.54050819
2310,R6,RES MULTI-FAMILY,RESIDENTIAL,1929.93229301369,122850.209148976
2311,R4,RES SINGLE FAMILY,RESIDENTIAL,1500.52755228244,116454.839687964
2312,R5,RES SINGLE FAMILY,RESIDENTIAL,2565.07438724967,403301.218975509
2313,OR1,OFFICE/RES,OFFICE,666.956003613728,16832.8860530526
2314,R5,RES SINGLE FAMILY,RESIDENTIAL,855.790160585285,24671.7081349445
2315,R5A,RES MULTI FAMILY,RESIDENTIAL,5414.86633951892,1328971.14330497
2316,R4,RES SINGLE FAMILY,RESIDENTIAL,43038.5524282721,13485384.8675522
2317,R4,RES SINGLE FAMILY,RESIDENTIAL,1503.48793008453,86695.4077380566
2318,R4,RES SINGLE FAMILY,RESIDENTIAL,515.338915320046,9451.1486737012
2319,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3447.92733257712,632569.004665167
2320,R4,RES SINGLE FAMILY,RESIDENTIAL,3124.1761871506,306311.150916691
2321,M3,INDUSTRIAL,INDUSTRIAL,973.718552870687,51229.3355565211
2322,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,558.185065518679,8483.46290489833
2323,CR,COMM RESIDENTIAL,COMMERCIAL-INDUSTRIAL,806.548100445098,17809.5315095261
2324,CR,COMM RESIDENTIAL,COMMERCIAL-INDUSTRIAL,652.849863585096,15639.243393907
2325,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,4008.09294579226,551882.253549205
2326,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,792.624851208099,37235.2169275956
2327,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,2464.27129980825,165752.209866697
2328,R6,RES MULTI-FAMILY,RESIDENTIAL,463.549457387205,6063.86307349137
2329,CR,COMM RESIDENTIAL,COMMERCIAL-INDUSTRIAL,517.769826741871,12230.9769686353
2330,OTF,OFFICE/TOURIST FACILITY,OFFICE,1452.66309258425,109082.667935042
2331,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,973.405154348588,59479.9486295191
2332,R6,RES MULTI-FAMILY,RESIDENTIAL,677.411393609112,26684.3972252371
2333,R6,RES MULTI-FAMILY,RESIDENTIAL,429.268982327109,5070.3298439784
2334,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1532.69343735342,138188.805518467
2335,CR,COMM RESIDENTIAL,COMMERCIAL-INDUSTRIAL,826.527890215557,16986.2080292508
2336,CR,COMM RESIDENTIAL,COMMERCIAL-INDUSTRIAL,1049.95526222146,36723.7494041888
2337,R7,RES MULTI-FAMILY,RESIDENTIAL,8784.24558813947,2085070.70126395
2338,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3697.40765528531,544257.309382604
2339,R6,RES MULTI-FAMILY,RESIDENTIAL,709.408609647733,24233.6112255243
2340,M2,INDUSTRIAL,INDUSTRIAL,1019.36378350267,53748.2683050468
2341,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,504.792146139264,14918.3583755497
2342,R5,RES SINGLE FAMILY,RESIDENTIAL,1532.48184200043,75837.3344369244
2343,CR,COMM RESIDENTIAL,COMMERCIAL-INDUSTRIAL,320.36294764324,5894.22031221961
2344,CR,COMM RESIDENTIAL,COMMERCIAL-INDUSTRIAL,2279.02946981219,144085.676477928
2345,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,282.482425184355,3758.61176086761
2346,R6,RES MULTI-FAMILY,RESIDENTIAL,4881.32356342734,393602.457873318
2347,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,1815.44263045261,151303.984765974
2348,R7,RES MULTI-FAMILY,RESIDENTIAL,1727.76932090508,138221.992737339
2349,R6,RES MULTI-FAMILY,RESIDENTIAL,5023.82634778294,1310581.43410769
2350,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,459.006497368356,13154.3687179385
2351,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,820.159345027921,16905.3592783965
2352,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,1941.09786941647,126809.530087285
2353,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,2582.90066955019,399295.759260169
2354,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,522.372280026967,14373.2289329848
2355,R1,RES SINGLE FAMILY,RESIDENTIAL,53117.3946071263,25294131.0751311
2356,M2,INDUSTRIAL,INDUSTRIAL,6194.32307904634,929831.984141748
2357,OR3,OFFICE/RES,OFFICE,14255.4186160064,2908957.64644887
2358,R4,RES SINGLE FAMILY,RESIDENTIAL,126597.056096316,82622818.0545788
2359,R7,RES MULTI-FAMILY,RESIDENTIAL,791.325002811129,37482.0324546824
2360,R5,RES SINGLE FAMILY,RESIDENTIAL,4307.79014202533,1032148.49140739
2361,R7,RES MULTI-FAMILY,RESIDENTIAL,765.259661773478,27347.1345874878
2362,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,327.872032409078,6594.52319868289
2363,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,805.156118474716,38547.754692745
2364,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,393.30203437824,9347.20261193042
2365,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,478.082581747967,10967.8809649279
2366,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,4147.1252828058,481673.778703865
2367,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1203.64315215033,85446.1730027238
2368,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,680.511665837129,24974.1898273396
2369,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1313.56048335543,49766.3735112535
2370,EZ1,ENTERPRISE ZONE,COMMERCIAL-INDUSTRIAL,4105.42516684917,851941.202242772
2371,OTF,OFFICE/TOURIST FACILITY,OFFICE,1305.00655880593,77581.970743152
2372,OR2,OFFICE/RES,OFFICE,666.587577935846,27542.2745597831
2373,M2,INDUSTRIAL,INDUSTRIAL,682.432884290761,27681.8822383113
2374,R7,RES MULTI-FAMILY,RESIDENTIAL,351.402583127094,7663.87871698756
2375,R4,RES SINGLE FAMILY,RESIDENTIAL,1296.03174932515,107808.585735697
2376,R7,RES MULTI-FAMILY,RESIDENTIAL,1536.87120070213,111954.218450517
2377,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,1104.20023841494,60339.3013477127
2378,CR,COMM RESIDENTIAL,COMMERCIAL-INDUSTRIAL,397.493214860027,4732.79951029563
2379,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,1476.03352522492,119114.411825782
2380,R6,RES MULTI-FAMILY,RESIDENTIAL,3242.67270667787,495969.846208331
2381,R5,RES SINGLE FAMILY,RESIDENTIAL,2327.61207063652,222622.777666762
2382,R7,RES MULTI-FAMILY,RESIDENTIAL,4277.96475169034,625360.180168344
2383,R5,RES SINGLE FAMILY,RESIDENTIAL,9107.61692145877,3126884.65128577
2384,R5A,RES MULTI FAMILY,RESIDENTIAL,3767.00968037117,746798.082155336
2385,R5,RES SINGLE FAMILY,RESIDENTIAL,10253.8290825693,3588676.44684166
2386,R2,RES SINGLE FAMILY,RESIDENTIAL,1298.53105244947,45239.7134419758
2387,R5,RES SINGLE FAMILY,RESIDENTIAL,3047.16930813649,377984.865397146
2388,R5,RES SINGLE FAMILY,RESIDENTIAL,44829.7129494605,21793285.4797294
2389,R4,RES SINGLE FAMILY,RESIDENTIAL,474.681707351778,12500.8149804468
2390,R5,RES SINGLE FAMILY,RESIDENTIAL,2402.82863719708,207742.908388112
2391,OR1,OFFICE/RES,OFFICE,2367.23278546927,167360.484115219
2392,R4,RES SINGLE FAMILY,RESIDENTIAL,1386.91077039642,67855.1979565732
2393,R1,RES SINGLE FAMILY,RESIDENTIAL,65935.3029904992,22425955.3613459
2394,R1,RES SINGLE FAMILY,RESIDENTIAL,22356.3426230565,27184919.1764609
2395,R5,RES SINGLE FAMILY,RESIDENTIAL,3681.05432577185,436525.811487208
2396,R5,RES SINGLE FAMILY,RESIDENTIAL,6670.16032743359,2283463.02902631
2397,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,800.485161578542,39962.2826173694
2398,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2468.77363259663,361192.406045796
2399,R4,RES SINGLE FAMILY,RESIDENTIAL,1183.82160672868,29690.4264452904
2400,R6,RES MULTI-FAMILY,RESIDENTIAL,1807.45790767925,123489.054906705
2401,R4,RES SINGLE FAMILY,RESIDENTIAL,1228.41515475515,49566.9405663013
2402,OR3,OFFICE/RES,OFFICE,2073.98562144009,244227.98508025
2403,R6,RES MULTI-FAMILY,RESIDENTIAL,9527.83704498545,2716575.56276942
2404,R5,RES SINGLE FAMILY,RESIDENTIAL,2191.15732164081,297046.66566077
2405,R6,RES MULTI-FAMILY,RESIDENTIAL,1877.21201352077,166161.627857678
2406,R6,RES MULTI-FAMILY,RESIDENTIAL,2857.58971941367,526657.237584896
2407,R5,RES SINGLE FAMILY,RESIDENTIAL,4470.88505871908,1017455.44748025
2408,R7,RES MULTI-FAMILY,RESIDENTIAL,2932.07403618587,313424.941408592
2409,R7,RES MULTI-FAMILY,RESIDENTIAL,5023.52545412378,1307069.06881282
2410,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2806.60944279073,476543.217339962
2411,R6,RES MULTI-FAMILY,RESIDENTIAL,536.456615414302,16225.6479264402
2412,OR2,OFFICE/RES,OFFICE,1259.92215778741,83697.8757486595
2413,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,833.082220538084,22052.0653088061
2414,R7,RES MULTI-FAMILY,RESIDENTIAL,4569.175648594,657823.141467424
2415,OR3,OFFICE/RES,OFFICE,5225.4507277913,1020665.05166184
2416,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1188.34570995605,67724.9551896734
2417,R4,RES SINGLE FAMILY,RESIDENTIAL,1915.45487185532,166775.940234644
2418,OR1,OFFICE/RES,OFFICE,1420.92596274142,94142.1025659003
2419,R4,RES SINGLE FAMILY,RESIDENTIAL,2806.12713993258,397923.223812807
2420,R6,RES MULTI-FAMILY,RESIDENTIAL,5117.82367501289,933047.881864759
2421,R6,RES MULTI-FAMILY,RESIDENTIAL,2629.86304832832,207127.111664815
2422,R4,RES SINGLE FAMILY,RESIDENTIAL,4384.93238749952,548700.337035136
2423,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,6223.43837965544,934965.81781114
2424,R6,RES MULTI-FAMILY,RESIDENTIAL,2111.50961010167,193937.165200393
2425,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1039.39886207701,67281.7687817691
2426,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,4716.70841808154,953351.236688291
2427,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,582.766720320379,16837.0233275805
2428,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1095.10633447813,60624.7733545631
2429,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3943.34157181102,458251.588442385
2430,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1281.14893287744,69885.5558480897
2431,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1859.31825388545,139677.019497674
2432,R5A,RES MULTI FAMILY,RESIDENTIAL,738.12758174619,15708.8909202799
2433,R5A,RES MULTI FAMILY,RESIDENTIAL,1513.45683626529,116074.402578052
2434,R5A,RES MULTI FAMILY,RESIDENTIAL,1487.068214132,84685.3525639615
2435,R5A,RES MULTI FAMILY,RESIDENTIAL,764.881625076947,33338.0013521819
2436,R5A,RES MULTI FAMILY,RESIDENTIAL,1618.7965785279,105230.38865071
2437,R5A,RES MULTI FAMILY,RESIDENTIAL,2244.65189812207,261724.648829436
2438,RR,RURAL RESIDENTIAL,RESIDENTIAL,638.623336271452,18591.418949884
2439,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,17431.3889166556,3748887.68435827
2440,R5A,RES MULTI FAMILY,RESIDENTIAL,3680.4137599835,614624.271850976
2441,R5A,RES MULTI FAMILY,RESIDENTIAL,4080.60296062781,563090.427810302
2442,R5A,RES MULTI FAMILY,RESIDENTIAL,4446.44791878318,924345.333073923
2443,R5A,RES MULTI FAMILY,RESIDENTIAL,3681.39974099294,271760.552905359
2444,R4,RES SINGLE FAMILY,RESIDENTIAL,950.59967398291,36399.4943380751
2445,R5,RES SINGLE FAMILY,RESIDENTIAL,4395.36085491223,617069.379255263
2446,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,765.034499629058,35784.8480672947
2447,R6,RES MULTI-FAMILY,RESIDENTIAL,5376.53604582412,1078582.44411995
2448,R6,RES MULTI-FAMILY,RESIDENTIAL,3820.67281378307,617764.610375558
2449,OR,OFFICE/RES,OFFICE,1031.75089783518,64804.9194690698
2450,R5A,RES MULTI FAMILY,RESIDENTIAL,2805.20806441677,463382.532693971
2451,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3435.67073789384,208414.641026331
2452,R6,RES MULTI-FAMILY,RESIDENTIAL,2356.42505878808,306754.805015255
2453,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2714.30999127685,408010.589053883
2454,R4,RES SINGLE FAMILY,RESIDENTIAL,3898.09545985141,604578.851519176
2455,R6,RES MULTI-FAMILY,RESIDENTIAL,582.825539261492,19154.6559909404
2456,R6,RES MULTI-FAMILY,RESIDENTIAL,4369.95610654808,514260.076436474
2457,R7,RES MULTI-FAMILY,RESIDENTIAL,869.172918606153,45955.4833528907
2458,R6,RES MULTI-FAMILY,RESIDENTIAL,5317.166480926,558793.641996071
2459,R5A,RES MULTI FAMILY,RESIDENTIAL,2345.27099579065,226090.091497105
2460,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1111.81826077106,69682.3251654195
2461,R5A,RES MULTI FAMILY,RESIDENTIAL,1355.15506294601,95846.5721828408
2462,R4,RES SINGLE FAMILY,RESIDENTIAL,606.339470249317,19819.4497619159
2463,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,4082.85221345838,557663.954958955
2464,R6,RES MULTI-FAMILY,RESIDENTIAL,2323.70650695217,177587.6266499
2465,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1445.27962500533,130303.28345785
2466,M3,INDUSTRIAL,INDUSTRIAL,28705.5095517835,18515537.3769629
2467,R5,RES SINGLE FAMILY,RESIDENTIAL,4194.12907367743,441128.751108278
2468,R4,RES SINGLE FAMILY,RESIDENTIAL,7459.64909388993,3102627.93371235
2469,R4,RES SINGLE FAMILY,RESIDENTIAL,5002.51559255331,1025018.65729828
2470,M2,INDUSTRIAL,INDUSTRIAL,14642.6355779029,8926364.87717244
2471,M3,INDUSTRIAL,INDUSTRIAL,1677.00209624424,169852.816384469
2472,R4,RES SINGLE FAMILY,RESIDENTIAL,22159.7097932006,12342278.0356933
2473,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1623.68494713428,145966.235232145
2474,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1904.13334927496,180785.580297878
2475,R4,RES SINGLE FAMILY,RESIDENTIAL,5669.7680731673,1725698.82068658
2476,M3,INDUSTRIAL,INDUSTRIAL,6618.30667126177,2619779.13661868
2477,W3,WATERFRONT,SPECIAL,8133.45135133352,4034768.7358571
2478,R7,RES MULTI-FAMILY,RESIDENTIAL,2019.38078363984,246845.826398349
2479,OR3,OFFICE/RES,OFFICE,1763.17525821156,149425.482028502
2480,R5,RES SINGLE FAMILY,RESIDENTIAL,3627.8386815528,437062.423729979
2481,OR3,OFFICE/RES,OFFICE,3991.19614775386,552879.471160127
2482,R3,RES SINGLE FAMILY,RESIDENTIAL,20774.6613698078,8403583.6292117
2483,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,4661.8218790241,789830.760245354
2484,OR3,OFFICE/RES,OFFICE,3070.94496200005,534757.113510436
2485,R4,RES SINGLE FAMILY,RESIDENTIAL,2450.69276651536,139253.57814405
2486,R6,RES MULTI-FAMILY,RESIDENTIAL,13402.5791195223,2862277.91812846
2487,R1,RES SINGLE FAMILY,RESIDENTIAL,12363.5849473561,2360543.68272025
2488,R7,RES MULTI-FAMILY,RESIDENTIAL,2197.32318687943,192790.667178317
2489,R6,RES MULTI-FAMILY,RESIDENTIAL,1156.3217151406,76634.847567769
2490,R4,RES SINGLE FAMILY,RESIDENTIAL,12452.5050858681,3113304.87751041
2491,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,960.234909567561,55425.5185247121
2492,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,960.079970000993,42302.7307470557
2493,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1218.20454899194,74579.960413607
2494,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,343.542299120347,6385.12667917336
2495,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,468.673599064292,7289.21288989493
2496,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,962.728465293553,54925.4916335027
2497,R4,RES SINGLE FAMILY,RESIDENTIAL,8313.63887100975,2524106.66697332
2498,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,247.55180769215,2593.68896484375
2499,R7,RES MULTI-FAMILY,RESIDENTIAL,5607.25879532635,1410418.19061113
2500,R4,RES SINGLE FAMILY,RESIDENTIAL,3752.55936784736,867951.911086937
2501,R6,RES MULTI-FAMILY,RESIDENTIAL,2811.61941614986,459299.042479253
2502,OR3,OFFICE/RES,OFFICE,1409.08342369207,98534.1561057536
2503,R5,RES SINGLE FAMILY,RESIDENTIAL,9506.05831482673,2417486.4635782
2504,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,710.853087455011,30922.3544144571
2505,R4,RES SINGLE FAMILY,RESIDENTIAL,2159.42581495639,277458.687772726
2506,R7,RES MULTI-FAMILY,RESIDENTIAL,1056.89151312577,57428.5599015017
2507,R6,RES MULTI-FAMILY,RESIDENTIAL,9547.3620431036,2659854.97547817
2508,R3,RES SINGLE FAMILY,RESIDENTIAL,6259.82962675425,2433223.3343504
2509,R4,RES SINGLE FAMILY,RESIDENTIAL,547.584762282961,17704.0579441928
2510,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1688.35141582544,171022.068496225
2511,R4,RES SINGLE FAMILY,RESIDENTIAL,1348.03915720935,112932.391171974
2512,R7,RES MULTI-FAMILY,RESIDENTIAL,5151.65871834667,1042133.60864128
2513,R5,RES SINGLE FAMILY,RESIDENTIAL,6238.7111152059,1483669.50240561
2514,R5,RES SINGLE FAMILY,RESIDENTIAL,3737.76555656897,574422.833831362
2515,R5,RES SINGLE FAMILY,RESIDENTIAL,2852.70262307354,437746.258144325
2516,R1,RES SINGLE FAMILY,RESIDENTIAL,6874.75151837632,1855764.97921763
2517,OR3,OFFICE/RES,OFFICE,1761.68763560821,82714.6173899503
2518,R1,RES SINGLE FAMILY,RESIDENTIAL,7114.94119903666,2635377.49173936
2519,OR3,OFFICE/RES,OFFICE,4275.12067789712,1075872.54479903
2520,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2157.61525994528,161206.222867883
2521,OR3,OFFICE/RES,OFFICE,1792.1661206754,155991.033420851
2522,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1180.52509548421,67999.4263492704
2523,OR1,OFFICE/RES,OFFICE,1058.38839073894,57844.0883690915
2524,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1429.42523981283,85740.2642954214
2525,RR,RURAL RESIDENTIAL,RESIDENTIAL,3319.73398766447,585455.15160399
2526,R7,RES MULTI-FAMILY,RESIDENTIAL,1440.04552911975,89261.5736246875
2527,PVD,PLANNED VILLAGE DEV,SPECIAL,18820.088589059,19068082.8655859
2528,R1,RES SINGLE FAMILY,RESIDENTIAL,7235.46295173642,1719021.5191225
2529,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1148.81524841573,71965.8259452346
2530,R6,RES MULTI-FAMILY,RESIDENTIAL,1922.15533667203,152903.020924068
2531,OR3,OFFICE/RES,OFFICE,2831.6897446365,220889.600212629
2532,R1,RES SINGLE FAMILY,RESIDENTIAL,2361.80184078968,345160.788545923
2533,R7,RES MULTI-FAMILY,RESIDENTIAL,4193.93395600048,1204498.25875021
2534,R7,RES MULTI-FAMILY,RESIDENTIAL,2447.93363552572,178787.149173351
2535,OR3,OFFICE/RES,OFFICE,1568.92165670177,149961.549626515
2536,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,692.19237231752,18534.7050255962
2537,M2,INDUSTRIAL,INDUSTRIAL,1933.86106913193,88601.5815091164
2538,OR3,OFFICE/RES,OFFICE,1170.96087277755,68908.2493386183
2539,R7,RES MULTI-FAMILY,RESIDENTIAL,9253.81427132531,1818651.5002367
2540,(M2),INDUSTRIAL OVERLAY,INDUSTRIAL,733.123674687076,32191.2241113494
2541,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,599.550806191995,19634.8386738263
2542,R7,RES MULTI-FAMILY,RESIDENTIAL,577.529100221412,18793.1128917094
2543,R5,RES SINGLE FAMILY,RESIDENTIAL,10856.6685357676,5207623.98493261
2544,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,953.848326785103,27805.1227232143
2545,OR3,OFFICE/RES,OFFICE,422.695474167145,8107.35496800519
2546,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,826.271322676976,32330.3958090487
2547,R6,RES MULTI-FAMILY,RESIDENTIAL,1294.73742819418,75662.8349116034
2548,OR3,OFFICE/RES,OFFICE,1139.55393877154,56709.1058936309
2549,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,4202.65164009509,654353.866690135
2550,PRO,PLANNED RESEARCH/OFFICE,SPECIAL,13332.8521219882,9315580.32006807
2551,R7,RES MULTI-FAMILY,RESIDENTIAL,3177.90473222384,341412.396550228
2552,OR3,OFFICE/RES,OFFICE,1533.05596674712,123968.098584987
2553,R7,RES MULTI-FAMILY,RESIDENTIAL,2604.59154760445,363920.396058994
2554,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1378.09628264732,100624.958479849
2555,R6,RES MULTI-FAMILY,RESIDENTIAL,1094.30061712597,74207.711675751
2556,R4,RES SINGLE FAMILY,RESIDENTIAL,4394.61567068052,1071493.2782922
2557,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1365.37605008876,76857.9291344535
2558,R6,RES MULTI-FAMILY,RESIDENTIAL,2457.16371719849,218873.567958925
2559,R3,RES SINGLE FAMILY,RESIDENTIAL,1719.09903972704,185536.955215377
2560,R5,RES SINGLE FAMILY,RESIDENTIAL,1118.44283822178,71569.5583749751
2561,R3,RES SINGLE FAMILY,RESIDENTIAL,13888.0348183226,5980091.48969671
2562,R3,RES SINGLE FAMILY,RESIDENTIAL,3045.08381727741,493263.539532074
2563,EZ1,ENTERPRISE ZONE,COMMERCIAL-INDUSTRIAL,824.124849132778,39923.7782258765
2564,R7,RES MULTI-FAMILY,RESIDENTIAL,4607.64741571671,984410.044034938
2565,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,786.782925931057,21244.3736518743
2566,R7,RES MULTI-FAMILY,RESIDENTIAL,2752.21708525878,373719.378213491
2567,R5,RES SINGLE FAMILY,RESIDENTIAL,3888.767824135,931542.646048994
2568,R2,RES SINGLE FAMILY,RESIDENTIAL,18723.6350719093,13696727.9824906
2569,R4,RES SINGLE FAMILY,RESIDENTIAL,564.25686415068,19080.6963421923
2570,R6,RES MULTI-FAMILY,RESIDENTIAL,12465.8139554805,4396378.86999913
2571,R7,RES MULTI-FAMILY,RESIDENTIAL,2360.9411776005,127895.858149168
2572,R7,RES MULTI-FAMILY,RESIDENTIAL,573.325237678199,13745.133772458
2573,R6,RES MULTI-FAMILY,RESIDENTIAL,612.035861846152,20095.8895689176
2574,R4,RES SINGLE FAMILY,RESIDENTIAL,1746.73572924856,135424.641580385
2575,R6,RES MULTI-FAMILY,RESIDENTIAL,2413.93122947383,297440.368743406
2576,R3,RES SINGLE FAMILY,RESIDENTIAL,2883.53942437351,337079.120042973
2577,OR1,OFFICE/RES,OFFICE,1845.24333858131,98244.4927149375
2578,R7,RES MULTI-FAMILY,RESIDENTIAL,4105.65781622643,474974.388002267
2579,R6,RES MULTI-FAMILY,RESIDENTIAL,582.737964167564,13858.3616271232
2580,OR3,OFFICE/RES,OFFICE,2010.85478504516,162353.215089463
2581,OR2,OFFICE/RES,OFFICE,4482.62350654779,950034.506343973
2582,R4,RES SINGLE FAMILY,RESIDENTIAL,1262.76811305423,67326.7407232576
2583,R7,RES MULTI-FAMILY,RESIDENTIAL,6442.46343979442,1102081.67056062
2584,OR1,OFFICE/RES,OFFICE,746.152244900562,18260.9064676349
2585,R2,RES SINGLE FAMILY,RESIDENTIAL,4210.4607660784,599977.534487067
2586,R7,RES MULTI-FAMILY,RESIDENTIAL,1360.65695737162,112542.001431686
2587,R7,RES MULTI-FAMILY,RESIDENTIAL,1356.37792366809,37.8101513308511
2588,R8A,RES MULTI-FAMILY,RESIDENTIAL,1116.59110175683,74960.8021893878
2589,R6,RES MULTI-FAMILY,RESIDENTIAL,1215.54821354459,56666.72529216
2590,R6,RES MULTI-FAMILY,RESIDENTIAL,3058.35686820156,467827.60871313
2591,R6,RES MULTI-FAMILY,RESIDENTIAL,3884.23657304951,899414.3406239
2592,R6,RES MULTI-FAMILY,RESIDENTIAL,3129.44580010684,423367.553333196
2593,R2,RES SINGLE FAMILY,RESIDENTIAL,7257.56059005631,2702991.94619701
2594,R6,RES MULTI-FAMILY,RESIDENTIAL,702.026873140862,30637.6891417306
