X,Y,OBJECTID,DIRECTION_ANGLE,DIRECTION_TYPE,IN_CT,LBAS_NO,SBAS_NO,SUBREGION,RBAS_NO,REGIONAL,MBAS_NO,MAJOR
901425.988855392,905485.443928808,1127,195,Outlet Direction,Yes,4302-05,4302,Mad River,43,Farmington,4,Connecticut
903071.822177887,911193.777328387,1128,120,Outlet Direction,Yes,4302-11,4302,Mad River,43,Farmington,4,Connecticut
900384.32197547,901589.610513151,1129,345,Outlet Direction,Yes,4302-04,4302,Mad River,43,Farmington,4,Connecticut
902592.655485302,894506.277238891,1130,115,Outlet Direction,Yes,4302-15,4302,Mad River,43,Farmington,4,Connecticut
904217.655516133,891214.6105939,1131,140,Outlet Direction,Yes,4302-14,4302,Mad River,43,Farmington,4,Connecticut
910530.155686393,898006.277128637,1132,90,Outlet Direction,Yes,4302-16,4302,Mad River,43,Farmington,4,Connecticut
867785.171294644,865136.78020373,1133,230,Outlet Direction,Yes,6703-01,6703,West Branch Bantam River,67,Shepaug,6,Housatonic
984410.025314808,761906.240274146,1134,105,Outlet Direction,Yes,5205-02,5205,Sodom Brook,52,Quinnipiac,5,South Central Coast
979472.525347307,755927.073426723,1135,165,Outlet Direction,Yes,5205-03,5205,Sodom Brook,52,Quinnipiac,5,South Central Coast
863100.827316895,762161.284383476,1136,75,Outlet Direction,Yes,6805-03,6805,Hesseky Brook,68,Pomperaug,6,Housatonic
868788.327424809,758827.950827062,1137,125,Outlet Direction,Yes,6805-04,6805,Hesseky Brook,68,Pomperaug,6,Housatonic
867746.660544887,757411.284369066,1138,135,Outlet Direction,Yes,6805-02,6805,Hesseky Brook,68,Pomperaug,6,Housatonic
867225.827268973,751286.284479976,1139,135,Outlet Direction,Yes,6805-01,6805,Hesseky Brook,68,Pomperaug,6,Housatonic
870371.660544217,759119.61789465,1140,150,Outlet Direction,Yes,6805-05,6805,Hesseky Brook,68,Pomperaug,6,Housatonic
1145930.90765297,743305.46973297,1141,330,Outlet Direction,Yes,3906-01,3906,Gardner Brook,39,Yantic,3,Thames
1140597.57415955,748076.303367138,1142,50,Outlet Direction,Yes,3906-02,3906,Gardner Brook,39,Yantic,3,Thames
1142618.4077163,753222.136579394,1143,165,Outlet Direction,Yes,3906-03,3906,Gardner Brook,39,Yantic,3,Thames
1146576.74100697,752701.30330348,1144,330,Outlet Direction,Yes,3906-04,3906,Gardner Brook,39,Yantic,3,Thames
1193043.1592288,822593.628413558,1145,345,Outlet Direction,Yes,3805-11,3805,Little River,38,Shetucket,3,Thames
1190605.65918255,821822.795309559,1146,230,Outlet Direction,Yes,3805-10,3805,Little River,38,Shetucket,3,Thames
1189855.65937021,810801.962036312,1147,135,Outlet Direction,Yes,3805-12,3805,Little River,38,Shetucket,3,Thames
1194897.32579605,809781.128448054,1148,180,Outlet Direction,Yes,3805-14,3805,Little River,38,Shetucket,3,Thames
1191501.49269272,808364.461990058,1149,315,Outlet Direction,Yes,3805-13,3805,Little River,38,Shetucket,3,Thames
1188813.99249031,805468.6285429,1150,130,Outlet Direction,Yes,3805-15,3805,Little River,38,Shetucket,3,Thames
1191230.65924489,800426.961788982,1151,255,Outlet Direction,Yes,3805-16,3805,Little River,38,Shetucket,3,Thames
1196959.82593614,793760.295332313,1152,170,Outlet Direction,Yes,3805-20,3805,Little River,38,Shetucket,3,Thames
1188543.15937056,791447.795364141,1153,135,Outlet Direction,Yes,3805-17,3805,Little River,38,Shetucket,3,Thames
1192793.15907264,789531.128593817,1154,185,Outlet Direction,Yes,3805-18,3805,Little River,38,Shetucket,3,Thames
1195022.32587413,788489.462041974,1155,205,Outlet Direction,Yes,3805-19,3805,Little River,38,Shetucket,3,Thames
1197043.1591028,786718.628641397,1156,215,Outlet Direction,Yes,3805-22,3805,Little River,38,Shetucket,3,Thames
1195897.32576455,784364.461761817,1157,235,Outlet Direction,Yes,3805-21,3805,Little River,38,Shetucket,3,Thames
1259764.89651997,863015.593173146,1158,70,Outlet Direction,Yes,3501-01,3501,Quanduck Brook,35,Moosup,3,Thames
1258181.56340055,854848.926763728,1159,115,Outlet Direction,Yes,3501-02,3501,Quanduck Brook,35,Moosup,3,Thames
1260306.56341563,852578.093378887,1160,240,Outlet Direction,Yes,3501-03,3501,Quanduck Brook,35,Moosup,3,Thames
1260681.5633218,849244.759822473,1161,235,Outlet Direction,Yes,3501-04,3501,Quanduck Brook,35,Moosup,3,Thames
1258639.89680147,840411.426767394,1162,55,Outlet Direction,Yes,3501-07,3501,Quanduck Brook,35,Moosup,3,Thames
1259098.2298743,842890.593396977,1163,121,Outlet Direction,Yes,3501-06,3501,Quanduck Brook,35,Moosup,3,Thames
1262014.89661314,845328.093115136,1164,285,Outlet Direction,No,3501-05,3501,Quanduck Brook,35,Moosup,3,Thames
1255994.06318238,824578.09327665,1165,340,Outlet Direction,Yes,3501-08,3501,Quanduck Brook,35,Moosup,3,Thames
1250577.3965223,826119.759812728,1166,190,Outlet Direction,Yes,3501-09,3501,Quanduck Brook,35,Moosup,3,Thames
1248452.3968353,825890.593276307,1167,180,Outlet Direction,Yes,3501-10,3501,Quanduck Brook,35,Moosup,3,Thames
1093925.94309355,842292.080158308,1168,195,Outlet Direction,Yes,3108-03,3108,Hop River,31,Willimantic,3,Thames
1091175.94301614,845292.080391899,1169,195,Outlet Direction,Yes,3108-02,3108,Hop River,31,Willimantic,3,Thames
1090134.27613622,843458.746788234,1170,30,Outlet Direction,Yes,3108-01,3108,Hop River,31,Willimantic,3,Thames
1096384.27643147,836604.580378473,1171,135,Outlet Direction,Yes,3108-04,3108,Hop River,31,Willimantic,3,Thames
1097842.60980089,834812.913686231,1172,110,Outlet Direction,Yes,3108-05,3108,Hop River,31,Willimantic,3,Thames
1101738.44288847,832375.413639978,1173,190,Outlet Direction,Yes,3108-06,3108,Hop River,31,Willimantic,3,Thames
1104092.60976805,829208.747073054,1174,355,Outlet Direction,Yes,3108-07,3108,Hop River,31,Willimantic,3,Thames
1112863.44294813,830854.580395564,1175,150,Outlet Direction,Yes,3108-11,3108,Hop River,31,Willimantic,3,Thames
1116884.27644189,829396.247026145,1176,195,Outlet Direction,Yes,3108-12,3108,Hop River,31,Willimantic,3,Thames
1118530.10976438,828271.246979564,1177,220,Outlet Direction,Yes,3108-14,3108,Hop River,31,Willimantic,3,Thames
1117071.77639498,826958.746979892,1178,55,Outlet Direction,Yes,3108-13,3108,Hop River,31,Willimantic,3,Thames
1107238.44304331,826750.413735136,1179,45,Outlet Direction,Yes,3108-08,3108,Hop River,31,Willimantic,3,Thames
1108530.1097513,820250.413611814,1180,315,Outlet Direction,Yes,3108-10,3108,Hop River,31,Willimantic,3,Thames
1105509.27622606,819437.913596392,1181,80,Outlet Direction,Yes,3108-09,3108,Hop River,31,Willimantic,3,Thames
1127592.60968398,826292.080334231,1182,205,Outlet Direction,Yes,3108-15,3108,Hop River,31,Willimantic,3,Thames
1127071.77640806,823375.413595393,1183,40,Outlet Direction,Yes,3108-16,3108,Hop River,31,Willimantic,3,Thames
908973.188655972,856911.712336317,1184,180,Outlet Direction,Yes,6908-02,6908,Leadmine Brook,69,Naugatuck,6,Housatonic
914577.355269134,846495.045833722,1185,260,Outlet Direction,Yes,6908-03,6908,Leadmine Brook,69,Naugatuck,6,Housatonic
