Votes,Prec. Count,Party,Dist. Type,Dist. Code,Contest Name,Cand. Num,Cand. Name,Vote For,Ref
0,1,REP,,,County Committeewoman THORNBURG  (Prec-1196),2,WRITE-IN,1,
22,1,REP,,,County Committeewoman PENNSBURY VILL  (Prec-1197),1,Brenda L. George,1,
0,1,REP,,,County Committeewoman PENNSBURY VILL  (Prec-1197),2,WRITE-IN,1,
130,1,REP,,,County Committeewoman UP ST CLAIR WARD 1 DIST 2  (Prec-1,1,Diane Williams Morris,1,
2,1,REP,,,County Committeewoman UP ST CLAIR WARD 1 DIST 2  (Prec-1,2,WRITE-IN,1,
104,1,REP,,,County Committeewoman UP ST CLAIR WARD 1 DIST 3  (Prec-1,1,Barbara Lloyd,1,
0,1,REP,,,County Committeewoman UP ST CLAIR WARD 1 DIST 3  (Prec-1,2,WRITE-IN,1,
80,1,REP,,,County Committeewoman UP ST CLAIR WARD 1 DIST 4  (Prec-1,1,Michele J. Kneale,1,
1,1,REP,,,County Committeewoman UP ST CLAIR WARD 1 DIST 4  (Prec-1,2,WRITE-IN,1,
69,1,REP,,,County Committeewoman UP ST CLAIR WARD 2 DIST 1  (Prec-1,1,Pamela L. Enck,1,
0,1,REP,,,County Committeewoman UP ST CLAIR WARD 2 DIST 1  (Prec-1,2,WRITE-IN,1,
99,1,REP,,,County Committeewoman UP ST CLAIR WARD 2 DIST 2  (Prec-1,1,Virginia B. Macaul,1,
0,1,REP,,,County Committeewoman UP ST CLAIR WARD 2 DIST 2  (Prec-1,2,WRITE-IN,1,
58,1,REP,,,County Committeewoman UP ST CLAIR WARD 2 DIST 3  (Prec-1,1,Judy Brown,1,
1,1,REP,,,County Committeewoman UP ST CLAIR WARD 2 DIST 3  (Prec-1,2,WRITE-IN,1,
63,1,REP,,,County Committeewoman UP ST CLAIR WARD 2 DIST 4  (Prec-1,1,Kristin K. Diehl,1,
0,1,REP,,,County Committeewoman UP ST CLAIR WARD 2 DIST 4  (Prec-1,2,WRITE-IN,1,
119,1,REP,,,County Committeewoman UP ST CLAIR WARD 3 DIST 1  (Prec-1,1,Ann M. Shuman,1,
0,1,REP,,,County Committeewoman UP ST CLAIR WARD 3 DIST 1  (Prec-1,2,WRITE-IN,1,
79,1,REP,,,County Committeewoman UP ST CLAIR WARD 3 DIST 2  (Prec-1,1,Randi Fowler Bick,1,
1,1,REP,,,County Committeewoman UP ST CLAIR WARD 3 DIST 2  (Prec-1,2,WRITE-IN,1,
120,1,REP,,,County Committeewoman UP ST CLAIR WARD 4 DIST 1  (Prec-1,1,Arlene M. O'Connell,1,
0,1,REP,,,County Committeewoman UP ST CLAIR WARD 4 DIST 1  (Prec-1,2,WRITE-IN,1,
74,1,REP,,,County Committeewoman UP ST CLAIR WARD 4 DIST 3  (Prec-1,1,Vidya Craig,1,
0,1,REP,,,County Committeewoman UP ST CLAIR WARD 4 DIST 3  (Prec-1,2,WRITE-IN,1,
142,1,REP,,,County Committeewoman UP ST CLAIR WARD 4 DIST 4  (Prec-1,1,Elizabeth Walsh,1,
0,1,REP,,,County Committeewoman UP ST CLAIR WARD 4 DIST 4  (Prec-1,2,WRITE-IN,1,
151,1,REP,,,County Committeewoman UP ST CLAIR WARD 5 DIST 1  (Prec-1,1,Marcia Olds,1,
1,1,REP,,,County Committeewoman UP ST CLAIR WARD 5 DIST 1  (Prec-1,2,WRITE-IN,1,
70,1,REP,,,County Committeewoman UP ST CLAIR WARD 5 DIST 2  (Prec-1,1,Kelly P. Hanna,1,
4,1,REP,,,County Committeewoman UP ST CLAIR WARD 5 DIST 2  (Prec-1,2,WRITE-IN,1,
92,1,REP,,,County Committeewoman UP ST CLAIR WARD 5 DIST 3  (Prec-1,1,Karen Gallimore,1,
0,1,REP,,,County Committeewoman UP ST CLAIR WARD 5 DIST 3  (Prec-1,2,WRITE-IN,1,
51,1,REP,,,County Committeewoman WEST DEER DIST 2  (Prec-1230),1,Roberta May Spichty,1,
0,1,REP,,,County Committeewoman WEST DEER DIST 2  (Prec-1230),2,WRITE-IN,1,
34,1,REP,,,County Committeewoman WEST VIEW DIST 4  (Prec-1265),1,Tammy Drumheller,1,
1,1,REP,,,County Committeewoman WEST VIEW DIST 4  (Prec-1265),2,WRITE-IN,1,
44,1,REP,,,County Committeewoman WEST VIEW DIST 6  (Prec-1267),1,Mary Beth Marsh,1,
0,1,REP,,,County Committeewoman WEST VIEW DIST 6  (Prec-1267),2,WRITE-IN,1,
36,1,REP,,,County Committeewoman WEST VIEW DIST 7  (Prec-1268),1,Alison Kilmartin,1,
0,1,REP,,,County Committeewoman WEST VIEW DIST 7  (Prec-1268),2,WRITE-IN,1,
97,1,REP,,,County Committeewoman WHITEHALL DIST 15  (Prec-1285),1,Joan M. Sakmar,1,
1,1,REP,,,County Committeewoman WHITEHALL DIST 15  (Prec-1285),2,WRITE-IN,1,
17,1,REP,,,County Committeewoman WILKINSBURG WARD 3 DIST 2  (Prec-1,1,Marion E. Wilkins,1,
0,1,REP,,,County Committeewoman WILKINSBURG WARD 3 DIST 2  (Prec-1,2,WRITE-IN,1,
43,1,REP,,,County Committeewoman WHITEHALL DIST 1,1,Marilyn M. Pfaff,1,
0,1,REP,,,County Committeewoman WHITEHALL DIST 1,2,WRITE-IN,1,
2111,1163,REP,,,County Committeewoman,1,WRITE-IN,1,
83113,1319,DEM,,,President of the United States,1,Barack Obama,1,
4807,1319,DEM,,,President of the United States,2,WRITE-IN,1,
27964,1319,DEM,,,United States Senator,1,Joseph John Vodvarka,1,
71124,1319,DEM,,,United States Senator,2,"Bob Casey, Jr.",1,
537,1319,DEM,,,United States Senator,3,WRITE-IN,1,
50836,1319,DEM,,,Attorney General,1,Kathleen G. Kane,1,
48214,1319,DEM,,,Attorney General,2,Patrick Murphy,1,
341,1319,DEM,,,Attorney General,3,WRITE-IN,1,
84982,1319,DEM,,,Auditor General,1,Eugene A. DePasquale,1,
670,1319,DEM,,,Auditor General,2,WRITE-IN,1,
79625,1319,DEM,,,State Treasurer,1,Robert M. McCord,1,
520,1319,DEM,,,State Treasurer,2,WRITE-IN,1,
5813,222,DEM,,,Representative in Congress 12TH DISTRICT,1,Mark S. Critz,1,
12969,222,DEM,,,Representative in Congress 12TH DISTRICT,2,Jason Altmire,1,
63,222,DEM,,,Representative in Congress 12TH DISTRICT,3,WRITE-IN,1,
12081,847,DEM,,,Representative in Congress 14TH DISTRICT,1,Janis C. Brooks,1,
49456,847,DEM,,,Representative in Congress 14TH DISTRICT,2,Mike Doyle,1,
149,847,DEM,,,Representative in Congress 14TH DISTRICT,3,WRITE-IN,1,
16083,251,DEM,,,Representative in Congress 18TH DISTRICT,1,Larry Maggi,1,
217,251,DEM,,,Representative in Congress 18TH DISTRICT,2,WRITE-IN,1,
2756,204,DEM,,,Senator in the General Assembly 37TH DISTRICT,1,WRITE-IN,1,
19200,262,DEM,,,Senator in the General Assembly 43RD DISTRICT,1,"Jay Costa, Jr.",1,
102,262,DEM,,,Senator in the General Assembly 43RD DISTRICT,2,WRITE-IN,1,
13069,203,DEM,,,Senator in the General Assembly 45TH DISTRICT,1,James R. Brewster,1,
79,203,DEM,,,Senator in the General Assembly 45TH DISTRICT,2,WRITE-IN,1,
121,2,DEM,,,Senator in the General Assembly 47TH DISTRICT,1,Kimberly Pazzanita Villella,1,
0,2,DEM,,,Senator in the General Assembly 47TH DISTRICT,2,WRITE-IN,1,
1397,20,DEM,,,Representative in the General Assembly 16TH DISTRICT,1,Robert F. Matzie,1,
18,20,DEM,,,Representative in the General Assembly 16TH DISTRICT,2,WRITE-IN,1,
3870,78,DEM,,,Representative in the General Assembly 19TH DISTRICT,1,Jake Wheatley,1,
42,78,DEM,,,Representative in the General Assembly 19TH DISTRICT,2,WRITE-IN,1,
2124,70,DEM,,,Representative in the General Assembly 20TH DISTRICT,1,Mark Purcell,1,
468,70,DEM,,,Representative in the General Assembly 20TH DISTRICT,2,David I. Schuilenburg,1,
3332,70,DEM,,,Representative in the General Assembly 20TH DISTRICT,3,Adam J. Ravenstahl,1,
29,70,DEM,,,Representative in the General Assembly 20TH DISTRICT,4,WRITE-IN,1,
4424,70,DEM,,,Representative in the General Assembly 21ST DISTRICT,1,Dominic James Costa,1,
47,70,DEM,,,Representative in the General Assembly 21ST DISTRICT,2,WRITE-IN,1,
510,73,DEM,,,Representative in the General Assembly 22ND DISTRICT,1,Shawn T. Lunny,1,
2944,73,DEM,,,Representative in the General Assembly 22ND DISTRICT,2,Erin C. Molchany,1,
2188,73,DEM,,,Representative in the General Assembly 22ND DISTRICT,3,Martin Michael Schmotzer,1,
70,73,DEM,,,Representative in the General Assembly 22ND DISTRICT,4,WRITE-IN,1,
5285,65,DEM,,,Representative in the General Assembly 23RD DISTRICT,1,Dan B. Frankel,1,
28,65,DEM,,,Representative in the General Assembly 23RD DISTRICT,2,WRITE-IN,1,
2442,77,DEM,,,Representative in the General Assembly 24TH DISTRICT,1,"Joseph Preston, Jr.",1,
4687,77,DEM,,,Representative in the General Assembly 24TH DISTRICT,2,Ed Gainey,1,
29,77,DEM,,,Representative in the General Assembly 24TH DISTRICT,3,WRITE-IN,1,
3645,46,DEM,,,Representative in the General Assembly 25TH DISTRICT,1,Joseph Markosek,1,
35,46,DEM,,,Representative in the General Assembly 25TH DISTRICT,2,WRITE-IN,1,
4299,64,DEM,,,Representative in the General Assembly 27TH DISTRICT,1,"Daniel J. Deasy, Jr.",1,
32,64,DEM,,,Representative in the General Assembly 27TH DISTRICT,2,WRITE-IN,1,
354,50,DEM,,,Representative in the General Assembly 28TH DISTRICT,1,WRITE-IN,1,
4306,61,DEM,,,Representative in the General Assembly 30TH DISTRICT,1,David T. Tusick,1,
40,61,DEM,,,Representative in the General Assembly 30TH DISTRICT,2,WRITE-IN,1,
4452,61,DEM,,,Representative in the General Assembly 32ND DISTRICT,1,Anthony M. DeLuca,1,
69,61,DEM,,,Representative in the General Assembly 32ND DISTRICT,2,WRITE-IN,1,
4158,54,DEM,,,Representative in the General Assembly 33RD DISTRICT,1,Frank Dermody,1,
39,54,DEM,,,Representative in the General Assembly 33RD DISTRICT,2,WRITE-IN,1,
4911,68,DEM,,,Representative in the General Assembly 34TH DISTRICT,1,Paul Costa,1,
41,68,DEM,,,Representative in the General Assembly 34TH DISTRICT,2,WRITE-IN,1,
4278,74,DEM,,,Representative in the General Assembly 35TH DISTRICT,1,Marc J. Gergely,1,
35,74,DEM,,,Representative in the General Assembly 35TH DISTRICT,2,WRITE-IN,1,
4371,67,DEM,,,Representative in the General Assembly 36TH DISTRICT,1,Harry Readshaw,1,
31,67,DEM,,,Representative in the General Assembly 36TH DISTRICT,2,WRITE-IN,1,
4825,64,DEM,,,Representative in the General Assembly 38TH DISTRICT,1,Bill Kortz,1,
37,64,DEM,,,Representative in the General Assembly 38TH DISTRICT,2,WRITE-IN,1,
3208,48,DEM,,,Representative in the General Assembly 39TH DISTRICT,1,Dave Levdansky,1,
1592,48,DEM,,,Representative in the General Assembly 39TH DISTRICT,2,"Robert E. Rhoderick, Jr.",1,
49,48,DEM,,,Representative in the General Assembly 39TH DISTRICT,3,WRITE-IN,1,
119,37,DEM,,,Representative in the General Assembly 40TH DISTRICT,1,WRITE-IN,1,
4733,66,DEM,,,Representative in the General Assembly 42ND DISTRICT,1,Matt Smith,1,
20,66,DEM,,,Representative in the General Assembly 42ND DISTRICT,2,WRITE-IN,1,
3149,42,DEM,,,Representative in the General Assembly 44TH DISTRICT,1,Mark Scappe,1,
83,42,DEM,,,Representative in the General Assembly 44TH DISTRICT,2,WRITE-IN,1,
4188,64,DEM,,,Representative in the General Assembly 45TH DISTRICT,1,Nick M. Kotik,1,
963,64,DEM,,,Representative in the General Assembly 45TH DISTRICT,2,Maribeth L. Taylor,1,
17,64,DEM,,,Representative in the General Assembly 45TH DISTRICT,3,WRITE-IN,1,
273,5,DEM,,,Representative in the General Assembly 46TH DISTRICT,1,Jesse J. White,1,
1,5,DEM,,,Representative in the General Assembly 46TH DISTRICT,2,WRITE-IN,1,
12220,222,DEM,,,Delegate to the National Convention 12TH DISTRICT,1,Dwan Ben Gerald Walker (M),8,
12664,222,DEM,,,Delegate to the National Convention 12TH DISTRICT,2,Nina Esposito-Visgitis (F),8,
13233,222,DEM,,,Delegate to the National Convention 12TH DISTRICT,3,Lisa M. Giorgetti (F),8,
12083,222,DEM,,,Delegate to the National Convention 12TH DISTRICT,4,"Bernard E. Tench, Jr. (M)",8,
12435,222,DEM,,,Delegate to the National Convention 12TH DISTRICT,5,Ernest J. Esposito (M),8,
13062,222,DEM,,,Delegate to the National Convention 12TH DISTRICT,6,Emily D. Craig (F),8,
12349,222,DEM,,,Delegate to the National Convention 12TH DISTRICT,7,Joe Spanik (M),8,
12824,222,DEM,,,Delegate to the National Convention 12TH DISTRICT,8,Valerie J. Yockey (F),8,
623,222,DEM,,,Delegate to the National Convention 12TH DISTRICT,9,WRITE-IN,8,
43135,847,DEM,,,Delegate to the National Convention 14TH DISTRICT,1,Sylvia C. Wilson (F),11,
43228,847,DEM,,,Delegate to the National Convention 14TH DISTRICT,2,Debra R. Frankel (F),11,
41793,847,DEM,,,Delegate to the National Convention 14TH DISTRICT,3,Sabrina S. Saunders (F),11,
37849,847,DEM,,,Delegate to the National Convention 14TH DISTRICT,4,Clayton Wukich (M),11,
44089,847,DEM,,,Delegate to the National Convention 14TH DISTRICT,5,Wayne D. Fontana (M),11,
39043,847,DEM,,,Delegate to the National Convention 14TH DISTRICT,6,"Gary A. Van Horn, Jr. (M)",11,
39371,847,DEM,,,Delegate to the National Convention 14TH DISTRICT,7,Clifford B. Levine (M),11,
37926,847,DEM,,,Delegate to the National Convention 14TH DISTRICT,8,Demeshia Seals (F),11,
41837,847,DEM,,,Delegate to the National Convention 14TH DISTRICT,9,Ricky V. Burgess (M),11,
42510,847,DEM,,,Delegate to the National Convention 14TH DISTRICT,10,Jill M. Lamb (F),11,
42208,847,DEM,,,Delegate to the National Convention 14TH DISTRICT,11,Karen V. Abrams (F),11,
2028,847,DEM,,,Delegate to the National Convention 14TH DISTRICT,12,WRITE-IN,11,
14260,251,DEM,,,Delegate to the National Convention 18TH DISTRICT,1,Michael J. Crossey (M),8,
14393,251,DEM,,,Delegate to the National Convention 18TH DISTRICT,2,Nancy P. Mills (F),8,
13284,251,DEM,,,Delegate to the National Convention 18TH DISTRICT,3,Kenneth B. Burkley (M),8,
14515,251,DEM,,,Delegate to the National Convention 18TH DISTRICT,4,Matt Smith (M),8,
13359,251,DEM,,,Delegate to the National Convention 18TH DISTRICT,5,Michael R. Dunleavy (M),8,
14099,251,DEM,,,Delegate to the National Convention 18TH DISTRICT,6,Bonnie W. VanKirk (F),8,
12923,251,DEM,,,Delegate to the National Convention 18TH DISTRICT,7,Shemariah Emery Waggoner (F),8,
13722,251,DEM,,,Delegate to the National Convention 18TH DISTRICT,8,Alexandra Elizabeth Cabonor (F),8,
614,251,DEM,,,Delegate to the National Convention 18TH DISTRICT,9,WRITE-IN,8,
12935,222,DEM,,,Alternate Delegate to the Natl Conv 12TH DISTRICT,1,Jennifer Buchanan Rapach (F),1,
155,222,DEM,,,Alternate Delegate to the Natl Conv 12TH DISTRICT,2,WRITE-IN,1,
35909,847,DEM,,,Alternate Delegate to the Natl Conv 14TH DISTRICT,1,Richard W. Taylor (M),1,
337,847,DEM,,,Alternate Delegate to the Natl Conv 14TH DISTRICT,2,WRITE-IN,1,
13629,251,DEM,,,Alternate Delegate to the Natl Conv 18TH DISTRICT,1,Kimberly M. Datz (F),1,
126,251,DEM,,,Alternate Delegate to the Natl Conv 18TH DISTRICT,2,WRITE-IN,1,
2969,73,,LEG,22.0,Representative in the General Assembly 22ND DISTRICT,1,Chris Cratsley,1,
4248,73,,LEG,22.0,Representative in the General Assembly 22ND DISTRICT,2,Martin Michael Schmotzer,1,
421,73,,LEG,22.0,Representative in the General Assembly 22ND DISTRICT,3,WRITE-IN,1,
