X,Y,OBJECTID,TNF_LS_NO,SLIDE_NO,INVENTORY,CONFID_DAT,YR_INT_TYP,YR_OCCURANCE,LATEST_YEAR_NOTSEEN,FIRST_YEAR_SEEN,TREATMENT,RD_RELATED,STRM_IMPAC,PRED_COVER,COVER_SPP,COVER_PERCENT,FAIL_TYPE,VEG_CLASS,EXAMINER,SLOPE_PER,SLOPE_SHA,BDRK_F_ZON,PM_F_ZONE,LANDSLIDE_NAME,LANDWEHR_N,GROUPED_SL,RECURRANCE,NUMBER_
-135.88694998,57.607282216,46089,12439,S1733,T16,E00002014,2015F,2014,1997.0,2015,N,N,Y,BARE,,0,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-136.01650354,57.644168314,46090,12440,S1734,T16,K18082015,2015F,2015,1997.0,2015,N,N,Y,BARE,,0,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-134.850669092,57.339500559,46091,12502,S1603,T16,E00002004,2010P,2004,1997.0,2010,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-134.852317485,57.339671307,46092,12503,S1604,T16,E00002004,2010P,2004,1997.0,2010,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-135.645560419,57.71537041,46093,12565,S1608,T16,E00002004,2010P,2004,1997.0,2010,N,N,Y,BARE,,0,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-135.844145786,57.401947783,46094,12566,S1736,T16,E09002014,2015F,2015,1997.0,2015,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-135.846065486,57.398403627,46095,12567,S1737,T16,K08182015,2015F,2015,1997.0,2015,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-135.81080723,57.472509347,46096,12568,S1738,T16,K08182015,2015F,2015,2010.0,2015,N,N,Y,BARE,,0,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-135.831115946,57.497637397,46097,12569,S1739,T16,K08182015,2015F,2015,2010.0,2015,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-135.861086944,57.495484517,46098,12570,S1740,T16,K08182015,2015F,2015,1997.0,2015,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-135.889396121,57.498831141,46099,12571,S1741,T16,K08182015,2015F,2015,1997.0,2015,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-135.83525354,57.513423204,46100,12572,S1742,T16,K08182015,2015F,2015,2010.0,2015,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-135.824917956,57.536245385,46101,12573,S1743,T16,K08182015,2015F,2015,2010.0,2015,N,N,Y,BARE,,0,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-135.949464829,57.526213932,46102,12574,S1744,T16,E00002014,2015F,2014,2010.0,2015,N,N,Y,BARE,,0,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-135.954732825,57.54948412,46103,12575,S1745,T16,K08182015,2015F,2015,2010.0,2015,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-136.060680089,57.670640405,46104,12576,S1746,T16,K18082015,2015F,2015,1997.0,2015,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-135.900670692,57.656456896,46105,12577,S1747,T16,K08182015,2015F,2015,1997.0,2015,N,N,Y,BARE,,0,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-135.831223759,57.74697669,46106,12578,S1748,T16,E00002004,2007P,2004,1997.0,2007,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-135.405063156,57.181248104,46107,12579,S1749,T16,E00001962,2015F,1962,1948.0,1976,N,N,N,BARE,ALRU2,25,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-135.246981017,57.05286276,46108,12580,S1750,T16,E00001987,2015F,1987,1976.0,1997,N,N,N,BATR,PISI,100,SOAR-DEAV-FLOW,CO,JACQUIE Foss,,,,,,,,,
-135.484734261,57.281580489,46109,12593,S1751,T16,E00002004,2008P,2004,1997.0,2008,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-135.949798249,57.492183794,46110,12594,S1752,T16,E00002012,2014P,2012,1997.0,2014,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-135.909386984,57.449822888,46111,12595,S1753,T16,E00002012,2014P,2012,2010.0,2014,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-135.861617211,57.466498666,46112,12596,S1754,T16,E00002012,2014P,2012,2010.0,2014,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-135.856015871,57.481862044,46113,12597,S1755,T16,E00002012,2014P,2012,2010.0,2014,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-135.912680231,57.533078078,46114,12598,S1756,T16,E00002012,2014P,2012,2010.0,2014,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-135.79602174,57.39123813,46115,12599,S1757,T16,K08182015,2015P,2015,2014.0,2015,N,N,Y,BARE,,0,TRZO-DEFL-FLOW,UN,JACQUIE Foss,,,,,,,,,
-135.765060735,57.389743929,46116,12600,S1758,T16,K08182015,2015P,2015,2015.0,2015,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-135.763240354,57.390088048,46117,12601,S1759,T16,K08182015,2015P,2015,2015.0,2015,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-135.676067183,57.411052693,46118,12602,S1760,T16,E00002014,2015P,2014,2010.0,2015,N,N,Y,BARE,,0,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-135.619601439,57.447769326,46119,12603,S1761,T16,E00002004,2010P,2004,1997.0,2010,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-135.639787238,57.457036716,46120,12604,S1762,T16,E00002004,2010P,2004,1997.0,2010,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-135.636544817,57.454606989,46121,12605,S1763,T16,E00001985,2010P,1985,1976.0,1997,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-135.633981235,57.453124943,46122,12606,S1764,T16,E00001985,2010P,1985,1976.0,1997,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-135.678640127,57.477326543,46123,12607,S1765,T16,E00002004,2010P,2004,1997.0,2010,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-135.577795767,57.454650593,46124,12608,S1766,T16,E00002004,2010P,2004,1997.0,2010,N,N,Y,BARE,,0,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-135.558261056,57.474974779,46125,12609,S1767,T16,E000-1948,2010P,-1948,,1948,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-135.743075928,57.404979058,46126,12610,S1768,T16,K08182015,2015P,2015,2015.0,2015,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-135.746374646,57.403074273,46127,12611,S1769,T16,K08182015,2015P,2015,2015.0,2015,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-135.799725743,57.463443396,46128,12612,S1770,T16,K08182015,2015P,2015,2015.0,2015,N,N,Y,BARE,,0,SOAR-DEFL-FLOW,UN,JACQUIE Foss,,,,,,,,,
-135.953865146,57.596488537,46129,12613,S1771,T16,K08182015,2015P,2015,2015.0,2015,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-135.99874562,57.608799127,46130,12614,S1772,T16,K08182015,2015P,2015,2015.0,2015,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-135.643558274,57.592229228,46131,12615,S1773,T16,E00002015,2015P,2015,2010.0,2015,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-135.621929474,57.582718749,46132,12616,S1774,T16,E00001987,2010P,1987,1976.0,1997,N,N,N,BATR,ALRU2,80,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-135.635952671,57.579609768,46133,12617,S1775,T16,E00002004,2010P,2004,1997.0,2010,N,N,N,BASH,ALSI3,75,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-136.001188923,57.515039211,46134,12618,S1776,T16,E00001987,2010P,1987,1976.0,1997,N,N,N,BASH,ALSI3,60,SOAR-DEAV-FLOW,PV,JACQUIE Foss,,,,,,,,,
-135.312022762,56.924918799,46135,12619,S1777,T16,E00002004,2010P,2004,1997.0,2010,N,N,N,BASH,ALSI3,25,SOAR-DEAV-FLOW,PV,JACQUIE Foss,,,,,,,,,
-135.304479235,56.902390481,46136,12620,S1778,T16,E00002004,2010P,2004,1997.0,2010,N,N,N,BASH,ALSI3,40,SOAR-DEAV-FLOW,PV,JACQUIE Foss,,,,,,,,,
-135.278156488,57.176036266,46137,12626,S1780,T16,K00001976,1979F,1976,1948.0,1976,N,N,N,BATR,ALRU2,75,SOAR-DEAV-FLOW,PV,JACQUIE Foss,,,,,,,,,
-135.463799189,57.267509078,46138,12627,S1781,T16,E00002004,2008P,2004,1997.0,2008,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-135.457728647,57.266956946,46139,12628,S1782,T16,E00002004,2008P,2004,1997.0,2008,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-135.469075044,57.274913926,46140,12629,S1783,T16,E00002004,2008P,2004,1997.0,2008,N,N,N,BARE,ALSI3,10,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-134.573959742,59.019384019,46141,13671,J1060,T17,E00002002,2006P,2002,1998.0,2006,N,N,Y,BARE,,0,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-134.717118511,59.020411287,46142,13672,J1061,T17,E00001973,2006P,1973,1948.0,1998,N,N,N,BASH,ALSI3,10,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-134.715710295,59.019398798,46143,13673,J1062,T17,E00001973,2006P,1973,1948.0,1998,N,N,N,BASH,ALSI3,10,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-134.703554673,59.010359222,46144,13676,J1065,T17,E00001973,2006P,1973,1948.0,1998,N,N,N,BASH,ALSI3,10,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-134.657963144,59.007275247,46145,13679,J1068,T17,E000-1948,2006P,-1948,,1948,N,N,Y,BASH,ALSI3,15,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-134.658613273,59.005991212,46146,13680,J1069,T17,E000-1948,2006P,-1948,,1948,N,N,Y,BASH,ALSI3,15,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-134.647730871,59.00759166,46147,13684,J1073,T17,E00001973,2006P,1973,1948.0,1998,N,N,Y,BASH,ALSI3,10,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-134.624118701,59.028102965,46148,13687,J1076,T17,E00001973,2006P,1973,1948.0,1998,N,N,N,BARE,,0,SOAR-ROFA-COMP,UN,JACQUIE Foss,,,,,,,,,
-134.590946864,59.036246855,46149,13688,J1077,T17,E00002002,2006P,2002,1998.0,2006,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-134.68874721,58.971812407,46150,13692,J1081,T17,E00001973,2006P,1973,1948.0,1998,N,N,N,BASH,ALSI3,30,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-134.70004223,58.969442705,46151,13694,J1083,T17,E00001973,2006P,1973,1948.0,1998,N,N,N,BASH,ALSI3,30,SOAR-DEFL-FLOW,AL,JACQUIE Foss,,,,,,,,,
-134.676526387,58.951251828,46152,13696,J1085,T17,E00002002,2006P,2002,1998.0,2006,N,N,N,BASH,ALSI3,15,SOAR-ROFA-COMP,AL,JACQUIE Foss,,,,,,,,,
-134.712260106,58.954134858,46153,13697,J1086,T17,E00001973,2006P,1973,1948.0,1998,N,N,N,BASH,ALSI3,10,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-134.71103035,58.955750316,46154,13700,J1089,T17,E00002002,2006P,2006,1998.0,2006,N,N,N,BASH,ALSI3,10,SOAR-DEFL-FLOW,AL,JACQUIE Foss,,,,,,,,,
-134.714881771,58.954524905,46155,13701,J1090,T17,E00002002,2006P,2006,1998.0,2006,N,N,N,BASH,ALSI3,10,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-134.715195633,58.954029562,46156,13702,J1091,T17,E00002002,2006P,2006,1998.0,2006,N,N,N,BASH,ALSI3,10,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-134.715304523,58.955858439,46157,13703,J1092,T17,E00002002,2006P,2006,1998.0,2006,N,N,N,BASH,ALSI3,10,SOAR-DEFL-FLOW,AL,JACQUIE Foss,,,,,,,,,
-134.717480135,58.956013546,46158,13704,J1093,T17,E00002002,2006P,2006,1998.0,2006,N,N,N,BASH,ALSI3,10,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-134.677991527,58.950420921,46159,13705,J1094,T17,E00001973,2006P,1973,1948.0,1998,N,N,N,BASH,ALSI3,40,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-134.628613006,58.960715648,46160,13707,J1096,T17,E00002002,2006P,2002,1998.0,2006,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-134.636163062,58.962709945,46161,13708,J1097,T17,E00002002,2006P,2002,1998.0,2006,N,N,Y,BARE,,0,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-134.644744007,58.957442244,46162,13709,J1098,T17,E00001973,2006P,1973,1948.0,1998,N,N,N,BARE,PISI,5,SOAR-DEFL-FLOW,UN,JACQUIE Foss,,,,,,,,,
-134.63458127,58.961666441,46163,13710,J1099,T17,E000-1948,2006P,-1948,,1948,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-134.612288781,58.959400493,46164,13711,J1100,T17,E00002002,2006P,2002,1998.0,2006,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-134.581488985,58.958435202,46165,13713,J1102,T17,E00002002,2006P,2002,1998.0,2006,N,N,N,BARE,,0,ROSL-SLID,UN,JACQUIE Foss,,,,,,,,,
-134.628346256,58.942221747,46166,13718,J1107,T17,E00002002,2006P,2002,1998.0,2006,N,N,Y,BARE,,0,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-134.619078525,58.938547645,46167,13719,J1108,T17,E00002002,2006P,2002,1998.0,2006,N,N,Y,BARE,ALSI3,5,SOAR-ROFA-COMP,UN,JACQUIE Foss,,,,,,,,,
-134.62827771,58.940025716,46168,13720,J1109,T17,E00002002,2006P,2002,1998.0,2006,N,N,Y,BARE,,0,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-134.62777131,58.934623102,46169,13721,J1110,T17,E00002002,2006P,2002,1998.0,2002,N,N,N,BASH,ALSI3,20,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-134.742057331,58.942968003,46170,13723,J1112,T17,E00002002,2006P,2002,1998.0,2006,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-135.350163898,59.353638731,46171,11473,J0946,T12,E00001964,2008P,1964,1948.0,1979,N,N,N,BASH,ALSI3,90,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-135.360474035,57.172617821,46172,12351,S1648,T16,E00002014,2015F,2014,2010.0,2015,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-135.296896575,57.082657922,46173,12354,S1651,T16,E00002004,2015F,2004,1997.0,2010,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-135.382861862,57.160793783,46174,12358,S1655,T16,K08182015,2015F,2015,2006.0,2015,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-135.36311946,57.106026648,46175,12313,S1611,T16,K08182015,2015F,2015,2015.0,2015,N,N,Y,BARE,,0,SOAR-DEFL-FLOW,UN,JACQUIE Foss,,,,,Switchback,,,,
-135.233932349,57.047048343,46176,12314,S1612,T16,K08182015,2015F,2015,2015.0,2015,N,N,Y,BARE,,0,TRZO-DEFL-FLOW,UN,JACQUIE Foss,,,,,SawmillCove,,,,
-135.262441546,57.051065263,46177,12322,S1620,T16,E00002014,2015F,2014,2010.0,2015,N,N,Y,BARE,,0,SOAR-DEFL-FLOW,UN,JACQUIE Foss,,,,,,,,,
-135.33365579,58.306075604,46178,13251,J1037,T16,E00002002,2006P,2002,1997.0,2006,N,N,N,BATR,PISI,30,SOAR-DEAV-FLOW,CO,Dennis Landwehr,,,,,,,,,
-133.942714593,58.097605888,46179,10861,J1042,T12,E000-1948,1997P,-1948,,1948,N,N,Y,BASH,ALSI3,100,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-133.835325181,58.323784767,46180,13256,J1043,T16,E00001963,2009P,1963,1948.0,1977,N,N,N,BEDR,ALSI3,10,SOAR-DEAV-FLOW,UN,Dennis Landwehr,,,,,,,,,
-133.836422215,58.324819624,46181,13257,J1044,T16,E00002002,2009P,2002,1997.0,2009,N,N,N,BEDR,PISI,10,SOAR-DEAV-FLOW,UN,Dennis Landwehr,,,,,,,,,
-133.710014349,57.845114902,46182,13258,J1063,T16,E000-1948,2008P,-1948,,1948,N,N,Y,BARE,PISI,10,SOAR-DEAV-FLOW,UN,Dennis Landwehr,,,,,,,,,
-134.722663455,58.538995455,46183,13259,J1045,T16,E00002002,2008P,2002,1997.0,2008,N,N,N,BARE,PHAR3,20,SOAR-DEAV-FLOW,UN,Dennis Landwehr,,,,,,,,,
-134.763159536,58.582554757,46184,13260,J1046,T16,E00002002,2008P,2002,1997.0,2008,N,N,Y,BATR,PISI,90,SOAR-DEFL-FLOW,CO,Dennis Landwehr,,,,,,,,,
-135.831913127,57.242691139,46185,2389,S1788,S04,E000-1948,1986P,-1948,,1948,N,N,N,BARE,,0,SOAR-DEAV-FLOW,PV,JACQUIE Foss,,,,,,,,,0255
-135.246282121,57.862307272,46186,13329,H0024,T16,E00002002,2006P,2002,1997.0,2006,N,N,N,BATR,ALRU2,95,SOAR-DEAV-FLOW,AL,Dennis Landwehr,,,,,,,,,
-135.44627516,57.419278391,46187,2569,S1873,S04,E000-1948,1986P,-1948,,1948,N,N,N,BASH,ALSI3,100,SOAR-DEAV-FLOW,CO,Jacquie Foss,,,,,,,,,0418
-135.484354209,57.507897293,46188,2560,S0427,S04,E000-1948,1986P,-1948,,1948,N,N,Y,BATR,ALRU2,70,SOAR-DEAV-FLOW,PV,Jacquie Foss,,,,,,,,,0427
-135.303635932,56.956643061,46189,9125,S1809,T10A,E000-1929,2006P,-1929,,1929,N,N,Y,BASH,ALSI3,100,TRZO-DEFL-FLOW,AL,JACQUIE Foss,,,,,,,,,
-135.53574476,57.774880198,46190,13326,S1810,T16,E000-1929,2006P,-1929,,1929,N,N,Y,BASH,ALSI3,90,SOAR-DEFL-FLOW,AL,Dennis Landwehr,,,,,,,,,
-135.542149061,57.772756745,46191,13327,S1811,T16,E000-1929,2006P,-1929,,1929,N,N,Y,BASH,ALSI3,90,SOAR-DEFL-FLOW,AL,Dennis Landwehr,,,,,,,,,
-135.251635035,57.177322873,46192,13332,S1817,T16,E00002003,2010P,2003,1997.0,2010,N,N,N,BEDR,ALRU2,50,SOAR-DEAV-FLOW,UN,Dennis Landwehr,,,,,,,,,
-135.882802805,57.985748322,46193,7217,S1451,T11,E00001938,1997P,1938,1929.0,1948,N,N,N,BASH,ALSI3,100,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-135.887587681,57.991848488,46194,7219,S1453,T11,E00001938,1997P,1938,1929.0,1948,N,N,N,BASH,ALSI3,100,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-135.819812472,57.608358518,46195,6914,S1300,T11,E00001962,1997P,1962,1948.0,1976,N,N,Y,BASH,ALSI3,100,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-136.242211944,57.981713972,46196,7045,H0265,T11,E00001938,1997P,1938,1929.0,1948,N,N,N,BASH,ALSI3,100,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-136.023400309,57.568582833,46197,7176,S1342,T11,E00001985,1997P,1985,1976.0,1997,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-135.871084687,58.046073887,46198,7236,H0431,T11,E000-1929,1997P,-1929,,1929,N,N,Y,BARE,ALSI3,40,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-135.36360289,57.958263571,46199,7340,H0427,T11,E000-1929,1997P,-1929,,1929,N,N,N,BEDR,ALSI3,10,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-133.623522483,57.648298414,46200,8887,J1258,T10A,E00001983,1997P,1993,1987.0,1997,N,N,Y,BASH,ALSI3,90,TRZO-DEFL-FLOW,AL,JACQUIE Foss,,,,,,,,,
-135.349124524,57.193184985,46201,12331,S1629,T16,E00002004,2015F,2004,1997.0,2008,N,N,N,BARE,ALRU2,10,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-134.52792058,58.127069131,46202,9748,A0457,T11,E000-1929,1997P,-1929,,1929,N,N,Y,BASH,ALSI3,100,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-134.595289835,58.78234129,46203,13757,J1146,T17,E00001973,2006P,1973,1948.0,1998,N,N,Y,BASH,ALSI3,40,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-134.596701878,58.781655886,46204,13758,J1147,T17,E00001973,2006P,1973,1948.0,1998,N,N,Y,BASH,ALSI3,40,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-134.526349947,58.781546075,46205,13760,J1149,T17,E00002002,2006P,2002,1998.0,2006,N,N,Y,BARE,,0,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-134.480762528,58.787493279,46206,13770,J1159,T17,E00001973,2006P,1973,1948.0,1998,N,N,Y,BASH,ALSI3,20,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-134.479832817,58.788148959,46207,13771,J1160,T17,E00001973,2006P,1973,1948.0,1998,N,N,Y,BASH,ALSI3,20,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-139.528258115,59.767173032,46208,13981,Y0322,T17,E000-1948,2008P,-1948,,1948,N,N,N,BASH,ALSI3,90,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-139.529598256,59.766688213,46209,13982,Y0323,T17,E000-1948,2008P,-1948,,1948,N,N,N,BASH,ALSI3,90,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-139.533396361,59.770284293,46210,13983,Y0324,T17,E000-1948,2008P,-1948,,1948,N,N,Y,BASH,ALSI3,90,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-139.536105495,59.770797575,46211,13984,Y0325,T17,E000-1948,2008P,-1948,,1948,N,N,Y,BASH,ALSI3,90,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-139.537895064,59.773593802,46212,13985,Y0326,T17,E000-1948,2008P,-1948,,1948,N,N,Y,BASH,ALSI3,90,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-139.536062219,59.77228853,46213,13986,Y0119,T17,E000-1948,2008P,-1948,,1948,N,N,Y,BASH,ALSI3,100,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-139.535556035,59.771450876,46214,13987,Y0110,T17,E000-1948,2008P,-1948,,1948,N,N,Y,BASH,ALSI3,90,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-139.51499863,59.801385836,46215,13991,Y0114,T17,E00002003,2008P,2003,1998.0,2008,N,N,N,BASH,ALSI3,100,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-139.51591946,59.802143001,46216,13992,Y0115,T17,E00002003,2008P,2003,1998.0,2008,N,N,N,BASH,ALSI3,100,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-139.571193906,59.804429121,46217,13994,Y0117,T17,E000-1948,2008P,-1948,,1948,N,N,N,BASH,ALSI3,50,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-139.570631501,59.803629229,46218,13995,Y0118,T17,E000-1948,2008P,-1948,,1948,N,N,N,BARE,ALSI3,30,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-133.535158057,57.602062548,46219,10910,J1011,T12,E00001963,2008P,1963,1948.0,1977,N,N,Y,BATR,PISI,100,SOAR-DEAV-FLOW,CO,JACQUIE Foss,,,,,,,,,
-134.723494466,58.987951832,46220,13724,J1113,T17,E00001973,2006P,1973,1948.0,1998,N,N,Y,BARE,,0,SOAR-DEFL-FLOW,UN,JACQUIE Foss,,,,,,,,,
-134.692130725,58.857217035,46221,13729,J1118,T17,E00001973,2006P,1973,1948.0,1998,N,N,N,BASH,ALSI3,50,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-134.69337507,58.857054303,46222,13730,J1119,T17,E00001973,2006P,1973,1948.0,1998,N,N,N,BASH,ALSI3,50,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-134.688879087,58.855302203,46223,13731,J1120,T17,E00001973,2006P,1973,1948.0,1998,N,N,N,BASH,ALSI3,50,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-134.667112373,58.850117272,46224,13732,J1121,T17,E00001973,2006P,1973,1948.0,1998,N,N,N,BASH,ALSI3,20,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-134.664779826,58.849749262,46225,13733,J1122,T17,E00001973,2006P,1973,1948.0,1998,N,N,N,BASH,ALSI3,20,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-134.664416841,58.849474989,46226,13734,J1123,T17,E00001973,2006P,1973,1948.0,1998,N,N,N,BASH,ALSI3,20,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
