X,Y,OBJECTID,TNF_LS_NO,SLIDE_NO,INVENTORY,CONFID_DAT,YR_INT_TYP,YR_OCCURANCE,LATEST_YEAR_NOTSEEN,FIRST_YEAR_SEEN,TREATMENT,RD_RELATED,STRM_IMPAC,PRED_COVER,COVER_SPP,COVER_PERCENT,FAIL_TYPE,VEG_CLASS,EXAMINER,SLOPE_PER,SLOPE_SHA,BDRK_F_ZON,PM_F_ZONE,LANDSLIDE_NAME,LANDWEHR_N,GROUPED_SL,RECURRANCE,NUMBER_
-132.716774297,55.536277529,39518,6718,T1890,T10,E00001960,2006P,1960,1948.0,1971,,N,N,BATR,ALRU2,90,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-132.680902129,55.548408048,39519,6719,T1891,T10,E000-1948,2006P,-1948,,1948,,N,Y,BATR,ALRU2,95,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-132.667414759,55.500922872,39520,6725,C2167,T10,E00001993,2006P,1993,1991.0,1997,,Y,Y,BARE,ALRU2,25,SOAR-DEAV-FLOW,PV,Darin Silkworth,,,,,,,,,
-132.354457564,55.585887174,39521,6752,T1873,T10,E00002001,2006P,2001,1997.0,2005,,N,Y,BARE,,0,SOAR-DEFL-FLOW,UN,Darin Silkworth,,,,,,,,,
-132.131048886,55.615025736,39522,7695,K0746,T11,E00002001,2005P,2001,1997.0,2005,N,N,N,BARE,ALRU2,10,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-132.153986685,55.623372973,39523,7696,K0747,T11,E00002001,2005P,2001,1997.0,2005,N,N,N,BARE,ALRU2,10,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-132.156174416,55.62654684,39524,7697,K0748,T11,E00002001,2005P,2001,1997.0,2005,N,N,N,BARE,ALRU2,10,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-132.170919833,55.600280544,39525,7435,K0504,T11,E000-1929,2005P,-1929,,1929,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-132.023950321,55.567509651,39526,7450,K0523,T11,E000-1929,2006P,-1929,,1929,N,N,N,BATR,ALRU2,95,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-132.041269661,55.57129102,39527,7453,K0525,T11,E000-1929,2006P,-1929,,1929,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-132.151040521,55.624855538,39528,7472,K0540,T11,E00001979,2005P,1979,1973.0,1985,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-132.145921628,55.611158879,39529,7475,K0542,T11,E00001960,2005P,1960,1948.0,1973,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-132.058649677,55.546082974,39530,7477,K0545,T11,E00001979,2006P,1979,1973.0,1985,N,N,N,BATR,ALRU2,95,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-132.056485416,55.545968605,39531,7479,K0546,T11,E00001938,2006P,1938,1929.0,1948,N,N,N,BATR,ALRU2,100,TRZO-DEFL-FLOW,AL,Darin Silkworth,,,,,,,,,
-132.072087195,55.564099632,39532,7481,K0549,T11,E00001938,2006P,1938,1929.0,1948,N,N,Y,BATR,ALRU2,95,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-132.083150906,55.554170688,39533,7482,K0550,T11,E00001979,2006P,1979,1973.0,1985,N,N,Y,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-132.092144185,55.556077838,39534,7484,K0552,T11,E00001938,2006P,1938,1929.0,1948,N,N,Y,BATR,ALRU2,100,TRZO-DEFL-FLOW,AL,Darin Silkworth,,,,,,,,,
-132.115860757,55.579614733,39535,7492,K0560,T11,E000-1929,2005P,-1929,,1929,N,N,Y,BATR,ALRU2,90,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-132.128244067,55.61433893,39536,7508,K1980,T11,E00001991,2005P,1991,1985.0,1997,N,N,N,BATR,ALSI3,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-132.082729153,55.552977386,39537,7510,K2001,T11,E00001991,2005P,1991,1985.0,1997,N,N,Y,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-132.090673038,55.574131948,39538,7511,K2007,T11,E00001991,2006P,1991,1985.0,1997,N,N,N,BATR,ALRU2,90,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-131.981052335,55.550782462,39539,7515,K2002,T11,E00001991,2006P,1991,1985.0,1997,N,N,Y,BATR,ALRU2,80,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-132.150232717,55.620284814,39540,7527,K2017,T11,E00002001,2005P,2001,1997.0,2005,N,N,N,BARE,ALRU2,10,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-132.064990377,55.548059102,39541,7528,K2012,T11,E00002001,2005P,2001,1997.0,2005,N,N,N,BARE,ALRU2,1,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-132.08120703,55.593916018,39542,7529,K0573,T11,E00002001,2005P,2001,1997.0,2005,N,N,Y,BARE,ALRU2,5,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-132.158110458,55.585806084,39543,7530,K0574,T11,E00002001,2005P,2001,1997.0,2005,N,N,Y,BEDR,ALRU2,2,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-132.100863081,55.579188553,39544,7531,K0575,T11,E00002001,2006P,2001,1997.0,2005,N,N,N,BARE,ALRU2,1,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-132.100994451,55.55594549,39545,7533,K0577,T11,E00002001,2006P,2001,1997.0,2005,N,N,Y,BARE,ALRU2,5,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-132.045253891,55.568779514,39546,7535,K0579,T11,E00002001,2006P,2001,1997.0,2005,N,N,Y,BARE,ALRU2,20,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-131.994697524,55.570311242,39547,7537,K0581,T11,E00002001,2006P,2001,1997.0,2005,N,N,Y,BATR,ALRU2,30,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-132.13604233,55.625942004,39548,7547,K0591,T11,E00002006,2006P,2006,2005.0,2006,N,N,Y,BARE,ALRU2,5,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-131.433424526,55.545771113,39549,7569,K0613,T11,E00001988,2008P,1988,1985.0,1991,N,N,N,BARE,ALRU2,25,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-131.676278006,55.611756752,39550,7621,K0665,SS,E00001960,2006P,1960,1948.0,1973,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-131.189933105,55.492233623,39551,7716,K0767,T11,E00001960,2005P,1960,1948.0,1973,N,N,N,BATR,ALRU2,100,SOAR-DEFL-FLOW,AL,Darin Silkworth,,,,,,,,,
-131.377890926,55.58899176,39552,7724,K0775,T11,E00002001,2005P,2001,1997.0,2005,N,N,N,BATR,ALRU2,100,SOAR-DEFL-FLOW,AL,Darin Silkworth,,,,,,,,,
-132.03680125,55.621052636,39553,7736,K0793,T11,E000-1929,2006P,-1929,,1929,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-132.076053638,55.550826717,39554,7753,K0804,T11,E00001979,2005P,1979,1973.0,1985,N,N,Y,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-132.17869862,55.611188301,39555,7754,K0805,T11,E00001960,2005P,1960,1948.0,1973,N,N,Y,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-132.06766555,55.551698192,39556,7755,K0806,T11,E00001979,2006P,1979,1973.0,1985,N,N,N,BARE,ALRU2,10,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-132.068613596,55.55278339,39557,7756,K0807,T11,E00001979,2006P,1979,1973.0,1985,N,N,N,BARE,ALRU2,10,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-132.036971783,55.574431907,39558,7757,K0688,T11,E00001979,2006P,1979,1973.0,1985,N,N,N,BASH,ALSI3,90,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-132.042569229,55.572704766,39559,7758,K0689,T11,E00001979,2006P,1979,1973.0,1985,N,N,N,BASH,ALSI3,90,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-132.079676471,55.552399277,39560,7788,K0832,T11,E00001991,2005P,1991,1985.0,1997,N,N,N,BARE,ALRU2,1,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-132.088004111,55.552644407,39561,7789,K0833,T11,E00001991,2005P,1991,1985.0,1997,N,N,N,BARE,ALRU2,10,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-132.091369867,55.554020781,39562,7790,K0834,T11,E00001991,2005P,1991,1985.0,1997,N,N,N,BARE,ALRU2,1,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-131.478907052,55.591496693,39563,7859,K0950,T11,E00001994,2008P,1994,1991.0,1997,N,N,N,BATR,ALRU2,20,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-131.444287999,55.547362534,39564,7860,K0951,T11,E00001960,2008P,1960,1948.0,1973,N,N,N,BATR,ALRU2,90,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-131.443281444,55.545506231,39565,7861,K0952,T11,E00001996,2008P,1996,1991.0,1997,N,N,Y,BARE,ALRU2,20,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-131.438439311,55.547189848,39566,7862,K0953,T11,E00001938,2008P,1938,1929.0,1948,N,N,N,BARE,ALRU2,25,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-131.356048165,55.503415986,39567,7893,K0981,SS,E00001960,2005P,1960,1948.0,1973,N,N,Y,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-131.395995709,55.552765747,39568,7895,K0983,SS,E00001960,2008P,1960,1948.0,1973,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-131.391954398,55.564805111,39569,7896,K0984,SS,E00001960,2008P,1960,1948.0,1973,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-131.596867179,55.571618509,39570,7912,K1004,T11,E00001976,2008P,1976,1973.0,1979,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-131.040884961,55.570224392,39571,8128,M1172,T11,E00001960,2008P,1960,1948.0,1973,N,N,N,BATR,ALRU2,90,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-131.182524025,55.495058576,39572,8157,M1201,T11,E00002001,2005P,2001,1997.0,2005,N,N,N,BATR,ALRU2,70,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-131.037088075,55.548239409,39573,12056,M1238,T12,E000-1929,2008P,-1929,,1929,N,N,N,BATR,PISI,100,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-131.146489894,55.536959113,39574,12072,M1243,T12,E000-1948,2008P,-1948,,1948,N,N,N,BATR,ALSI3,90,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-131.138672126,55.497020081,39575,8156,M1200,T11,E00001960,2008P,1960,1948.0,1973,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-131.389347707,55.524978694,39576,8170,K0916,SS,E00001960,2005P,1960,1948.0,1973,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-131.387643922,55.525688562,39577,8171,K0917,SS,E00001960,2005P,1960,1948.0,1973,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-132.872244536,55.632806144,39578,8172,T2008,T11,E00002001,2010F,2001,1997.0,2005,N,N,N,BATR,CON1,100,SOAR-DEAV-FLOW,UN,Becki Saari,65.0,,,,,,,,
-132.882239385,55.616743963,39579,8173,T2007,T11,E000-1948,2010F,-1948,,1948,N,N,Y,BATR,CON1,100,SOAR-DEAV-FLOW,UN,Becki Saari,,,,,,,,,
-132.773030394,55.621270894,39580,8174,T1928,T11,E00001993,2010F,1993,1991.0,1997,,N,N,BARE,CON1,20,SOAR-DEAV-FLOW,UN,Becki Saari,45.0,,,,,,,,
-132.776049789,55.625223321,39581,8175,T1929,T11,E000-1948,2010F,-1948,,1948,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,UN,Becki Saari,,,,,,,,,
-131.273440866,55.54694453,39582,9464,K0933,T11,E00002003,2005P,2003,2001.0,2005,N,N,N,BARE,ALRU2,50,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-131.267915441,55.551542185,39583,9465,K0934,T11,E00002001,2005P,2001,1997.0,2005,N,N,N,BARE,ALRU2,30,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-131.280477034,55.552195622,39584,9466,K0935,T11,E00001960,1991P,1960,1948.0,1973,N,N,Y,BATR,ALRU2,80,TRZO-DEFL-FLOW,AL,Darin Silkworth,,,,,,,,,
-131.710463892,55.511506379,39585,9476,K1324,T11,E00002002,2008P,2002,1997.0,2008,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,Yes,
-131.706055567,55.509000911,39586,9477,K1325,T11,E00001960,2008P,1960,1948.0,1973,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-131.502889353,55.609638954,39587,9486,K1334,T11,E00001960,2008P,1960,1948.0,1973,N,N,N,BATR,ALRU2,100,TRZO-DEFL-FLOW,AL,Darin Silkworth,,,,,,,,,
-131.45288536,55.565027399,39588,9487,K1335,T11,E00001938,2008P,1938,1929.0,1948,N,N,N,BATR,ALRU2,100,TRZO-DEFL-FLOW,AL,Darin Silkworth,,,,,,,,,
-131.442609802,55.572778493,39589,9488,K1336,T11,E00002001,2008P,2001,1985.0,1997,N,N,N,BATR,ALRU2,100,TRZO-DEFL-FLOW,AL,Darin Silkworth,,,,,,,,,
-131.403381414,55.522294115,39590,9492,K1340,T11,E00001960,2008P,1960,1948.0,1973,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-131.092588792,55.608492686,39591,9501,K1349,T11,E00001960,2008P,1960,1948.0,1973,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-131.044900204,55.600602459,39592,9502,K1350,T11,E00001960,2008P,1960,1948.0,1970,N,N,Y,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-131.026406648,55.509515371,39593,9503,K1351,T11,E00001960,2008P,1960,1948.0,1973,N,N,Y,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-131.966610053,55.545906819,39594,9532,K1380,T11,E00001960,2008P,1960,1948.0,1973,N,N,N,BATR,ALRU2,100,TRZO-DEFL-FLOW,AL,Darin Silkworth,,,,,,,,,
-131.38661739,55.528041783,39595,10062,K1495,T12,E00002010,2011F,2010,2008.0,2011,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-131.253900773,55.537129647,39596,10063,K1496,T12,E00002010,2011F,2010,2008.0,2011,N,N,Y,BARE,,0,SOAR-DEAV-FLOW,UN,Dennis Landwehr,,,,,,,,,
-131.276889932,55.537262346,39597,10064,K1497,T11,K00002010,2018P,2010,2010.0,2010,N,N,N,BARE,ALSI3,40,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,2010 field ID,,,,
-131.2649658,55.53989817,39598,10065,K1498,T12,E00002010,2011F,2010,2008.0,2011,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,Dennis Landwehr,,,,,,,,,
-131.267300698,55.538857772,39599,10066,K1499,T12,K00002011,2018P,2011,2010.0,2011,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,Dennis Landwehr,,,,,2011Field ID,,,,
-131.266812411,55.536321119,39600,10067,K1450,T12,E00002010,2011F,2010,2010.0,2011,N,N,N,BARE,ALRU2,5,SOAR-DEAV-FLOW,UN,Dennis Landwehr,,,,,2011Field ID,,,,
-131.260857425,55.530812783,39601,10068,K1501,T12,E00002010,2011F,2010,2010.0,2011,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,Dennis Landwehr,,,,,,,,,
-131.348558701,55.525881617,39602,10073,K1506,T11,E00002010,2011P,2010,2008.0,2011,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-131.370229919,55.55054658,39603,10074,K1507,T11,E00002010,2011P,2010,2008.0,2011,N,Y,N,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-131.379462539,55.548024851,39604,10075,K1508,T11,E00002010,2011P,2010,2008.0,2011,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-131.379762546,55.548812575,39605,10076,K1509,T11,E00002010,2011P,2010,2008.0,2011,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-131.376378422,55.546132882,39606,10077,K1510,T11,E00002010,2011F,2010,2008.0,2011,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-131.382293875,55.530990142,39607,10078,K1511,T11,E00002010,2011P,2010,2008.0,2011,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-131.379804669,55.530047732,39608,10079,K1512,T11,E00002010,2011P,2010,2008.0,2011,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-131.397874769,55.525793063,39609,10080,K1513,T11,E00002010,2011P,2010,2005.0,2008,N,N,N,BAGR,PHAR3,90,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-131.389739808,55.52475317,39610,10081,K1514,T11,E00002010,2011P,2010,2008.0,2011,N,N,Y,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-131.398188728,55.581623107,39611,10082,K1515,T11,E00002007,2008P,2007,2005.0,2008,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-131.391905909,55.578919349,39612,10083,K1516,T11,E00002010,2011P,2010,2008.0,2011,N,N,N,BARE,,0,TRZO-DEFL-FLOW,UN,Darin Silkworth,,,,,,,,,
-131.427342944,55.484540968,39613,10085,K1518,T11,K00002011,2011F,2011,2011.0,2011,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-131.378473776,55.544745004,39614,10087,K1520,T11,E00002011,2011F,2010,2008.0,2011,N,N,Y,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-131.47281652,55.546466878,39615,10088,K1521,T11,E00002010,2011F,2010,2008.0,2011,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-131.477624734,55.544933086,39616,10089,K1522,T11,E00002008,2011F,2010,2005.0,2008,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-131.480484411,55.541339397,39617,10090,K1523,T11,K00002011,2011F,2011,2011.0,2011,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-131.479510785,55.54313238,39618,10091,K1524,T11,K00002011,2011F,2011,2011.0,2011,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-131.480061046,55.542582704,39619,10092,K1525,T11,K00002011,2011F,2011,2011.0,2011,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-130.988499698,55.606795645,39620,10097,M1214,T11,E09002010,2010F,2010,2010.0,2010,N,N,Y,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,all slides this area from 092010,,,,
-131.383729913,55.522282115,39621,10176,K1534,T12,E00002010,2011P,2010,2008.0,2011,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-131.348784976,55.506583062,39622,10195,K1538,T12,E00002010,2011P,2010,2008.0,2011,N,Y,N,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-131.35283544,55.517487902,39623,10196,K1539,T12,E00002010,2011P,2010,2008.0,2011,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-133.641609376,55.517796686,39624,10312,C2305,T12,E00002001,2005P,2001,1997.0,2005,N,N,N,BARE,,0,SOAR-DEFL-FLOW,UN,Darin Silkworth,,,,,,,,,
-131.401067229,55.495411491,39625,10633,K1555,T12,E00002010,2011P,2010,2008.0,2011,N,N,Y,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-131.495283234,55.519817951,39626,10634,K1556,T12,E00002010,2011P,2010,2008.0,2011,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-131.538854466,55.552780332,39627,10635,K1557,T12,E00002010,2011P,2010,2008.0,2011,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-131.501935749,55.561101421,39628,10636,K1558,T12,E00002010,2011P,2010,2008.0,2011,N,N,Y,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-131.498400198,55.555942803,39629,10637,K1559,T12,E00002010,2011P,2010,2008.0,2011,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-131.444971213,55.554954148,39630,10638,K1560,T12,E00001960,2011P,1960,1948.0,1973,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-131.461654705,55.561191774,39631,10639,K1561,T12,E00001960,2011P,1960,1948.0,1973,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-131.44235079,55.555689185,39632,10640,K1562,T12,E00002002,2011P,2002,1997.0,2008,N,N,Y,BATR,ALRU2,80,SOAR-DEAV-FLOW,PV,Darin Silkworth,,,,,,,,,
-131.417262878,55.553272538,39633,10641,K1563,T12,E00002002,2011P,2002,1997.0,2008,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-131.414985888,55.554525943,39634,10642,K1564,T12,E00002002,2011P,2002,1997.0,2008,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-131.366730492,55.58122075,39635,10643,K1565,T12,E00002010,2011P,2010,2008.0,2011,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-131.365064902,55.579492368,39636,10644,K1566,T12,E00002010,2011P,2010,2008.0,2011,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-131.413836955,55.581308646,39637,10645,K1567,T12,E00002010,2011P,2010,2008.0,2011,N,N,Y,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-131.386228129,55.5288926,39638,11600,K1623,T12,E00002010,2012F,2010,1997.0,2011,N,Y,N,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-131.384110407,55.529301355,39639,11601,K1624,T12,E00002010,2012F,2010,1997.0,2011,N,Y,N,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-131.381223013,55.529970599,39640,11602,K1625,T12,E00002010,2012F,2010,1997.0,2011,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-131.360720988,55.518430423,39641,11603,K1626,T12,E00002011,2012F,2011,2011.0,2012,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,82.0,LL,gr,,,,,,
-131.368227866,55.54350196,39642,11604,K1627,T12,E00002011,2012F,2011,2011.0,2012,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,86.0,,,,,,,,
-131.372923871,55.545425965,39643,11605,K1628,T12,K00002011,2012F,2011,2011.0,2011,N,Y,N,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-131.408538387,55.524722304,39644,11606,K1629,T12,E00002002,2012F,2002,1997.0,2008,N,N,N,BARE,PHAR3,30,SOAR-DEAV-FLOW,UN,Darin Silkworth,94.0,,,,,,,,
-131.416625399,55.53478892,39645,11607,K1630,T12,E00002011,2012F,2011,2011.0,2012,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,75.0,,,,,,,,
-131.302023227,55.504602199,39646,11612,K1636,T12,E00002011,2012F,2011,2005.0,2012,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-131.400148953,55.58137981,39647,11582,K1605,T12,E00002011,2012F,2011,2011.0,2012,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-131.394089554,55.581235824,39648,11583,K1606,T12,E00002011,2012F,2011,2011.0,2012,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-131.369665608,55.532227614,39649,11584,K1607,T12,E00002011,2012F,2011,2008.0,2012,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,90.0,ss,gra,res,,,,,
-132.799001884,55.607419402,39650,11937,T2042,T12,E00001960,2006P,1960,1948.0,1971,N,N,Y,BATR,ALRU2,60,SOAR-DEAV-FLOW,PV,Darin Silkworth,,,,,,,,,
-132.802417835,55.606938244,39651,11938,T2043,T12,E00001960,2006P,1960,1948.0,1971,N,N,Y,BATR,ALRU2,95,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-133.073090088,55.632593525,39652,11950,C2371,T12,E00002001,2008P,2001,1997.0,2005,,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-133.076799026,55.632663057,39653,11951,C2372,T12,E00002006,2008P,2006,2005.0,2008,,N,N,BARE,CON1,5,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-133.083517792,55.629777281,39654,11953,C2374,T12,E00002002,2008P,2002,1997.0,2008,,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-133.082897878,55.634852068,39655,11956,C2377,T12,E00001988,2007P,1988,1985.0,1991,,N,N,BATR,ALRU2,65,SOAR-DEFL-FLOW,PV,Darin Silkworth,,,,,,,,,
-133.082578378,55.6361413,39656,11957,C2378,T12,E00001994,2008P,1994,1991.0,1997,,N,N,BARE,ALRU2,25,SOAR-DEFL-FLOW,UN,Darin Silkworth,,,,,,,,,
