OBJECTID,MNL_FEA_KEY,MNL_CMPNT_KEY,MNL_UPS_FEATURE_KEY,MNL_DNS_FEATURE_KEY,MNL_EQNUM_ID,MNL_UPS_ENDPT_ID,MNL_DNS_ENDPT_ID,MNL_MNLPT_ID,MNL_MAP_AREA_ID,MNL_SSC2001_ID,MNL_NPDES_ID,MNL_FEATYPE_CODE,MNL_FEATYPE_TEXT,MNL_OWNER_CODE,MNL_OWNER_NAME,MNL_PARALLEL_CODE,MNL_PARALLEL_TEXT,MNL_PRBL_FLOW_CODE,MNL_PRBL_FLOW_TEXT,MNL_USE_PERMIT_CODE,MNL_USE_PERMIT_TEXT,MNL_MATERIAL_CODE,MNL_MATERIAL_TYPE,MNL_PIPE_SHP_CODE,MNL_PIPE_SHP_TEXT,MNL_LIFECYCLE_CODE,MNL_LIFECYCLE_STAT,MNL_CNVYNC_TYPE,MNL_DSTNTN_TYPE,MNL_OVRFLW_FLAG,MNL_PUMP_FLAG,MNL_CUNETTE_FLAG,MNL_CASING_FLAG,MNL_LINING_FLAG,MNL_PERF_PIPE_FLAG,MNL_LENGTH_FT_NBR,MNL_FCNLENGTH_FT_NBR,MNL_WIDTH_IN_NBR,MNL_HEIGHT_IN_NBR,MNL_SLOPE_PCT_NBR,MNL_UPS_DEPTH_FT_NBR,MNL_DNS_DEPTH_FT_NBR,MNL_UPS_ELEV_FT_NBR,MNL_DNS_ELEV_FT_NBR,MNL_PRBL_FLOW_SYM_NUM,MNL_USE_PERMIT_SYM_NUM,MNL_INC_MNL_NBR,MNL_INSTALL_DATE,MNL_RETIRE_DATE,MNL_LST_UPDT_DATE,MNL_STREAM_NAME,MNL_CCTV_DATE,MNL_CCTV_COLLAPSE_FLAG,SHAPE_Length
727,2162981,-65225,1827444,1827285.0,,D072-361,D072-362,D072-361 D072-362,072,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,RCP,Reinforced Concrete Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,69.11,69.11,36.0,36.0,,,11.2,,3.85,15,15,,,,2006/04/11 00:00:00+00,,,N,69.1063523125663
728,2162982,-65249,1832120,1830717.0,,D072-383,D072-378,D072-383 D072-378,072,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,69.95,69.95,24.0,24.0,0.899999976158142,5.7,6.4,7.95,7.35,15,15,,,,2006/04/11 00:00:00+00,,,N,69.9488954331039
729,2162983,-65250,1833345,1833160.0,,D072-381,D072-382,D072-381 D072-382,072,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,RCP,Reinforced Concrete Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,20.84,20.84,18.0,18.0,10.1000003814697,6.0,8.3,9.55,7.45,15,15,,,,2006/04/11 00:00:00+00,,,N,20.8388249373363
730,2162984,-65269,1844066,1843254.0,,D072-399,D072-400,D072-399 D072-400,072,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,RCP,Reinforced Concrete Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,101.8,101.8,18.0,18.0,,,4.89,,9.25,15,15,,,,2006/04/12 00:00:00+00,,,N,101.804658411527
731,2162987,-104971,1834969,1835516.0,,D072-440,D072-364,D072-440 D072-364,072,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,214.15,214.15,36.0,36.0,,,6.4,,,15,15,,,,2006/05/18 00:00:00+00,,,N,214.151626365036
732,2163014,-65178,1860530,1859671.0,,D072-451,D072-450,D072-451 D072-450,072,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,109.79,109.79,,,,,,,,15,15,,,,2006/05/24 00:00:00+00,,,N,109.793469858922
733,2163015,-65179,1859671,1856410.0,,D072-450,D072-449,D072-450 D072-449,072,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,181.53,181.53,,,,,,,,15,15,,,,2006/05/24 00:00:00+00,,,N,181.53381182287
734,2163016,-65185,1854578,1854817.0,,D072-458,D072-448,D072-458 D072-448,072,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,24.55,24.55,18.0,18.0,,,,,,15,15,,,,2006/05/24 00:00:00+00,,,N,24.5523781334649
735,2163018,-65189,1864622,1865822.0,,D072-455,D072-457,D072-455 D072-457,072,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,53.93,53.93,,,,,,,,15,15,,,,2006/05/24 00:00:00+00,,,N,53.927039084878
762,2163243,-70762,1867573,1868497.0,,D079-035,D079-036,D079-035 D079-036,079,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,59.02,59.02,8.0,8.0,0.200000002980232,3.8,4.3,12.85,12.75,15,15,,,,2006/04/12 00:00:00+00,,,N,59.0208029872986
763,2163246,-70771,1881180,1883758.0,,D079-043,D079-044,D079-043 D079-044,079,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,129.14,129.14,10.0,10.0,0.300000011920929,4.0,4.5,13.35,12.95,15,15,,,,2006/04/12 00:00:00+00,,,N,129.140913224894
764,2163247,-70776,1888245,1904698.0,,D079-048,D079-054,D079-048 D079-054,079,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,VC,Vitrified Clay,CIR,Circular,C,Connected,,,N,N,N,N,N,N,757.73,757.73,14.0,14.0,,,8.4,,10.05,15,15,,,,2006/04/13 00:00:00+00,,,N,757.728738653918
766,2163257,-70545,1922449,1924769.0,,D079-082,D079-083,D079-082 D079-083,079,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,328.01,328.01,36.0,36.0,,,,,,15,15,,,,2006/05/31 00:00:00+00,,,N,328.008820094168
792,2163486,-70395,1952022,1952002.0,,D079-097,D079-106,D079-097 D079-106,079,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,213.7,213.7,30.0,30.0,,,,,,15,15,,,,2006/05/31 00:00:00+00,,,N,213.703208684172
794,2163489,-70406,1953267,1952022.0,,D079-096,D079-097,D079-096 D079-097,079,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,688.83,688.83,30.0,30.0,,,,,,15,15,,,,2006/05/31 00:00:00+00,,,N,688.834494413502
795,2163490,-70421,1961086,1959629.0,,D079-101,D079-103,D079-101 D079-103,079,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,92.28,92.28,36.0,36.0,,,,,,15,15,,,,2006/05/31 00:00:00+00,,,N,92.2762601922214
807,2163636,-102171,1993966,1993677.0,,304-042,304-041,304-042 304-041,304,5340-84,,MNL,Mainline,PRI,Private,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,39.59,39.59,10.0,10.0,,,,,,16,16,,,,2004/05/27 00:00:00+00,,,N,39.5861101455999
808,2163638,-73620,1986922,1986849.0,,304-049,304-048,304-049 304-048,304,5340-81,,MNL,Mainline,PRI,Private,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,369.41,369.41,10.0,10.0,,,,,,16,16,,,,2000/10/26 00:00:00+00,,,N,369.411086251161
809,2163641,-73546,1994225,1993616.0,,304-062,304-060,304-062 304-060,304,5340-85,,MNL,Mainline,PRI,Private,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,173.96,173.96,8.0,8.0,,,,,,16,16,,,,,,,N,173.96252073125
834,2163818,192750,2030419,2030406.0,,315-007,315-006,315-007 315-006,315,4037,,MNL,Mainline,TUK,Tukwila SA,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,44.51,44.51,8.0,8.0,10.3000001907349,10.3,6.9,123.7,119.1,16,16,,1980/01/01 00:00:00+00,,,,,N,44.5053035543796
841,2163849,174088,66,86.0,,203-033,203-035,203-033 203-035,203,LC208,,MNL,Mainline,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,110.11,110.11,8.0,8.0,2.40000009536743,3.96,6.56,412.04,409.44,16,16,,1968/01/01 00:00:00+00,,,,,N,110.109852369147
842,2163852,-86626,1001,1000.0,,202-032,202-021,202-032 202-021,202,LC1701,,STB,Stub,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,8.4,8.4,8.0,8.0,,,10.66,,436.34,16,16,,1957/01/01 00:00:00+00,,,,,N,8.39877227328931
843,2163856,-86612,597,610.0,,202-034,202-023,202-034 202-023,202,LC1701,,STB,Stub,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,8.53,8.53,8.0,8.0,,,9.5,,443.5,16,16,,1957/01/01 00:00:00+00,,2000/10/26 00:00:00+00,,,N,8.53452846671509
844,2163857,-86621,370,371.0,,202-033,202-024,202-033 202-024,202,,,STB,Stub,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,7.42,7.42,8.0,8.0,,,15.36,,442.64,16,16,,1959/01/01 00:00:00+00,,2000/10/26 00:00:00+00,,,N,7.41976255019405
845,2163858,-86585,3098,3099.0,,202-041,202-005,202-041 202-005,202,LC1566-1,,STB,Stub,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,6.92,6.92,8.0,8.0,,,13.16,,458.84,16,16,,1959/01/01 00:00:00+00,,2000/10/26 00:00:00+00,,,N,6.92009534036236
846,2163865,174200,3339,3341.0,,203-090,203-028,203-090 203-028,203,LC1570-A,,STB,Stub,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,24.68,24.68,8.0,8.0,,,-0.64,,434.64,16,16,,1959/01/01 00:00:00+00,,,,,N,24.6779072125731
847,2163866,174078,3381,3489.0,,203-029,209-378,203-029 209-378,203,LC1570-1,,MNL,Mainline,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,CIP,Cast Iron Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,43.76,43.76,8.0,8.0,0.699999988079071,0.36,10.39,423.64,423.34,16,16,,1959/01/01 00:00:00+00,,,,,N,43.7559713337405
848,2163871,-28973,17953,17911.0,,208-136,208-103,208-136 208-103,208,LC1625,,STB,Stub,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,6.0,6.0,8.0,8.0,,,9.26,,434.74,16,16,,1959/01/01 00:00:00+00,,,,,N,5.99564918865927
849,2163892,174341,9708,9749.0,,208-064,209-122,208-064 209-122,208,LC1540,,MNL,Mainline,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,24.62,24.62,8.0,8.0,8.5,11.66,13.86,366.34,364.24,16,16,,1962/01/01 00:00:00+00,,,,,N,24.6192587792132
850,2163897,174493,4890,4896.0,,209-009,209-010,209-009 209-010,209,LC1565-1,,MNL,Mainline,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,45.29,45.29,8.0,8.0,2.40000009536743,11.7,11.16,406.94,405.84,16,16,,1963/01/01 00:00:00+00,,,,,N,45.2913428974712
851,2163898,174518,5684,5749.0,,209-017,209-018,209-017 209-018,209,LC1999-4,,MNL,Mainline,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,35.72,35.72,8.0,8.0,5.59999990463257,10.26,12.26,403.74,401.74,16,16,,1959/01/01 00:00:00+00,,,,,N,35.7213510937524
852,2163909,174683,7866,7858.0,,209-105,209-100,209-105 209-100,209,LC1557,,MNL,Mainline,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,DIP,Ductile Iron Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,51.86,51.86,8.0,8.0,1.89999997615814,8.66,10.3,383.34,382.34,16,16,,1955/01/01 00:00:00+00,,,,,N,51.860157216539
853,2163912,174797,8914,9010.0,,209-164,209-163,209-164 209-163,209,LC180-2,,MNL,Mainline,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,75.86,75.86,8.0,8.0,5.90000009536743,10.66,16.46,404.34,399.84,16,16,,1969/01/01 00:00:00+00,,,,,N,75.8610217974964
854,2163915,174602,4229,4133.0,,209-059,209-404,209-059 209-404,209,LC207-3,,MNL,Mainline,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,RCP,Reinforced Concrete Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,25.63,25.63,12.0,12.0,,10.46,,367.54,,16,16,,1967/01/01 00:00:00+00,,,,,N,25.6277592973179
855,2163919,-28998,5912,5910.0,,209-443,209-082,209-443 209-082,209,LC1565-2,,STB,Stub,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,7.77,7.77,8.0,8.0,,,14.76,,465.24,16,16,,1967/01/01 00:00:00+00,,,,,N,7.76585134812139
856,2163922,174678,7858,8953.0,,209-100,209-383,209-100 209-383,209,,,MNL,Mainline,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,347.36,347.36,10.0,10.0,0.5,10.3,4.7,382.0,380.3,16,16,,1987/01/01 00:00:00+00,,,,,N,347.35642963958
857,2163923,-28992,4133,4134.0,,209-404,209-452,209-404 209-452,209,LC207-3,,MNL,Mainline,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,Y,N,N,N,N,36.06,36.06,8.0,8.0,,,,,,16,16,,1967/01/01 00:00:00+00,,,,,N,36.0594710094966
863,2163940,-29072,21907,21926.0,,209-466,209-323,209-466 209-323,209,LC1864-3,,STB,Stub,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,6.23,6.23,8.0,8.0,,,9.16,,460.84,16,16,,1962/01/01 00:00:00+00,,,,,N,6.23229224980774
864,2163946,175227,22064,22689.0,,209-406,215-374,209-406 215-374,209,LC1716-4,,MNL,Mainline,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,RCP,Reinforced Concrete Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,168.4,168.4,24.0,24.0,0.200000002980232,20.56,33.8,354.6,354.2,16,16,,1990/01/01 00:00:00+00,,,,,N,168.396821476467
865,2163953,175364,21759,23278.0,,210-063,216-001,210-063 216-001,210,LC313,,MNL,Mainline,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,330.62,330.62,8.0,8.0,,,7.26,,442.74,16,16,,,,,,,N,330.616766103112
866,2163954,-29081,14305,14308.0,,210-110,210-022,210-110 210-022,210,LC1515-2,,STB,Stub,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,7.32,7.32,8.0,8.0,,,5.66,,477.34,16,16,,1962/01/01 00:00:00+00,,,,,N,7.31825493909108
868,2163983,-29207,37333,37332.0,,214-243,214-097,214-243 214-097,214,LC1451,,STB,Stub,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,7.44,7.44,8.0,8.0,,,24.36,,422.74,16,16,,1959/01/01 00:00:00+00,,,,,N,7.43783336441642
869,2163996,176761,25311,25660.0,,215-372,215-056,215-372 215-056,215,LC1716-3,,MNL,Mainline,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,RCP,Reinforced Concrete Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,120.37,120.37,24.0,24.0,-4.40000009536743,24.0,26.96,353.0,358.3,16,16,,1990/01/01 00:00:00+00,,,,,N,120.366368653473
870,2163998,176089,25158,26203.0,,215-026,215-068,215-026 215-068,215,LC1471-3,,MNL,Mainline,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,Y,N,N,189.54,189.54,8.0,8.0,8.10000038146973,28.6,18.9,378.4,363.1,16,16,,1963/01/01 00:00:00+00,,,,,N,189.537274899824
871,2164019,-29252,29162,29254.0,,215-399,215-100,215-399 215-100,215,LC1867-1,,STB,Stub,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,12.63,12.63,8.0,8.0,,,8.06,,398.94,16,16,,1958/01/01 00:00:00+00,,,,,N,12.6254775298552
872,2164023,176062,23057,23083.0,,215-012,215-013,215-012 215-013,215,LC1474-2,,MNL,Mainline,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,RCP,Reinforced Concrete Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,166.94,166.94,15.0,15.0,1.89999997615814,22.3,13.46,380.74,377.54,16,16,,1958/01/01 00:00:00+00,,,,,N,166.939203096359
873,2164025,176900,31249,31278.0,,216-067,216-068,216-067 216-068,216,LC1469,,MNL,Mainline,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,134.37,134.37,8.0,8.0,-1.0,9.76,9.36,352.24,353.6,16,16,,1953/01/01 00:00:00+00,,,,,N,134.374664160099
874,2164026,177007,39389,39654.0,,216-121,216-122,216-121 216-122,216,LC575,,MNL,Mainline,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,49.0,49.0,10.0,10.0,1.0,17.46,15.96,291.54,291.04,16,16,,1954/01/01 00:00:00+00,,,,,N,48.9998195069633
875,2164061,175930,47220,47281.0,,214-163,214-164,214-163 214-164,214,LC1996-1,,MNL,Mainline,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,11.89,11.89,8.0,8.0,-24.8999996185303,17.26,16.06,367.74,370.7,16,16,,1960/01/01 00:00:00+00,,,,,N,11.8914569156724
876,2164062,-29227,47681,47684.0,,214-248,214-199,214-248 214-199,214,LC1422,,STB,Stub,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,7.07,7.07,8.0,8.0,,,16.16,,417.84,16,16,,1960/01/01 00:00:00+00,,,,,N,7.07268842562546
877,2164064,-29219,43525,43521.0,,214-254,214-149,214-254 214-149,214,LC1438,,STB,Stub,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,5.71,5.71,8.0,8.0,,,9.06,,376.94,16,16,,1960/01/01 00:00:00+00,,,,,N,5.71152848011183
878,2164078,308038,41964,41962.0,,215-376,215-208,215-376 215-208,215,LC70,,MNL,Mainline,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,7.4,7.4,8.0,8.0,,-24.2,17.5,,317.2,16,16,,1960/01/01 00:00:00+00,,2004/10/05 00:00:00+00,,,N,7.39632248058941
879,2164080,-29287,43234,43227.0,,215-418,215-222,215-418 215-222,215,LC1444,,STB,Stub,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,7.87,7.87,8.0,8.0,,,10.86,,339.4,16,16,,1960/01/01 00:00:00+00,,,,,N,7.87224062819296
880,2164088,176759,42319,42313.0,,215-371,215-230,215-371 215-230,215,LC1448,,MNL,Mainline,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,CIP,Cast Iron Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,32.59,32.59,8.0,8.0,0.899999976158142,6.3,12.6,381.7,381.4,16,16,,1958/01/01 00:00:00+00,,,,,N,32.5864368345555
881,2164092,176681,50280,50290.0,,215-330,215-329,215-330 215-329,215,LC165,,MNL,Mainline,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,26.52,26.52,8.0,8.0,1.10000002384186,10.26,12.56,345.74,345.44,16,16,,1958/01/01 00:00:00+00,,,,,N,26.5226512561162
882,2164108,177208,53994,53919.0,,216-219,216-216,216-219 216-216,216,LC399,,MNL,Mainline,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,170.45,170.45,8.0,8.0,6.19999980926514,9.36,16.16,320.64,310.14,16,16,,1953/01/01 00:00:00+00,,,,,N,170.449010867946
883,2164109,-29356,44137,44497.0,,D216-005,D216-006,D216-005 D216-006,216,LC1883,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,RCP,Reinforced Concrete Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,100.15,100.15,18.0,18.0,,,,,,15,15,,,,,,,N,100.153555638044
884,2164116,-29359,44871,45097.0,,216-173,216-172,216-173 216-172,216,LC1443,,MNL,Mainline,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,38.01,38.01,8.0,8.0,16.2999992370605,3.7,9.9,308.3,302.1,16,16,,1952/01/01 00:00:00+00,,,,,N,38.0080102638607
961,2164874,-74135,225273,224985.0,,D233-391,D233-392,D233-391 D233-392,233,LC910-1,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,PVC,Polyvinyl Chloride,CIR,Circular,C,Connected,,,N,N,N,N,N,N,156.67,156.67,12.0,12.0,,,,,,15,15,,,,,,,N,156.668912381095
1008,2165431,-18229,370415,370035.0,,007-345,007-316,007-345 007-316,007,5572-10,,MNL,Mainline,PRI,Private,,Not Parallel,C,Combined,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,34.16,34.16,,,,5.0,,301.0,,18,16,,,,,,,N,34.157000524685
1009,2165432,-18270,410050,419480.0,,007-312,007-311,007-312 007-311,007,5572-19,,MNL,Mainline,PRI,Private,,Not Parallel,C,Combined,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,305.56,305.56,10.0,10.0,1.0,11.3,8.3,279.7,276.7,18,16,,1953/01/01 00:00:00+00,,,,,N,305.563169824464
1010,2165433,-18285,419480,436293.0,,007-311,007-310,007-311 007-310,007,5572-19,,MNL,Mainline,PRI,Private,,Not Parallel,C,Combined,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,366.85,366.85,10.0,10.0,1.10000002384186,8.3,16.4,276.7,272.6,18,16,,1953/01/01 00:00:00+00,,,,,N,366.848908815076
1011,2165434,-18278,423388,421408.0,,D007-031,D007-032,D007-031 D007-032,007,5572-17,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,142.67,142.67,,,2.0,5.3,7.2,358.7,355.8,15,15,,1946/01/01 00:00:00+00,,,,,N,142.668407379074
1012,2165435,-1542,361704,354350.0,,D007-047,D007-048,D007-047 D007-048,007,5572-1,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,270.02,270.02,,,6.59999990463257,3.2,6.1,335.8,317.9,15,15,,1946/01/01 00:00:00+00,,,,,N,270.024932329193
1013,2165436,-1551,417088,423618.0,,D007-057,D007-058,D007-057 D007-058,007,5572-4,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,277.05,277.05,,,4.5,5.4,6.8,350.6,338.2,15,15,,1946/01/01 00:00:00+00,,,,,N,277.05073237398
1014,2165449,-63190,394340,388137.0,,D008-252,D008-250,D008-252 D008-250,008,,,MNL,Mainline,DPR,Parks and Recreation,,Not Parallel,D,Drainage,D,Drainage,RCP,Reinforced Concrete Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,138.04,138.04,30.0,30.0,0.699999988079071,7.22,4.35,19.25,18.22,15,15,,1946/01/01 00:00:00+00,,2005/04/13 00:00:00+00,,,N,138.042896324759
1015,2165452,-63229,350557,346699.0,,D008-224,D008-223,D008-224 D008-223,008,,,MNL,Mainline,DPR,Parks and Recreation,,Not Parallel,D,Drainage,D,Drainage,RCP,Reinforced Concrete Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,84.1,84.1,30.0,30.0,2.79999995231628,5.55,3.25,43.22,40.9,15,15,,1946/01/01 00:00:00+00,,2005/04/14 00:00:00+00,,,N,84.1029308233238
1063,2166049,-52626,582625,582735.0,,017-029,017-323,017-029 017-323,017,,,MNL,Mainline,PRI,Private,,Not Parallel,S,Sanitary,S,Sanitary,PVC,Polyvinyl Chloride,CIR,Circular,C,Connected,,,N,N,N,N,N,N,125.72,125.72,8.0,8.0,19.7000007629395,8.9,6.34,78.1,53.36,16,16,,2000/01/01 00:00:00+00,,2005/01/26 00:00:00+00,,,N,125.721139444551
1064,2166050,-52664,600636,605073.0,,017-328,017-329,017-328 017-329,017,,,MNL,Mainline,PRI,Private,,Not Parallel,S,Sanitary,S,Sanitary,PVC,Polyvinyl Chloride,CIR,Circular,C,Connected,,,N,N,N,N,N,N,122.19,122.19,8.0,8.0,3.5,4.35,3.1,104.4,100.1,16,16,,,,2005/02/01 00:00:00+00,,,N,122.188198466484
