ObjectId,incident_number,ucr_category,type_of_firearm,firearm_manufacturer,firearm_model,firearm_caliber,recovery_date,address_geocode_type,recovery_block_address,city,state,recovery_zipcode,person_recovered_from_race,person_recovered_from_sex,person_recovered_from_age,address_concat,x,y,longitude,latitude,confidence,source
1456,80-10-095983,Wpns Law Violation,"Pistol, Revolver                                       ","Tanfoglio, F.Ll                                        ",Fabrica D`armi,22C,2010/12/03 00:00:00+00,INTERSECTION,N 25th St / W Main St,Louisville,KY,40212.0,Black,M,20.0,N 25th St / W Main St Louisville KY 40212,,,,,,
1457,80-17-003312,Vandalism,"Pistol, Semi-automatic                                 ","Keltec, Cnc Industries, Inc                            ",P-32,22C,2017/01/12 00:00:00+00,INTERSECTION,N 26th St / Bank St,Louisville,KY,40212.0,White,M,27.0,N 26th St / Bank St Louisville KY 40212,,,,,,
1458,80-17-003546,Wpns Law Violation,"Pistol, Revolver                                       ",Fie,,22C,2017/01/12 00:00:00+00,INTERSECTION,N 26th St / Bank St,Louisville,KY,40212.0,White,M,25.0,N 26th St / Bank St Louisville KY 40212,,,,,,
1459,80-12-032819,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Raven Arms,Mp-25,25C,2012/04/27 00:00:00+00,INTERSECTION,N 26th St / Bank St,Louisville,KY,40212.0,White,M,23.0,N 26th St / Bank St Louisville KY 40212,,,,,,
1460,80-10-005804,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Taurus Internat,Taurus Internat,45C,2010/01/24 00:00:00+00,INTERSECTION,N 26th St / Bank St,Louisville,KY,40212.0,White,M,19.0,N 26th St / Bank St Louisville KY 40212,,,,,,
1461,80-15-090876,Wpns Law Violation,"Pistol, Single-shot                                    ",Taurus International,,25C,2015/11/08 00:00:00+00,INTERSECTION,N 26th St / Duncan St,Louisville,KY,40212.0,Black,M,50.0,N 26th St / Duncan St Louisville KY 40212,,,,,,
1462,80-14-032674,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Smith & Wesson,,40C,2014/05/07 00:00:00+00,INTERSECTION,N 26th St / Portland Ave,Louisville,KY,40212.0,Black,M,22.0,N 26th St / Portland Ave Louisville KY 40212,,,,,,
1463,80-11-042409,Wpns Law Violation,"Pistol, Revolver                                       ",Forehand Arms C,,32C,2011/06/03 00:00:00+00,INTERSECTION,N 26th St / St Xavier St,Louisville,KY,40212.0,Black,M,52.0,N 26th St / St Xavier St Louisville KY 40212,,,,,,
1464,80-11-025143,Wpns Law Violation,"Pistol, Revolver                                       ",Ruger,Blackhawk,41C,2011/04/06 00:00:00+00,INTERSECTION,N 26th St / W Main St,Louisville,KY,40212.0,Black,M,36.0,N 26th St / W Main St Louisville KY 40212,,,,,,
1465,80-15-088244,Aggravated Assault,"Pistol, Semi-automatic                                 ",Cobra Enterprises Inc,Fs380,380C,2015/10/31 00:00:00+00,INTERSECTION,N 27th St / Bank St,Louisville,KY,40212.0,White,M,56.0,N 27th St / Bank St Louisville KY 40212,,,,,,
1466,80-10-004596,Wpns Law Violation,"Pistol, Revolver                                       ",Rg Industries,Rg (with Number,38C,2010/01/20 00:00:00+00,INTERSECTION,N 27th St / Northwestern Pky,Louisville,KY,40212.0,White,M,18.0,N 27th St / Northwestern Pky Louisville KY 40212,,,,,,
1467,80-10-054241,Aggravated Assault,"Pistol, Semi-automatic                                 ",Hipoint,,40C,2010/07/16 00:00:00+00,INTERSECTION,N 27th St / Portland Ave,Louisville,KY,40212.0,White,M,24.0,N 27th St / Portland Ave Louisville KY 40212,,,,,,
1468,80-15-039971,Wpns Law Violation,Null,Taurus International,Pt 24/7 Pro,,2015/05/26 00:00:00+00,INTERSECTION,N 27th St / Portland Ave,Louisville,KY,40212.0,Null,,,N 27th St / Portland Ave Louisville KY 40212,,,,,,
1469,80-11-053061,Narcotics,"Pistol, Semi-automatic                                 ",Ruger,,22C,2011/07/07 00:00:00+00,INTERSECTION,N 28th St / Duncan St,Louisville,KY,40212.0,White,M,22.0,N 28th St / Duncan St Louisville KY 40212,,,,,,
1470,80-11-099143,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Femaru,Model P9,9MM,2011/12/06 00:00:00+00,INTERSECTION,N 28th St / Gilligan St,Louisville,KY,40212.0,Black,M,26.0,N 28th St / Gilligan St Louisville KY 40212,,,,,,
1471,80-11-029322,Aggravated Assault,"Rifle, Percussion                                      ","Traditions, Inc                                        ",,50C,2011/04/20 00:00:00+00,INTERSECTION,N 28th St / Rowan St,Louisville,KY,40212.0,White,M,51.0,N 28th St / Rowan St Louisville KY 40212,,,,,,
1472,80-11-029322,Aggravated Assault,"Rifle, Percussion                                      ","Traditions, Inc                                        ",,50C,2011/04/20 00:00:00+00,INTERSECTION,N 28th St / Rowan St,Louisville,KY,40212.0,White,M,51.0,N 28th St / Rowan St Louisville KY 40212,,,,,,
1473,80-11-091403,Wpns Law Violation,"Pistol, Revolver                                       ",,,44C,2011/11/11 00:00:00+00,INTERSECTION,N 28th St / W Main St,Louisville,KY,40212.0,Black,M,23.0,N 28th St / W Main St Louisville KY 40212,,,,,,
1474,80-12-001746,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Davis Industrie,,25C,2012/01/07 00:00:00+00,INTERSECTION,N 29th St / Bank St,Louisville,KY,40212.0,White,M,35.0,N 29th St / Bank St Louisville KY 40212,,,,,,
1475,80-12-001746,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Davis Industrie,,25C,2012/01/07 00:00:00+00,INTERSECTION,N 29th St / Bank St,Louisville,KY,40212.0,White,M,35.0,N 29th St / Bank St Louisville KY 40212,,,,,,
1476,80-10-056223,Narcotics,"Pistol, Semi-automatic                                 ",Davis Industrie,,32C,2010/07/23 00:00:00+00,INTERSECTION,N 29th St / Garfield Ave,Louisville,KY,40212.0,White,M,23.0,N 29th St / Garfield Ave Louisville KY 40212,,,,,,
1477,80-10-056223,Narcotics,"Pistol, Semi-automatic                                 ",Davis Industrie,,32C,2010/07/23 00:00:00+00,INTERSECTION,N 29th St / Garfield Ave,Louisville,KY,40212.0,White,M,23.0,N 29th St / Garfield Ave Louisville KY 40212,,,,,,
1478,80-14-018623,Stolen Property,"Pistol, Semi-automatic                                 ",Taurus Internat,,380C,2014/03/17 00:00:00+00,INTERSECTION,N 29th St / Montgomery St,Louisville,KY,40212.0,Black,M,19.0,N 29th St / Montgomery St Louisville KY 40212,,,,,,
1479,80-14-018623,Stolen Property,"Pistol, Semi-automatic                                 ",Taurus Internat,,380C,2014/03/17 00:00:00+00,INTERSECTION,N 29th St / Montgomery St,Louisville,KY,40212.0,Black,M,19.0,N 29th St / Montgomery St Louisville KY 40212,,,,,,
1480,80-12-059103,Wpns Law Violation,"Pistol, Semi-automatic                                 ","Glock, Inc.                                            ",Model 30 (45 Ac,45C,2012/07/26 00:00:00+00,INTERSECTION,N 29th St / Portland Ave,Louisville,KY,40212.0,White,M,21.0,N 29th St / Portland Ave Louisville KY 40212,,,,,,
1481,80-15-014535,Narcotics,Null,"Glock, Inc.                                            ",Glock 23,,2015/02/27 00:00:00+00,INTERSECTION,N 29th St / Rowan St,Louisville,KY,40212.0,Null,,,N 29th St / Rowan St Louisville KY 40212,,,,,,
1482,80-10-026084,Aggravated Assault,"Pistol, Semi-automatic                                 ",Bryco Arms,,380C,2010/04/12 00:00:00+00,INTERSECTION,N 29th St / Slevin St,Louisville,KY,40212.0,Black,M,,N 29th St / Slevin St Louisville KY 40212,,,,,,
1483,80-11-040687,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Hipoint,Js-9 Series,9MM,2011/05/28 00:00:00+00,INTERSECTION,N 2nd St / W Main St,Louisville,KY,40202.0,Black,M,32.0,N 2nd St / W Main St Louisville KY 40202,,,,,,
1484,80-10-031699,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Para Ordnance,P Series,45C,2010/05/01 00:00:00+00,INTERSECTION,N 30th St / Bank St,Louisville,KY,40212.0,Black,M,43.0,N 30th St / Bank St Louisville KY 40212,,,,,,
1485,80-10-031699,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Para Ordnance,P Series,45C,2010/05/01 00:00:00+00,INTERSECTION,N 30th St / Bank St,Louisville,KY,40212.0,Black,M,43.0,N 30th St / Bank St Louisville KY 40212,,,,,,
1486,80-15-096231,Wpns Law Violation,Null,Hipoint,Hi-point,,2015/11/26 00:00:00+00,INTERSECTION,N 30th St / Duncan St,Louisville,KY,40212.0,Black,M,21.0,N 30th St / Duncan St Louisville KY 40212,,,,,,
1487,80-15-022480,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Taurus International,Taurus Internat,380C,2015/03/29 00:00:00+00,INTERSECTION,N 31st St / Bank St,Louisville,KY,40212.0,White,M,25.0,N 31st St / Bank St Louisville KY 40212,,,,,,
1488,80-10-097010,Aggravated Assault,"Pistol, Semi-automatic                                 ","Glock, Inc.                                            ",,40C,2010/12/09 00:00:00+00,INTERSECTION,N 31st St / Portland Ave,Louisville,KY,40212.0,Black,M,19.0,N 31st St / Portland Ave Louisville KY 40212,,,,,,
1489,80-10-097010,Aggravated Assault,"Pistol, Semi-automatic                                 ","Glock, Inc.                                            ",,40C,2010/12/09 00:00:00+00,INTERSECTION,N 31st St / Portland Ave,Louisville,KY,40212.0,Black,M,19.0,N 31st St / Portland Ave Louisville KY 40212,,,,,,
1490,80-16-044875,Wpns Law Violation,"Pistol, Semi-automatic                                 ","Springfield Armory,geneseo,il                          ",Xd9,9MM,2016/05/27 00:00:00+00,INTERSECTION,N 32nd St / Northwestern Pky,Louisville,KY,40212.0,White,M,38.0,N 32nd St / Northwestern Pky Louisville KY 40212,,,,,,
1491,80-12-023677,Stolen Property,"Pistol, Semi-automatic                                 ",Taurus International,Model Pt111,9MM,2012/03/26 00:00:00+00,INTERSECTION,N 33rd St / Rudd Ave,Louisville,KY,40212.0,White,M,30.0,N 33rd St / Rudd Ave Louisville KY 40212,,,,,,
1492,80-12-023677,Stolen Property,"Pistol, Semi-automatic                                 ",Taurus International,Model Pt111,9MM,2012/03/26 00:00:00+00,INTERSECTION,N 33rd St / Rudd Ave,Louisville,KY,40212.0,White,M,30.0,N 33rd St / Rudd Ave Louisville KY 40212,,,,,,
1493,80-15-067528,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Ruger,,45C,2015/08/26 00:00:00+00,INTERSECTION,N 34th St / Pflanz Ave,Louisville,KY,40212.0,Black,M,26.0,N 34th St / Pflanz Ave Louisville KY 40212,,,,,,
1494,80-12-043770,Wpns Law Violation,"Pistol, Semi-automatic                                 ",,,9MM,2012/06/02 00:00:00+00,INTERSECTION,N 34th St / Pflanz Ave,Louisville,KY,40212.0,White,M,17.0,N 34th St / Pflanz Ave Louisville KY 40212,,,,,,
1495,80-16-056996,Wpns Law Violation,"Pistol, Revolver                                       ",Clerke/clerke Technicorp.,,32C,2016/07/06 00:00:00+00,INTERSECTION,N 34th St / W Main St,Louisville,KY,40212.0,Black,M,21.0,N 34th St / W Main St Louisville KY 40212,,,,,,
1496,80-11-097303,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Sccy,Cpx-2,9MM,2011/11/30 00:00:00+00,INTERSECTION,N 35th St / Bank St,Louisville,KY,40212.0,White,M,21.0,N 35th St / Bank St Louisville KY 40212,,,,,,
1497,80-12-099107,Aggravated Assault,"Pistol, Semi-automatic                                 ",Hipoint,C9,9MM,2012/12/14 00:00:00+00,INTERSECTION,N 35th St / Bank St,Louisville,KY,40212.0,White,M,29.0,N 35th St / Bank St Louisville KY 40212,,,,,,
1498,80-15-099321,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Colt,,4570,2015/12/07 00:00:00+00,INTERSECTION,N 36th St / Duncan St,Louisville,KY,40212.0,Black,M,49.0,N 36th St / Duncan St Louisville KY 40212,,,,,,
1499,80-15-099321,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Colt,,4570,2015/12/07 00:00:00+00,INTERSECTION,N 36th St / Duncan St,Louisville,KY,40212.0,Black,M,49.0,N 36th St / Duncan St Louisville KY 40212,,,,,,
1500,80-16-051122,Stolen Property,"Pistol, Semi-automatic                                 ",,Cpx-2,9MM,2016/06/16 00:00:00+00,INTERSECTION,N 36th St / Duncan St,Louisville,KY,40212.0,Null,,,N 36th St / Duncan St Louisville KY 40212,,,,,,
1501,80-16-079754,Wpns Law Violation,"Pistol, Revolver                                       ",Rg Industries,Rg31,38C,2016/09/17 00:00:00+00,INTERSECTION,New Cut Rd / Outer Loop,Louisville,KY,40214.0,Black,M,24.0,New Cut Rd / Outer Loop Louisville KY 40214,1201428.89,231742.4725,-85.7761209585148,38.1263866690107,,LOJIC
1502,80-16-071982,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Kimber,Carry Series,45C,2016/08/23 00:00:00+00,INTERSECTION,New Cut Rd / Outer Loop,Louisville,KY,40214.0,Null,,,New Cut Rd / Outer Loop Louisville KY 40214,1201428.89,231742.4725,-85.7761209585148,38.1263866690107,,LOJIC
1503,80-16-007788,Wpns Law Violation,"Pistol, Semi-automatic                                 ","Springfield Armory,geneseo,il                          ",Pistol: Model X,9MM,2016/01/26 00:00:00+00,INTERSECTION,New Cut Rd / Outer Loop,Louisville,KY,40214.0,White,M,34.0,New Cut Rd / Outer Loop Louisville KY 40214,1201428.89,231742.4725,-85.7761209585148,38.1263866690107,,LOJIC
1504,80-16-007788,Wpns Law Violation,"Pistol, Semi-automatic                                 ","Springfield Armory,geneseo,il                          ",Pistol: Model X,9MM,2016/01/26 00:00:00+00,INTERSECTION,New Cut Rd / Outer Loop,Louisville,KY,40214.0,White,M,34.0,New Cut Rd / Outer Loop Louisville KY 40214,1201428.89,231742.4725,-85.7761209585148,38.1263866690107,,LOJIC
1505,80-15-102843,Family Offenses,"Rifle, Semi-automatic                                  ",Ruger,,22C,2015/12/18 00:00:00+00,INTERSECTION,New Cut Rd / Palatka Rd,Louisville,KY,40214.0,Black,M,24.0,New Cut Rd / Palatka Rd Louisville KY 40214,1201509.75,240629.71875,-85.7763518607294,38.1507916680848,,LOJIC
1506,80-10-066589,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Cobra Enterpris,Ca Series,380C,2010/08/26 00:00:00+00,INTERSECTION,New Cut Rd / Palatka Rd,Louisville,KY,40214.0,Hispanic,M,18.0,New Cut Rd / Palatka Rd Louisville KY 40214,1201509.75,240629.71875,-85.7763518607294,38.1507916680848,,LOJIC
1507,80-13-095807,Wpns Law Violation,"Pistol, Semi-automatic                                 ",,,9MM,2013/12/15 00:00:00+00,INTERSECTION,New Cut Rd / Palatka Rd,Louisville,KY,40214.0,Middle Eastern,M,27.0,New Cut Rd / Palatka Rd Louisville KY 40214,1201509.75,240629.71875,-85.7763518607294,38.1507916680848,,LOJIC
1508,80-14-087320,Narcotics,"Pistol, Semi-automatic                                 ","Fnh Usa, Llc                                           ",,40C,2014/11/11 00:00:00+00,INTERSECTION,New Cut Rd / Southside Dr,Louisville,KY,40214.0,Black,M,23.0,New Cut Rd / Southside Dr Louisville KY 40214,1201794.375,238812.4375,-85.7752575779183,38.1458149893426,,LOJIC
1509,80-14-087320,Narcotics,"Pistol, Semi-automatic                                 ","Fnh Usa, Llc                                           ",,40C,2014/11/11 00:00:00+00,INTERSECTION,New Cut Rd / Southside Dr,Louisville,KY,40214.0,Black,M,23.0,New Cut Rd / Southside Dr Louisville KY 40214,1201794.375,238812.4375,-85.7752575779183,38.1458149893426,,LOJIC
1510,80-16-020282,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Heckler & Koch,Hk45,45C,2016/03/10 00:00:00+00,INTERSECTION,New Cut Rd / Southside Dr,Louisville,KY,40214.0,White,M,24.0,New Cut Rd / Southside Dr Louisville KY 40214,1201794.375,238812.4375,-85.7752575779183,38.1458149893426,,LOJIC
1511,80-17-008030,Aggravated Assault,"Pistol, Semi-automatic                                 ","Glock, Inc.                                            ",Model 19/19c (9,9MM,2017/01/27 00:00:00+00,INTERSECTION,New Cut Rd / Taylor Blvd,Louisville,KY,40214.0,Black,M,31.0,New Cut Rd / Taylor Blvd Louisville KY 40214,1200220.25,247580.34375,-85.7812372404047,38.1698168808505,,LOJIC
1512,80-17-008030,Aggravated Assault,"Pistol, Semi-automatic                                 ","Glock, Inc.                                            ",Model 19/19c (9,9MM,2017/01/27 00:00:00+00,INTERSECTION,New Cut Rd / Taylor Blvd,Louisville,KY,40214.0,Black,M,31.0,New Cut Rd / Taylor Blvd Louisville KY 40214,1200220.25,247580.34375,-85.7812372404047,38.1698168808505,,LOJIC
1513,80-17-008030,Aggravated Assault,"Pistol, Semi-automatic                                 ","Glock, Inc.                                            ",Model 19/19c (9,9MM,2017/01/27 00:00:00+00,INTERSECTION,New Cut Rd / Taylor Blvd,Louisville,KY,40214.0,Black,M,31.0,New Cut Rd / Taylor Blvd Louisville KY 40214,1200220.25,247580.34375,-85.7812372404047,38.1698168808505,,LOJIC
1514,80-14-088408,Wpns Law Violation,"Pistol, Revolver                                       ",North American Arms,22 Long,22C,2014/11/15 00:00:00+00,INTERSECTION,New Cut Rd / Westview Dr,Louisville,KY,40214.0,White,M,46.0,New Cut Rd / Westview Dr Louisville KY 40214,1201574.25,240155.37375,-85.776100265554,38.1494922158378,,LOJIC
1515,80-10-084693,Narcotics,"Pistol, Revolver                                       ",Ruger,Handguns: Singl,22C,2010/10/26 00:00:00+00,INTERSECTION,New La Grange Rd / Shelbyville Rd,Louisville,KY,40222.0,White,M,27.0,New La Grange Rd / Shelbyville Rd Louisville KY 40222,1248393.75,275865.5625,-85.6151484123498,38.2495588566309,,LOJIC
1516,80-12-102664,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Sig-sauer,P229,9MM,2012/12/29 00:00:00+00,INTERSECTION,New La Grange Rd / Willow Springs Dr,Lyndon,KY,40242.0,White,M,31.0,New La Grange Rd / Willow Springs Dr Lyndon KY 40242,1254361.75,281182.25,-85.5946391850642,38.2643979867361,,LOJIC
1517,80-12-079363,Aggravated Assault,"Pistol, Semi-automatic                                 ",,,9MM,2012/10/05 00:00:00+00,INTERSECTION,Nolin Pl / E Southland Blvd,Louisville,KY,40214.0,Hispanic,M,21.0,Nolin Pl / E Southland Blvd Louisville KY 40214,1206797.75,248791.09375,-85.7584302877948,38.1734392068673,,LOJIC
1518,80-12-079363,Aggravated Assault,"Pistol, Semi-automatic                                 ",,,9MM,2012/10/05 00:00:00+00,INTERSECTION,Nolin Pl / E Southland Blvd,Louisville,KY,40214.0,Hispanic,M,21.0,Nolin Pl / E Southland Blvd Louisville KY 40214,1206797.75,248791.09375,-85.7584302877948,38.1734392068673,,LOJIC
1519,80-15-001454,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Jennings Firearms,J-22,22C,2015/01/07 00:00:00+00,INTERSECTION,Nutmeg Ct / Twin Oak Ln,Louisville,KY,40219.0,White,M,17.0,Nutmeg Ct / Twin Oak Ln Louisville KY 40219,1225482.0,246824.9075,-85.6933370869632,38.1688628084527,,LOJIC
1520,80-15-001454,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Jennings Firearms,J-22,22C,2015/01/07 00:00:00+00,INTERSECTION,Nutmeg Ct / Twin Oak Ln,Louisville,KY,40219.0,White,M,17.0,Nutmeg Ct / Twin Oak Ln Louisville KY 40219,1225482.0,246824.9075,-85.6933370869632,38.1688628084527,,LOJIC
1521,80-12-012640,Narcotics,"Pistol, Semi-automatic                                 ",Beretta (industria S.A.),Tomcat,32C,2012/02/16 00:00:00+00,INTERSECTION,Oakdale Ave / Southern Pky,Louisville,KY,40214.0,Black,M,24.0,Oakdale Ave / Southern Pky Louisville KY 40214,1205040.75,258712.40625,-85.7651089470298,38.2006004961736,,LOJIC
1522,80-16-064503,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Hipoint,Cf-380,380C,2016/07/30 00:00:00+00,INTERSECTION,Oaklawn Dr / Preston Hwy,Louisville,KY,40219.0,Asian,M,28.0,Oaklawn Dr / Preston Hwy Louisville KY 40219,1225613.0,239514.5625,-85.6924832687284,38.1487964894415,,LOJIC
1523,80-12-006061,Wpns Law Violation,"Pistol, Revolver                                       ",Rg Industries,Rg 14,22C,2012/01/23 00:00:00+00,INTERSECTION,Okolona Ter / Preston Hwy,Louisville,KY,40219.0,Black,M,21.0,Okolona Ter / Preston Hwy Louisville KY 40219,1227477.0,235079.9375,-85.6857618717366,38.1367003269753,,LOJIC
1524,80-13-063315,Narcotics,Null,"Glock, Inc.                                            ",23gen4,,2013/08/24 00:00:00+00,INTERSECTION,S 10th St / W Broadway,Louisville,KY,40203.0,Null,,,S 10th St / W Broadway Louisville KY 40203,,,,,,
1525,80-12-006061,Wpns Law Violation,"Pistol, Revolver                                       ",Rg Industries,Rg 14,22C,2012/01/23 00:00:00+00,INTERSECTION,Okolona Ter / Preston Hwy,Louisville,KY,40219.0,Black,M,21.0,Okolona Ter / Preston Hwy Louisville KY 40219,1227477.0,235079.9375,-85.6857618717366,38.1367003269753,,LOJIC
1526,80-12-006061,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Taurus Internat,Model Pt140,40C,2012/01/23 00:00:00+00,INTERSECTION,Okolona Ter / Preston Hwy,Louisville,KY,40219.0,Black,M,21.0,Okolona Ter / Preston Hwy Louisville KY 40219,1227477.0,235079.9375,-85.6857618717366,38.1367003269753,,LOJIC
1527,80-12-006061,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Taurus Internat,Model Pt140,40C,2012/01/23 00:00:00+00,INTERSECTION,Okolona Ter / Preston Hwy,Louisville,KY,40219.0,Black,M,21.0,Okolona Ter / Preston Hwy Louisville KY 40219,1227477.0,235079.9375,-85.6857618717366,38.1367003269753,,LOJIC
1528,80-15-087754,Narcotics,"Pistol, Semi-automatic                                 ","Glock, Inc.                                            ",,45C,2015/10/29 00:00:00+00,INTERSECTION,Old Henry Rd / Woodmont Park Ln,Louisville,KY,40245.0,Hispanic,M,26.0,Old Henry Rd / Woodmont Park Ln Louisville KY 40245,1287586.5,289562.375,-85.479320461248,38.2886823283203,,LOJIC
1529,80-16-039428,Stolen Property,"Pistol, Revolver                                       ",Colt,Pistol Python,357C,2016/05/09 00:00:00+00,INTERSECTION,Old Stonestreet Rd / Stonestreet Rd,Louisville,KY,40272.0,White,M,26.0,Old Stonestreet Rd / Stonestreet Rd Louisville KY 40272,,,,,,
1530,80-15-009028,Wpns Law Violation,Null,,,,2015/02/03 00:00:00+00,INTERSECTION,Oleanda Ave / Oleanda Ct,Louisville,KY,40215.0,Black,M,19.0,Oleanda Ave / Oleanda Ct Louisville KY 40215,1198777.5,260809.28125,-85.7870228112262,38.2060728116306,,LOJIC
1531,80-16-048513,Wpns Law Violation,Null,Hipoint,9,,2016/06/08 00:00:00+00,INTERSECTION,Oleanda Ave / Southgate Ave,Louisville,KY,40215.0,Black,M,18.0,Oleanda Ave / Southgate Ave Louisville KY 40215,1199845.625,258891.71875,-85.7831950575609,38.2008567641376,,LOJIC
1532,80-16-048513,Wpns Law Violation,Null,Taurus International,Taurus,,2016/06/08 00:00:00+00,INTERSECTION,Oleanda Ave / Southgate Ave,Louisville,KY,40215.0,Black,M,18.0,Oleanda Ave / Southgate Ave Louisville KY 40215,1199845.625,258891.71875,-85.7831950575609,38.2008567641376,,LOJIC
1533,80-10-029111,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Davis Industrie,P-380,380C,2010/04/22 00:00:00+00,INTERSECTION,Oleanda Ave / Taylor Blvd,Louisville,KY,40215.0,Black,M,19.0,Oleanda Ave / Taylor Blvd Louisville KY 40215,1200027.75,258785.875,-85.7825552480606,38.2005744783235,,LOJIC
1534,80-15-098535,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Hipoint,Jh-45,45C,2015/12/04 00:00:00+00,INTERSECTION,Oleanda Ave / Taylor Blvd,Louisville,KY,40215.0,Black,M,25.0,Oleanda Ave / Taylor Blvd Louisville KY 40215,1200027.75,258785.875,-85.7825552480606,38.2005744783235,,LOJIC
1535,80-15-091655,Wpns Law Violation,"Pistol, Semi-automatic                                 ","Glock, Inc.                                            ",Model 22/22c (4,40C,2015/11/11 00:00:00+00,INTERSECTION,Olive St / Wilson Ave,Louisville,KY,40211.0,Black,M,42.0,Olive St / Wilson Ave Louisville KY 40211,1195339.875,270618.4375,-85.7995587041432,38.2328469516885,,LOJIC
1536,80-10-022342,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Unknown Manufac,Unknown,380C,2010/03/30 00:00:00+00,INTERSECTION,Oneida Ct / Cayuga St,Louisville,KY,40215.0,Black,M,20.0,Oneida Ct / Cayuga St Louisville KY 40215,,,,,,
1537,80-10-022342,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Unknown Manufac,Unknown,380C,2010/03/30 00:00:00+00,INTERSECTION,Oneida Ct / Cayuga St,Louisville,KY,40215.0,Black,M,20.0,Oneida Ct / Cayuga St Louisville KY 40215,,,,,,
1538,80-10-022342,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Hipoint,,9MM,2010/03/30 00:00:00+00,INTERSECTION,Oneida Ct / Cayuga St,Louisville,KY,40215.0,Black,M,20.0,Oneida Ct / Cayuga St Louisville KY 40215,,,,,,
1539,80-10-022342,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Hipoint,,9MM,2010/03/30 00:00:00+00,INTERSECTION,Oneida Ct / Cayuga St,Louisville,KY,40215.0,Black,M,20.0,Oneida Ct / Cayuga St Louisville KY 40215,,,,,,
1540,80-14-046542,Wpns Law Violation,"Pistol, Revolver                                       ",Smith & Wesson,,38C,2014/06/25 00:00:00+00,INTERSECTION,Orchard Way / St Dennis Ave,Louisville,KY,40216.0,Black,M,17.0,Orchard Way / St Dennis Ave Louisville KY 40216,1186336.25,258333.40625,-85.8301655054988,38.1986968969561,,LOJIC
1541,80-10-042304,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Unknown Manufac,,22C,2010/06/06 00:00:00+00,INTERSECTION,Ormsby // Garvin Pl,Louisville,KY,40203.0,Black,M,50.0,Ormsby // Garvin Pl Louisville KY 40203,,,,,,
1542,80-10-042304,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Unknown Manufac,,22C,2010/06/06 00:00:00+00,INTERSECTION,Ormsby // Garvin Pl,Louisville,KY,40203.0,Black,M,50.0,Ormsby // Garvin Pl Louisville KY 40203,,,,,,
1543,80-11-050245,Wpns Law Violation,"Shotgun, Single-shot                                   ",Harrington & Ri,Topper,12GA,2011/06/28 00:00:00+00,INTERSECTION,Outer Loop / Preston Hwy,Louisville,KY,40219.0,White,M,36.0,Outer Loop / Preston Hwy Louisville KY 40219,1227205.75,235717.15625,-85.6867393932418,38.1384383234474,,LOJIC
1544,80-11-050245,Wpns Law Violation,"Shotgun, Single-shot                                   ",Harrington & Ri,Topper,16GA,2011/06/28 00:00:00+00,INTERSECTION,Outer Loop / Preston Hwy,Louisville,KY,40219.0,White,M,36.0,Outer Loop / Preston Hwy Louisville KY 40219,1227205.75,235717.15625,-85.6867393932418,38.1384383234474,,LOJIC
1545,80-10-097574,Wpns Law Violation,"Pistol, Revolver                                       ",Harrington & Ri,,22C,2010/12/10 00:00:00+00,INTERSECTION,Outer Loop / Preston Hwy,Louisville,KY,40219.0,Black,M,50.0,Outer Loop / Preston Hwy Louisville KY 40219,1227205.75,235717.15625,-85.6867393932418,38.1384383234474,,LOJIC
1546,80-11-050245,Wpns Law Violation,"Rifle, Single-shot                                     ",Savage Arms Inc,,22C,2011/06/28 00:00:00+00,INTERSECTION,Outer Loop / Preston Hwy,Louisville,KY,40219.0,White,M,36.0,Outer Loop / Preston Hwy Louisville KY 40219,1227205.75,235717.15625,-85.6867393932418,38.1384383234474,,LOJIC
