ObjectId,incident_number,ucr_category,type_of_firearm,firearm_manufacturer,firearm_model,firearm_caliber,recovery_date,address_geocode_type,recovery_block_address,city,state,recovery_zipcode,person_recovered_from_race,person_recovered_from_sex,person_recovered_from_age,address_concat,x,y,longitude,latitude,confidence,source
693,80-16-063678,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Ruger,,22C,2016/07/27 00:00:00+00,INTERSECTION,Carrico Ave / Taylor Blvd,Louisville,KY,40215.0,White,M,54.0,Carrico Ave / Taylor Blvd Louisville KY 40215,1199520.125,253017.28125,-85.7839871512311,38.1847127891652,,LOJIC
694,80-15-050382,Wpns Law Violation,Null,Lorcin Engineer,L9mm,,2015/07/02 00:00:00+00,INTERSECTION,Carter St / Northwestern Pky,Louisville,KY,40212.0,Black,M,14.0,Carter St / Northwestern Pky Louisville KY 40212,1200271.0,284227.625,-85.7831825463379,38.2704392156973,,LOJIC
695,80-10-056577,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Femaru,Smc-918,9MM,2010/07/23 00:00:00+00,INTERSECTION,Catalpa St / Dumesnil St,Louisville,KY,40211.0,Black,M,27.0,Catalpa St / Dumesnil St Louisville KY 40211,1194775.5,272092.6875,-85.801609691519,38.2368685944473,,LOJIC
696,80-11-040367,Stolen Property,"Pistol, Semi-automatic                                 ",Ruger,,9MM,2011/05/27 00:00:00+00,INTERSECTION,Catalpa St / Virginia Ave,Louisville,KY,40211.0,Black,M,33.0,Catalpa St / Virginia Ave Louisville KY 40211,1194854.5,272575.6875,-85.8013630080343,38.2381983828763,,LOJIC
697,80-11-040367,Stolen Property,"Rifle, Semi-automatic                                  ",,,,2011/05/27 00:00:00+00,INTERSECTION,Catalpa St / Virginia Ave,Louisville,KY,40211.0,Black,M,33.0,Catalpa St / Virginia Ave Louisville KY 40211,1194854.5,272575.6875,-85.8013630080343,38.2381983828763,,LOJIC
698,80-14-080177,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Bryco Arms,J-22,22C,2014/10/17 00:00:00+00,INTERSECTION,Catalpa St / W Hill St,Louisville,KY,40211.0,Black,M,19.0,Catalpa St / W Hill St Louisville KY 40211,1194484.25,269838.875,-85.8024913015417,38.2306670040956,,LOJIC
699,80-16-052406,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Smith & Wesson,Sw9ve,9MM,2016/06/20 00:00:00+00,INTERSECTION,Cecil Ave / Fordson Way,Louisville,KY,40211.0,Black,M,29.0,Cecil Ave / Fordson Way Louisville KY 40211,1188872.75,272671.6875,-85.822192014102,38.23818345025,,LOJIC
700,80-16-005584,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Smith & Wesson,Pistols: M&p,22C,2016/01/16 00:00:00+00,INTERSECTION,Cecil Ave / Garland Ave,Louisville,KY,40211.0,White,M,25.0,Cecil Ave / Garland Ave Louisville KY 40211,1189309.125,275837.25,-85.8208608927563,38.2468952896234,,LOJIC
701,80-16-005584,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Smith & Wesson,Pistols: M&p,22C,2016/01/16 00:00:00+00,INTERSECTION,Cecil Ave / Garland Ave,Louisville,KY,40211.0,White,M,25.0,Cecil Ave / Garland Ave Louisville KY 40211,1189309.125,275837.25,-85.8208608927563,38.2468952896234,,LOJIC
702,80-11-103589,Wpns Law Violation,"Pistol, Jet Propelled                                  ",Hipoint,Jc-40 Series,40C,2011/12/22 00:00:00+00,INTERSECTION,Cecil Ave / Garland Ave,Louisville,KY,40211.0,Black,M,18.0,Cecil Ave / Garland Ave Louisville KY 40211,1189309.125,275837.25,-85.8208608927563,38.2468952896234,,LOJIC
703,80-11-040695,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Titan Mfg. Corp,,25C,2011/05/28 00:00:00+00,INTERSECTION,Bluegrass Ave / Manslick Rd,Louisville,KY,40215.0,Black,F,21.0,Bluegrass Ave / Manslick Rd Louisville KY 40215,1195213.5,250985.34375,-85.7988492725434,38.1789359172884,,LOJIC
704,80-10-089960,Wpns Law Violation,"Pistol, Revolver                                       ",Hipoint,,9MM,2010/11/12 00:00:00+00,INTERSECTION,Cecil Ave / Garland Ave,Louisville,KY,40211.0,Black,M,18.0,Cecil Ave / Garland Ave Louisville KY 40211,1189309.125,275837.25,-85.8208608927563,38.2468952896234,,LOJIC
705,80-11-040695,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Titan Mfg. Corp,,25C,2011/05/28 00:00:00+00,INTERSECTION,Bluegrass Ave / Manslick Rd,Louisville,KY,40215.0,Black,F,21.0,Bluegrass Ave / Manslick Rd Louisville KY 40215,1195213.5,250985.34375,-85.7988492725434,38.1789359172884,,LOJIC
706,80-16-090624,Fraud,"Pistol, Semi-automatic                                 ","Keltec, Cnc Industries, Inc                            ",P-11,9MM,2016/10/22 00:00:00+00,INTERSECTION,Bluegrass Ave / Manslick Rd,Louisville,KY,40215.0,White,M,35.0,Bluegrass Ave / Manslick Rd Louisville KY 40215,1195213.5,250985.34375,-85.7988492725434,38.1789359172884,,LOJIC
707,80-11-006672,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Raven,Mp-25,25C,2011/01/26 00:00:00+00,INTERSECTION,Bluegrass Ave / Southern Pky,Louisville,KY,40214.0,White,M,30.0,Bluegrass Ave / Southern Pky Louisville KY 40214,1203135.75125,250846.28125,-85.7712850513828,38.1789166572137,,LOJIC
708,80-11-006672,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Raven,Mp-25,25C,2011/01/26 00:00:00+00,INTERSECTION,Bluegrass Ave / Southern Pky,Louisville,KY,40214.0,White,M,30.0,Bluegrass Ave / Southern Pky Louisville KY 40214,1203135.75125,250846.28125,-85.7712850513828,38.1789166572137,,LOJIC
709,80-11-006673,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Hipoint,C9,9MM,2011/01/26 00:00:00+00,INTERSECTION,Bluegrass Ave / Southern Pky,Louisville,KY,40214.0,Black,M,22.0,Bluegrass Ave / Southern Pky Louisville KY 40214,1203135.75125,250846.28125,-85.7712850513828,38.1789166572137,,LOJIC
710,80-14-095417,Aggravated Assault,"Pistol, Semi-automatic                                 ",,,9MM,2014/12/11 00:00:00+00,INTERSECTION,Bluegrass Ave / Taylor Blvd,Louisville,KY,40215.0,White,F,20.0,Bluegrass Ave / Taylor Blvd Louisville KY 40215,1199697.75,251152.1875,-85.7832612514063,38.1796000289414,,LOJIC
711,80-16-012756,Narcotics,"Pistol, Semi-automatic                                 ",Jimenez Arms,Ja 380,380C,2016/02/12 00:00:00+00,INTERSECTION,Bolling Ave / Mccloskey Ave,Louisville,KY,40210.0,Black,M,34.0,Bolling Ave / Mccloskey Ave Louisville KY 40210,1198843.375,269172.0,-85.7872793126927,38.2290367821868,,LOJIC
712,80-16-012756,Narcotics,"Pistol, Semi-automatic                                 ",Jimenez Arms,Ja 380,380C,2016/02/12 00:00:00+00,INTERSECTION,Bolling Ave / Mccloskey Ave,Louisville,KY,40210.0,Black,M,34.0,Bolling Ave / Mccloskey Ave Louisville KY 40210,1198843.375,269172.0,-85.7872793126927,38.2290367821868,,LOJIC
713,80-11-027542,Counterfeiting,"Pistol, Semi-automatic                                 ",Fie,Titan,380C,2011/04/14 00:00:00+00,INTERSECTION,Bon Air Ave / Taylorsville Rd,Louisville,KY,40205.0,White,M,24.0,Bon Air Ave / Taylorsville Rd Louisville KY 40205,1232937.5,266380.75,-85.6684550169733,38.2228751106819,,LOJIC
714,80-12-101228,Aggravated Assault,"Pistol, Semi-automatic                                 ",Smith & Wesson,,9MM,2012/12/22 00:00:00+00,INTERSECTION,Bon Air Ave / Taylorsville Rd,Louisville,KY,40205.0,Null,M,23.0,Bon Air Ave / Taylorsville Rd Louisville KY 40205,1232937.5,266380.75,-85.6684550169733,38.2228751106819,,LOJIC
715,80-11-039580,Narcotics,"Pistol, Revolver                                       ",Smith & Wesson,,38C,2011/05/25 00:00:00+00,INTERSECTION,Bonaventure Blvd / Jan Way,Louisville,KY,40219.0,Black,M,31.0,Bonaventure Blvd / Jan Way Louisville KY 40219,1225580.75,229958.78125,-85.6920751627263,38.1225578250339,,LOJIC
716,80-11-039580,Narcotics,"Pistol, Semi-automatic                                 ",Smith & Wesson,,45C,2011/05/25 00:00:00+00,INTERSECTION,Bonaventure Blvd / Jan Way,Louisville,KY,40219.0,Black,M,31.0,Bonaventure Blvd / Jan Way Louisville KY 40219,1225580.75,229958.78125,-85.6920751627263,38.1225578250339,,LOJIC
717,80-11-039580,Narcotics,"Rifle, Semi-automatic                                  ",Unknown Manufac,,762M,2011/05/25 00:00:00+00,INTERSECTION,Bonaventure Blvd / Jan Way,Louisville,KY,40219.0,Black,M,31.0,Bonaventure Blvd / Jan Way Louisville KY 40219,1225580.75,229958.78125,-85.6920751627263,38.1225578250339,,LOJIC
718,80-14-022462,Burglary,"Pistol, Semi-automatic                                 ",Hipoint,Hi-point,40C,2014/04/01 00:00:00+00,INTERSECTION,Bonaventure Blvd / Woodpointe Blvd,Louisville,KY,40219.0,Black,M,23.0,Bonaventure Blvd / Woodpointe Blvd Louisville KY 40219,1224833.00125,229972.6875,-85.6946748598265,38.1225638309647,,LOJIC
719,80-16-102730,Stolen Property,"Pistol, Semi-automatic                                 ",Sig-sauer,P238,380C,2016/12/02 00:00:00+00,INTERSECTION,Bonnycastle Ave / Norris Pl,Louisville,KY,40205.0,White,M,33.0,Bonnycastle Ave / Norris Pl Louisville KY 40205,1221106.125,268632.375,-85.7097580290951,38.2285497397827,,LOJIC
720,80-16-102730,Stolen Property,"Pistol, Semi-automatic                                 ",Sig-sauer,P238,380C,2016/11/28 00:00:00+00,INTERSECTION,Bonnycastle Ave / Norris Pl,Louisville,KY,40205.0,White,M,33.0,Bonnycastle Ave / Norris Pl Louisville KY 40205,1221106.125,268632.375,-85.7097580290951,38.2285497397827,,LOJIC
721,80-16-099166,Narcotics,"Pistol, Semi-automatic                                 ",,Diamondback Ars,9MM,2016/11/19 00:00:00+00,INTERSECTION,Bonnyville Blvd / Dixie Hwy,Louisville,KY,40216.0,Black,M,20.0,Bonnyville Blvd / Dixie Hwy Louisville KY 40216,1186386.0,246773.3125,-85.8293026998077,38.1669596211422,,LOJIC
722,80-15-069647,Narcotics,"Pistol, Semi-automatic                                 ","Keltec, Cnc Industries, Inc                            ",,9MM,2015/09/01 00:00:00+00,INTERSECTION,Bradford Dr / Chevy Chase Rd,Louisville,KY,40218.0,Black,M,23.0,Bradford Dr / Chevy Chase Rd Louisville KY 40218,1237609.0,256826.375,-85.6516897112224,38.1968380913676,,LOJIC
723,80-15-069647,Narcotics,"Pistol, Semi-automatic                                 ","Keltec, Cnc Industries, Inc                            ",,9MM,2015/09/01 00:00:00+00,INTERSECTION,Bradford Dr / Chevy Chase Rd,Louisville,KY,40218.0,Black,M,23.0,Bradford Dr / Chevy Chase Rd Louisville KY 40218,1237609.0,256826.375,-85.6516897112224,38.1968380913676,,LOJIC
724,80-15-000902,Wpns Law Violation,"Pistol, Revolver                                       ",Smith & Wesson,,22C,2015/01/05 00:00:00+00,INTERSECTION,Bradley Ave / Warnock St,Louisville,KY,40217.0,Black,M,23.0,Bradley Ave / Warnock St Louisville KY 40217,1209903.74875,263709.625,-85.7484716051347,38.214539561474,,LOJIC
725,80-16-032059,Aggravated Assault,"Pistol, Jet Propelled                                  ",Daisy Rifle Co,Daisy (heddon),177C,2016/04/19 00:00:00+00,INTERSECTION,Brashear Dr / Bulger Ct,Louisville,KY,40210.0,Black,M,20.0,Brashear Dr / Bulger Ct Louisville KY 40210,1202178.125,267761.65625,-85.7755906325757,38.2253167468238,,LOJIC
726,80-14-038247,Intimidation,"Pistol, Semi-automatic                                 ",Smith & Wesson,,9MM,2014/05/28 00:00:00+00,INTERSECTION,Brashear Dr / Bulger Ct,Louisville,KY,40210.0,Black,M,23.0,Brashear Dr / Bulger Ct Louisville KY 40210,1202178.125,267761.65625,-85.7755906325757,38.2253167468238,,LOJIC
727,80-11-003674,Narcotics,"Pistol, Revolver                                       ",Armsco,,38C,2011/01/14 00:00:00+00,INTERSECTION,Breckenridge Ln / Country Acres,Louisville,KY,40218.0,Black,M,55.0,Breckenridge Ln / Country Acres Louisville KY 40218,1244820.875,252005.7975,-85.6263469587942,38.1839008335103,,LOJIC
728,80-11-029576,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Springfield Arm,Pistol: Model X,9MM,2011/04/20 00:00:00+00,INTERSECTION,Breckenridge Ln / Hikes Ln,Louisville,KY,40220.0,Black,M,26.0,Breckenridge Ln / Hikes Ln Louisville KY 40220,1244364.00125,264485.4375,-85.6285860874899,38.2181475679533,,LOJIC
729,80-13-069157,Aggravated Assault,"Rifle, Semi-automatic                                  ",Norinco,Sks,762M,2013/09/11 00:00:00+00,INTERSECTION,Breckenridge Ln / Hillbrook Dr,Louisville,KY,40220.0,Black,M,,Breckenridge Ln / Hillbrook Dr Louisville KY 40220,1242817.125,266712.4375,-85.6340861473892,38.2241985507371,,LOJIC
730,80-13-069157,Aggravated Assault,"Rifle, Semi-automatic                                  ",Norinco,Sks,762M,2013/09/11 00:00:00+00,INTERSECTION,Breckenridge Ln / Hillbrook Dr,Louisville,KY,40220.0,Black,M,,Breckenridge Ln / Hillbrook Dr Louisville KY 40220,1242817.125,266712.4375,-85.6340861473892,38.2241985507371,,LOJIC
731,80-17-012109,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Smith & Wesson,Pistols: M&p,40C,2017/02/11 00:00:00+00,INTERSECTION,Breckenridge Ln / Hillsboro Rd,St_matthews,KY,40207.0,White,M,25.0,Breckenridge Ln / Hillsboro Rd St_matthews KY 40207,1239721.25,272624.1875,-85.6451732790989,38.2403021755893,,LOJIC
732,80-13-084684,Counterfeiting,"Pistol, Semi-automatic                                 ",,,40C,2013/11/03 00:00:00+00,INTERSECTION,Breckenridge Ln / Shelbyville Rd,St_matthews,KY,,White,M,22.0,Breckenridge Ln / Shelbyville Rd St_matthews KY ,1236857.625,277255.15625,-85.6553885511955,38.2528978332993,,LOJIC
733,80-13-046401,Wpns Law Violation,"Pistol, Revolver                                       ",New England Firearms,New England Fir,32C,2013/06/24 00:00:00+00,INTERSECTION,Breckenridge Ln / Six Mile Ln,Louisville,KY,40220.0,Black,M,58.0,Breckenridge Ln / Six Mile Ln Louisville KY 40220,1245253.75,256989.5,-85.6250999829816,38.197602415422,,LOJIC
734,80-14-045732,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Hipoint,,45C,2014/06/22 00:00:00+00,INTERSECTION,Breckenridge Ln / Six Mile Ln,Louisville,KY,40220.0,Black,M,16.0,Breckenridge Ln / Six Mile Ln Louisville KY 40220,1245253.75,256989.5,-85.6250999829816,38.197602415422,,LOJIC
735,80-14-045732,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Hipoint,,45C,2014/06/22 00:00:00+00,INTERSECTION,Breckenridge Ln / Six Mile Ln,Louisville,KY,40220.0,Black,M,16.0,Breckenridge Ln / Six Mile Ln Louisville KY 40220,1245253.75,256989.5,-85.6250999829816,38.197602415422,,LOJIC
736,80-10-016017,Wpns Law Violation,"Pistol, Revolver                                       ",Omega Defensive,Mod 100,22C,2010/03/06 00:00:00+00,INTERSECTION,Breckenridge Ln / Taylorsville Rd,Mede,KY,40220.0,Black,M,19.0,Breckenridge Ln / Taylorsville Rd Mede KY 40220,1243824.375,265222.9375,-85.6305026191361,38.2201503327229,,LOJIC
737,80-13-069168,Simple Assault,"Pistol, Semi-automatic                                 ",,,9MM,2013/09/11 00:00:00+00,INTERSECTION,Breckenridge Ln / Taylorsville Rd,Louisville,KY,40228.0,Black,M,33.0,Breckenridge Ln / Taylorsville Rd Louisville KY 40228,1243824.375,265222.9375,-85.6305026191361,38.2201503327229,,LOJIC
738,80-14-043632,Robbery,"Pistol, Revolver                                       ",Taurus International,38spl,38C,2014/06/15 00:00:00+00,INTERSECTION,Brenda Dr / Red Oak Ln,Louisville,KY,40219.0,Black,M,21.0,Brenda Dr / Red Oak Ln Louisville KY 40219,1231491.37375,248143.625,-85.6725078583404,38.1727403194985,,LOJIC
739,80-13-039476,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Lorcin Engineer,L-380 .380 Acp,380C,2013/05/31 00:00:00+00,INTERSECTION,Briarcliff Rd / Outer Loop,Louisville,KY,40219.0,White,M,20.0,Briarcliff Rd / Outer Loop Louisville KY 40219,1224213.25,234944.22,-85.6971004252042,38.1361874343812,,LOJIC
740,80-13-039476,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Jimenez Arms,380,380C,2013/05/31 00:00:00+00,INTERSECTION,Briarcliff Rd / Outer Loop,Louisville,KY,40219.0,White,M,20.0,Briarcliff Rd / Outer Loop Louisville KY 40219,1224213.25,234944.22,-85.6971004252042,38.1361874343812,,LOJIC
741,80-13-039476,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Ruger,Handguns: P Ser,9MM,2013/05/31 00:00:00+00,INTERSECTION,Briarcliff Rd / Outer Loop,Louisville,KY,40219.0,White,M,20.0,Briarcliff Rd / Outer Loop Louisville KY 40219,1224213.25,234944.22,-85.6971004252042,38.1361874343812,,LOJIC
742,80-13-058049,Wpns Law Violation,"Pistol, Semi-automatic                                 ",,,380C,2013/08/04 00:00:00+00,INTERSECTION,Brookley Dr / Mud Ln,Louisville,KY,40229.0,White,M,25.0,Brookley Dr / Mud Ln Louisville KY 40229,1230207.75,217292.125,-85.6753117779817,38.0879766774994,,LOJIC
743,80-13-058049,Wpns Law Violation,"Pistol, Semi-automatic                                 ",,,380C,2013/08/04 00:00:00+00,INTERSECTION,Brookley Dr / Mud Ln,Louisville,KY,40229.0,White,M,25.0,Brookley Dr / Mud Ln Louisville KY 40229,1230207.75,217292.125,-85.6753117779817,38.0879766774994,,LOJIC
744,80-11-051513,Wpns Law Violation,"Pistol, Revolver                                       ",Smith & Wesson,Magnum,357C,2011/07/02 00:00:00+00,INTERSECTION,Brothers Ave / Juneau Dr,Mtwn,KY,40243.0,Black,M,30.0,Brothers Ave / Juneau Dr Mtwn KY 40243,,,,,,
745,80-11-051513,Wpns Law Violation,"Pistol, Revolver                                       ",Smith & Wesson,Magnum,357C,2011/07/02 00:00:00+00,INTERSECTION,Brothers Ave / Juneau Dr,Mtwn,KY,40243.0,Black,M,30.0,Brothers Ave / Juneau Dr Mtwn KY 40243,,,,,,
746,80-16-080638,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Glock Gmbh,Model 22/22c (4,40C,2016/09/20 00:00:00+00,INTERSECTION,Brown Austin Rd / Pheasant Ave,Louisville,KY,40118.0,Black,M,21.0,Brown Austin Rd / Pheasant Ave Louisville KY 40118,1204394.62375,226861.0325,-85.7655333816269,38.113118350488,,LOJIC
747,80-14-068493,Wpns Law Violation,"Pistol, Revolver                                       ",Harrington & Richardson,732,32C,2014/09/09 00:00:00+00,INTERSECTION,Brownsboro Rd / Kenilworth Rd,Louisville,KY,40206.0,Black,M,19.0,Brownsboro Rd / Kenilworth Rd Louisville KY 40206,1221481.0,279938.75,-85.7090766676733,38.2596095443242,,LOJIC
748,80-16-027136,Narcotics,"Pistol, Semi-automatic                                 ",,,380C,2016/04/01 00:00:00+00,INTERSECTION,Brownsboro Rd / Kenilworth Rd,Louisville,KY,40206.0,Black,F,20.0,Brownsboro Rd / Kenilworth Rd Louisville KY 40206,1221481.0,279938.75,-85.7090766676733,38.2596095443242,,LOJIC
749,80-14-004840,Wpns Law Violation,"Pistol, Semi-automatic                                 ","Skyy Industries, Llc                                   ",,9MM,2014/01/20 00:00:00+00,INTERSECTION,Brownsboro Rd / Rebel Rd,Louisville,KY,40206.0,Black,M,53.0,Brownsboro Rd / Rebel Rd Louisville KY 40206,1227891.75,280082.0,-85.6867606242858,38.2602795872099,,LOJIC
750,80-15-081277,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Beretta (p. Or Pietro),,4570,2015/10/04 00:00:00+00,INTERSECTION,Buchanan St / E Washington St,Louisville,KY,40206.0,White,M,43.0,Buchanan St / E Washington St Louisville KY 40206,1215243.75125,278726.75,-85.7307282985509,38.2560084869271,,LOJIC
751,80-15-081277,Wpns Law Violation,"Shotgun, Pump Action                                   ",Winchester,Shotguns: Model,12GA,2015/10/04 00:00:00+00,INTERSECTION,Buchanan St / E Washington St,Louisville,KY,40206.0,White,M,43.0,Buchanan St / E Washington St Louisville KY 40206,1215243.75125,278726.75,-85.7307282985509,38.2560084869271,,LOJIC
752,80-16-035622,Aggravated Assault,"Pistol, Semi-automatic                                 ",Hipoint,,4570,2016/04/27 00:00:00+00,INTERSECTION,Cecil Ave / Greenwood Ave,Louisville,KY,40211.0,Black,M,25.0,Cecil Ave / Greenwood Ave Louisville KY 40211,1189221.5,274850.5,-85.8211073579562,38.2441819572584,,LOJIC
