OBJECTID,GEOID,NAME,B27011_001E,B27011_002E,B27011_003E,B27011_004E,B27011_005E,B27011_006E,B27011_007E,B27011_008E,B27011_009E,B27011_010E,B27011_011E,B27011_012E,B27011_013E,B27011_014E,B27011_015E,B27011_016E,B27011_017E,ACS_VINTAGE,JURISDICTION,CRA_NO,CRA_GRP,GEN_ALIAS,DETL_NAMES,TRACT_LABEL
2737,53033029702,"Census Tract 297.02, King County, Washington",1754,1377,1348,1016,796,267,332,29,29,20,9,0,377,307,134,173,70,5Y21,King County Balance,,,,,297.02
2738,53033029803,"Census Tract 298.03, King County, Washington",2790,2129,1945,1644,1439,285,301,184,100,80,20,84,661,595,327,395,66,5Y21,King County Balance,,,,,298.03
2739,53033029804,"Census Tract 298.04, King County, Washington",2979,2464,2270,2192,2105,107,78,194,184,184,0,10,515,473,290,183,42,5Y21,King County Balance,,,,,298.04
2740,53033029805,"Census Tract 298.05, King County, Washington",2585,1951,1937,1796,1675,156,141,14,14,14,0,0,634,585,366,308,49,5Y21,King County Balance,,,,,298.05
2741,53033029806,"Census Tract 298.06, King County, Washington",3373,2944,2840,2623,2210,438,217,104,83,83,0,21,429,374,203,171,55,5Y21,King County Balance,,,,,298.06
2742,53033029901,"Census Tract 299.01, King County, Washington",2723,2168,2088,1916,1657,304,172,80,75,21,65,5,555,522,133,391,33,5Y21,King County Balance,,,,,299.01
2743,53033029902,"Census Tract 299.02, King County, Washington",3502,2745,2561,2422,2354,193,139,184,163,141,22,21,757,699,505,236,58,5Y21,King County Balance,,,,,299.02
2744,53033030003,"Census Tract 300.03, King County, Washington",4310,3356,2817,2274,1956,372,543,539,376,200,176,163,954,875,421,553,79,5Y21,King County Balance,,,,,300.03
2745,53033030005,"Census Tract 300.05, King County, Washington",3578,2819,2636,2082,1844,304,554,183,134,68,66,49,759,657,352,438,102,5Y21,King County Balance,,,,,300.05
2746,53033030006,"Census Tract 300.06, King County, Washington",2634,2108,2029,1334,1174,193,695,79,48,13,35,31,526,382,170,224,144,5Y21,King County Balance,,,,,300.06
2747,53033030007,"Census Tract 300.07, King County, Washington",2348,1640,1549,1122,719,492,427,91,0,0,0,91,708,555,138,440,153,5Y21,King County Balance,,,,,300.07
2748,53033030008,"Census Tract 300.08, King County, Washington",2847,2381,2228,1959,1724,333,269,153,131,13,131,22,466,444,134,365,22,5Y21,King County Balance,,,,,300.08
2749,53033030101,"Census Tract 301.01, King County, Washington",2298,1569,1438,1399,1093,371,39,131,131,82,49,0,729,729,196,602,0,5Y21,King County Balance,,,,,301.01
2750,53033030102,"Census Tract 301.02, King County, Washington",1868,1473,1447,1297,1284,13,150,26,15,0,15,11,395,388,303,109,7,5Y21,King County Balance,,,,,301.02
2751,53033030201,"Census Tract 302.01, King County, Washington",3996,3033,2810,2465,2278,222,345,223,196,93,152,27,963,738,450,341,225,5Y21,King County Balance,,,,,302.01
2752,53033030203,"Census Tract 302.03, King County, Washington",2653,2236,2034,1474,1166,317,560,202,0,0,0,202,417,322,116,215,95,5Y21,King County Balance,,,,,302.03
2753,53033030204,"Census Tract 302.04, King County, Washington",2292,1606,1524,1400,1211,257,124,82,63,12,51,19,686,595,144,496,91,5Y21,King County Balance,,,,,302.04
2754,53033030304,"Census Tract 303.04, King County, Washington",2871,2288,2245,2056,1999,125,189,43,43,32,11,0,583,581,328,307,2,5Y21,King County Balance,,,,,303.04
2755,53033030305,"Census Tract 303.05, King County, Washington",2756,2056,1998,1940,1742,248,58,58,48,32,16,10,700,700,520,217,0,5Y21,King County Balance,,,,,303.05
2756,53033030306,"Census Tract 303.06, King County, Washington",3546,2827,2763,2587,2403,226,176,64,64,55,9,0,719,643,427,265,76,5Y21,King County Balance,,,,,303.06
2757,53033030308,"Census Tract 303.08, King County, Washington",3833,3154,2997,2799,2543,432,198,157,95,0,95,62,679,659,380,311,20,5Y21,King County Balance,,,,,303.08
2758,53033030309,"Census Tract 303.09, King County, Washington",4142,3641,3497,3241,2826,591,256,144,108,38,70,36,501,447,291,198,54,5Y21,King County Balance,,,,,303.09
2759,53033030310,"Census Tract 303.10, King County, Washington",4398,3660,3501,3345,3017,446,156,159,126,98,28,33,738,721,558,180,17,5Y21,King County Balance,,,,,303.1
2760,53033030311,"Census Tract 303.11, King County, Washington",2965,2425,2255,2084,1982,159,171,170,142,55,87,28,540,489,282,299,51,5Y21,King County Balance,,,,,303.11
2761,53033030312,"Census Tract 303.12, King County, Washington",3602,2780,2568,2352,2081,352,216,212,195,38,171,17,822,699,400,341,123,5Y21,King County Balance,,,,,303.12
2762,53033030313,"Census Tract 303.13, King County, Washington",2832,2351,2171,1728,1366,418,443,180,103,7,96,77,481,445,140,332,36,5Y21,King County Balance,,,,,303.13
2763,53033030314,"Census Tract 303.14, King County, Washington",2571,2022,1938,1661,1591,155,277,84,60,37,23,24,549,513,200,334,36,5Y21,King County Balance,,,,,303.14
2764,53033030403,"Census Tract 304.03, King County, Washington",2867,2416,2352,2312,1987,377,40,64,64,27,37,0,451,421,271,219,30,5Y21,King County Balance,,,,,304.03
2765,53033030404,"Census Tract 304.04, King County, Washington",3121,2627,2524,2437,2228,342,87,103,61,42,19,42,494,488,286,225,6,5Y21,King County Balance,,,,,304.04
2766,53033030405,"Census Tract 304.05, King County, Washington",2087,1381,1305,1267,1053,254,38,76,69,68,1,7,706,689,418,317,17,5Y21,King County Balance,,,,,304.05
2767,53033030406,"Census Tract 304.06, King County, Washington",1901,1601,1533,1413,1335,138,120,68,68,68,0,0,300,300,178,171,0,5Y21,King County Balance,,,,,304.06
2768,53033030407,"Census Tract 304.07, King County, Washington",1685,1262,1199,985,815,170,214,63,63,43,20,0,423,384,261,250,39,5Y21,King County Balance,,,,,304.07
2769,53033030501,"Census Tract 305.01, King County, Washington",1561,1036,1012,761,711,157,251,24,24,6,24,0,525,458,40,432,67,5Y21,King County Balance,,,,,305.01
2770,53033030503,"Census Tract 305.03, King County, Washington",3339,2605,2500,2383,1994,496,117,105,87,43,44,18,734,686,98,630,48,5Y21,King County Balance,,,,,305.03
2771,53033030504,"Census Tract 305.04, King County, Washington",3458,2670,2475,2262,1920,441,213,195,166,35,139,29,788,659,121,546,129,5Y21,King County Balance,,,,,305.04
2772,53033030600,"Census Tract 306, King County, Washington",3668,2813,2626,2067,1925,205,559,187,187,93,94,0,855,749,256,629,106,5Y21,King County Balance,,,,,306.0
2773,53033030700,"Census Tract 307, King County, Washington",2953,2331,2234,1914,1570,522,320,97,35,34,1,62,622,514,159,401,108,5Y21,King County Balance,,,,,307.0
2774,53033030801,"Census Tract 308.01, King County, Washington",3861,3036,2768,2188,1832,679,580,268,139,6,133,129,825,619,194,470,206,5Y21,King County Balance,,,,,308.01
2775,53033030802,"Census Tract 308.02, King County, Washington",2418,1913,1873,1655,1429,289,218,40,19,8,11,21,505,455,246,261,50,5Y21,King County Balance,,,,,308.02
2776,53033030901,"Census Tract 309.01, King County, Washington",2532,2074,1899,1719,1444,370,180,175,143,62,81,32,458,377,191,234,81,5Y21,King County Balance,,,,,309.01
2777,53033030902,"Census Tract 309.02, King County, Washington",3970,3377,3301,2997,2524,541,304,76,16,16,0,60,593,473,234,294,120,5Y21,King County Balance,,,,,309.02
2778,53033031000,"Census Tract 310, King County, Washington",2955,2593,2530,2417,2349,167,113,63,63,36,27,0,362,333,287,56,29,5Y21,King County Balance,,,,,310.0
2779,53033031101,"Census Tract 311.01, King County, Washington",2858,2283,2146,1729,1573,314,417,137,100,24,80,37,575,491,175,354,84,5Y21,King County Balance,,,,,311.01
2780,53033031102,"Census Tract 311.02, King County, Washington",1956,1466,1361,1067,838,260,294,105,46,9,37,59,490,399,147,300,91,5Y21,King County Balance,,,,,311.02
2781,53033031202,"Census Tract 312.02, King County, Washington",3318,2271,2140,1999,1783,265,141,131,36,13,23,95,1047,794,487,318,253,5Y21,King County Balance,,,,,312.02
2782,53033031204,"Census Tract 312.04, King County, Washington",3576,2761,2733,2691,2599,269,42,28,28,13,15,0,815,775,640,232,40,5Y21,King County Balance,,,,,312.04
2783,53033031206,"Census Tract 312.06, King County, Washington",3347,2203,2130,1936,1729,268,194,73,61,20,41,12,1144,900,662,412,244,5Y21,King County Balance,,,,,312.06
2784,53033031207,"Census Tract 312.07, King County, Washington",2747,2184,2055,1785,1455,443,270,129,88,40,48,41,563,514,276,261,49,5Y21,King County Balance,,,,,312.07
2785,53033031208,"Census Tract 312.08, King County, Washington",2863,2526,2375,2180,2029,192,195,151,151,18,133,0,337,209,130,79,128,5Y21,King County Balance,,,,,312.08
2786,53033031301,"Census Tract 313.01, King County, Washington",1232,951,873,829,784,82,44,78,72,41,31,6,281,258,203,63,23,5Y21,King County Balance,,,,,313.01
2787,53033031302,"Census Tract 313.02, King County, Washington",2594,2339,2280,2022,1818,213,258,59,59,0,59,0,255,255,154,111,0,5Y21,King County Balance,,,,,313.02
2788,53033031400,"Census Tract 314, King County, Washington",3813,3190,2993,2919,2765,229,74,197,150,15,135,47,623,446,325,153,177,5Y21,King County Balance,,,,,314.0
2789,53033031501,"Census Tract 315.01, King County, Washington",2542,2017,1952,1801,1696,163,151,65,54,54,28,11,525,416,253,163,109,5Y21,King County Balance,,,,,315.01
2790,53033031502,"Census Tract 315.02, King County, Washington",2876,2332,2267,2076,2006,113,191,65,65,0,65,0,544,513,444,130,31,5Y21,King County Balance,,,,,315.02
2791,53033031601,"Census Tract 316.01, King County, Washington",3532,2991,2875,2825,2678,229,50,116,116,83,33,0,541,511,315,243,30,5Y21,King County Balance,,,,,316.01
2792,53033031603,"Census Tract 316.03, King County, Washington",4279,3288,3121,2947,2887,162,174,167,167,161,6,0,991,871,754,139,120,5Y21,King County Balance,,,,,316.03
2793,53033031604,"Census Tract 316.04, King County, Washington",3542,2918,2808,2692,2622,158,116,110,110,84,26,0,624,594,546,70,30,5Y21,King County Balance,,,,,316.04
2794,53033031605,"Census Tract 316.05, King County, Washington",2645,2296,2296,2163,2126,100,133,0,0,0,0,0,349,335,310,48,14,5Y21,King County Balance,,,,,316.05
2795,53033031704,"Census Tract 317.04, King County, Washington",4109,3311,3237,2909,2698,339,328,74,57,28,29,17,798,618,382,308,180,5Y21,King County Balance,,,,,317.04
2796,53033031705,"Census Tract 317.05, King County, Washington",2514,2109,2056,1965,1810,164,91,53,15,15,11,38,405,386,340,69,19,5Y21,King County Balance,,,,,317.05
2797,53033031707,"Census Tract 317.07, King County, Washington",1695,1465,1430,1388,1371,49,42,35,35,15,20,0,230,230,180,50,0,5Y21,King County Balance,,,,,317.07
2798,53033031708,"Census Tract 317.08, King County, Washington",2610,2083,2075,1888,1844,44,187,8,8,0,8,0,527,415,152,264,112,5Y21,King County Balance,,,,,317.08
2799,53033031709,"Census Tract 317.09, King County, Washington",2484,2042,1970,1970,1730,284,0,72,31,17,14,41,442,427,427,20,15,5Y21,King County Balance,,,,,317.09
2800,53033031710,"Census Tract 317.10, King County, Washington",2313,1789,1675,1559,1508,113,116,114,40,22,18,74,524,434,130,304,90,5Y21,King County Balance,,,,,317.1
2801,53033031800,"Census Tract 318, King County, Washington",3131,2626,2562,2520,2428,109,42,64,51,44,7,13,505,459,387,115,46,5Y21,King County Balance,,,,,318.0
2802,53033031904,"Census Tract 319.04, King County, Washington",1796,1375,1342,1269,1235,57,73,33,33,28,5,0,421,421,348,80,0,5Y21,King County Balance,,,,,319.04
2803,53033031906,"Census Tract 319.06, King County, Washington",2162,1594,1571,1529,1491,38,42,23,17,17,0,6,568,567,354,276,1,5Y21,King County Balance,,,,,319.06
2804,53033031908,"Census Tract 319.08, King County, Washington",2642,2224,2017,1902,1836,93,115,207,174,58,152,33,418,277,242,56,141,5Y21,King County Balance,,,,,319.08
2805,53033031909,"Census Tract 319.09, King County, Washington",1887,1366,1256,1199,1055,183,57,110,110,40,70,0,521,368,352,16,153,5Y21,King County Balance,,,,,319.09
2806,53033031910,"Census Tract 319.10, King County, Washington",2605,2259,2084,1946,1794,179,138,175,161,161,0,14,346,346,249,97,0,5Y21,King County Balance,,,,,319.1
2807,53033031911,"Census Tract 319.11, King County, Washington",2332,1778,1760,1745,1702,43,15,18,0,0,0,18,554,525,445,93,29,5Y21,King County Balance,,,,,319.11
2808,53033031912,"Census Tract 319.12, King County, Washington",2084,1580,1560,1405,1276,174,155,20,20,20,0,0,504,433,319,303,71,5Y21,King County Balance,,,,,319.12
2809,53033031913,"Census Tract 319.13, King County, Washington",2246,2007,1948,1948,1948,33,0,59,55,55,0,4,239,239,228,11,0,5Y21,King County Balance,,,,,319.13
2810,53033032002,"Census Tract 320.02, King County, Washington",1845,1310,1222,1205,1186,50,17,88,88,59,29,0,535,447,422,42,88,5Y21,King County Balance,,,,,320.02
2811,53033032003,"Census Tract 320.03, King County, Washington",3410,2794,2750,2644,2582,84,106,44,44,44,0,0,616,601,562,39,15,5Y21,King County Balance,,,,,320.03
2812,53033032005,"Census Tract 320.05, King County, Washington",4565,3878,3767,3501,3279,352,266,111,111,111,0,0,687,687,481,261,0,5Y21,King County Balance,,,,,320.05
2813,53033032006,"Census Tract 320.06, King County, Washington",3229,2674,2534,2419,2223,265,115,140,97,62,44,43,555,555,420,181,0,5Y21,King County Balance,,,,,320.06
2814,53033032007,"Census Tract 320.07, King County, Washington",2005,1516,1450,1428,1386,175,22,66,66,40,26,0,489,476,434,80,13,5Y21,King County Balance,,,,,320.07
2815,53033032008,"Census Tract 320.08, King County, Washington",2855,2255,2081,2013,1972,170,68,174,165,77,88,9,600,574,461,150,26,5Y21,King County Balance,,,,,320.08
2816,53033032010,"Census Tract 320.10, King County, Washington",3910,3311,3155,3094,3094,126,61,156,116,82,34,40,599,589,472,176,10,5Y21,King County Balance,,,,,320.1
2817,53033032011,"Census Tract 320.11, King County, Washington",2661,2225,2125,2013,2004,51,112,100,100,92,8,0,436,425,397,48,11,5Y21,King County Balance,,,,,320.11
2818,53033032102,"Census Tract 321.02, King County, Washington",3150,2496,2286,2265,2146,165,21,210,86,86,15,124,654,600,499,116,54,5Y21,King County Balance,,,,,321.02
2819,53033032103,"Census Tract 321.03, King County, Washington",3476,3121,3045,2840,2673,290,205,76,76,68,23,0,355,318,140,196,37,5Y21,King County Balance,,,,,321.03
2820,53033032104,"Census Tract 321.04, King County, Washington",3902,3313,3130,2973,2794,241,157,183,183,120,63,0,589,517,481,164,72,5Y21,King County Balance,,,,,321.04
2821,53033032207,"Census Tract 322.07, King County, Washington",2210,1554,1537,1529,1509,20,8,17,17,17,0,0,656,656,645,39,0,5Y21,King County Balance,,,,,322.07
2822,53033032211,"Census Tract 322.11, King County, Washington",2857,2408,2364,2355,2305,104,9,44,35,35,0,9,449,434,409,25,15,5Y21,King County Balance,,,,,322.11
2823,53033032213,"Census Tract 322.13, King County, Washington",2898,2335,2270,2263,2252,21,7,65,65,54,11,0,563,563,545,49,0,5Y21,King County Balance,,,,,322.13
2824,53033032215,"Census Tract 322.15, King County, Washington",3545,2630,2602,2594,2594,9,8,28,28,16,12,0,915,906,893,38,9,5Y21,King County Balance,,,,,322.15
2825,53033032216,"Census Tract 322.16, King County, Washington",3094,2341,2270,2131,2123,26,139,71,62,62,0,9,753,584,576,8,169,5Y21,King County Balance,,,,,322.16
2826,53033032217,"Census Tract 322.17, King County, Washington",2613,1878,1795,1750,1750,30,45,83,83,77,6,0,735,733,725,9,2,5Y21,King County Balance,,,,,322.17
2827,53033032218,"Census Tract 322.18, King County, Washington",3312,2626,2576,2538,2446,198,38,50,50,50,0,0,686,686,610,76,0,5Y21,King County Balance,,,,,322.18
2828,53033032219,"Census Tract 322.19, King County, Washington",3278,2612,2499,2481,2399,110,18,113,113,86,27,0,666,666,592,74,0,5Y21,King County Balance,,,,,322.19
2829,53033032220,"Census Tract 322.20, King County, Washington",6507,5568,5380,5286,5193,93,94,188,149,93,56,39,939,921,787,134,18,5Y21,King County Balance,,,,,322.2
2830,53033032221,"Census Tract 322.21, King County, Washington",4207,3634,3546,3544,3544,91,2,88,88,47,41,0,573,572,572,0,1,5Y21,King County Balance,,,,,322.21
2831,53033032222,"Census Tract 322.22, King County, Washington",2831,2503,2413,2399,2109,301,14,90,90,47,43,0,328,317,279,38,11,5Y21,King County Balance,,,,,322.22
2832,53033032223,"Census Tract 322.23, King County, Washington",2599,1971,1962,1962,1910,87,0,9,9,9,0,0,628,628,579,136,0,5Y21,King County Balance,,,,,322.23
2833,53033032224,"Census Tract 322.24, King County, Washington",1601,1265,1240,1240,1240,0,0,25,25,25,0,0,336,336,336,0,0,5Y21,King County Balance,,,,,322.24
2834,53033032225,"Census Tract 322.25, King County, Washington",2191,1688,1632,1632,1588,44,0,56,56,48,8,0,503,495,495,0,8,5Y21,King County Balance,,,,,322.25
2835,53033032307,"Census Tract 323.07, King County, Washington",3614,2768,2709,2590,2559,44,119,59,40,33,7,19,846,795,596,251,51,5Y21,King County Balance,,,,,323.07
2836,53033032311,"Census Tract 323.11, King County, Washington",3799,2447,2369,2310,2214,125,59,78,72,72,0,6,1352,1117,1060,85,235,5Y21,King County Balance,,,,,323.11
2837,53033032313,"Census Tract 323.13, King County, Washington",4614,3317,3146,3041,2980,86,105,171,156,128,28,15,1297,1297,1170,143,0,5Y21,King County Balance,,,,,323.13
2838,53033032315,"Census Tract 323.15, King County, Washington",3371,2610,2527,2474,2453,29,53,83,83,78,5,0,761,761,684,83,0,5Y21,King County Balance,,,,,323.15
2839,53033032316,"Census Tract 323.16, King County, Washington",3334,2613,2555,2488,2481,17,67,58,35,35,0,23,721,699,677,68,22,5Y21,King County Balance,,,,,323.16
2840,53033032317,"Census Tract 323.17, King County, Washington",4207,3059,2971,2940,2906,105,31,88,88,88,0,0,1148,1148,946,238,0,5Y21,King County Balance,,,,,323.17
2841,53033032318,"Census Tract 323.18, King County, Washington",4242,3520,3415,3329,3280,89,86,105,53,53,0,52,722,703,624,79,19,5Y21,King County Balance,,,,,323.18
2842,53033032319,"Census Tract 323.19, King County, Washington",4157,3571,3418,3282,3206,123,136,153,153,119,49,0,586,512,383,130,74,5Y21,King County Balance,,,,,323.19
2843,53033032320,"Census Tract 323.20, King County, Washington",3071,2560,2468,2446,2371,99,22,92,92,87,5,0,511,488,394,94,23,5Y21,King County Balance,,,,,323.2
2844,53033032321,"Census Tract 323.21, King County, Washington",4295,3494,3444,3369,3305,96,75,50,50,50,0,0,801,760,659,112,41,5Y21,King County Balance,,,,,323.21
