OBJECTID,GEOID,NAME,B27011_001E,B27011_002E,B27011_003E,B27011_004E,B27011_005E,B27011_006E,B27011_007E,B27011_008E,B27011_009E,B27011_010E,B27011_011E,B27011_012E,B27011_013E,B27011_014E,B27011_015E,B27011_016E,B27011_017E,ACS_VINTAGE,JURISDICTION,CRA_NO,CRA_GRP,GEN_ALIAS,DETL_NAMES,TRACT_LABEL
2572,53033021804,"Census Tract 218.04, King County, Washington",3253,2797,2682,2555,2438,152,127,115,74,48,26,41,456,454,405,76,2,5Y21,King County Balance,,,,,218.04
2573,53033021903,"Census Tract 219.03, King County, Washington",3802,3167,2953,2844,2775,131,109,214,197,146,70,17,635,584,407,177,51,5Y21,King County Balance,,,,,219.03
2574,53033021904,"Census Tract 219.04, King County, Washington",3552,2920,2834,2710,2483,296,124,86,72,72,0,14,632,617,365,293,15,5Y21,King County Balance,,,,,219.04
2575,53033021905,"Census Tract 219.05, King County, Washington",3702,2843,2725,2568,2288,300,157,118,118,50,68,0,859,840,547,340,19,5Y21,King County Balance,,,,,219.05
2576,53033021906,"Census Tract 219.06, King County, Washington",3198,2729,2650,2422,2374,93,228,79,55,44,11,24,469,336,311,44,133,5Y21,King County Balance,,,,,219.06
2577,53033022001,"Census Tract 220.01, King County, Washington",3188,2872,2610,2539,2499,50,71,262,191,109,89,71,316,316,249,82,0,5Y21,King County Balance,,,,,220.01
2578,53033022003,"Census Tract 220.03, King County, Washington",3745,3169,2845,2497,2453,89,348,324,287,159,128,37,576,520,323,225,56,5Y21,King County Balance,,,,,220.03
2579,53033022005,"Census Tract 220.05, King County, Washington",3071,2434,2363,2336,2251,101,27,71,71,59,12,0,637,607,536,109,30,5Y21,King County Balance,,,,,220.05
2580,53033022006,"Census Tract 220.06, King County, Washington",2978,2550,2500,2464,2456,37,36,50,33,33,11,17,428,418,338,102,10,5Y21,King County Balance,,,,,220.06
2581,53033022101,"Census Tract 221.01, King County, Washington",3042,2530,2477,2425,2339,161,52,53,30,30,0,23,512,478,453,143,34,5Y21,King County Balance,,,,,221.01
2582,53033022102,"Census Tract 221.02, King County, Washington",4173,3551,3467,3325,3241,161,142,84,84,54,30,0,622,422,399,66,200,5Y21,King County Balance,,,,,221.02
2583,53033022201,"Census Tract 222.01, King County, Washington",3230,2757,2538,2388,2304,131,150,219,218,134,84,1,473,440,347,117,33,5Y21,King County Balance,,,,,222.01
2584,53033022203,"Census Tract 222.03, King County, Washington",3293,2814,2677,2620,2596,43,57,137,137,127,10,0,479,451,371,95,28,5Y21,King County Balance,,,,,222.03
2585,53033022204,"Census Tract 222.04, King County, Washington",2122,1673,1644,1559,1458,101,85,29,13,13,0,16,449,358,313,49,91,5Y21,King County Balance,,,,,222.04
2586,53033022205,"Census Tract 222.05, King County, Washington",2866,2459,2359,2320,2272,84,39,100,100,100,0,0,407,407,314,110,0,5Y21,King County Balance,,,,,222.05
2587,53033022300,"Census Tract 223, King County, Washington",1513,1198,1138,1138,1127,11,0,60,60,46,14,0,315,315,261,70,0,5Y21,King County Balance,,,,,223.0
2588,53033022401,"Census Tract 224.01, King County, Washington",2274,1980,1837,1794,1781,31,43,143,143,127,16,0,294,294,238,56,0,5Y21,King County Balance,,,,,224.01
2589,53033022402,"Census Tract 224.02, King County, Washington",3543,2910,2791,2678,2675,69,113,119,60,60,0,59,633,633,632,1,0,5Y21,King County Balance,,,,,224.02
2590,53033022501,"Census Tract 225.01, King County, Washington",2983,2152,2106,2052,1959,126,54,46,14,14,0,32,831,749,555,223,82,5Y21,King County Balance,,,,,225.01
2591,53033022502,"Census Tract 225.02, King County, Washington",2374,2059,1985,1916,1873,43,69,74,74,74,0,0,315,315,297,18,0,5Y21,King County Balance,,,,,225.02
2592,53033022603,"Census Tract 226.03, King County, Washington",4347,3723,3567,3278,3219,59,289,156,105,62,64,51,624,546,421,125,78,5Y21,King County Balance,,,,,226.03
2593,53033022604,"Census Tract 226.04, King County, Washington",3025,2402,2229,2174,2132,78,55,173,160,160,0,13,623,610,598,29,13,5Y21,King County Balance,,,,,226.04
2594,53033022605,"Census Tract 226.05, King County, Washington",5066,4174,4056,3780,3541,259,276,118,94,94,9,24,892,757,635,122,135,5Y21,King County Balance,,,,,226.05
2595,53033022606,"Census Tract 226.06, King County, Washington",4092,3238,3133,2872,2796,203,261,105,105,87,18,0,854,854,749,152,0,5Y21,King County Balance,,,,,226.06
2596,53033022701,"Census Tract 227.01, King County, Washington",2319,1979,1950,1925,1896,36,25,29,29,19,10,0,340,340,298,68,0,5Y21,King County Balance,,,,,227.01
2597,53033022702,"Census Tract 227.02, King County, Washington",2775,2110,2041,1970,1878,114,71,69,69,58,11,0,665,617,565,62,48,5Y21,King County Balance,,,,,227.02
2598,53033022703,"Census Tract 227.03, King County, Washington",1545,1271,1225,1225,1201,32,0,46,46,46,0,0,274,261,214,47,13,5Y21,King County Balance,,,,,227.03
2599,53033022802,"Census Tract 228.02, King County, Washington",3905,2949,2835,2770,2643,134,65,114,88,71,17,26,956,956,813,143,0,5Y21,King County Balance,,,,,228.02
2600,53033022803,"Census Tract 228.03, King County, Washington",5025,3983,3903,3847,3663,252,56,80,80,80,0,0,1042,972,801,243,70,5Y21,King County Balance,,,,,228.03
2601,53033022804,"Census Tract 228.04, King County, Washington",4006,3351,3208,2934,2788,161,274,143,143,94,49,0,655,598,436,179,57,5Y21,King County Balance,,,,,228.04
2602,53033022805,"Census Tract 228.05, King County, Washington",2488,1933,1918,1918,1869,74,0,15,15,15,0,0,555,555,526,41,0,5Y21,King County Balance,,,,,228.05
2603,53033022901,"Census Tract 229.01, King County, Washington",1690,1265,1234,1225,1152,73,9,31,31,11,20,0,425,415,251,171,10,5Y21,King County Balance,,,,,229.01
2604,53033022902,"Census Tract 229.02, King County, Washington",4087,3225,3107,3022,2923,99,85,118,94,94,0,24,862,754,662,109,108,5Y21,King County Balance,,,,,229.02
2605,53033023000,"Census Tract 230, King County, Washington",4630,3800,3579,3456,3327,318,123,221,202,202,70,19,830,817,714,144,13,5Y21,King County Balance,,,,,230.0
2606,53033023100,"Census Tract 231, King County, Washington",2541,1923,1877,1832,1780,62,45,46,29,29,0,17,618,581,454,176,37,5Y21,King County Balance,,,,,231.0
2607,53033023201,"Census Tract 232.01, King County, Washington",3779,2786,2588,2588,2554,60,0,198,198,151,47,0,993,933,872,124,60,5Y21,King County Balance,,,,,232.01
2608,53033023202,"Census Tract 232.02, King County, Washington",2735,2099,2050,1751,1562,257,299,49,24,24,12,25,636,492,299,228,144,5Y21,King County Balance,,,,,232.02
2609,53033023300,"Census Tract 233, King County, Washington",4716,3515,3476,2896,2704,241,580,39,39,20,19,0,1201,1072,686,517,129,5Y21,King County Balance,,,,,233.0
2610,53033023401,"Census Tract 234.01, King County, Washington",2495,2067,1945,1876,1743,142,69,122,122,68,54,0,428,385,265,120,43,5Y21,King County Balance,,,,,234.01
2611,53033023403,"Census Tract 234.03, King County, Washington",2465,1990,1911,1752,1706,128,159,79,79,79,0,0,475,428,368,60,47,5Y21,King County Balance,,,,,234.03
2612,53033023404,"Census Tract 234.04, King County, Washington",2153,1625,1606,1472,1459,24,134,19,19,19,0,0,528,528,461,74,0,5Y21,King County Balance,,,,,234.04
2613,53033023500,"Census Tract 235, King County, Washington",2767,2177,2003,1952,1937,43,51,174,161,158,3,13,590,554,527,47,36,5Y21,King County Balance,,,,,235.0
2614,53033023601,"Census Tract 236.01, King County, Washington",3315,2611,2535,2425,2354,83,110,76,76,59,17,0,704,561,506,87,143,5Y21,King County Balance,,,,,236.01
2615,53033023603,"Census Tract 236.03, King County, Washington",4479,3614,3448,3112,3024,202,336,166,103,41,62,63,865,720,633,100,145,5Y21,King County Balance,,,,,236.03
2616,53033023604,"Census Tract 236.04, King County, Washington",3769,3039,2857,2543,2438,140,314,182,86,9,77,96,730,589,403,219,141,5Y21,King County Balance,,,,,236.04
2617,53033023701,"Census Tract 237.01, King County, Washington",2739,2389,2327,2254,2254,5,73,62,43,43,0,19,350,350,300,58,0,5Y21,King County Balance,,,,,237.01
2618,53033023702,"Census Tract 237.02, King County, Washington",612,514,510,508,508,0,2,4,4,0,4,0,98,96,79,25,2,5Y21,King County Balance,,,,,237.02
2619,53033023801,"Census Tract 238.01, King County, Washington",2459,2005,1978,1838,1737,167,140,27,27,27,0,0,454,387,330,64,67,5Y21,King County Balance,,,,,238.01
2620,53033023805,"Census Tract 238.05, King County, Washington",2342,1876,1876,1822,1699,141,54,0,0,0,0,0,466,375,316,59,91,5Y21,King County Balance,,,,,238.05
2621,53033023806,"Census Tract 238.06, King County, Washington",2506,2211,2167,2152,2152,0,15,44,26,26,0,18,295,295,272,23,0,5Y21,King County Balance,,,,,238.06
2622,53033023807,"Census Tract 238.07, King County, Washington",4458,3676,3545,3422,3420,18,123,131,95,93,23,36,782,734,669,86,48,5Y21,King County Balance,,,,,238.07
2623,53033023808,"Census Tract 238.08, King County, Washington",2282,2102,1974,1855,1838,17,119,128,76,59,17,52,180,180,126,54,0,5Y21,King County Balance,,,,,238.08
2624,53033023901,"Census Tract 239.01, King County, Washington",2805,2343,2169,2083,1993,122,86,174,174,151,23,0,462,462,355,153,0,5Y21,King County Balance,,,,,239.01
2625,53033023902,"Census Tract 239.02, King County, Washington",1549,1168,1128,1104,1097,7,24,40,16,16,0,24,381,364,349,15,17,5Y21,King County Balance,,,,,239.02
2626,53033024001,"Census Tract 240.01, King County, Washington",2765,2023,1923,1872,1851,39,51,100,82,82,63,18,742,742,722,77,0,5Y21,King County Balance,,,,,240.01
2627,53033024002,"Census Tract 240.02, King County, Washington",2327,1940,1802,1787,1741,72,15,138,138,80,58,0,387,359,332,27,28,5Y21,King County Balance,,,,,240.02
2628,53033024100,"Census Tract 241, King County, Washington",2555,1829,1764,1739,1733,20,25,65,65,47,23,0,726,717,692,25,9,5Y21,King County Balance,,,,,241.0
2629,53033024200,"Census Tract 242, King County, Washington",1530,1072,1056,987,976,11,69,16,16,16,6,0,458,452,445,12,6,5Y21,King County Balance,,,,,242.0
2630,53033024301,"Census Tract 243.01, King County, Washington",2705,2301,2254,2219,2182,37,35,47,47,31,16,0,404,343,302,41,61,5Y21,King County Balance,,,,,243.01
2631,53033024302,"Census Tract 243.02, King County, Washington",2275,1656,1644,1596,1569,61,48,12,12,12,0,0,619,619,590,109,0,5Y21,King County Balance,,,,,243.02
2632,53033024400,"Census Tract 244, King County, Washington",1722,1205,1154,1133,1060,82,21,51,51,40,11,0,517,481,410,73,36,5Y21,King County Balance,,,,,244.0
2633,53033024500,"Census Tract 245, King County, Washington",2661,2130,2061,2061,2061,80,0,69,69,57,12,0,531,531,497,63,0,5Y21,King County Balance,,,,,245.0
2634,53033024601,"Census Tract 246.01, King County, Washington",2648,2090,2064,2023,2011,40,41,26,26,26,0,0,558,558,509,117,0,5Y21,King County Balance,,,,,246.01
2635,53033024602,"Census Tract 246.02, King County, Washington",2039,1667,1603,1579,1566,13,24,64,64,55,9,0,372,364,350,14,8,5Y21,King County Balance,,,,,246.02
2636,53033024701,"Census Tract 247.01, King County, Washington",2091,1683,1587,1546,1498,87,41,96,86,86,0,10,408,373,265,108,35,5Y21,King County Balance,,,,,247.01
2637,53033024703,"Census Tract 247.03, King County, Washington",2653,2340,2232,2188,2069,153,44,108,84,76,8,24,313,297,297,34,16,5Y21,King County Balance,,,,,247.03
2638,53033024704,"Census Tract 247.04, King County, Washington",2431,1833,1771,1691,1610,143,80,62,21,21,0,41,598,577,497,96,21,5Y21,King County Balance,,,,,247.04
2639,53033024800,"Census Tract 248, King County, Washington",3981,3260,3156,2872,2762,211,284,104,83,68,15,21,721,620,575,57,101,5Y21,King County Balance,,,,,248.0
2640,53033024901,"Census Tract 249.01, King County, Washington",2820,2293,2264,2254,2252,21,10,29,29,13,16,0,527,476,444,63,51,5Y21,King County Balance,,,,,249.01
2641,53033024902,"Census Tract 249.02, King County, Washington",2560,2028,2006,1983,1962,39,23,22,22,22,0,0,532,520,466,54,12,5Y21,King County Balance,,,,,249.02
2642,53033024904,"Census Tract 249.04, King County, Washington",1776,1323,1272,1248,1240,31,24,51,51,27,24,0,453,414,406,19,39,5Y21,King County Balance,,,,,249.04
2643,53033024905,"Census Tract 249.05, King County, Washington",2138,1455,1383,1365,1335,30,18,72,59,59,11,13,683,683,666,17,0,5Y21,King County Balance,,,,,249.05
2644,53033025001,"Census Tract 250.01, King County, Washington",3372,2618,2532,2454,2382,108,78,86,74,47,32,12,754,598,549,94,156,5Y21,King County Balance,,,,,250.01
2645,53033025005,"Census Tract 250.05, King County, Washington",4134,3213,3040,2960,2886,159,80,173,173,132,53,0,921,880,783,129,41,5Y21,King County Balance,,,,,250.05
2646,53033025006,"Census Tract 250.06, King County, Washington",4187,3317,3222,3188,3153,35,34,95,95,95,0,0,870,870,763,133,0,5Y21,King County Balance,,,,,250.06
2647,53033025007,"Census Tract 250.07, King County, Washington",3282,2706,2648,2598,2502,248,50,58,58,58,45,0,576,550,506,44,26,5Y21,King County Balance,,,,,250.07
2648,53033025008,"Census Tract 250.08, King County, Washington",1459,1167,1106,1077,1077,16,29,61,61,61,0,0,292,265,218,56,27,5Y21,King County Balance,,,,,250.08
2649,53033025101,"Census Tract 251.01, King County, Washington",4219,3505,3388,2954,2786,231,434,117,100,85,15,17,714,488,258,261,226,5Y21,King County Balance,,,,,251.01
2650,53033025103,"Census Tract 251.03, King County, Washington",2844,2446,2403,2299,2091,232,104,43,43,14,29,0,398,376,228,171,22,5Y21,King County Balance,,,,,251.03
2651,53033025104,"Census Tract 251.04, King County, Washington",2323,1858,1829,1679,1571,183,150,29,29,15,14,0,465,441,294,168,24,5Y21,King County Balance,,,,,251.04
2652,53033025201,"Census Tract 252.01, King County, Washington",2508,2011,1908,1788,1722,79,120,103,81,0,81,22,497,442,310,132,55,5Y21,King County Balance,,,,,252.01
2653,53033025202,"Census Tract 252.02, King County, Washington",3441,2555,2486,1818,1748,156,668,69,69,39,30,0,886,606,355,303,280,5Y21,King County Balance,,,,,252.02
2654,53033025302,"Census Tract 253.02, King County, Washington",3045,2411,2295,2082,1873,229,213,116,116,28,102,0,634,570,169,455,64,5Y21,King County Balance,,,,,253.02
2655,53033025303,"Census Tract 253.03, King County, Washington",2118,1878,1848,1617,1552,160,231,30,14,0,14,16,240,240,101,150,0,5Y21,King County Balance,,,,,253.03
2656,53033025304,"Census Tract 253.04, King County, Washington",3103,2555,2421,2421,2409,55,0,134,134,96,38,0,548,402,348,71,146,5Y21,King County Balance,,,,,253.04
2657,53033025401,"Census Tract 254.01, King County, Washington",2528,2237,2110,1739,1469,326,371,127,92,56,36,35,291,254,123,148,37,5Y21,King County Balance,,,,,254.01
2658,53033025402,"Census Tract 254.02, King County, Washington",2460,2077,2004,1864,1793,181,140,73,73,67,6,0,383,383,98,285,0,5Y21,King County Balance,,,,,254.02
2659,53033025500,"Census Tract 255, King County, Washington",3380,2700,2679,2254,1904,430,425,21,21,0,21,0,680,543,332,326,137,5Y21,King County Balance,,,,,255.0
2660,53033025601,"Census Tract 256.01, King County, Washington",3365,2742,2706,2175,1902,325,531,36,23,0,23,13,623,466,302,198,157,5Y21,King County Balance,,,,,256.01
2661,53033025602,"Census Tract 256.02, King County, Washington",4358,3513,3452,3230,3130,206,222,61,61,25,36,0,845,717,680,53,128,5Y21,King County Balance,,,,,256.02
2662,53033025702,"Census Tract 257.02, King County, Washington",2235,1808,1658,1589,1518,77,69,150,126,85,41,24,427,409,269,169,18,5Y21,King County Balance,,,,,257.02
2663,53033025703,"Census Tract 257.03, King County, Washington",2553,2337,2218,1956,1787,195,262,119,48,48,0,71,216,105,98,14,111,5Y21,King County Balance,,,,,257.03
2664,53033025704,"Census Tract 257.04, King County, Washington",1953,1767,1720,1622,1397,301,98,47,47,17,30,0,186,179,79,100,7,5Y21,King County Balance,,,,,257.04
2665,53033025803,"Census Tract 258.03, King County, Washington",2897,2562,2424,2155,1965,280,269,138,118,74,44,20,335,318,148,199,17,5Y21,King County Balance,,,,,258.03
2666,53033025804,"Census Tract 258.04, King County, Washington",2362,1873,1806,1719,1449,289,87,67,41,20,21,26,489,318,190,146,171,5Y21,King County Balance,,,,,258.04
2667,53033025805,"Census Tract 258.05, King County, Washington",3918,3339,3262,2696,2584,196,566,77,54,48,6,23,579,490,342,166,89,5Y21,King County Balance,,,,,258.05
2668,53033025806,"Census Tract 258.06, King County, Washington",3227,2479,2411,2243,2114,133,168,68,46,13,33,22,748,701,457,299,47,5Y21,King County Balance,,,,,258.06
2669,53033026001,"Census Tract 260.01, King County, Washington",3478,2861,2747,2606,2484,161,141,114,114,102,12,0,617,574,515,109,43,5Y21,King County Balance,,,,,260.01
2670,53033026003,"Census Tract 260.03, King County, Washington",2478,1884,1758,1526,1194,414,232,126,71,53,71,55,594,577,121,470,17,5Y21,King County Balance,,,,,260.03
2671,53033026004,"Census Tract 260.04, King County, Washington",2680,2200,2114,2076,1742,334,38,86,61,33,28,25,480,436,230,232,44,5Y21,King County Balance,,,,,260.04
2672,53033026101,"Census Tract 261.01, King County, Washington",2818,2420,2288,2003,1704,299,285,132,113,36,77,19,398,398,140,339,0,5Y21,King County Balance,,,,,261.01
2673,53033026102,"Census Tract 261.02, King County, Washington",2266,1760,1592,1411,1204,207,181,168,166,157,36,2,506,319,176,143,187,5Y21,King County Balance,,,,,261.02
2674,53033026200,"Census Tract 262, King County, Washington",4936,4315,3944,2862,2354,618,1082,371,304,61,293,67,621,497,191,313,124,5Y21,King County Balance,,,,,262.0
2675,53033026300,"Census Tract 263, King County, Washington",1036,737,630,544,480,71,86,107,92,17,75,15,299,284,96,194,15,5Y21,King County Balance,,,,,263.0
2676,53033026400,"Census Tract 264, King County, Washington",3509,3017,2910,2343,2174,270,567,107,77,47,44,30,492,386,158,274,106,5Y21,King County Balance,,,,,264.0
2677,53033026500,"Census Tract 265, King County, Washington",2645,2221,1993,1734,1421,370,259,228,144,101,43,84,424,338,151,238,86,5Y21,King County Balance,,,,,265.0
2678,53033026600,"Census Tract 266, King County, Washington",1600,1407,1379,1342,1148,241,37,28,22,14,8,6,193,165,108,63,28,5Y21,King County Balance,,,,,266.0
2679,53033026700,"Census Tract 267, King County, Washington",3196,2618,2402,2097,1999,166,305,216,105,56,49,111,578,448,320,156,130,5Y21,King County Balance,,,,,267.0
2680,53033026801,"Census Tract 268.01, King County, Washington",3998,3279,3079,2426,2084,447,653,200,160,92,79,40,719,529,67,477,190,5Y21,King County Balance,,,,,268.01
2681,53033026802,"Census Tract 268.02, King County, Washington",4261,3476,3335,2978,2703,361,357,141,63,38,30,78,785,674,266,471,111,5Y21,King County Balance,,,,,268.02
2682,53033027000,"Census Tract 270, King County, Washington",2298,1971,1890,1818,1596,313,72,81,72,29,43,9,327,247,108,149,80,5Y21,King County Balance,,,,,270.0
2683,53033027100,"Census Tract 271, King County, Washington",2366,1851,1705,1622,1351,296,83,146,40,27,23,106,515,489,153,347,26,5Y21,King County Balance,,,,,271.0
2684,53033027200,"Census Tract 272, King County, Washington",1757,1378,1284,1074,991,129,210,94,68,46,22,26,379,329,161,179,50,5Y21,King County Balance,,,,,272.0
2685,53033027300,"Census Tract 273, King County, Washington",4308,3200,2981,2544,2172,425,437,219,192,151,51,27,1108,830,405,498,278,5Y21,King County Balance,,,,,273.0
2686,53033027400,"Census Tract 274, King County, Washington",3391,2782,2663,2298,1979,409,365,119,70,44,26,49,609,546,238,324,63,5Y21,King County Balance,,,,,274.0
2687,53033027500,"Census Tract 275, King County, Washington",3010,2453,2416,1868,1838,65,548,37,22,0,22,15,557,403,245,189,154,5Y21,King County Balance,,,,,275.0
2688,53033027600,"Census Tract 276, King County, Washington",2944,2275,2180,1651,1507,154,529,95,95,30,65,0,669,522,202,330,147,5Y21,King County Balance,,,,,276.0
2689,53033027701,"Census Tract 277.01, King County, Washington",3231,2598,2328,2086,1698,402,242,270,270,55,215,0,633,560,345,282,73,5Y21,King County Balance,,,,,277.01
2690,53033027702,"Census Tract 277.02, King County, Washington",2800,2152,2140,2086,1904,269,54,12,12,0,12,0,648,554,418,190,94,5Y21,King County Balance,,,,,277.02
2691,53033027800,"Census Tract 278, King County, Washington",1870,1524,1495,1447,1447,63,48,29,24,24,0,5,346,274,245,49,72,5Y21,King County Balance,,,,,278.0
2692,53033027901,"Census Tract 279.01, King County, Washington",3172,2397,1987,1857,1779,154,130,410,339,76,263,71,775,695,286,439,80,5Y21,King County Balance,,,,,279.01
2693,53033027902,"Census Tract 279.02, King County, Washington",2363,2103,1994,1594,1514,98,400,109,31,30,1,78,260,164,19,145,96,5Y21,King County Balance,,,,,279.02
2694,53033028000,"Census Tract 280, King County, Washington",2787,2293,2122,1853,1616,403,269,171,147,77,70,24,494,487,124,407,7,5Y21,King County Balance,,,,,280.0
2695,53033028100,"Census Tract 281, King County, Washington",1817,1532,1425,1281,1064,251,144,107,101,29,72,6,285,224,133,139,61,5Y21,King County Balance,,,,,281.0
2696,53033028200,"Census Tract 282, King County, Washington",3276,2859,2753,2450,2031,487,303,106,106,39,67,0,417,343,167,257,74,5Y21,King County Balance,,,,,282.0
2697,53033028300,"Census Tract 283, King County, Washington",3791,3397,3229,3136,3012,167,93,168,141,133,40,27,394,337,259,88,57,5Y21,King County Balance,,,,,283.0
2698,53033028402,"Census Tract 284.02, King County, Washington",3638,2963,2736,2276,1795,569,460,227,215,179,58,12,675,581,229,393,94,5Y21,King County Balance,,,,,284.02
2699,53033028403,"Census Tract 284.03, King County, Washington",3438,2880,2536,2301,1926,411,235,344,244,0,244,100,558,469,210,259,89,5Y21,King County Balance,,,,,284.03
2700,53033028500,"Census Tract 285, King County, Washington",3008,2646,2513,2110,1911,265,403,133,62,50,15,71,362,340,187,208,22,5Y21,King County Balance,,,,,285.0
2701,53033028600,"Census Tract 286, King County, Washington",3514,2894,2781,2697,2662,76,84,113,113,113,11,0,620,548,468,107,72,5Y21,King County Balance,,,,,286.0
2702,53033028700,"Census Tract 287, King County, Washington",3352,2773,2525,2452,2275,269,73,248,221,143,78,27,579,515,232,302,64,5Y21,King County Balance,,,,,287.0
2703,53033028801,"Census Tract 288.01, King County, Washington",1421,1160,1141,1099,1030,69,42,19,17,12,5,2,261,246,110,145,15,5Y21,King County Balance,,,,,288.01
2704,53033028802,"Census Tract 288.02, King County, Washington",4341,3764,3485,2795,2309,547,690,279,228,31,197,51,577,451,144,307,126,5Y21,King County Balance,,,,,288.02
2705,53033028901,"Census Tract 289.01, King County, Washington",2118,1750,1588,1465,1374,109,123,162,90,55,47,72,368,361,126,253,7,5Y21,King County Balance,,,,,289.01
2706,53033028902,"Census Tract 289.02, King County, Washington",4360,3357,3143,2379,1889,579,764,214,176,68,108,38,1003,842,169,693,161,5Y21,King County Balance,,,,,289.02
2707,53033029001,"Census Tract 290.01, King County, Washington",2094,1784,1698,1570,1459,128,128,86,75,43,44,11,310,290,168,135,20,5Y21,King County Balance,,,,,290.01
2708,53033029003,"Census Tract 290.03, King County, Washington",3872,3119,2977,2479,2303,265,498,142,98,59,39,44,753,501,206,349,252,5Y21,King County Balance,,,,,290.03
2709,53033029004,"Census Tract 290.04, King County, Washington",2680,2066,1816,1193,890,330,623,250,226,48,178,24,614,377,74,303,237,5Y21,King County Balance,,,,,290.04
2710,53033029101,"Census Tract 291.01, King County, Washington",2168,1878,1691,1543,1377,234,148,187,168,100,68,19,290,273,204,69,17,5Y21,King County Balance,,,,,291.01
2711,53033029102,"Census Tract 291.02, King County, Washington",3100,2435,2356,2049,1714,414,307,79,51,29,38,28,665,564,297,299,101,5Y21,King County Balance,,,,,291.02
2712,53033029203,"Census Tract 292.03, King County, Washington",2089,1641,1598,1405,1294,177,193,43,43,43,35,0,448,440,264,273,8,5Y21,King County Balance,,,,,292.03
2713,53033029205,"Census Tract 292.05, King County, Washington",3387,2924,2742,2280,2014,357,462,182,157,62,114,25,463,436,254,232,27,5Y21,King County Balance,,,,,292.05
2714,53033029206,"Census Tract 292.06, King County, Washington",2925,2305,1956,1550,1319,298,406,349,80,28,52,269,620,494,155,349,126,5Y21,King County Balance,,,,,292.06
2715,53033029207,"Census Tract 292.07, King County, Washington",1574,1221,1143,1095,1033,95,48,78,34,14,20,44,353,292,227,77,61,5Y21,King County Balance,,,,,292.07
2716,53033029208,"Census Tract 292.08, King County, Washington",3049,2751,2598,2094,1588,526,504,153,153,0,153,0,298,298,120,178,0,5Y21,King County Balance,,,,,292.08
2717,53033029304,"Census Tract 293.04, King County, Washington",3315,2784,2645,2450,2393,114,195,139,66,52,14,73,531,401,334,87,130,5Y21,King County Balance,,,,,293.04
2718,53033029305,"Census Tract 293.05, King County, Washington",2887,2262,2103,1902,1764,227,201,159,135,35,100,24,625,616,281,387,9,5Y21,King County Balance,,,,,293.05
2719,53033029306,"Census Tract 293.06, King County, Washington",2372,1902,1806,1594,1495,155,212,96,64,20,44,32,470,433,375,85,37,5Y21,King County Balance,,,,,293.06
2720,53033029307,"Census Tract 293.07, King County, Washington",2624,1966,1904,1750,1569,207,154,62,1,0,1,61,658,647,470,197,11,5Y21,King County Balance,,,,,293.07
2721,53033029308,"Census Tract 293.08, King County, Washington",2405,1978,1835,1750,1494,375,85,143,143,95,48,0,427,427,233,214,0,5Y21,King County Balance,,,,,293.08
2722,53033029309,"Census Tract 293.09, King County, Washington",2880,2560,2394,2160,2014,237,234,166,166,95,71,0,320,309,178,153,11,5Y21,King County Balance,,,,,293.09
2723,53033029403,"Census Tract 294.03, King County, Washington",4176,3427,3219,3047,2724,411,172,208,82,37,45,126,749,668,395,291,81,5Y21,King County Balance,,,,,294.03
2724,53033029405,"Census Tract 294.05, King County, Washington",3975,3262,2939,2800,2695,192,139,323,183,96,87,140,713,656,420,276,57,5Y21,King County Balance,,,,,294.05
2725,53033029406,"Census Tract 294.06, King County, Washington",3111,2518,2404,2325,2135,217,79,114,61,36,25,53,593,586,364,237,7,5Y21,King County Balance,,,,,294.06
2726,53033029407,"Census Tract 294.07, King County, Washington",2890,2250,2152,1902,1562,351,250,98,77,0,77,21,640,538,244,329,102,5Y21,King County Balance,,,,,294.07
2727,53033029408,"Census Tract 294.08, King County, Washington",3163,2612,2380,1874,1678,249,506,232,232,108,124,0,551,440,163,319,111,5Y21,King County Balance,,,,,294.08
2728,53033029504,"Census Tract 295.04, King County, Washington",4356,3248,2897,2525,2296,323,372,351,227,120,107,124,1108,928,341,587,180,5Y21,King County Balance,,,,,295.04
2729,53033029505,"Census Tract 295.05, King County, Washington",2832,2257,2195,1824,1497,411,371,62,62,18,44,0,575,440,143,297,135,5Y21,King County Balance,,,,,295.05
2730,53033029506,"Census Tract 295.06, King County, Washington",2940,2582,2489,2261,1510,751,228,93,93,0,93,0,358,343,95,265,15,5Y21,King County Balance,,,,,295.06
2731,53033029507,"Census Tract 295.07, King County, Washington",2099,1760,1681,1506,1152,387,175,79,79,27,52,0,339,339,152,187,0,5Y21,King County Balance,,,,,295.07
2732,53033029508,"Census Tract 295.08, King County, Washington",2310,2009,1754,1651,1604,140,103,255,255,126,130,0,301,301,204,106,0,5Y21,King County Balance,,,,,295.08
2733,53033029602,"Census Tract 296.02, King County, Washington",4427,3766,3580,3479,3324,237,101,186,175,46,145,11,661,622,476,146,39,5Y21,King County Balance,,,,,296.02
2734,53033029603,"Census Tract 296.03, King County, Washington",2631,2270,2221,2050,1944,138,171,49,49,22,27,0,361,353,109,244,8,5Y21,King County Balance,,,,,296.03
2735,53033029604,"Census Tract 296.04, King County, Washington",2031,1556,1274,1189,964,233,85,282,282,246,212,0,475,413,152,261,62,5Y21,King County Balance,,,,,296.04
2736,53033029701,"Census Tract 297.01, King County, Washington",3030,2596,2392,2130,1715,457,262,204,150,24,126,54,434,324,110,214,110,5Y21,King County Balance,,,,,297.01
