OBJECTID,LBAS_NO,SBAS_NO,SUBREGION,RBAS_NO,REGIONAL,MBAS_NO,MAJOR,ACREAGE,AREA_SQMI,SHAPE_Length,SHAPE_Area
2157,6000-54,6000,Housatonic River,60,Housatonic Main Stem,6,Housatonic,867.28198242,1.35512995,32611.5010984607,-37778824.1882369
2158,4000-61,4000,Connecticut River,40,Connecticut Main Stem,4,Connecticut,1626.75,2.54179,40758.4756427655,-70861017.1644577
2159,2107-04,2107,Great Brook,21,Southeast Eastern Complex,2,Southeast Coast,265.56799316,0.41495001,20751.1971248112,-11568133.7858033
2160,6920-06,6920,Little River,69,Naugatuck,6,Housatonic,653.62701416,1.02128994,32491.6068950656,-28471984.6639368
2161,2202-07,2202,Latimer Brook,22,Southeast Western Complex,2,Southeast Coast,569.86499023,0.89041298,23333.5191533961,-24823298.466193
2162,6018-02,6018,Pond Brook,60,Housatonic Main Stem,6,Housatonic,1053.25,1.64569997,33117.7555779583,-45879475.481145
2163,5106-11,5106,Hammonasset River,51,South Central Eastern Complex,5,South Central Coast,315.36898803,0.49276399,21048.6318476034,-13737477.0171027
2164,3000-09,3000,Thames River,30,Thames Main Stem,3,Thames,738.22399902,1.15347003,28632.760331874,-32157016.4081752
2165,6000-57,6000,Housatonic River,60,Housatonic Main Stem,6,Housatonic,637.2000122,0.99562501,25678.5760581624,-27756441.8842501
2166,6000-55,6000,Housatonic River,60,Housatonic Main Stem,6,Housatonic,363.08801269,0.56732499,19209.8047925884,-15816115.2071553
2167,6606-03,6606,Limekiln Brook,66,Still,6,Housatonic,1001.65997314,1.56508994,33532.6530609101,-43632188.2664173
2168,6919-04,6919,Bladens River,69,Naugatuck,6,Housatonic,473.23001098,0.73942202,23794.4386497387,-20613905.5838057
2169,5105-04,5105,Chatfield Hollow Brook,51,South Central Eastern Complex,5,South Central Coast,1067.59997558,1.66812002,46551.6022144766,-46504465.7574828
2170,3006-12,3006,Hunts Brook,30,Thames Main Stem,3,Thames,256.1960144,0.40030699,18070.3601515854,-11159910.5925154
2171,5110-02,5110,West River,51,South Central Eastern Complex,5,South Central Coast,644.73498535,1.00740003,23974.2708490025,-28084667.9772652
2172,5105-01,5105,Chatfield Hollow Brook,51,South Central Eastern Complex,5,South Central Coast,1136.31005859,1.77549004,49807.2988988312,-49497725.9772722
2173,5208-08,5208,Muddy River,52,Quinnipiac,5,South Central Coast,840.93597412,1.31395995,25299.5414049738,-36631168.4147256
2174,3006-08,3006,Hunts Brook,30,Thames Main Stem,3,Thames,162.38200378,0.25372299,14783.349659796,-7073378.03074296
2175,5112-01,5112,Farm River,51,South Central Eastern Complex,5,South Central Coast,395.95999145,0.61868798,21595.4144984424,-17248033.5635925
2176,5200-17,5200,Quinnipiac River,52,Quinnipiac,5,South Central Coast,1112.81005859,1.73875999,37665.7824973987,-48473901.1979739
2177,6019-03,6019,Deep Brook,60,Housatonic Main Stem,6,Housatonic,427.08200073,0.66731601,22697.9339395521,-18603713.8409166
2178,5110-01,5110,West River,51,South Central Eastern Complex,5,South Central Coast,1774.65002441,2.77289009,59123.9850757632,-77303851.9726958
2179,2201-00,2201,Jordan Brook,22,Southeast Western Complex,2,Southeast Coast,3038.62011718,4.74783992,100030.362159041,-132362114.579501
2180,2105-03,2105,Haleys Brook,21,Southeast Eastern Complex,2,Southeast Coast,765.23199462,1.19568002,29345.419817024,-33333521.1006434
2181,5110-04,5110,West River,51,South Central Eastern Complex,5,South Central Coast,1770.15002441,2.76587009,57890.3129511426,-77107926.980566
2182,5106-06,5106,Hammonasset River,51,South Central Eastern Complex,5,South Central Coast,525.50299072,0.82109898,24096.0662358201,-22890926.4608664
2183,6900-34,6900,Naugatuck River,69,Naugatuck,6,Housatonic,231.13999938,0.361157,15970.2895644529,-10068466.9668015
2184,5108-03,5108,East River,51,South Central Eastern Complex,5,South Central Coast,780.20501708,1.21906995,34568.1188150694,-33985714.0310678
2185,5106-12,5106,Hammonasset River,51,South Central Eastern Complex,5,South Central Coast,400.71499633,0.62611699,22920.8340340503,-17455128.3185136
2186,2104-03,2104,Whitford Brook,21,Southeast Eastern Complex,2,Southeast Coast,697.96502685,1.09056997,30113.3012962991,-30403344.2994072
2187,5302-06,5302,Mill River,53,South Central Western Complex,5,South Central Coast,2040.70996093,3.18860006,53578.7774486475,-88893192.3093145
2188,6019-00,6019,Deep Brook,60,Housatonic Main Stem,6,Housatonic,2474.62988281,3.86660003,83021.9403530926,-107794740.939591
2189,6018-01,6018,Pond Brook,60,Housatonic Main Stem,6,Housatonic,377.81799316,0.59034001,20928.9934276252,-16457727.3439392
2190,6019-01,6019,Deep Brook,60,Housatonic Main Stem,6,Housatonic,238.82899475,0.37316998,15376.5078095458,-10403371.0910187
2191,2105-01,2105,Haleys Brook,21,Southeast Eastern Complex,2,Southeast Coast,367.38198852,0.57403397,19229.5289583008,-16003152.994707
2192,6606-00,6606,Limekiln Brook,66,Still,6,Housatonic,2697.33007812,4.21458005,90198.9049903418,-117495772.141439
2193,3000-08,3000,Thames River,30,Thames Main Stem,3,Thames,343.8250122,0.53722697,23223.2542291207,-14977033.6504706
2194,6920-07,6920,Little River,69,Naugatuck,6,Housatonic,308.74700927,0.482418,20191.9816951128,-13449029.8150068
2195,5105-03,5105,Chatfield Hollow Brook,51,South Central Eastern Complex,5,South Central Coast,406.64801025,0.63538801,19607.9804922346,-17713600.248636
2196,6020-09,6020,Pootatuck River,60,Housatonic Main Stem,6,Housatonic,967.2869873,1.51138997,45517.2593367644,-42135009.4835278
2197,2203-01,2203,Oil Mill Brook,22,Southeast Western Complex,2,Southeast Coast,353.47799682,0.55230998,17083.6639159033,-15397523.5833554
2198,1000-02,1000,Pawcatuck River,10,Pawcatuck Main Stem,1,Pawcatuck,413.98199462,0.646847,22203.9532275178,-18033067.5790562
2199,4017-00,4017,Chester Creek,40,Connecticut Main Stem,4,Connecticut,467.85501098,0.73102402,23071.5447846421,-20379774.8441059
2200,5106-07,5106,Hammonasset River,51,South Central Eastern Complex,5,South Central Coast,234.13400268,0.36583501,15676.9238224098,-10198886.7552525
2201,6000-60,6000,Housatonic River,60,Housatonic Main Stem,6,Housatonic,546.53997802,0.85396897,21233.420270707,-23807290.5684727
2202,5200-18,5200,Quinnipiac River,52,Quinnipiac,5,South Central Coast,470.59399414,0.73530399,22332.738465839,-20499086.3784714
2203,5200-19,5200,Quinnipiac River,52,Quinnipiac,5,South Central Coast,907.11798095,1.41736996,42867.6747623433,-39514082.3500656
2204,4000-60,4000,Connecticut River,40,Connecticut Main Stem,4,Connecticut,425.55499267,0.66492998,17700.2545193907,-18537185.8603324
2205,5103-00,5103,Menunketesuck River,51,South Central Eastern Complex,5,South Central Coast,4804.43017578,7.50691986,170241.256019108,-209280866.373048
2206,6600-01,6600,Still River,66,Still,6,Housatonic,3492.33007812,5.45676994,70513.0128951137,-152126000.368384
2207,3000-10,3000,Thames River,30,Thames Main Stem,3,Thames,239.76300048,0.37463,14801.3072260639,-10444075.9121021
2208,6000-59,6000,Housatonic River,60,Housatonic Main Stem,6,Housatonic,499.39099121,0.78029799,22296.2424233046,-21753452.72216
2209,6920-08,6920,Little River,69,Naugatuck,6,Housatonic,577.01202392,0.901582,24976.3451687386,-25134663.9971418
2210,2000-06,2000,Southeast Shoreline,20,Southeast Shoreline,2,Southeast Coast,1654.11999511,2.58455991,61573.2974455298,-72053364.1109244
2211,6000-62,6000,Housatonic River,60,Housatonic Main Stem,6,Housatonic,1201.33996582,1.87709999,36865.7157700979,-52330485.0143335
2212,5110-03,5110,West River,51,South Central Eastern Complex,5,South Central Coast,400.78201293,0.62622201,22995.6819401867,-17458069.8303161
2213,2205-00,2205,Pattagansett River,22,Southeast Western Complex,2,Southeast Coast,4674.25,7.30351018,124731.724279388,-203610184.360314
2214,6919-00,6919,Bladens River,69,Naugatuck,6,Housatonic,2572.92993164,4.02020978,83097.0105294322,-112076897.718545
2215,6020-10,6020,Pootatuck River,60,Housatonic Main Stem,6,Housatonic,427.43200683,0.66786199,24894.9827105738,-18618926.8363979
2216,1000-03,1000,Pawcatuck River,10,Pawcatuck Main Stem,1,Pawcatuck,162.68800354,0.25420099,14737.658542723,-7086704.10691493
2217,5304-04,5304,Wintergreen Brook,53,South Central Western Complex,5,South Central Coast,538.94799804,0.84210699,26959.0339290753,-23476590.5149638
2218,2202-10,2202,Latimer Brook,22,Southeast Western Complex,2,Southeast Coast,127.38400268,0.19903799,15095.4701105182,-5548859.80736017
2219,2202-11,2202,Latimer Brook,22,Southeast Western Complex,2,Southeast Coast,245.33700561,0.38333898,17047.1888275757,-10686866.141288
2220,5304-03,5304,Wintergreen Brook,53,South Central Western Complex,5,South Central Coast,827.55401611,1.29305005,45281.8967000189,-36048236.6251559
2221,4018-00,4018,Deep River,40,Connecticut Main Stem,4,Connecticut,3721.37011718,5.81463003,95267.7498292987,-162102727.566528
2222,5208-09,5208,Muddy River,52,Quinnipiac,5,South Central Coast,535.95599365,0.83743101,25174.4408887607,-23346253.634395
2223,6606-01,6606,Limekiln Brook,66,Still,6,Housatonic,712.27197265,1.11293005,29506.6261396117,-31026570.43572
2224,2203-02,2203,Oil Mill Brook,22,Southeast Western Complex,2,Southeast Coast,688.9420166,1.07647001,27526.8836307301,-30010322.5365654
2225,5106-09,5106,Hammonasset River,51,South Central Eastern Complex,5,South Central Coast,1107.91003417,1.73110997,38004.9458462682,-48260575.9168452
2226,1000-06,1000,Pawcatuck River,10,Pawcatuck Main Stem,1,Pawcatuck,528.11999511,0.82518702,23772.4716490936,-23004894.9355825
2227,5108-01,5108,East River,51,South Central Eastern Complex,5,South Central Coast,2719.22998046,4.2487998,110111.419003665,-118449769.814131
2228,3006-11,3006,Hunts Brook,30,Thames Main Stem,3,Thames,438.21899414,0.68471801,21246.3406123408,-19088839.411485
2229,2202-12,2202,Latimer Brook,22,Southeast Western Complex,2,Southeast Coast,232.64999389,0.363516,20916.1746063031,-10134240.3497071
2230,4017-02,4017,Chester Creek,40,Connecticut Main Stem,4,Connecticut,655.72399902,1.02456998,24446.8118519881,-28563316.8930776
2231,2107-05,2107,Great Brook,21,Southeast Eastern Complex,2,Southeast Coast,1018.03002929,1.59068,43806.167978346,-44345524.399487
2232,2107-02,2107,Great Brook,21,Southeast Eastern Complex,2,Southeast Coast,327.20300292,0.51125502,18332.210596442,-14252957.1782943
2233,5112-05,5112,Farm River,51,South Central Eastern Complex,5,South Central Coast,815.10900878,1.27360999,41108.3734444826,-35506131.3343501
2234,5112-04,5112,Farm River,51,South Central Eastern Complex,5,South Central Coast,303.16101074,0.47368898,21446.0111203846,-13205703.5514355
2235,5108-09,5108,East River,51,South Central Eastern Complex,5,South Central Coast,1932.42004394,3.01940989,83483.7007178596,-84176288.4701862
2236,6605-00,6605,East Swamp Brook,66,Still,6,Housatonic,1691.65002441,2.64320993,63299.7183198573,-73688375.6717597
2237,6022-06,6022,Halfway River,60,Housatonic Main Stem,6,Housatonic,566.59100341,0.88529902,24811.0674246522,-24680714.2428031
2238,4017-01,4017,Chester Creek,40,Connecticut Main Stem,4,Connecticut,718.94799804,1.12336003,31054.3921755799,-31317363.4683771
2239,6000-64,6000,Housatonic River,60,Housatonic Main Stem,6,Housatonic,1352.59997558,2.11344003,54946.108220224,-58919360.3491326
2240,6000-65,6000,Housatonic River,60,Housatonic Main Stem,6,Housatonic,288.79501342,0.45124199,15523.7497455707,-12579902.8936702
2241,5304-00,5304,Wintergreen Brook,53,South Central Western Complex,5,South Central Coast,1794.75,2.80429005,66697.6757594325,-78179173.9522315
2242,6020-08,6020,Pootatuck River,60,Housatonic Main Stem,6,Housatonic,361.07299804,0.56417697,20595.9176336888,-15728340.6239211
2243,2102-02,2102,Copps Brook,21,Southeast Eastern Complex,2,Southeast Coast,495.21701049,0.773777,24603.0812269736,-21571670.5268492
2244,4800-16,4800,Eightmile River,48,Eightmile,4,Connecticut,2192.89990234,3.42640995,61469.8368713461,-95522926.1759254
2245,1000-04,1000,Pawcatuck River,10,Pawcatuck Main Stem,1,Pawcatuck,188.12800598,0.29394999,14727.0222420679,-8194844.46517733
2246,3000-11,3000,Thames River,30,Thames Main Stem,3,Thames,369.62701416,0.57754302,20079.4488765467,-16100972.2757227
2247,4020-01,4020,Lieutenant River,40,Connecticut Main Stem,4,Connecticut,1192.6899414,1.86356997,40947.4378116576,-51953462.8173645
2248,2201-01,2201,Jordan Brook,22,Southeast Western Complex,2,Southeast Coast,311.69699096,0.48702698,23321.7510386378,-13577527.038565
2249,4800-17,4800,Eightmile River,48,Eightmile,4,Connecticut,544.52697753,0.85082399,22270.8973230433,-23719604.4129757
2250,6019-02,6019,Deep Brook,60,Housatonic Main Stem,6,Housatonic,281.64801025,0.44007501,16390.4243415568,-12268593.0017694
2251,6600-04,6600,Still River,66,Still,6,Housatonic,958.39501953,1.49749004,36516.0887904552,-41747689.9402532
2252,6606-02,6606,Limekiln Brook,66,Still,6,Housatonic,557.30200195,0.87078398,23194.2237154698,-24276064.7765506
2253,6604-00,6604,Sympaug Brook,66,Still,6,Housatonic,2565.5,4.00860023,80875.6776590338,-111753308.282132
2254,3000-12,3000,Thames River,30,Thames Main Stem,3,Thames,1765.22998046,2.75816988,58812.9805141705,-76893488.6394724
2255,2106-00,2106,Mystic River,21,Southeast Eastern Complex,2,Southeast Coast,1867.6899414,2.91827011,50137.091198563,-81356615.7009755
2256,5111-01,5111,Branford River,51,South Central Eastern Complex,5,South Central Coast,1180.97998046,1.84528005,29963.4136350024,-51443579.8066499
2257,6022-00,6022,Halfway River,60,Housatonic Main Stem,6,Housatonic,3049.48999023,4.76483011,103330.547300333,-132835829.92851
2258,6022-01,6022,Halfway River,60,Housatonic Main Stem,6,Housatonic,734.41699218,1.14752995,23887.2499150568,-31991198.6337648
2259,5105-00,5105,Chatfield Hollow Brook,51,South Central Eastern Complex,5,South Central Coast,1947.51000976,3.04298996,84287.7825207106,-84833572.0147643
2260,4000-59,4000,Connecticut River,40,Connecticut Main Stem,4,Connecticut,577.33898925,0.90209197,27817.963426505,-25148883.5381572
2261,1000-05,1000,Pawcatuck River,10,Pawcatuck Main Stem,1,Pawcatuck,250.7290039,0.39176398,16513.6190192643,-10921743.4212015
2262,5304-02,5304,Wintergreen Brook,53,South Central Western Complex,5,South Central Coast,1357.95996093,2.12180995,59827.8985150309,-59152643.7910779
2263,6900-36,6900,Naugatuck River,69,Naugatuck,6,Housatonic,448.71301269,0.70111399,22657.7720668877,-19545934.1766851
2264,6900-35,6900,Naugatuck River,69,Naugatuck,6,Housatonic,215.352005,0.33648699,21144.5437600681,-9380712.71401237
2265,5110-05,5110,West River,51,South Central Eastern Complex,5,South Central Coast,77.96849822,0.121826,14592.0740467263,-3396308.82634946
2266,2102-03,2102,Copps Brook,21,Southeast Eastern Complex,2,Southeast Coast,260.28399658,0.40669399,14739.2229878205,-11337975.3344271
2267,3000-13,3000,Thames River,30,Thames Main Stem,3,Thames,253.59899902,0.39624801,19871.8324665636,-11046758.6935351
2268,6919-02,6919,Bladens River,69,Naugatuck,6,Housatonic,694.13397216,1.08457994,25701.333425485,-30236485.3822306
2269,5200-20,5200,Quinnipiac River,52,Quinnipiac,5,South Central Coast,1160.95996093,1.81400001,34624.1146973194,-50571512.3436157
2270,5208-10,5208,Muddy River,52,Quinnipiac,5,South Central Coast,916.33502197,1.43176996,33261.1280141413,-39915539.887713
2271,6604-02,6604,Sympaug Brook,66,Still,6,Housatonic,1704.56994628,2.66338992,49073.8174551487,-74251021.9319341
2272,6020-05,6020,Pootatuck River,60,Housatonic Main Stem,6,Housatonic,2365.33007812,3.6958301,68388.9908596828,-103033841.658486
2273,2107-06,2107,Great Brook,21,Southeast Eastern Complex,2,Southeast Coast,876.00299072,1.36874997,31792.1313262628,-38158675.279785
2274,2204-03,2204,Niantic River,22,Southeast Western Complex,2,Southeast Coast,1785.92004394,2.79050993,46381.0401888009,-77794830.263456
2275,6022-05,6022,Halfway River,60,Housatonic Main Stem,6,Housatonic,443.60900878,0.69313901,21296.980319076,-19323618.8087908
2276,5304-01,5304,Wintergreen Brook,53,South Central Western Complex,5,South Central Coast,950.42498779,1.48503994,39765.601109275,-41400518.096862
2277,2204-01,2204,Niantic River,22,Southeast Western Complex,2,Southeast Coast,340.81298828,0.53251999,18339.0986598087,-14845810.3580352
2278,5108-04,5108,East River,51,South Central Eastern Complex,5,South Central Coast,480.11898803,0.75018602,22800.4386706851,-20913991.216748
2279,2000-14,2000,Southeast Shoreline,20,Southeast Shoreline,2,Southeast Coast,1140.16003417,1.78150999,39524.3772108538,-49665546.4028438
2280,5108-02,5108,East River,51,South Central Eastern Complex,5,South Central Coast,395.84298706,0.618505,26102.2087449026,-17242928.4498439
2281,4018-01,4018,Deep River,40,Connecticut Main Stem,4,Connecticut,430.4500122,0.67257899,23210.5193611078,-18750415.9645349
2282,4020-02,4020,Lieutenant River,40,Connecticut Main Stem,4,Connecticut,582.46697998,0.91010397,30412.7854190844,-25372253.1691364
2283,5111-02,5111,Branford River,51,South Central Eastern Complex,5,South Central Coast,1515.06005859,2.36729001,43225.8503588599,-65996174.4586711
2284,6020-06,6020,Pootatuck River,60,Housatonic Main Stem,6,Housatonic,275.50299072,0.43047299,15236.2702735044,-12000909.982168
2285,2106-02,2106,Mystic River,21,Southeast Eastern Complex,2,Southeast Coast,410.14498901,0.64085102,19627.9050116652,-17865909.9731233
2286,6601-01,6601,Miry Brook,66,Still,6,Housatonic,332.69198608,0.519831,17753.3059317149,-14492051.3091032
2287,2106-01,2106,Mystic River,21,Southeast Eastern Complex,2,Southeast Coast,389.09100341,0.60795497,21072.4022288983,-16948811.596999
2288,6600-02,6600,Still River,66,Still,6,Housatonic,842.36999511,1.31620001,39260.4913702008,-36693646.1312157
2289,2101-03,2101,Anguilla Brook,21,Southeast Eastern Complex,2,Southeast Coast,992.57000732,1.55088996,35361.7111593191,-43236346.3970612
2290,2201-03,2201,Jordan Brook,22,Southeast Western Complex,2,Southeast Coast,1194.48999023,1.8664,41275.0909228858,-52032137.8701997
2291,6900-40,6900,Naugatuck River,69,Naugatuck,6,Housatonic,1801.28002929,2.81450009,64232.2992941517,-78463697.3345088
2292,6020-07,6020,Pootatuck River,60,Housatonic Main Stem,6,Housatonic,721.84399414,1.12787997,31796.9645908667,-31443518.076577
2293,5110-06,5110,West River,51,South Central Eastern Complex,5,South Central Coast,240.08900451,0.37513801,16961.9672786242,-10458264.4789928
2294,2000-22,2000,Southeast Shoreline,20,Southeast Shoreline,2,Southeast Coast,1607.85998535,2.51229,49553.0818613299,-70038601.9050114
2295,5110-00,5110,West River,51,South Central Eastern Complex,5,South Central Coast,4299.77978515,6.71841001,142108.141502301,-187298540.172294
2296,5111-00,5111,Branford River,51,South Central Eastern Complex,5,South Central Coast,5174.81005859,8.08563995,155851.82447662,-225414672.097172
2297,5103-03,5103,Menunketesuck River,51,South Central Eastern Complex,5,South Central Coast,1023.96002197,1.59993994,35864.9281845797,-44603804.1023129
2298,5105-05,5105,Chatfield Hollow Brook,51,South Central Eastern Complex,5,South Central Coast,597.66101074,0.93384599,25404.4190651303,-26034134.2696113
2299,6000-66,6000,Housatonic River,60,Housatonic Main Stem,6,Housatonic,404.24301147,0.63163,19909.5228288976,-17608833.9822788
2300,6601-00,6601,Miry Brook,66,Still,6,Housatonic,2065.5,3.22733998,73804.1370052675,-89973018.5325282
2301,6900-37,6900,Naugatuck River,69,Naugatuck,6,Housatonic,742.52697753,1.16019999,25018.3289601305,-32344466.0539765
2302,6000-61,6000,Housatonic River,60,Housatonic Main Stem,6,Housatonic,453.27600097,0.70824402,21607.3785133412,-19744720.8432236
2303,5307-01,5307,Wepawaug River,53,South Central Western Complex,5,South Central Coast,927.7210083,1.44956004,33762.4198034982,-40411520.2235962
2304,5108-05,5108,East River,51,South Central Eastern Complex,5,South Central Coast,1484.08996582,2.31889009,47588.4375286833,-64647057.9844983
2305,6605-01,6605,East Swamp Brook,66,Still,6,Housatonic,966.85797119,1.51072001,50142.7606513841,-42116329.646672
2306,6600-03,6600,Still River,66,Still,6,Housatonic,446.61898803,0.69784301,21238.4870650768,-19454736.2666983
2307,5307-02,5307,Wepawaug River,53,South Central Western Complex,5,South Central Coast,744.83099365,1.1638,27844.2841448212,-32444839.4375123
2308,2204-02,2204,Niantic River,22,Southeast Western Complex,2,Southeast Coast,111.31600189,0.173931,12199.0766263392,-4848920.54205654
2309,5112-07,5112,Farm River,51,South Central Eastern Complex,5,South Central Coast,474.77200317,0.741831,24898.7982554623,-20681073.5967516
2310,5112-06,5112,Farm River,51,South Central Eastern Complex,5,South Central Coast,240.99800109,0.37656,15530.3365299254,-10497890.9436567
2311,6000-63,6000,Housatonic River,60,Housatonic Main Stem,6,Housatonic,647.15802001,1.01118004,29174.1054726036,-28190204.7102444
2312,5103-02,5103,Menunketesuck River,51,South Central Eastern Complex,5,South Central Coast,815.76300048,1.27462995,31483.2780470011,-35534618.4131019
2313,4019-01,4019,Falls River,40,Connecticut Main Stem,4,Connecticut,1005.32000732,1.57080996,37925.7908777549,-43791686.4620563
2314,2000-07,2000,Southeast Shoreline,20,Southeast Shoreline,2,Southeast Coast,666.85797119,1.04197001,29879.2324422256,-29048340.7370663
2315,4000-63,4000,Connecticut River,40,Connecticut Main Stem,4,Connecticut,2525.78002929,3.9465301,50595.0135377578,-110022874.790175
2316,2204-00,2204,Niantic River,22,Southeast Western Complex,2,Southeast Coast,1959.22998046,3.06129002,65891.9396364152,-85343943.9397118
2317,5108-06,5108,East River,51,South Central Eastern Complex,5,South Central Coast,225.89700317,0.35296401,17323.7972807491,-9840079.51639223
2318,4019-08,4019,Falls River,40,Connecticut Main Stem,4,Connecticut,961.69598388,1.50265002,35522.0976031094,-41891476.1387195
2319,4019-00,4019,Falls River,40,Connecticut Main Stem,4,Connecticut,4804.39013671,7.50684976,159523.584940285,-209279052.630445
2320,2000-18,2000,Southeast Shoreline,20,Southeast Shoreline,2,Southeast Coast,1275.33996582,1.99270999,45543.2792341742,-55553668.73485
2321,4020-06,4020,Lieutenant River,40,Connecticut Main Stem,4,Connecticut,1796.16003417,2.80649995,59419.6479778042,-78240823.1844989
2322,2000-19,2000,Southeast Shoreline,20,Southeast Shoreline,2,Southeast Coast,1068.40002441,1.66937005,33887.4947768922,-46539493.7777121
2323,5107-00,5107,Neck River,51,South Central Eastern Complex,5,South Central Coast,3825.33007812,5.97707986,114851.821798448,-166631392.897946
2324,6900-41,6900,Naugatuck River,69,Naugatuck,6,Housatonic,546.42297363,0.85378599,22701.5816861662,-23802181.7088967
2325,4020-03,4020,Lieutenant River,40,Connecticut Main Stem,4,Connecticut,611.8449707,0.95600801,22543.9496947647,-26651964.5666551
2326,5108-10,5108,East River,51,South Central Eastern Complex,5,South Central Coast,388.86898803,0.60760802,26543.6702740681,-16939145.1885357
2327,6900-39,6900,Naugatuck River,69,Naugatuck,6,Housatonic,345.11898803,0.53924798,19364.3875646366,-15033364.0689232
2328,4019-09,4019,Falls River,40,Connecticut Main Stem,4,Connecticut,197.36300659,0.30837899,17876.9863940671,-8597110.779679
2329,5307-03,5307,Wepawaug River,53,South Central Western Complex,5,South Central Coast,837.59399414,1.30874001,34243.5501441944,-36485590.7488823
2330,5104-00,5104,Indian River,51,South Central Eastern Complex,5,South Central Coast,2928.48999023,4.5757699,109289.955760321,-127565194.973424
2331,6601-03,6601,Miry Brook,66,Still,6,Housatonic,387.42800903,0.60535597,19058.5937507445,-16876360.1915094
2332,1000-07,1000,Pawcatuck River,10,Pawcatuck Main Stem,1,Pawcatuck,1200.6899414,1.87608003,40650.0015361173,-52302064.4868625
2333,4018-02,4018,Deep River,40,Connecticut Main Stem,4,Connecticut,438.06500244,0.68447697,22809.2070333005,-19082126.1537704
2334,5106-13,5106,Hammonasset River,51,South Central Eastern Complex,5,South Central Coast,900.02398681,1.40629005,33625.5781792201,-39205028.4508753
2335,2000-27,2000,Southeast Shoreline,20,Southeast Shoreline,2,Southeast Coast,1086.9699707,1.69839,40848.4257777345,-47348488.9289185
2336,7200-05,7200,Saugatuck River,72,Saugatuck,7,Southwest Coast,1176.75,1.83868002,48393.6818734074,-51259439.7160904
2337,6000-67,6000,Housatonic River,60,Housatonic Main Stem,6,Housatonic,302.0710144,0.47198599,17242.8529826334,-13158215.9254708
2338,6024-01,6024,Means Brook,60,Housatonic Main Stem,6,Housatonic,1374.89001464,2.14826011,50642.9812289754,-59890173.8415594
2339,8104-03,8104,Titicus River,81,Croton,8,Hudson,886.05999755,1.38446998,31780.3071931896,-38596772.5949608
2340,7202-01,7202,Aspetuck River,72,Saugatuck,7,Southwest Coast,669.55902099,1.04619002,25812.4908335722,-29165978.3774761
2341,3000-00,3000,Thames River,30,Thames Main Stem,3,Thames,1596.17004394,2.49400997,71071.6988947365,-69529135.6406584
2342,6605-02,6605,East Swamp Brook,66,Still,6,Housatonic,614.76397705,0.96056997,28787.1298547351,-26779139.0922771
2343,6022-02,6022,Halfway River,60,Housatonic Main Stem,6,Housatonic,457.6659851,0.71510201,24447.2007397318,-19935908.6157858
2344,4019-07,4019,Falls River,40,Connecticut Main Stem,4,Connecticut,438.39300537,0.68498897,21476.1220846963,-19096403.5317813
2345,8104-02,8104,Titicus River,81,Croton,8,Hudson,839.73901367,1.31209003,35528.8464514997,-36579040.6053992
2346,2000-04,2000,Southeast Shoreline,20,Southeast Shoreline,2,Southeast Coast,552.73400878,0.86364597,24385.3614412435,-24077078.4509026
2347,6020-04,6020,Pootatuck River,60,Housatonic Main Stem,6,Housatonic,245.87300109,0.38417598,17454.3034241945,-10710213.1771753
2348,5111-03,5111,Branford River,51,South Central Eastern Complex,5,South Central Coast,1904.41003417,2.97564005,55398.7936655988,-82955986.4916523
2349,6601-02,6601,Miry Brook,66,Still,6,Housatonic,434.25698852,0.67852699,22765.2518214984,-18916242.953295
2350,5208-11,5208,Muddy River,52,Quinnipiac,5,South Central Coast,1222.20996093,1.90971004,46803.1681331096,-53239670.3504093
2351,6020-02,6020,Pootatuck River,60,Housatonic Main Stem,6,Housatonic,961.71502685,1.50267994,37865.2598961735,-41892287.1129399
2352,6900-38,6900,Naugatuck River,69,Naugatuck,6,Housatonic,481.28201293,0.75200402,22285.203812764,-20964664.0877
2353,6022-03,6022,Halfway River,60,Housatonic Main Stem,6,Housatonic,1039.08996582,1.62357997,37168.7594362077,-45262887.8387737
2354,5105-06,5105,Chatfield Hollow Brook,51,South Central Eastern Complex,5,South Central Coast,393.73001098,0.61520302,22217.0281742441,-17150893.5052528
2355,7202-02,7202,Aspetuck River,72,Saugatuck,7,Southwest Coast,471.24798583,0.73632597,26641.6641856638,-20527580.2886866
2356,4019-06,4019,Falls River,40,Connecticut Main Stem,4,Connecticut,679.68597412,1.06201004,31420.5338746379,-29607129.3626289
2357,6024-00,6024,Means Brook,60,Housatonic Main Stem,6,Housatonic,3452.41992187,5.39441013,105843.181758612,-150387515.69773
2358,5103-04,5103,Menunketesuck River,51,South Central Eastern Complex,5,South Central Coast,555.27197265,0.86761301,27092.2630545686,-24187653.5122551
2359,6000-70,6000,Housatonic River,60,Housatonic Main Stem,6,Housatonic,256.34899902,0.40054601,17776.162818361,-11166579.3861722
2360,4020-05,4020,Lieutenant River,40,Connecticut Main Stem,4,Connecticut,450.20700073,0.70344799,20056.4896879016,-19611011.1344803
2361,2000-30,2000,Southeast Shoreline,20,Southeast Shoreline,2,Southeast Coast,2536.55004882,3.96336007,62042.4335162399,-110492213.749559
2362,6020-03,6020,Pootatuck River,60,Housatonic Main Stem,6,Housatonic,525.02801513,0.82035601,24334.7979669561,-22870216.3133958
2363,6000-69,6000,Housatonic River,60,Housatonic Main Stem,6,Housatonic,200.71299743,0.31361401,13844.1138066184,-8743054.46376256
