oshpd_id9,BigLanguageGroup,LanguageGroup,PLS_DESCRIPTION,NumberofEncounters,AnnotationforNumberofEncounters
106100005,English Language,English Language,English,"79,480",
106100005,Other Languages,European Languages,Ukrainian,1,1 indicates <30 encounters
106100005,Other Languages,European Languages,Romanian,1,1 indicates <30 encounters
106100005,Other Languages,European Languages,Dutch,1,1 indicates <30 encounters
106100005,Other Languages,European Languages,French,1,1 indicates <30 encounters
106100005,Other Languages,European Languages,Russian,1,1 indicates <30 encounters
106100005,Other Languages,European Languages,Croatian,1,1 indicates <30 encounters
106100005,Other Languages,Latin American Languages,Portuguese,1,1 indicates <30 encounters
106100005,Other Languages,Middle Eastern Languages,Farsi,1,1 indicates <30 encounters
106100005,Other Languages,Middle Eastern Languages,Armenian,51,
106100005,Other Languages,Middle Eastern Languages,Persian,1,1 indicates <30 encounters
106100005,Other Languages,Middle Eastern Languages,Arabic,86,
106100005,Other Languages,Middle Eastern Languages,Amharic,1,1 indicates <30 encounters
106100005,Other Languages,Sign Languages,Sign Language,1,1 indicates <30 encounters
106100005,Spanish Language,Spanish Language,Spanish,"4,350",
106100697,English Language,English Language,English,"5,350",
106100697,Other Languages,Middle Eastern Languages,Arabic,1,1 indicates <30 encounters
106100697,Spanish Language,Spanish Language,Spanish,"1,430",
106100717,Other Languages,African Languages,Somali,1,1 indicates <30 encounters
106100717,Other Languages,Asian/Pacfic Islander Languages,Korean,1,1 indicates <30 encounters
106100717,Other Languages,Asian/Pacfic Islander Languages,Hindi,46,
106100717,Other Languages,Asian/Pacfic Islander Languages,Panjabi; Punjabi,651,
106100717,Other Languages,Asian/Pacfic Islander Languages,Vietnamese,86,
106100717,Other Languages,Asian/Pacfic Islander Languages,Mien; lu Mien,1,1 indicates <30 encounters
106100717,Other Languages,Asian/Pacfic Islander Languages,Hmong,"1,015",
106100717,Other Languages,Asian/Pacfic Islander Languages,Samoan,1,1 indicates <30 encounters
106100717,Other Languages,Asian/Pacfic Islander Languages,Chinese,1,1 indicates <30 encounters
106100717,Other Languages,Asian/Pacfic Islander Languages,Filipino,1,1 indicates <30 encounters
106100717,Other Languages,Asian/Pacfic Islander Languages,Nepali,1,1 indicates <30 encounters
106100717,Other Languages,Asian/Pacfic Islander Languages,Ilocano; Iloko,1,1 indicates <30 encounters
106100717,Other Languages,Asian/Pacfic Islander Languages,Mon-Khmer,172,
106100717,Other Languages,Asian/Pacfic Islander Languages,Cantonese; Yue Chinese,65,
106100717,Other Languages,Asian/Pacfic Islander Languages,Gujarati,1,1 indicates <30 encounters
106100717,Other Languages,Asian/Pacfic Islander Languages,Japanese,1,1 indicates <30 encounters
106100717,Other Languages,Asian/Pacfic Islander Languages,Urdu,1,1 indicates <30 encounters
106100717,Other Languages,Asian/Pacfic Islander Languages,Tagalog,1,1 indicates <30 encounters
106100717,Other Languages,Asian/Pacfic Islander Languages,Mandarin,1,1 indicates <30 encounters
106100717,Other Languages,Asian/Pacfic Islander Languages,Lao,394,
106100717,Other Languages,Asian/Pacfic Islander Languages,Thai,1,1 indicates <30 encounters
106100717,English Language,English Language,English,"115,380",
106100717,Other Languages,European Languages,Polish,1,1 indicates <30 encounters
106100717,Other Languages,European Languages,Greek,1,1 indicates <30 encounters
106100717,Other Languages,European Languages,Dutch,1,1 indicates <30 encounters
106100717,Other Languages,European Languages,Romanian,1,1 indicates <30 encounters
106100717,Other Languages,European Languages,Russian,1,1 indicates <30 encounters
106100717,Other Languages,European Languages,Ukrainian,1,1 indicates <30 encounters
106100717,Other Languages,European Languages,Italian,1,1 indicates <30 encounters
106100717,Other Languages,European Languages,French,1,1 indicates <30 encounters
106100717,Other Languages,European Languages,Bulgarian,1,1 indicates <30 encounters
106100717,Other Languages,Latin American Languages,Portuguese,1,1 indicates <30 encounters
106100717,Other Languages,Middle Eastern Languages,Farsi,1,1 indicates <30 encounters
106100717,Other Languages,Middle Eastern Languages,Armenian,53,
106100717,Other Languages,Middle Eastern Languages,Amharic,1,1 indicates <30 encounters
106100717,Other Languages,Middle Eastern Languages,Persian,1,1 indicates <30 encounters
106100717,Other Languages,Middle Eastern Languages,Arabic,203,
106100717,Other Languages,Sign Languages,Sign Language,105,
106100717,Spanish Language,Spanish Language,Spanish,"18,400",
106100797,Other Languages,African Languages,Swahili,1,1 indicates <30 encounters
106100797,Other Languages,Asian/Pacfic Islander Languages,Panjabi; Punjabi,1,1 indicates <30 encounters
106100797,Other Languages,Asian/Pacfic Islander Languages,Tagalog,1,1 indicates <30 encounters
106100797,Other Languages,Asian/Pacfic Islander Languages,Mandarin,1,1 indicates <30 encounters
106100797,Other Languages,Asian/Pacfic Islander Languages,Chinese,1,1 indicates <30 encounters
106100797,Other Languages,Asian/Pacfic Islander Languages,Lao,1,1 indicates <30 encounters
106100797,Other Languages,Asian/Pacfic Islander Languages,Ilocano; Iloko,1,1 indicates <30 encounters
106100797,English Language,English Language,English,"23,400",
106100797,Other Languages,European Languages,Swedish,1,1 indicates <30 encounters
106100797,Other Languages,European Languages,Dutch,1,1 indicates <30 encounters
106100797,Other Languages,European Languages,Greek,1,1 indicates <30 encounters
106100797,Other Languages,European Languages,Serbian,1,1 indicates <30 encounters
106100797,Other Languages,European Languages,Romanian,1,1 indicates <30 encounters
106100797,Other Languages,Latin American Languages,Portuguese,1,1 indicates <30 encounters
106100797,Other Languages,Middle Eastern Languages,Arabic,86,
106100797,Other Languages,Sign Languages,Sign Language,1,1 indicates <30 encounters
106100797,Spanish Language,Spanish Language,Spanish,"11,870",
106100899,Other Languages,Asian/Pacfic Islander Languages,Sinhalese,1,1 indicates <30 encounters
106100899,Other Languages,Asian/Pacfic Islander Languages,Chuukese,1,1 indicates <30 encounters
106100899,Other Languages,Asian/Pacfic Islander Languages,Hmong,353,
106100899,Other Languages,Asian/Pacfic Islander Languages,Panjabi; Punjabi,591,
106100899,Other Languages,Asian/Pacfic Islander Languages,Cantonese; Yue Chinese,46,
106100899,Other Languages,Asian/Pacfic Islander Languages,Bengali,1,1 indicates <30 encounters
106100899,Other Languages,Asian/Pacfic Islander Languages,Korean,39,
106100899,Other Languages,Asian/Pacfic Islander Languages,Mandarin,35,
106100899,Other Languages,Asian/Pacfic Islander Languages,Filipino,1,1 indicates <30 encounters
106100899,Other Languages,Asian/Pacfic Islander Languages,Mongolian,1,1 indicates <30 encounters
106100899,Other Languages,Asian/Pacfic Islander Languages,Tagalog,1,1 indicates <30 encounters
106100899,Other Languages,Asian/Pacfic Islander Languages,Japanese,1,1 indicates <30 encounters
106100899,Other Languages,Asian/Pacfic Islander Languages,Samoan,1,1 indicates <30 encounters
106100899,Other Languages,Asian/Pacfic Islander Languages,Thai,1,1 indicates <30 encounters
106100899,Other Languages,Asian/Pacfic Islander Languages,Burmese,1,1 indicates <30 encounters
106100899,Other Languages,Asian/Pacfic Islander Languages,Nepali,1,1 indicates <30 encounters
106100899,Other Languages,Asian/Pacfic Islander Languages,Vietnamese,74,
106100899,Other Languages,Asian/Pacfic Islander Languages,Indonesian,1,1 indicates <30 encounters
106100899,Other Languages,Asian/Pacfic Islander Languages,Lao,187,
106100899,Other Languages,Asian/Pacfic Islander Languages,Hindi,1,1 indicates <30 encounters
106100899,Other Languages,Asian/Pacfic Islander Languages,Gujarati,1,1 indicates <30 encounters
106100899,Other Languages,Asian/Pacfic Islander Languages,Urdu,1,1 indicates <30 encounters
106100899,Other Languages,Asian/Pacfic Islander Languages,Mon-Khmer,96,
106100899,English Language,English Language,English,"88,750",
106100899,Other Languages,European Languages,Hungarian,1,1 indicates <30 encounters
106100899,Other Languages,European Languages,Russian,1,1 indicates <30 encounters
106100899,Other Languages,European Languages,Catalan,1,1 indicates <30 encounters
106100899,Other Languages,European Languages,Romanian,1,1 indicates <30 encounters
106100899,Other Languages,European Languages,Albanian,1,1 indicates <30 encounters
106100899,Other Languages,European Languages,Ukrainian,1,1 indicates <30 encounters
106100899,Other Languages,European Languages,Italian,1,1 indicates <30 encounters
106100899,Other Languages,European Languages,French,1,1 indicates <30 encounters
106100899,Other Languages,Latin American Languages,Portuguese,1,1 indicates <30 encounters
106100899,Other Languages,Middle Eastern Languages,Amharic,1,1 indicates <30 encounters
106100899,Other Languages,Middle Eastern Languages,Farsi,1,1 indicates <30 encounters
106100899,Other Languages,Middle Eastern Languages,Tigrinya,1,1 indicates <30 encounters
106100899,Other Languages,Middle Eastern Languages,Armenian,168,
106100899,Other Languages,Middle Eastern Languages,Turkish,1,1 indicates <30 encounters
106100899,Other Languages,Middle Eastern Languages,Pashto,1,1 indicates <30 encounters
106100899,Other Languages,Middle Eastern Languages,Persian,30,
106100899,Other Languages,Middle Eastern Languages,Arabic,195,
106100899,Other Languages,Middle Eastern Languages,Hebrew,1,1 indicates <30 encounters
106100899,Other Languages,Sign Languages,Sign Language,54,
106100899,Spanish Language,Spanish Language,Spanish,"8,260",
106104023,Other Languages,Asian/Pacfic Islander Languages,Panjabi; Punjabi,1,1 indicates <30 encounters
106104023,Other Languages,Asian/Pacfic Islander Languages,Lao,1,1 indicates <30 encounters
106104023,Other Languages,Asian/Pacfic Islander Languages,Mon-Khmer,1,1 indicates <30 encounters
106104023,Other Languages,Asian/Pacfic Islander Languages,Vietnamese,1,1 indicates <30 encounters
106104023,Other Languages,Asian/Pacfic Islander Languages,Hmong,1,1 indicates <30 encounters
106104023,Other Languages,Asian/Pacfic Islander Languages,Tagalog,1,1 indicates <30 encounters
106104023,English Language,English Language,English,"1,290",
106104023,Other Languages,European Languages,French,1,1 indicates <30 encounters
106104023,Other Languages,Latin American Languages,French Creole,1,1 indicates <30 encounters
106104023,Other Languages,Middle Eastern Languages,Farsi,1,1 indicates <30 encounters
106104023,Other Languages,Middle Eastern Languages,Arabic,1,1 indicates <30 encounters
106104023,Other Languages,Sign Languages,Sign Language,1,1 indicates <30 encounters
106104023,Spanish Language,Spanish Language,Spanish,40,
106104047,Other Languages,Asian/Pacfic Islander Languages,Vietnamese,1,1 indicates <30 encounters
106104047,Other Languages,Asian/Pacfic Islander Languages,Chinese,1,1 indicates <30 encounters
106104047,Other Languages,Asian/Pacfic Islander Languages,Mandarin,1,1 indicates <30 encounters
106104047,Other Languages,Asian/Pacfic Islander Languages,Korean,1,1 indicates <30 encounters
106104047,Other Languages,Asian/Pacfic Islander Languages,Lao,1,1 indicates <30 encounters
106104047,Other Languages,Asian/Pacfic Islander Languages,Hmong,1,1 indicates <30 encounters
106104047,Other Languages,Asian/Pacfic Islander Languages,Tagalog,1,1 indicates <30 encounters
106104047,Other Languages,Asian/Pacfic Islander Languages,Hindi,1,1 indicates <30 encounters
106104047,Other Languages,Asian/Pacfic Islander Languages,Panjabi; Punjabi,1,1 indicates <30 encounters
106104047,English Language,English Language,English,"8,760",
106104047,Other Languages,European Languages,Russian,1,1 indicates <30 encounters
106104047,Other Languages,European Languages,French,1,1 indicates <30 encounters
106104047,Other Languages,Latin American Languages,Portuguese,1,1 indicates <30 encounters
106104047,Other Languages,Middle Eastern Languages,Arabic,1,1 indicates <30 encounters
106104047,Other Languages,Middle Eastern Languages,Armenian,1,1 indicates <30 encounters
106104047,Other Languages,Native American Languages,Navajo,1,1 indicates <30 encounters
106104047,Spanish Language,Spanish Language,Spanish,450,
106104062,Other Languages,African Languages,Yoruba,1,1 indicates <30 encounters
106104062,Other Languages,Asian/Pacfic Islander Languages,Urdu,1,1 indicates <30 encounters
106104062,Other Languages,Asian/Pacfic Islander Languages,Hindi,1,1 indicates <30 encounters
106104062,Other Languages,Asian/Pacfic Islander Languages,Japanese,1,1 indicates <30 encounters
106104062,Other Languages,Asian/Pacfic Islander Languages,Mon-Khmer,1,1 indicates <30 encounters
106104062,Other Languages,Asian/Pacfic Islander Languages,Vietnamese,56,
106104062,Other Languages,Asian/Pacfic Islander Languages,Chinese,1,1 indicates <30 encounters
106104062,Other Languages,Asian/Pacfic Islander Languages,Hmong,90,
106104062,Other Languages,Asian/Pacfic Islander Languages,Gujarati,1,1 indicates <30 encounters
106104062,Other Languages,Asian/Pacfic Islander Languages,Telugu,1,1 indicates <30 encounters
106104062,Other Languages,Asian/Pacfic Islander Languages,Korean,1,1 indicates <30 encounters
106104062,Other Languages,Asian/Pacfic Islander Languages,Thai,1,1 indicates <30 encounters
106104062,Other Languages,Asian/Pacfic Islander Languages,Panjabi; Punjabi,220,
106104062,Other Languages,Asian/Pacfic Islander Languages,Tagalog,1,1 indicates <30 encounters
106104062,Other Languages,Asian/Pacfic Islander Languages,Lao,36,
106104062,Other Languages,Asian/Pacfic Islander Languages,Indonesian,1,1 indicates <30 encounters
106104062,Other Languages,Asian/Pacfic Islander Languages,Mandarin,52,
106104062,Other Languages,Asian/Pacfic Islander Languages,Cantonese; Yue Chinese,51,
106104062,Other Languages,Asian/Pacfic Islander Languages,Burmese,1,1 indicates <30 encounters
106104062,English Language,English Language,English,"57,660",
106104062,Other Languages,European Languages,Ukrainian,1,1 indicates <30 encounters
106104062,Other Languages,European Languages,Romanian,1,1 indicates <30 encounters
106104062,Other Languages,European Languages,Russian,1,1 indicates <30 encounters
106104062,Other Languages,European Languages,French,1,1 indicates <30 encounters
106104062,Other Languages,European Languages,German,1,1 indicates <30 encounters
