OBJECTID,SMPOLY_COD,SURFM_POLY,DESCRIP,IMS_LEGEND,ACREAGE,AREA_SQMI,SHAPE_Length,SHAPE_Area
5213,SG,Sand+Gravel,Sand and Gravel,Coarse,21.98320007,0.0343487,3848.91115118423,957587.844295209
5214,T,Till,Till,Till,5.97551012,0.00933673,2413.54386380115,260293.391764087
5215,SG,Sand+Gravel,Sand and Gravel,Coarse,24.96759986,0.03901179,5627.72361957076,1087587.32371581
5216,W,Water,Water,Water,17.52370071,0.02738079,5373.71181509413,763333.441986016
5217,A/F,Alluv/Fines,Alluvium overlying Fines,Natural Postglacial,0.43915298,0.00068617,583.03501203633,19129.5652023886
5218,S/F,Sand/Fines,Sand overlying Fines,Coarse over Fine,31.24399948,0.0488188,6786.31896619893,1360989.39706517
5219,SG,Sand+Gravel,Sand and Gravel,Coarse,157.55299377,0.246176,22941.0860499597,6863001.10267908
5220,SW,Swamp,Swamp,Natural Postglacial,23.65839958,0.0369663,4769.47671654701,1030560.49660857
5221,S,Sand,Sand,Coarse,12.21469974,0.01908539,3583.97506522185,532070.868374284
5222,TT,Thick Till,Thick Till,Thick Till,36.26869964,0.05666989,5606.87385317401,1579864.86342937
5223,G,Gravel,Gravel,Coarse,19.83810043,0.03099709,5916.43367593851,864149.251081717
5224,A/F,Alluv/Fines,Alluvium overlying Fines,Natural Postglacial,0.24726699,0.00038635,464.611611602666,10770.9261690898
5225,T,Till,Till,Till,166.43699645,0.260057,10503.0436831082,7249984.95207682
5226,SG/S,Sand+Gravel/Sand,Sand and Gravel overlying Sand,Stacked Coarse,28.77090072,0.0449545,5119.5699769495,1253258.42661969
5227,W,Water,Water,Water,121.46700286,0.189792,13018.3730028791,5291101.56131052
5228,W,Water,Water,Water,8.41458034,0.0131478,2897.69247180538,366538.988369343
5229,S/F,Sand/Fines,Sand overlying Fines,Coarse over Fine,675.83300781,1.05598998,27211.9484204113,29439290.0998321
5230,T,Till,Till,Till,3.1552999,0.00493016,1366.9296152476,137445.056140594
5231,T,Till,Till,Till,9.53742027,0.01490219,2537.19909777195,415449.870292917
5232,S/F,Sand/Fines,Sand overlying Fines,Coarse over Fine,13.87100028,0.02167339,6030.22217298425,604218.773057338
5233,W,Water,Water,Water,6.23554992,0.00974304,2494.43592628368,271620.46772501
5234,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,125.29399871,0.195772,33846.7292908729,5457819.85895761
5235,TT,Thick Till,Thick Till,Thick Till,858.86798095,1.34197998,52720.9415455999,37412300.2212318
5236,W,Water,Water,Water,989.9119873,1.54674005,93081.0944293494,43120558.2639975
5237,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,7.55055999,0.0117977,3921.04093435599,328902.337664713
5238,SG,Sand+Gravel,Sand and Gravel,Coarse,20.15539932,0.0314929,5145.70734529936,877971.211173558
5239,G,Gravel,Gravel,Coarse,179.09599304,0.27983701,24503.9272934282,7801406.0456372
5240,A/S,Alluv/Sand,Alluvium overlying Sand,Natural Postglacial,7.96304988,0.0124423,2927.32889054319,346870.571495786
5241,TT,Thick Till,Thick Till,Thick Till,138.47399902,0.21636599,10263.2415369028,6031942.76050432
5242,T,Till,Till,Till,31.17090034,0.0487046,6914.91302622816,1357805.28074068
5243,SG,Sand+Gravel,Sand and Gravel,Coarse,3765.34008789,5.88334989,286742.682979662,164018437.519333
5244,T,Till,Till,Till,7.40709018,0.01157359,2445.59056322252,322652.681849249
5245,SG/S/SG,Sand+Gravel/Sand/Sand+Gravel,Sand and Gravel overlying Sand overlying Sand and Gravel,Stacked Coarse,35.99380111,0.0562403,5703.34057165457,1567890.15085549
5246,A/S/F,Alluv/Sand/Fines,Alluvium overlying Sand overlying Fines,Natural Postglacial,756.53198242,1.18208003,31168.1797623144,32954542.4761975
5247,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,71.48840332,0.11170099,13593.6126562201,3114035.24939346
5248,SG,Sand+Gravel,Sand and Gravel,Coarse,57.54180145,0.08990909,7052.11314129736,2506521.73852892
5249,TT,Thick Till,Thick Till,Thick Till,73.39250183,0.11467599,6583.82035746807,3196975.25205325
5250,SG/S/F,Sand+Gravel/Sand/Fines,Sand and Gravel overlying Sand overlying Fines,Coarse over Fine,148.48500061,0.23200799,13246.1885815166,6468022.52899711
5251,SG,Sand+Gravel,Sand and Gravel,Coarse,25.6072998,0.04001139,5277.60625896246,1115455.4263239
5252,A/S,Alluv/Sand,Alluvium overlying Sand,Natural Postglacial,1.70340001,0.00266155,1434.88608998177,74200.10626944
5253,SW,Swamp,Swamp,Natural Postglacial,19.10639953,0.02985369,5222.52310223483,832274.628818029
5254,T,Till,Till,Till,1806.35998535,2.8224399,52528.1975268266,78685102.1725419
5255,SG,Sand+Gravel,Sand and Gravel,Coarse,145.64799499,0.227576,26227.9009110799,6344440.43805946
5256,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,34.89300155,0.05452039,15519.4886652227,1519941.29878289
5257,SW/S,Swamp/Sand,Swamp overlying Sand,Natural Postglacial,54.43880081,0.08506059,11942.0306291521,2371353.96663519
5258,A/S,Alluv/Sand,Alluvium overlying Sand,Natural Postglacial,17.32369995,0.0270684,6544.49206705373,754622.177468914
5259,S/F,Sand/Fines,Sand overlying Fines,Coarse over Fine,11.25209999,0.0175813,2711.98967270594,490139.314947101
5260,W,Water,Water,Water,34.92770004,0.0545745,5858.27901145864,1521450.58306653
5261,SG/S/F,Sand+Gravel/Sand/Fines,Sand and Gravel overlying Sand overlying Fines,Coarse over Fine,285.6369934,0.44630798,22615.3378405781,12442336.921778
5262,T,Till,Till,Till,81.89969635,0.12796799,8384.72134709055,3567549.25965442
5263,T,Till,Till,Till,136.32899475,0.21301299,22177.7526695428,5938473.65483114
5264,A/SG/S/F,Alluv/Sand+Gravel/Sand/Fines,Alluvium overlying Sand and Gravel overlying Sand overlying Fines,Natural Postglacial,14.44769954,0.02257449,3487.58078712229,629341.473374191
5265,SW,Swamp,Swamp,Natural Postglacial,40.58860015,0.06341969,12398.1904063633,1768040.4216587
5266,A/S/SG,Alluv/Sand/Sand+Gravel,Alluvium overlying Sand overlying Sand and Gravel,Natural Postglacial,4.17748022,0.0065273,2112.63086511358,181970.979422462
5267,S,Sand,Sand,Coarse,100.1289978,0.156452,9320.94125468511,4361628.48915554
5268,TT,Thick Till,Thick Till,Thick Till,35.31660079,0.05518219,5691.07152945285,1538391.99898647
5269,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,0.47150099,0.00073672,989.973468960225,20538.6966870025
5270,SW/F,Swamp/Fines,Swamp overlying Fines,Natural Postglacial,120.10500335,0.187664,21453.6667373761,5231758.52437983
5271,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,2.88717007,0.00451119,1560.12392415775,125764.800525971
5272,SG,Sand+Gravel,Sand and Gravel,Coarse,186.55000305,0.29148399,32944.6599768382,8126104.32895806
5273,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,41.01639938,0.06408809,9408.05443081624,1786673.04165676
5274,SG,Sand+Gravel,Sand and Gravel,Coarse,9.55373954,0.0149277,3383.92825646009,416160.936065229
5275,SW,Swamp,Swamp,Natural Postglacial,40.17670059,0.0627761,5616.89142377229,1750095.90286977
5276,SW,Swamp,Swamp,Natural Postglacial,20.61969947,0.03221829,5792.70014290036,898195.700632173
5277,T,Till,Till,Till,3.84189009,0.00600295,1556.02174131827,167352.736461714
5278,T,Till,Till,Till,44.03680038,0.06880749,8455.74106178499,1918241.77066798
5279,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,137.71400451,0.21517799,31674.1543821194,5998819.55363982
5280,T,Till,Till,Till,2.80423998,0.00438161,1287.80779326857,122152.688031799
5281,A/S,Alluv/Sand,Alluvium overlying Sand,Natural Postglacial,174.49499511,0.27264899,27816.6154627745,7601005.41079421
5282,TA,Talus,Talus,Natural Postglacial,28.81100082,0.04501729,10628.1346831044,1255008.31699732
5283,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,3.03367996,0.00474013,2195.18125892739,132147.213736126
5284,TA,Talus,Talus,Natural Postglacial,9.10980033,0.01423409,3592.56287042895,396822.680188194
5285,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,13.05930042,0.02040519,8720.09331733872,568863.935923292
5286,TT,Thick Till,Thick Till,Thick Till,202.01699829,0.31565201,14763.9263975451,8799874.7277403
5287,S,Sand,Sand,Coarse,35.4598999,0.0554061,5128.21345954069,1544633.8360301
5288,T,Till,Till,Till,239.67199707,0.37448701,13378.4850119504,10440101.5183516
5289,T,Till,Till,Till,8.82610988,0.0137908,2294.88778436517,384465.289006507
5290,SW,Swamp,Swamp,Natural Postglacial,13.12310028,0.02050489,4271.06666516155,571643.395569345
5291,SW,Swamp,Swamp,Natural Postglacial,12.99680042,0.02030749,3476.69585344441,566141.16027668
5292,SW,Swamp,Swamp,Natural Postglacial,109.3809967,0.170908,22507.6962678196,4764628.48424374
5293,SG,Sand+Gravel,Sand and Gravel,Coarse,273.59799194,0.42749699,48353.8622774399,11917915.0363878
5294,SG,Sand+Gravel,Sand and Gravel,Coarse,40.48170089,0.0632527,6388.81318017309,1763382.9554382
5295,G,Gravel,Gravel,Coarse,12.41959953,0.01940559,3797.17367583113,540997.515598688
5296,SG,Sand+Gravel,Sand and Gravel,Coarse,54.37979888,0.08496849,9237.40691166227,2368784.44074246
5297,A/F,Alluv/Fines,Alluvium overlying Fines,Natural Postglacial,123.88300323,0.19356699,10426.7533856347,5396334.7292532
5298,SG,Sand+Gravel,Sand and Gravel,Coarse,11.51049995,0.01798509,2740.97688520631,501395.633379752
5299,T,Till,Till,Till,40.16469955,0.06275729,6907.80589343765,1749572.66260221
5300,TT,Thick Till,Thick Till,Thick Till,83.77549743,0.13089899,10043.2087536317,3649260.86165994
5301,T,Till,Till,Till,1.70781004,0.00266844,1088.02821084958,74392.2532215913
5302,A/F,Alluv/Fines,Alluvium overlying Fines,Natural Postglacial,2.13519001,0.00333623,1622.27903216062,93009.0733991632
5303,W,Water,Water,Water,6.73221015,0.0105191,2294.15113750064,293255.154405424
5304,SG,Sand+Gravel,Sand and Gravel,Coarse,56.52330017,0.08831769,14976.7284503954,2462155.26618243
5305,SG/S,Sand+Gravel/Sand,Sand and Gravel overlying Sand,Stacked Coarse,51.51269912,0.0804885,8521.74311007547,2243892.57413992
5306,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,5.15459012,0.00805404,3907.64397417006,224533.974199812
5307,SG,Sand+Gravel,Sand and Gravel,Coarse,86.53160095,0.13520599,15452.9228553415,3769317.95728645
5308,A/S,Alluv/Sand,Alluvium overlying Sand,Natural Postglacial,11.01399993,0.01720939,4592.04557259037,479771.121737119
5309,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,0.163918,0.00025612,616.109606916711,7140.22956852353
5310,T,Till,Till,Till,5.3969202,0.00843269,2131.49801199929,235089.841536463
5311,SG,Sand+Gravel,Sand and Gravel,Coarse,54.29850006,0.0848413,9144.14100207069,2365240.70058751
5312,W,Water,Water,Water,10.49470043,0.01639799,4090.5821399567,457150.736136095
5313,TT,Thick Till,Thick Till,Thick Till,28.42379951,0.04441219,4441.18600326297,1238139.90066666
5314,SG,Sand+Gravel,Sand and Gravel,Coarse,17.1576004,0.0268088,5257.4392651339,747386.146369847
5315,S,Sand,Sand,Coarse,66.93450164,0.10458499,9667.41303882083,2915665.27645178
5316,A/F,Alluv/Fines,Alluvium overlying Fines,Natural Postglacial,0.86883401,0.00135755,847.37910198191,37846.3722981311
5317,A/F,Alluv/Fines,Alluvium overlying Fines,Natural Postglacial,144.0019989,0.225002,22039.9292250297,6272709.86343929
5318,SG,Sand+Gravel,Sand and Gravel,Coarse,5.68405008,0.00888132,3226.52348799222,247597.477711123
5319,SG,Sand+Gravel,Sand and Gravel,Coarse,5.7796998,0.00903077,2185.98105510501,251763.840186823
5320,SG/S,Sand+Gravel/Sand,Sand and Gravel overlying Sand,Stacked Coarse,256.40399169,0.40063101,13702.8115228589,11168949.5857148
5321,A/S/SG,Alluv/Sand/Sand+Gravel,Alluvium overlying Sand overlying Sand and Gravel,Natural Postglacial,75.44460296,0.11788199,13999.9419862095,3286369.11353225
5322,S/F,Sand/Fines,Sand overlying Fines,Coarse over Fine,284.86401367,0.4451,26324.4061730029,12408672.4348458
5323,SG,Sand+Gravel,Sand and Gravel,Coarse,2.38999009,0.00373435,1383.68592561157,104107.847835762
5324,T,Till,Till,Till,87.59269714,0.136864,8454.95089956588,3815537.1003062
5325,W,Water,Water,Water,20.12989997,0.03145299,4557.00726693139,876859.240151236
5326,SW,Swamp,Swamp,Natural Postglacial,54.02690124,0.084417,12547.694608703,2353410.74505585
5327,SG/S,Sand+Gravel/Sand,Sand and Gravel overlying Sand,Stacked Coarse,75.17839813,0.117466,9062.09213522572,3274772.15273976
5328,SW,Swamp,Swamp,Natural Postglacial,109.17299652,0.17058299,13516.9976863564,4755592.23144406
5329,TT,Thick Till,Thick Till,Thick Till,56.07949829,0.08762429,7060.440644739,2442824.25039283
5330,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,9.43883037,0.01474819,4030.85134219458,411155.24691098
5331,SG,Sand+Gravel,Sand and Gravel,Coarse,5.31659984,0.00830718,1843.91647598177,231591.363063927
5332,SG/S,Sand+Gravel/Sand,Sand and Gravel overlying Sand,Stacked Coarse,48.33010101,0.0755157,7665.18510904339,2105256.18770458
5333,TT,Thick Till,Thick Till,Thick Till,111.01599884,0.173463,10805.9465082466,4835864.58095557
5334,SG,Sand+Gravel,Sand and Gravel,Coarse,531.28302001,0.83012998,51732.6985609922,23142699.5991417
5335,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,15.97760009,0.02496499,5160.74280108169,695983.126175208
5336,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,1.55624997,0.00243163,3064.0274765031,67790.25222091
5337,G,Gravel,Gravel,Coarse,22.29000091,0.0348281,4501.86784028327,970952.686514241
5338,SG/F,Sand+Gravel/Fines,Sand and Gravel overlying Fines,Coarse over Fine,59.02980041,0.09223409,9236.29949954493,2571339.38209971
5339,S/F,Sand/Fines,Sand overlying Fines,Coarse over Fine,57.01269912,0.0890823,8626.88288597399,2483471.81906141
5340,SW,Swamp,Swamp,Natural Postglacial,14.32429981,0.0223817,4979.37607409372,623966.230141127
5341,T,Till,Till,Till,4.33331012,0.00677079,1600.21434644252,188758.806764285
5342,A/S/SG,Alluv/Sand/Sand+Gravel,Alluvium overlying Sand overlying Sand and Gravel,Natural Postglacial,6.03984022,0.00943724,2341.23261079608,263095.608469243
5343,SG/S,Sand+Gravel/Sand,Sand and Gravel overlying Sand,Stacked Coarse,78.75309753,0.123052,17283.8381294274,3430485.15392958
5344,W,Water,Water,Water,5.05940008,0.00790531,2691.18074256398,220387.204910066
5345,A/F,Alluv/Fines,Alluvium overlying Fines,Natural Postglacial,34.4219017,0.05378409,11261.3421618264,1499416.23048607
5346,A/S,Alluv/Sand,Alluvium overlying Sand,Natural Postglacial,78.66729736,0.122918,10774.3529074117,3426749.0419276
5347,SW,Swamp,Swamp,Natural Postglacial,15.73719978,0.0245893,5353.58828957823,685510.319509326
5348,TT,Thick Till,Thick Till,Thick Till,76.74610137,0.11991599,6615.0715756406,3343061.44883827
5349,W,Water,Water,Water,49.3572998,0.0771208,9272.8943591618,2150004.21199332
5350,S,Sand,Sand,Coarse,10.7564001,0.0168069,5198.63734940057,468548.525139813
5351,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,6.4124999,0.01001949,2647.65223701153,279328.154912066
5352,SG/S,Sand+Gravel/Sand,Sand and Gravel overlying Sand,Stacked Coarse,200.08200073,0.31262901,34146.4067628821,8715588.72248597
5353,SW/S,Swamp/Sand,Swamp overlying Sand,Natural Postglacial,31.21069908,0.04876679,6458.7754428044,1359540.15787435
5354,SW,Swamp,Swamp,Natural Postglacial,58.52220153,0.0914409,12291.7372061261,2549227.25110677
5355,SG,Sand+Gravel,Sand and Gravel,Coarse,53.72090148,0.08393889,7721.50058864148,2340082.98017666
5356,S,Sand,Sand,Coarse,12.61970043,0.0197183,4667.72767501413,549715.214177598
5357,SG/F,Sand+Gravel/Fines,Sand and Gravel overlying Fines,Coarse over Fine,841.03399658,1.31411004,53507.608677306,36635423.9009947
5358,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,13.87839984,0.021685,4270.29208538409,604541.768792489
5359,SW,Swamp,Swamp,Natural Postglacial,37.70920181,0.05892059,6986.47770931306,1642612.85567365
5360,SG/F,Sand+Gravel/Fines,Sand and Gravel overlying Fines,Coarse over Fine,8.3190298,0.01299849,5123.86224882667,362376.618099209
5361,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,8.33283042,0.0130201,8501.65597487428,362977.935929271
5362,A/F,Alluv/Fines,Alluvium overlying Fines,Natural Postglacial,80.52880096,0.125826,10081.8887806458,3507836.03813233
5363,SG/S,Sand+Gravel/Sand,Sand and Gravel overlying Sand,Stacked Coarse,47.58300018,0.0743485,6517.66252250419,2072717.39470319
5364,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,7.2262001,0.0112909,5198.06670654897,314773.540077662
5365,SW,Swamp,Swamp,Natural Postglacial,73.54840087,0.11491899,8336.37564164393,3203768.65642011
5366,SG,Sand+Gravel,Sand and Gravel,Coarse,34.61330032,0.05408329,11789.8164400749,1507756.87400139
5367,A/S,Alluv/Sand,Alluvium overlying Sand,Natural Postglacial,0.43112599,0.00067363,589.009116547298,18779.8460678682
5368,SG,Sand+Gravel,Sand and Gravel,Coarse,48.11959838,0.07518679,8430.13216304488,2096088.22639821
5369,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,13.35109996,0.0208611,3837.67561807929,581575.079934759
5370,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,2.59423995,0.0040535,2077.47109882889,113005.247252955
5371,S,Sand,Sand,Coarse,135.97399902,0.21245999,15791.5457849122,5923040.97843667
5372,S/SG,Sand/Sand+Gravel,Sand overlying Sand and Gravel,Stacked Coarse,40.94290161,0.0639733,6740.56383082838,1783471.45054562
5373,A/S,Alluv/Sand,Alluvium overlying Sand,Natural Postglacial,169.06399536,0.264162,31046.586056638,7364408.04329523
5374,TT,Thick Till,Thick Till,Thick Till,854.80102539,1.33563005,43173.1068071276,37235120.1082591
5375,SW,Swamp,Swamp,Natural Postglacial,67.62020111,0.10565699,12099.1563014277,2945536.86260247
5376,TT,Thick Till,Thick Till,Thick Till,255.33500671,0.39896199,17115.2175984097,11122412.6140439
5377,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,19.59749984,0.03062099,6531.72252805146,853664.877452381
5378,SG,Sand+Gravel,Sand and Gravel,Coarse,27.60099983,0.0431265,6188.64246124196,1202299.54435337
5379,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,14.79899978,0.0231234,4367.44513498156,644643.518846512
5380,G,Gravel,Gravel,Coarse,66.32050323,0.10362599,7800.2421764633,2888922.38016303
5381,SG/S,Sand+Gravel/Sand,Sand and Gravel overlying Sand,Stacked Coarse,912.87200927,1.42636001,94691.164360898,39764720.3778848
5382,A/S,Alluv/Sand,Alluvium overlying Sand,Natural Postglacial,14.00769996,0.021887,4656.89579139477,610173.575034601
5383,SG,Sand+Gravel,Sand and Gravel,Coarse,344.08898925,0.53763997,42472.9457793454,14988529.0655935
5384,SG/S,Sand+Gravel/Sand,Sand and Gravel overlying Sand,Stacked Coarse,147.95300292,0.231177,13793.0731781426,6444843.11403238
5385,SW/F,Swamp/Fines,Swamp overlying Fines,Natural Postglacial,5.37589979,0.00839984,2500.45212295966,234173.900603986
5386,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,1.07615995,0.00168149,1634.97002750921,46877.5022934577
5387,SW/F,Swamp/Fines,Swamp overlying Fines,Natural Postglacial,155.03100585,0.242236,24347.8284264702,6753146.02521917
5388,T,Till,Till,Till,35.89429855,0.0560848,5149.21887543534,1563553.68114169
5389,SG,Sand+Gravel,Sand and Gravel,Coarse,39.57410049,0.06183449,4879.91593697863,1723848.46326548
5390,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,0.33344501,0.000521,727.725429218015,14524.8014455859
5391,SW,Swamp,Swamp,Natural Postglacial,25.12669944,0.03926049,8821.63012657616,1094520.9027322
5392,TT,Thick Till,Thick Till,Thick Till,97.395401,0.15218,8396.55978796656,4242543.70917288
5393,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,3.98748993,0.00623044,2618.19532656826,173695.00126002
5394,SG/F,Sand+Gravel/Fines,Sand and Gravel overlying Fines,Coarse over Fine,18.56220054,0.02900349,4431.86420928711,808571.470865897
5395,T,Till,Till,Till,267.76098632,0.41837599,15795.4153939921,11663649.0208736
5396,T,Till,Till,Till,288.80099487,0.451251,15319.0075308179,12580155.6138584
5397,TT,Thick Till,Thick Till,Thick Till,355.79299926,0.55592602,23400.389383465,15498337.2026998
5398,TA,Talus,Talus,Natural Postglacial,109.40799713,0.17094999,29049.6291891963,4765821.58902503
5399,G,Gravel,Gravel,Coarse,23.59530067,0.03686759,5607.10510944948,1027811.17718311
5400,TT,Thick Till,Thick Till,Thick Till,1004.33001708,1.56927001,26918.0123538771,43748623.2043972
5401,T,Till,Till,Till,38.23960113,0.0597493,6788.87005892771,1665714.78852814
5402,TT,Thick Till,Thick Till,Thick Till,70.68370056,0.110443,10182.6464547012,3078982.29111239
5403,T,Till,Till,Till,39.86249923,0.06228519,5415.31826218862,1736410.76100619
5404,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,5.81452989,0.00908519,2597.84894785071,253280.783075759
5405,SG,Sand+Gravel,Sand and Gravel,Coarse,7.3843398,0.01153799,3001.65239281925,321661.991124263
5406,SG/S,Sand+Gravel/Sand,Sand and Gravel overlying Sand,Stacked Coarse,0.73620897,0.00115032,950.955058919544,32069.357553222
5407,SG,Sand+Gravel,Sand and Gravel,Coarse,260.24398803,0.406632,27312.4697666351,11336235.5000378
5408,SW,Swamp,Swamp,Natural Postglacial,19.02759933,0.02973059,5877.74493959377,828840.897474354
5409,W,Water,Water,Water,10.01710033,0.01565169,3104.33198752762,436343.976727026
5410,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,8.99946022,0.01406169,2836.75217994167,392016.425322563
5411,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,20.53770065,0.03209019,7121.21942862512,894622.488417406
5412,W,Water,Water,Water,277.28500366,0.43325799,21110.5607786394,12078543.9220233
5413,A/F,Alluv/Fines,Alluvium overlying Fines,Natural Postglacial,42.12369918,0.06581819,13082.2777068787,1834906.5703946
5414,TT,Thick Till,Thick Till,Thick Till,482.20901489,0.753452,37612.4147728797,21005027.5776691
5415,T,Till,Till,Till,1.13722002,0.00177691,896.657893341969,49537.2344910272
5416,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,16.40220069,0.02562839,6969.72177953571,714479.086200166
5417,G,Gravel,Gravel,Coarse,67.78109741,0.10590799,11829.0396950256,2952545.1238213
5418,TT,Thick Till,Thick Till,Thick Till,524.73901367,0.81990402,31880.7758323694,22857609.4193586
5419,SW/F,Swamp/Fines,Swamp overlying Fines,Natural Postglacial,67.19580078,0.10499399,18857.8191074105,2927050.73941135
5420,A/F,Alluv/Fines,Alluvium overlying Fines,Natural Postglacial,38.7240982,0.06050639,9768.65434049349,1686822.32929404
5421,A/F,Alluv/Fines,Alluvium overlying Fines,Natural Postglacial,42.10409927,0.0657877,21610.6154689501,1834056.54511459
5422,SG,Sand+Gravel,Sand and Gravel,Coarse,50.98070144,0.07965739,6925.53981691782,2220720.5372924
5423,W,Water,Water,Water,185.2599945,0.289469,23175.1439152219,8069919.80887972
5424,A/F,Alluv/Fines,Alluvium overlying Fines,Natural Postglacial,103.57800292,0.161841,10482.1095762706,4511865.27740534
5425,S/F,Sand/Fines,Sand overlying Fines,Coarse over Fine,968.0170288,1.51252996,53402.4147406969,42166821.1917276
5426,TT,Thick Till,Thick Till,Thick Till,557.03399658,0.87036502,31746.9249474889,24264377.5642488
5427,SW,Swamp,Swamp,Natural Postglacial,33.18619918,0.05185339,7804.33432037571,1445591.03682913
5428,T,Till,Till,Till,1811.13000488,2.82989001,81718.7298518776,78892774.7452949
5429,SG,Sand+Gravel,Sand and Gravel,Coarse,714.9130249,1.11705005,73867.1065623272,31141604.2234845
5430,SG,Sand+Gravel,Sand and Gravel,Coarse,67.32659912,0.105198,13513.5768503504,2932746.91669074
5431,SW,Swamp,Swamp,Natural Postglacial,18.94149971,0.029596,6222.7240230184,825090.078929274
5432,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,7.66865015,0.0119823,6834.54646543848,334046.167816593
5433,SW,Swamp,Swamp,Natural Postglacial,31.48170089,0.0491902,7165.00258922004,1371343.85420724
5434,W,Water,Water,Water,5.74556016,0.00897744,2013.73204556832,250276.897420292
5435,TT,Thick Till,Thick Till,Thick Till,66.1710968,0.10339199,7626.82325216132,2882413.48444398
5436,SG/S,Sand+Gravel/Sand,Sand and Gravel overlying Sand,Stacked Coarse,391.26599121,0.61135298,23771.7842932998,17043526.9549424
5437,SW/F,Swamp/Fines,Swamp overlying Fines,Natural Postglacial,45.74430084,0.0714754,8220.97347501453,1992620.6394859
5438,SG/F,Sand+Gravel/Fines,Sand and Gravel overlying Fines,Coarse over Fine,17.91410064,0.0279907,4064.21877872826,780336.855968975
5439,SW,Swamp,Swamp,Natural Postglacial,11.20100021,0.0175016,4199.93583954742,487917.327175558
5440,A/F,Alluv/Fines,Alluvium overlying Fines,Natural Postglacial,1802.39001464,2.81624007,119810.063510648,78512200.9613264
5441,T,Till,Till,Till,17.81360054,0.0278338,3949.5796509393,775961.295259326
5442,A/F,Alluv/Fines,Alluvium overlying Fines,Natural Postglacial,17.14620018,0.026791,4325.62995922078,746889.243903634
5443,W,Water,Water,Water,52.48899841,0.08201409,8888.78738050363,2286421.66529147
5444,SW,Swamp,Swamp,Natural Postglacial,31.03820037,0.0484973,5559.56942057631,1352025.564645
5445,SG,Sand+Gravel,Sand and Gravel,Coarse,5.65734004,0.00883959,2804.80008312463,246433.943796013
5446,A/F,Alluv/Fines,Alluvium overlying Fines,Natural Postglacial,11.99069976,0.01873539,8592.335089887,522314.096582754
5447,TT,Thick Till,Thick Till,Thick Till,51.4944992,0.0804601,6171.13118382905,2243099.26698246
5448,TT,Thick Till,Thick Till,Thick Till,66.34400177,0.10366299,6493.82425160308,2889944.55264586
5449,W,Water,Water,Water,6.15895986,0.00962337,1913.19696552834,268284.329409202
5450,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,29.67399978,0.0463656,9916.43597945413,1292599.41625994
5451,SG,Sand+Gravel,Sand and Gravel,Coarse,481.67800903,0.752622,29888.5514730154,20981909.1484295
